,address1,address2,city,state,zip,country,phone,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,profitMargins,sharesOutstanding,lastSplitFactor,lastSplitDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,grossMargins,ebitdaMargins,operatingMargins,trailingPegRatio
0,6320 South Sandhill Road,Suite 10,Las Vegas,NV,89120,United States,702-900-2897,Oil & Gas E&P,Energy,"Harris Exploration, Inc. operates as an investment and merchant bank holding company. The company, through its subsidiaries, focuses on the mining and extraction of gold deposits. Harris Exploration, Inc. is based in Las Vegas, Nevada.","{'maxAge': 1, 'name': 'Mr. Stephen L. Bailey', 'title': 'Pres, CEO, Interim CFO & Chairman of Board', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.016,0.019,0.019,0.0209,0.016,0.019,0.019,0.0209,1378425600,19000,19000,3370,8911,8911,0.0,0.0,0,0,18233034,0.0146,0.05,0.024983,0.02133245,0.0,0.0,USD,0.0,0,5:1,1149811200,PNK,EQUITY,HXPN,HXPN,HARRIS EXPLORATION,"Harris Exploration, Inc.",950797800,America/New_York,EDT,-14400000,0.0209,none,0.0,0.0,0.0,
