,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,revenuePerShare,grossProfits,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Narain Manzil Building,"11th Floor 23, Barakhamba Road",New Delhi,110001,India,91 11 4362 1200,91 11 4150 1333,https://www.landmarkproperty.in,Real Estate Services,Real Estate,"Landmark Property Development Company Limited engages in the real estate development business in India. It also offers advisory and consultancy services to overseas investors for investment reports, including presentation of the financial and economic aspects of the proposed investment, business plans for the proposed investment, and various other information requested by the advisee. The company was formerly known as Konark Minerals Limited and changed its name to Landmark Property Development Company Limited in January 2008. Landmark Property Development Company Limited was incorporated in 1976 and is based in New Delhi, India.","{'maxAge': 1, 'name': 'Mr. Ankit  Bhatia', 'title': 'Company Sec. & Compliance Officer', 'fiscalYear': 2023, 'totalPay': 1620000, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,7.3,7.35,6.9,7.45,7.3,7.35,6.9,7.45,1411084800,0.0,0.720079,177348,177348,227622,429095,429095,0.0,0.0,0,0,952415296,5.1,8.8,108.7853,6.276,6.4415,0.0,0.0,INR,1262397056,0.0,47488217,134143000,0.64862,0.0,4.158,1.7075517,1680220800,1711843200,1688083200,-63048000,-0.46,144.192,-17.115,NSI,EQUITY,LPDC.NS,LPDC.NS,LANDMARK PROP DEV,Landmark Property Development Company Limited,1218512700,Asia/Kolkata,IST,19800000,7.1,none,48973000,0.265,-73761504,0,8755000,0.052,4141000,0.51251,0.0,-8.42673,INR,
1,Narain Manzil Building,"11th Floor 23, Barakhamba Road",New Delhi,110001,India,91 11 4362 1200,91 11 4150 1333,https://www.landmarkproperty.in,Real Estate Services,Real Estate,"Landmark Property Development Company Limited engages in the real estate development business in India. It also offers advisory and consultancy services to overseas investors for investment reports, including presentation of the financial and economic aspects of the proposed investment, business plans for the proposed investment, and various other information requested by the advisee. The company was formerly known as Konark Minerals Limited and changed its name to Landmark Property Development Company Limited in January 2008. Landmark Property Development Company Limited was incorporated in 1976 and is based in New Delhi, India.","{'maxAge': 1, 'name': 'Mr. Gaurav  Dalmia', 'age': 57, 'title': 'Non Independent Exec. Chairperson, MD & CEO', 'yearBorn': 1965, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,7.3,7.35,6.9,7.45,7.3,7.35,6.9,7.45,1411084800,0.0,0.720079,177348,177348,227622,429095,429095,0.0,0.0,0,0,952415296,5.1,8.8,108.7853,6.276,6.4415,0.0,0.0,INR,1262397056,0.0,47488217,134143000,0.64862,0.0,4.158,1.7075517,1680220800,1711843200,1688083200,-63048000,-0.46,144.192,-17.115,NSI,EQUITY,LPDC.NS,LPDC.NS,LANDMARK PROP DEV,Landmark Property Development Company Limited,1218512700,Asia/Kolkata,IST,19800000,7.1,none,48973000,0.265,-73761504,0,8755000,0.052,4141000,0.51251,0.0,-8.42673,INR,
2,Narain Manzil Building,"11th Floor 23, Barakhamba Road",New Delhi,110001,India,91 11 4362 1200,91 11 4150 1333,https://www.landmarkproperty.in,Real Estate Services,Real Estate,"Landmark Property Development Company Limited engages in the real estate development business in India. It also offers advisory and consultancy services to overseas investors for investment reports, including presentation of the financial and economic aspects of the proposed investment, business plans for the proposed investment, and various other information requested by the advisee. The company was formerly known as Konark Minerals Limited and changed its name to Landmark Property Development Company Limited in January 2008. Landmark Property Development Company Limited was incorporated in 1976 and is based in New Delhi, India.","{'maxAge': 1, 'name': 'Mr. Arvind  Vachaspati', 'age': 60, 'title': 'Chief Financial Officer', 'yearBorn': 1962, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,7.3,7.35,6.9,7.45,7.3,7.35,6.9,7.45,1411084800,0.0,0.720079,177348,177348,227622,429095,429095,0.0,0.0,0,0,952415296,5.1,8.8,108.7853,6.276,6.4415,0.0,0.0,INR,1262397056,0.0,47488217,134143000,0.64862,0.0,4.158,1.7075517,1680220800,1711843200,1688083200,-63048000,-0.46,144.192,-17.115,NSI,EQUITY,LPDC.NS,LPDC.NS,LANDMARK PROP DEV,Landmark Property Development Company Limited,1218512700,Asia/Kolkata,IST,19800000,7.1,none,48973000,0.265,-73761504,0,8755000,0.052,4141000,0.51251,0.0,-8.42673,INR,
