,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,65 Third Avenue,Timmins,ON,P4N 1C2,Canada,705 264 2296,https://www.monetagold.com,Gold,Basic Materials,"Moneta Gold Inc. engages in the acquisition, exploration, and development of mineral resource properties in Canada. It explores for gold deposits. The company's flagship project is the Tower gold project, which is located in the Timmins region of Northeastern Ontario. The company was formerly known as Moneta Porcupine Mines Inc. and changed its name to Moneta Gold Inc. in August 2021. Moneta Gold Inc. was incorporated in 1910 and is headquartered in Timmins, Canada.","{'maxAge': 1, 'name': 'Mr. Josef  Vejvoda CIM', 'age': 57, 'title': 'Interim CEO & Chairman', 'yearBorn': 1965, 'fiscalYear': 2021, 'totalPay': 18000, 'exercisedValue': 0, 'unexercisedValue': 0}",9,4,2,1,3,1693526400,1640908800,86400,4,0.91,0.92,0.9,0.93,0.91,0.92,0.9,0.93,0.0,1.366714,-13.285714,23752,23752,63095,62400,62400,0.91,0.93,0,0,113482320,0.9,1.77,1.06,1.2725,0.0,0.0,CAD,87088144,0.0,94871474,122024000,50280,26984,1690761600,1693440000,0.0004,0.23226,0.090179995,0.62,0.577,1.611785,1672444800,1703980800,1688083200,-16401010,-0.17,-0.07,1:6,1629936000,-4.081,TOR,EQUITY,ME.TO,ME.TO,MONETA GOLD INC,Moneta Gold Inc.,839943000,America/Toronto,EDT,-14400000,0.93,5.75,3.0,4.65,4.92,2.0,buy,4,24013992,0.197,-21338588,60000,2.755,2.777,0.085,-0.18922001,-0.25959998,-6581274,-19702974,0.0,0.0,0.0,CAD,
1,65 Third Avenue,Timmins,ON,P4N 1C2,Canada,705 264 2296,https://www.monetagold.com,Gold,Basic Materials,"Moneta Gold Inc. engages in the acquisition, exploration, and development of mineral resource properties in Canada. It explores for gold deposits. The company's flagship project is the Tower gold project, which is located in the Timmins region of Northeastern Ontario. The company was formerly known as Moneta Porcupine Mines Inc. and changed its name to Moneta Gold Inc. in August 2021. Moneta Gold Inc. was incorporated in 1910 and is headquartered in Timmins, Canada.","{'maxAge': 1, 'name': 'Mr. Jason R. Macintosh B.Com., CPA, M.B.A.', 'title': 'CFO & Corp. Sec.', 'fiscalYear': 2021, 'totalPay': 173192, 'exercisedValue': 0, 'unexercisedValue': 0}",9,4,2,1,3,1693526400,1640908800,86400,4,0.91,0.92,0.9,0.93,0.91,0.92,0.9,0.93,0.0,1.366714,-13.285714,23752,23752,63095,62400,62400,0.91,0.93,0,0,113482320,0.9,1.77,1.06,1.2725,0.0,0.0,CAD,87088144,0.0,94871474,122024000,50280,26984,1690761600,1693440000,0.0004,0.23226,0.090179995,0.62,0.577,1.611785,1672444800,1703980800,1688083200,-16401010,-0.17,-0.07,1:6,1629936000,-4.081,TOR,EQUITY,ME.TO,ME.TO,MONETA GOLD INC,Moneta Gold Inc.,839943000,America/Toronto,EDT,-14400000,0.93,5.75,3.0,4.65,4.92,2.0,buy,4,24013992,0.197,-21338588,60000,2.755,2.777,0.085,-0.18922001,-0.25959998,-6581274,-19702974,0.0,0.0,0.0,CAD,
2,65 Third Avenue,Timmins,ON,P4N 1C2,Canada,705 264 2296,https://www.monetagold.com,Gold,Basic Materials,"Moneta Gold Inc. engages in the acquisition, exploration, and development of mineral resource properties in Canada. It explores for gold deposits. The company's flagship project is the Tower gold project, which is located in the Timmins region of Northeastern Ontario. The company was formerly known as Moneta Porcupine Mines Inc. and changed its name to Moneta Gold Inc. in August 2021. Moneta Gold Inc. was incorporated in 1910 and is headquartered in Timmins, Canada.","{'maxAge': 1, 'name': 'Mr. Jason Brian-Joseph Dankowski', 'title': 'VP of Technical Services & Geology', 'exercisedValue': 0, 'unexercisedValue': 0}",9,4,2,1,3,1693526400,1640908800,86400,4,0.91,0.92,0.9,0.93,0.91,0.92,0.9,0.93,0.0,1.366714,-13.285714,23752,23752,63095,62400,62400,0.91,0.93,0,0,113482320,0.9,1.77,1.06,1.2725,0.0,0.0,CAD,87088144,0.0,94871474,122024000,50280,26984,1690761600,1693440000,0.0004,0.23226,0.090179995,0.62,0.577,1.611785,1672444800,1703980800,1688083200,-16401010,-0.17,-0.07,1:6,1629936000,-4.081,TOR,EQUITY,ME.TO,ME.TO,MONETA GOLD INC,Moneta Gold Inc.,839943000,America/Toronto,EDT,-14400000,0.93,5.75,3.0,4.65,4.92,2.0,buy,4,24013992,0.197,-21338588,60000,2.755,2.777,0.085,-0.18922001,-0.25959998,-6581274,-19702974,0.0,0.0,0.0,CAD,
3,65 Third Avenue,Timmins,ON,P4N 1C2,Canada,705 264 2296,https://www.monetagold.com,Gold,Basic Materials,"Moneta Gold Inc. engages in the acquisition, exploration, and development of mineral resource properties in Canada. It explores for gold deposits. The company's flagship project is the Tower gold project, which is located in the Timmins region of Northeastern Ontario. The company was formerly known as Moneta Porcupine Mines Inc. and changed its name to Moneta Gold Inc. in August 2021. Moneta Gold Inc. was incorporated in 1910 and is headquartered in Timmins, Canada.","{'maxAge': 1, 'name': 'Mr. Ardem  Keshishian C.F.A., M.B.A.', 'title': 'VP of Corp. Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",9,4,2,1,3,1693526400,1640908800,86400,4,0.91,0.92,0.9,0.93,0.91,0.92,0.9,0.93,0.0,1.366714,-13.285714,23752,23752,63095,62400,62400,0.91,0.93,0,0,113482320,0.9,1.77,1.06,1.2725,0.0,0.0,CAD,87088144,0.0,94871474,122024000,50280,26984,1690761600,1693440000,0.0004,0.23226,0.090179995,0.62,0.577,1.611785,1672444800,1703980800,1688083200,-16401010,-0.17,-0.07,1:6,1629936000,-4.081,TOR,EQUITY,ME.TO,ME.TO,MONETA GOLD INC,Moneta Gold Inc.,839943000,America/Toronto,EDT,-14400000,0.93,5.75,3.0,4.65,4.92,2.0,buy,4,24013992,0.197,-21338588,60000,2.755,2.777,0.085,-0.18922001,-0.25959998,-6581274,-19702974,0.0,0.0,0.0,CAD,
4,65 Third Avenue,Timmins,ON,P4N 1C2,Canada,705 264 2296,https://www.monetagold.com,Gold,Basic Materials,"Moneta Gold Inc. engages in the acquisition, exploration, and development of mineral resource properties in Canada. It explores for gold deposits. The company's flagship project is the Tower gold project, which is located in the Timmins region of Northeastern Ontario. The company was formerly known as Moneta Porcupine Mines Inc. and changed its name to Moneta Gold Inc. in August 2021. Moneta Gold Inc. was incorporated in 1910 and is headquartered in Timmins, Canada.","{'maxAge': 1, 'name': 'Mr. Dennis  Wilson', 'title': 'VP of Sustainability', 'exercisedValue': 0, 'unexercisedValue': 0}",9,4,2,1,3,1693526400,1640908800,86400,4,0.91,0.92,0.9,0.93,0.91,0.92,0.9,0.93,0.0,1.366714,-13.285714,23752,23752,63095,62400,62400,0.91,0.93,0,0,113482320,0.9,1.77,1.06,1.2725,0.0,0.0,CAD,87088144,0.0,94871474,122024000,50280,26984,1690761600,1693440000,0.0004,0.23226,0.090179995,0.62,0.577,1.611785,1672444800,1703980800,1688083200,-16401010,-0.17,-0.07,1:6,1629936000,-4.081,TOR,EQUITY,ME.TO,ME.TO,MONETA GOLD INC,Moneta Gold Inc.,839943000,America/Toronto,EDT,-14400000,0.93,5.75,3.0,4.65,4.92,2.0,buy,4,24013992,0.197,-21338588,60000,2.755,2.777,0.085,-0.18922001,-0.25959998,-6581274,-19702974,0.0,0.0,0.0,CAD,
