,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Windsor Dials 1,Arthur Road,Windsor,SL4 1RS,United Kingdom,44 1753 972 000,https://www.ihgplc.com,Lodging,Consumer Cyclical,"InterContinental Hotels Group PLC owns, manages, franchises, and leases hotels in the Americas, Europe, Asia, the Middle East, Africa, and Greater China. The company operates hotels under the Six Senses, Regent, InterContinental Hotels & Resorts, Vignette Collection, Kimpton Hotels & Restaurants, Hotel Indigo, voco, HUALUXE, Crowne Plaza, Iberostar Beachfront Resorts, EVEN, Holiday Inn Express, Holiday Inn, avid, Atwell Suites, Staybridge Suites, Holiday Inn Club Vacations, and Candlewood Suites brand names. It also provides IHG Rewards loyalty program. InterContinental Hotels Group PLC was founded in 1777 and is headquartered in Windsor, the United Kingdom.",12899,"{'maxAge': 1, 'name': 'Mr. Elie Wajih Maalouf', 'age': 58, 'title': 'CEO & Exec. Director', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 2251000, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,10,1,8,1693526400,1672444800,86400,2,6242.0,6332.0,6296.0,6344.0,6242.0,6332.0,6296.0,6344.0,1.15,0.0184,1693440000,0.39180002,0.954579,2224.735,1967.5,1270108,1270108,653411,806808,806808,4920.0,6316.0,0,0,10456900608,4224.0,6344.0,3.034504,5811.2,5470.75,1.428,0.00022877283,GBp,13049660416,0.17934,162900260,166088000,0.04974,0.71459,-10.543,1672444800,1703980800,1688083200,1.125,618000000,2.83,3.2,2.06,19:20,1547424000,3.787,14.262,LSE,EQUITY,IHG.L,IHG.L,INTERCONTINENTAL HOTELS GROUP P,InterContinental Hotels Group PLC,1049094000,Europe/London,BST,3600000,6296.0,65.96,48.33,59.61,60.42,2.9,hold,19,713000000,4.121,915000000,2958000128,1.034,1.04,3446000128,19.635,0.12666,1498000000,542249984,786000000,1.259,0.277,0.49623,0.26552,0.25913998,USD,0.6677
1,Windsor Dials 1,Arthur Road,Windsor,SL4 1RS,United Kingdom,44 1753 972 000,https://www.ihgplc.com,Lodging,Consumer Cyclical,"InterContinental Hotels Group PLC owns, manages, franchises, and leases hotels in the Americas, Europe, Asia, the Middle East, Africa, and Greater China. The company operates hotels under the Six Senses, Regent, InterContinental Hotels & Resorts, Vignette Collection, Kimpton Hotels & Restaurants, Hotel Indigo, voco, HUALUXE, Crowne Plaza, Iberostar Beachfront Resorts, EVEN, Holiday Inn Express, Holiday Inn, avid, Atwell Suites, Staybridge Suites, Holiday Inn Club Vacations, and Candlewood Suites brand names. It also provides IHG Rewards loyalty program. InterContinental Hotels Group PLC was founded in 1777 and is headquartered in Windsor, the United Kingdom.",12899,"{'maxAge': 1, 'name': 'Mr. Keith  Barr', 'age': 51, 'title': 'Exec. Officer', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 2873000, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,10,1,8,1693526400,1672444800,86400,2,6242.0,6332.0,6296.0,6344.0,6242.0,6332.0,6296.0,6344.0,1.15,0.0184,1693440000,0.39180002,0.954579,2224.735,1967.5,1270108,1270108,653411,806808,806808,4920.0,6316.0,0,0,10456900608,4224.0,6344.0,3.034504,5811.2,5470.75,1.428,0.00022877283,GBp,13049660416,0.17934,162900260,166088000,0.04974,0.71459,-10.543,1672444800,1703980800,1688083200,1.125,618000000,2.83,3.2,2.06,19:20,1547424000,3.787,14.262,LSE,EQUITY,IHG.L,IHG.L,INTERCONTINENTAL HOTELS GROUP P,InterContinental Hotels Group PLC,1049094000,Europe/London,BST,3600000,6296.0,65.96,48.33,59.61,60.42,2.9,hold,19,713000000,4.121,915000000,2958000128,1.034,1.04,3446000128,19.635,0.12666,1498000000,542249984,786000000,1.259,0.277,0.49623,0.26552,0.25913998,USD,0.6677
2,Windsor Dials 1,Arthur Road,Windsor,SL4 1RS,United Kingdom,44 1753 972 000,https://www.ihgplc.com,Lodging,Consumer Cyclical,"InterContinental Hotels Group PLC owns, manages, franchises, and leases hotels in the Americas, Europe, Asia, the Middle East, Africa, and Greater China. The company operates hotels under the Six Senses, Regent, InterContinental Hotels & Resorts, Vignette Collection, Kimpton Hotels & Restaurants, Hotel Indigo, voco, HUALUXE, Crowne Plaza, Iberostar Beachfront Resorts, EVEN, Holiday Inn Express, Holiday Inn, avid, Atwell Suites, Staybridge Suites, Holiday Inn Club Vacations, and Candlewood Suites brand names. It also provides IHG Rewards loyalty program. InterContinental Hotels Group PLC was founded in 1777 and is headquartered in Windsor, the United Kingdom.",12899,"{'maxAge': 1, 'name': 'Mr. Michael  Glover', 'age': 51, 'title': 'CFO & Exec. Director', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,10,1,8,1693526400,1672444800,86400,2,6242.0,6332.0,6296.0,6344.0,6242.0,6332.0,6296.0,6344.0,1.15,0.0184,1693440000,0.39180002,0.954579,2224.735,1967.5,1270108,1270108,653411,806808,806808,4920.0,6316.0,0,0,10456900608,4224.0,6344.0,3.034504,5811.2,5470.75,1.428,0.00022877283,GBp,13049660416,0.17934,162900260,166088000,0.04974,0.71459,-10.543,1672444800,1703980800,1688083200,1.125,618000000,2.83,3.2,2.06,19:20,1547424000,3.787,14.262,LSE,EQUITY,IHG.L,IHG.L,INTERCONTINENTAL HOTELS GROUP P,InterContinental Hotels Group PLC,1049094000,Europe/London,BST,3600000,6296.0,65.96,48.33,59.61,60.42,2.9,hold,19,713000000,4.121,915000000,2958000128,1.034,1.04,3446000128,19.635,0.12666,1498000000,542249984,786000000,1.259,0.277,0.49623,0.26552,0.25913998,USD,0.6677
3,Windsor Dials 1,Arthur Road,Windsor,SL4 1RS,United Kingdom,44 1753 972 000,https://www.ihgplc.com,Lodging,Consumer Cyclical,"InterContinental Hotels Group PLC owns, manages, franchises, and leases hotels in the Americas, Europe, Asia, the Middle East, Africa, and Greater China. The company operates hotels under the Six Senses, Regent, InterContinental Hotels & Resorts, Vignette Collection, Kimpton Hotels & Restaurants, Hotel Indigo, voco, HUALUXE, Crowne Plaza, Iberostar Beachfront Resorts, EVEN, Holiday Inn Express, Holiday Inn, avid, Atwell Suites, Staybridge Suites, Holiday Inn Club Vacations, and Candlewood Suites brand names. It also provides IHG Rewards loyalty program. InterContinental Hotels Group PLC was founded in 1777 and is headquartered in Windsor, the United Kingdom.",12899,"{'maxAge': 1, 'name': 'Mr. Daniel  Blanchard', 'title': 'Chief Technology Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,10,1,8,1693526400,1672444800,86400,2,6242.0,6332.0,6296.0,6344.0,6242.0,6332.0,6296.0,6344.0,1.15,0.0184,1693440000,0.39180002,0.954579,2224.735,1967.5,1270108,1270108,653411,806808,806808,4920.0,6316.0,0,0,10456900608,4224.0,6344.0,3.034504,5811.2,5470.75,1.428,0.00022877283,GBp,13049660416,0.17934,162900260,166088000,0.04974,0.71459,-10.543,1672444800,1703980800,1688083200,1.125,618000000,2.83,3.2,2.06,19:20,1547424000,3.787,14.262,LSE,EQUITY,IHG.L,IHG.L,INTERCONTINENTAL HOTELS GROUP P,InterContinental Hotels Group PLC,1049094000,Europe/London,BST,3600000,6296.0,65.96,48.33,59.61,60.42,2.9,hold,19,713000000,4.121,915000000,2958000128,1.034,1.04,3446000128,19.635,0.12666,1498000000,542249984,786000000,1.259,0.277,0.49623,0.26552,0.25913998,USD,0.6677
4,Windsor Dials 1,Arthur Road,Windsor,SL4 1RS,United Kingdom,44 1753 972 000,https://www.ihgplc.com,Lodging,Consumer Cyclical,"InterContinental Hotels Group PLC owns, manages, franchises, and leases hotels in the Americas, Europe, Asia, the Middle East, Africa, and Greater China. The company operates hotels under the Six Senses, Regent, InterContinental Hotels & Resorts, Vignette Collection, Kimpton Hotels & Restaurants, Hotel Indigo, voco, HUALUXE, Crowne Plaza, Iberostar Beachfront Resorts, EVEN, Holiday Inn Express, Holiday Inn, avid, Atwell Suites, Staybridge Suites, Holiday Inn Club Vacations, and Candlewood Suites brand names. It also provides IHG Rewards loyalty program. InterContinental Hotels Group PLC was founded in 1777 and is headquartered in Windsor, the United Kingdom.",12899,"{'maxAge': 1, 'name': 'Stuart  Ford', 'title': 'VP & Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,10,1,8,1693526400,1672444800,86400,2,6242.0,6332.0,6296.0,6344.0,6242.0,6332.0,6296.0,6344.0,1.15,0.0184,1693440000,0.39180002,0.954579,2224.735,1967.5,1270108,1270108,653411,806808,806808,4920.0,6316.0,0,0,10456900608,4224.0,6344.0,3.034504,5811.2,5470.75,1.428,0.00022877283,GBp,13049660416,0.17934,162900260,166088000,0.04974,0.71459,-10.543,1672444800,1703980800,1688083200,1.125,618000000,2.83,3.2,2.06,19:20,1547424000,3.787,14.262,LSE,EQUITY,IHG.L,IHG.L,INTERCONTINENTAL HOTELS GROUP P,InterContinental Hotels Group PLC,1049094000,Europe/London,BST,3600000,6296.0,65.96,48.33,59.61,60.42,2.9,hold,19,713000000,4.121,915000000,2958000128,1.034,1.04,3446000128,19.635,0.12666,1498000000,542249984,786000000,1.259,0.277,0.49623,0.26552,0.25913998,USD,0.6677
5,Windsor Dials 1,Arthur Road,Windsor,SL4 1RS,United Kingdom,44 1753 972 000,https://www.ihgplc.com,Lodging,Consumer Cyclical,"InterContinental Hotels Group PLC owns, manages, franchises, and leases hotels in the Americas, Europe, Asia, the Middle East, Africa, and Greater China. The company operates hotels under the Six Senses, Regent, InterContinental Hotels & Resorts, Vignette Collection, Kimpton Hotels & Restaurants, Hotel Indigo, voco, HUALUXE, Crowne Plaza, Iberostar Beachfront Resorts, EVEN, Holiday Inn Express, Holiday Inn, avid, Atwell Suites, Staybridge Suites, Holiday Inn Club Vacations, and Candlewood Suites brand names. It also provides IHG Rewards loyalty program. InterContinental Hotels Group PLC was founded in 1777 and is headquartered in Windsor, the United Kingdom.",12899,"{'maxAge': 1, 'name': 'Ms. Nicolette  Henfrey', 'age': 53, 'title': 'Exec. VP, Gen. Counsel & Company Sec.', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,10,1,8,1693526400,1672444800,86400,2,6242.0,6332.0,6296.0,6344.0,6242.0,6332.0,6296.0,6344.0,1.15,0.0184,1693440000,0.39180002,0.954579,2224.735,1967.5,1270108,1270108,653411,806808,806808,4920.0,6316.0,0,0,10456900608,4224.0,6344.0,3.034504,5811.2,5470.75,1.428,0.00022877283,GBp,13049660416,0.17934,162900260,166088000,0.04974,0.71459,-10.543,1672444800,1703980800,1688083200,1.125,618000000,2.83,3.2,2.06,19:20,1547424000,3.787,14.262,LSE,EQUITY,IHG.L,IHG.L,INTERCONTINENTAL HOTELS GROUP P,InterContinental Hotels Group PLC,1049094000,Europe/London,BST,3600000,6296.0,65.96,48.33,59.61,60.42,2.9,hold,19,713000000,4.121,915000000,2958000128,1.034,1.04,3446000128,19.635,0.12666,1498000000,542249984,786000000,1.259,0.277,0.49623,0.26552,0.25913998,USD,0.6677
6,Windsor Dials 1,Arthur Road,Windsor,SL4 1RS,United Kingdom,44 1753 972 000,https://www.ihgplc.com,Lodging,Consumer Cyclical,"InterContinental Hotels Group PLC owns, manages, franchises, and leases hotels in the Americas, Europe, Asia, the Middle East, Africa, and Greater China. The company operates hotels under the Six Senses, Regent, InterContinental Hotels & Resorts, Vignette Collection, Kimpton Hotels & Restaurants, Hotel Indigo, voco, HUALUXE, Crowne Plaza, Iberostar Beachfront Resorts, EVEN, Holiday Inn Express, Holiday Inn, avid, Atwell Suites, Staybridge Suites, Holiday Inn Club Vacations, and Candlewood Suites brand names. It also provides IHG Rewards loyalty program. InterContinental Hotels Group PLC was founded in 1777 and is headquartered in Windsor, the United Kingdom.",12899,"{'maxAge': 1, 'name': 'Mr. Michael  Torres', 'title': 'Chief Communications Officer & VP of Corp. Communications - Americas Region', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,10,1,8,1693526400,1672444800,86400,2,6242.0,6332.0,6296.0,6344.0,6242.0,6332.0,6296.0,6344.0,1.15,0.0184,1693440000,0.39180002,0.954579,2224.735,1967.5,1270108,1270108,653411,806808,806808,4920.0,6316.0,0,0,10456900608,4224.0,6344.0,3.034504,5811.2,5470.75,1.428,0.00022877283,GBp,13049660416,0.17934,162900260,166088000,0.04974,0.71459,-10.543,1672444800,1703980800,1688083200,1.125,618000000,2.83,3.2,2.06,19:20,1547424000,3.787,14.262,LSE,EQUITY,IHG.L,IHG.L,INTERCONTINENTAL HOTELS GROUP P,InterContinental Hotels Group PLC,1049094000,Europe/London,BST,3600000,6296.0,65.96,48.33,59.61,60.42,2.9,hold,19,713000000,4.121,915000000,2958000128,1.034,1.04,3446000128,19.635,0.12666,1498000000,542249984,786000000,1.259,0.277,0.49623,0.26552,0.25913998,USD,0.6677
7,Windsor Dials 1,Arthur Road,Windsor,SL4 1RS,United Kingdom,44 1753 972 000,https://www.ihgplc.com,Lodging,Consumer Cyclical,"InterContinental Hotels Group PLC owns, manages, franchises, and leases hotels in the Americas, Europe, Asia, the Middle East, Africa, and Greater China. The company operates hotels under the Six Senses, Regent, InterContinental Hotels & Resorts, Vignette Collection, Kimpton Hotels & Restaurants, Hotel Indigo, voco, HUALUXE, Crowne Plaza, Iberostar Beachfront Resorts, EVEN, Holiday Inn Express, Holiday Inn, avid, Atwell Suites, Staybridge Suites, Holiday Inn Club Vacations, and Candlewood Suites brand names. It also provides IHG Rewards loyalty program. InterContinental Hotels Group PLC was founded in 1777 and is headquartered in Windsor, the United Kingdom.",12899,"{'maxAge': 1, 'name': 'Mr. Wayne Scott Hoare', 'age': 59, 'title': 'Chief HR Officer', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,10,1,8,1693526400,1672444800,86400,2,6242.0,6332.0,6296.0,6344.0,6242.0,6332.0,6296.0,6344.0,1.15,0.0184,1693440000,0.39180002,0.954579,2224.735,1967.5,1270108,1270108,653411,806808,806808,4920.0,6316.0,0,0,10456900608,4224.0,6344.0,3.034504,5811.2,5470.75,1.428,0.00022877283,GBp,13049660416,0.17934,162900260,166088000,0.04974,0.71459,-10.543,1672444800,1703980800,1688083200,1.125,618000000,2.83,3.2,2.06,19:20,1547424000,3.787,14.262,LSE,EQUITY,IHG.L,IHG.L,INTERCONTINENTAL HOTELS GROUP P,InterContinental Hotels Group PLC,1049094000,Europe/London,BST,3600000,6296.0,65.96,48.33,59.61,60.42,2.9,hold,19,713000000,4.121,915000000,2958000128,1.034,1.04,3446000128,19.635,0.12666,1498000000,542249984,786000000,1.259,0.277,0.49623,0.26552,0.25913998,USD,0.6677
8,Windsor Dials 1,Arthur Road,Windsor,SL4 1RS,United Kingdom,44 1753 972 000,https://www.ihgplc.com,Lodging,Consumer Cyclical,"InterContinental Hotels Group PLC owns, manages, franchises, and leases hotels in the Americas, Europe, Asia, the Middle East, Africa, and Greater China. The company operates hotels under the Six Senses, Regent, InterContinental Hotels & Resorts, Vignette Collection, Kimpton Hotels & Restaurants, Hotel Indigo, voco, HUALUXE, Crowne Plaza, Iberostar Beachfront Resorts, EVEN, Holiday Inn Express, Holiday Inn, avid, Atwell Suites, Staybridge Suites, Holiday Inn Club Vacations, and Candlewood Suites brand names. It also provides IHG Rewards loyalty program. InterContinental Hotels Group PLC was founded in 1777 and is headquartered in Windsor, the United Kingdom.",12899,"{'maxAge': 1, 'name': 'Mr. Chris  Moloney', 'title': 'Chief Operating Officer of South West Asia', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,10,1,8,1693526400,1672444800,86400,2,6242.0,6332.0,6296.0,6344.0,6242.0,6332.0,6296.0,6344.0,1.15,0.0184,1693440000,0.39180002,0.954579,2224.735,1967.5,1270108,1270108,653411,806808,806808,4920.0,6316.0,0,0,10456900608,4224.0,6344.0,3.034504,5811.2,5470.75,1.428,0.00022877283,GBp,13049660416,0.17934,162900260,166088000,0.04974,0.71459,-10.543,1672444800,1703980800,1688083200,1.125,618000000,2.83,3.2,2.06,19:20,1547424000,3.787,14.262,LSE,EQUITY,IHG.L,IHG.L,INTERCONTINENTAL HOTELS GROUP P,InterContinental Hotels Group PLC,1049094000,Europe/London,BST,3600000,6296.0,65.96,48.33,59.61,60.42,2.9,hold,19,713000000,4.121,915000000,2958000128,1.034,1.04,3446000128,19.635,0.12666,1498000000,542249984,786000000,1.259,0.277,0.49623,0.26552,0.25913998,USD,0.6677
9,Windsor Dials 1,Arthur Road,Windsor,SL4 1RS,United Kingdom,44 1753 972 000,https://www.ihgplc.com,Lodging,Consumer Cyclical,"InterContinental Hotels Group PLC owns, manages, franchises, and leases hotels in the Americas, Europe, Asia, the Middle East, Africa, and Greater China. The company operates hotels under the Six Senses, Regent, InterContinental Hotels & Resorts, Vignette Collection, Kimpton Hotels & Restaurants, Hotel Indigo, voco, HUALUXE, Crowne Plaza, Iberostar Beachfront Resorts, EVEN, Holiday Inn Express, Holiday Inn, avid, Atwell Suites, Staybridge Suites, Holiday Inn Club Vacations, and Candlewood Suites brand names. It also provides IHG Rewards loyalty program. InterContinental Hotels Group PLC was founded in 1777 and is headquartered in Windsor, the United Kingdom.",12899,"{'maxAge': 1, 'name': 'Mr. Allan  McEwan', 'title': 'Sr. VP of Fin. & Devel.  - EMEA', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,10,1,8,1693526400,1672444800,86400,2,6242.0,6332.0,6296.0,6344.0,6242.0,6332.0,6296.0,6344.0,1.15,0.0184,1693440000,0.39180002,0.954579,2224.735,1967.5,1270108,1270108,653411,806808,806808,4920.0,6316.0,0,0,10456900608,4224.0,6344.0,3.034504,5811.2,5470.75,1.428,0.00022877283,GBp,13049660416,0.17934,162900260,166088000,0.04974,0.71459,-10.543,1672444800,1703980800,1688083200,1.125,618000000,2.83,3.2,2.06,19:20,1547424000,3.787,14.262,LSE,EQUITY,IHG.L,IHG.L,INTERCONTINENTAL HOTELS GROUP P,InterContinental Hotels Group PLC,1049094000,Europe/London,BST,3600000,6296.0,65.96,48.33,59.61,60.42,2.9,hold,19,713000000,4.121,915000000,2958000128,1.034,1.04,3446000128,19.635,0.12666,1498000000,542249984,786000000,1.259,0.277,0.49623,0.26552,0.25913998,USD,0.6677
