,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1140 West Pender Street,Suite 850,Vancouver,BC,V6E 4G1,Canada,604-568-4877,604-568-8791,https://www.incaone.com,Gold,Basic Materials,"Inca One Gold Corp. engages in the business of operating and developing of gold-bearing mineral processing operations in Peru. It owned two gold milling facilities, which includes Chala One and Kori One located in Peru. The company was formerly known as Inca One Resources Corp. and changed its name to Inca One Gold Corp. in September 2014. Inca One Gold Corp. was incorporated in 2005 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Edward John Kelly BBA', 'title': 'Pres, CEO & Director', 'fiscalYear': 2022, 'totalPay': 269290, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.1141,0.115,0.1141,0.1141,0.1141,0.115,0.1141,0.1141,0.0,1.073915,6561,6561,2585,660,660,0.0,0.0,0,0,4643938,0.093,0.181,0.11544274,0.11704,0.13121,0.0,0.0,USD,21630064,-0.14181,23700360,40700600,0.42838,0.0,-0.127,1682812800,1714435200,1682812800,-5704519,-0.14,1:10,1578960000,0.538,34.654,PNK,EQUITY,INCAF,INCAF,INCA ONE GOLD CORP,Inca One Gold Corp.,1610116200,America/New_York,EDT,-14400000,0.1141,none,761542,0.019,624164,16517684,0.205,0.596,40227200,1.018,-0.02123,3365043,3664793,2458171,-0.58,0.08365,0.01551,-0.0197,USD,
1,1140 West Pender Street,Suite 850,Vancouver,BC,V6E 4G1,Canada,604-568-4877,604-568-8791,https://www.incaone.com,Gold,Basic Materials,"Inca One Gold Corp. engages in the business of operating and developing of gold-bearing mineral processing operations in Peru. It owned two gold milling facilities, which includes Chala One and Kori One located in Peru. The company was formerly known as Inca One Resources Corp. and changed its name to Inca One Gold Corp. in September 2014. Inca One Gold Corp. was incorporated in 2005 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Kevin Ryan Hart CPA', 'title': 'Chief Financial Officer', 'fiscalYear': 2022, 'totalPay': 223065, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.1141,0.115,0.1141,0.1141,0.1141,0.115,0.1141,0.1141,0.0,1.073915,6561,6561,2585,660,660,0.0,0.0,0,0,4643938,0.093,0.181,0.11544274,0.11704,0.13121,0.0,0.0,USD,21630064,-0.14181,23700360,40700600,0.42838,0.0,-0.127,1682812800,1714435200,1682812800,-5704519,-0.14,1:10,1578960000,0.538,34.654,PNK,EQUITY,INCAF,INCAF,INCA ONE GOLD CORP,Inca One Gold Corp.,1610116200,America/New_York,EDT,-14400000,0.1141,none,761542,0.019,624164,16517684,0.205,0.596,40227200,1.018,-0.02123,3365043,3664793,2458171,-0.58,0.08365,0.01551,-0.0197,USD,
2,1140 West Pender Street,Suite 850,Vancouver,BC,V6E 4G1,Canada,604-568-4877,604-568-8791,https://www.incaone.com,Gold,Basic Materials,"Inca One Gold Corp. engages in the business of operating and developing of gold-bearing mineral processing operations in Peru. It owned two gold milling facilities, which includes Chala One and Kori One located in Peru. The company was formerly known as Inca One Resources Corp. and changed its name to Inca One Gold Corp. in September 2014. Inca One Gold Corp. was incorporated in 2005 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Mark St. John Wright BSc. MBA', 'title': 'VP of Operations & New Projects', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.1141,0.115,0.1141,0.1141,0.1141,0.115,0.1141,0.1141,0.0,1.073915,6561,6561,2585,660,660,0.0,0.0,0,0,4643938,0.093,0.181,0.11544274,0.11704,0.13121,0.0,0.0,USD,21630064,-0.14181,23700360,40700600,0.42838,0.0,-0.127,1682812800,1714435200,1682812800,-5704519,-0.14,1:10,1578960000,0.538,34.654,PNK,EQUITY,INCAF,INCAF,INCA ONE GOLD CORP,Inca One Gold Corp.,1610116200,America/New_York,EDT,-14400000,0.1141,none,761542,0.019,624164,16517684,0.205,0.596,40227200,1.018,-0.02123,3365043,3664793,2458171,-0.58,0.08365,0.01551,-0.0197,USD,
