,address1,address2,city,state,zip,country,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,400 Burrard Street,Suite 1860,Vancouver,BC,V6C 3A6,Canada,604 669 6272,https://www.novagold.com,Gold,Basic Materials,"NovaGold Resources Inc. explores for and develops gold mineral properties in the United States. Its principal asset is the Donlin Gold project consisting of 493 mining claims covering an area of approximately 29,008 hectares located in the Kuskokwim region of southwestern Alaska. The company was formerly known as NovaCan Mining Resources (1985) Limited and changed its name to NovaGold Resources Inc. in March 1987. NovaGold Resources Inc. was incorporated in 1984 and is based in Vancouver, Canada.",13,"{'maxAge': 1, 'name': 'Mr. Gregory A. Lang', 'age': 67, 'title': 'Pres, CEO & Non-Independent Director', 'yearBorn': 1955, 'fiscalYear': 2022, 'totalPay': 1799318, 'exercisedValue': 2315409, 'unexercisedValue': 2034900}",8,5,5,8,6,1693526400,1672444800,86400,4,4.01,4.01,4.01,4.13,4.01,4.01,4.01,4.13,0.0,0.51216,-29.214287,3213866,3213866,1220380,1466130,1466130,3.98,4.15,800,2900,1369569152,3.84,6.98,4.223,5.3538,0.0,0.0,USD,1388380800,0.0,222722836,334132992,7775602,8362723,1690761600,1693440000,0.0233,0.26427,0.58122003,9.05,0.023699999,0.026,157.3077,1669766400,1701302400,1685491200,-53686000,-0.17,-0.14,-67.081,ASE,EQUITY,NG,NG,Novagold Resources Inc.,NovaGold Resources Inc.,1070548200,America/New_York,EDT,-14400000,4.09,12.0,7.0,9.67,10.0,2.0,buy,3,108954000,0.326,-20697000,130732000,33.076,40.754,1484.747,-0.080520004,-1.66571,-36143624,-8710000,0.0,0.0,0.0,USD,
1,400 Burrard Street,Suite 1860,Vancouver,BC,V6C 3A6,Canada,604 669 6272,https://www.novagold.com,Gold,Basic Materials,"NovaGold Resources Inc. explores for and develops gold mineral properties in the United States. Its principal asset is the Donlin Gold project consisting of 493 mining claims covering an area of approximately 29,008 hectares located in the Kuskokwim region of southwestern Alaska. The company was formerly known as NovaCan Mining Resources (1985) Limited and changed its name to NovaGold Resources Inc. in March 1987. NovaGold Resources Inc. was incorporated in 1984 and is based in Vancouver, Canada.",13,"{'maxAge': 1, 'name': 'Mr. David A. Ottewell CA', 'age': 61, 'title': 'VP & CFO', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 886344, 'exercisedValue': 115274, 'unexercisedValue': 702660}",8,5,5,8,6,1693526400,1672444800,86400,4,4.01,4.01,4.01,4.13,4.01,4.01,4.01,4.13,0.0,0.51216,-29.214287,3213866,3213866,1220380,1466130,1466130,3.98,4.15,800,2900,1369569152,3.84,6.98,4.223,5.3538,0.0,0.0,USD,1388380800,0.0,222722836,334132992,7775602,8362723,1690761600,1693440000,0.0233,0.26427,0.58122003,9.05,0.023699999,0.026,157.3077,1669766400,1701302400,1685491200,-53686000,-0.17,-0.14,-67.081,ASE,EQUITY,NG,NG,Novagold Resources Inc.,NovaGold Resources Inc.,1070548200,America/New_York,EDT,-14400000,4.09,12.0,7.0,9.67,10.0,2.0,buy,3,108954000,0.326,-20697000,130732000,33.076,40.754,1484.747,-0.080520004,-1.66571,-36143624,-8710000,0.0,0.0,0.0,USD,
2,400 Burrard Street,Suite 1860,Vancouver,BC,V6C 3A6,Canada,604 669 6272,https://www.novagold.com,Gold,Basic Materials,"NovaGold Resources Inc. explores for and develops gold mineral properties in the United States. Its principal asset is the Donlin Gold project consisting of 493 mining claims covering an area of approximately 29,008 hectares located in the Kuskokwim region of southwestern Alaska. The company was formerly known as NovaCan Mining Resources (1985) Limited and changed its name to NovaGold Resources Inc. in March 1987. NovaGold Resources Inc. was incorporated in 1984 and is based in Vancouver, Canada.",13,"{'maxAge': 1, 'name': 'Mr. Jason  Mercier', 'title': 'Mang. of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",8,5,5,8,6,1693526400,1672444800,86400,4,4.01,4.01,4.01,4.13,4.01,4.01,4.01,4.13,0.0,0.51216,-29.214287,3213866,3213866,1220380,1466130,1466130,3.98,4.15,800,2900,1369569152,3.84,6.98,4.223,5.3538,0.0,0.0,USD,1388380800,0.0,222722836,334132992,7775602,8362723,1690761600,1693440000,0.0233,0.26427,0.58122003,9.05,0.023699999,0.026,157.3077,1669766400,1701302400,1685491200,-53686000,-0.17,-0.14,-67.081,ASE,EQUITY,NG,NG,Novagold Resources Inc.,NovaGold Resources Inc.,1070548200,America/New_York,EDT,-14400000,4.09,12.0,7.0,9.67,10.0,2.0,buy,3,108954000,0.326,-20697000,130732000,33.076,40.754,1484.747,-0.080520004,-1.66571,-36143624,-8710000,0.0,0.0,0.0,USD,
3,400 Burrard Street,Suite 1860,Vancouver,BC,V6C 3A6,Canada,604 669 6272,https://www.novagold.com,Gold,Basic Materials,"NovaGold Resources Inc. explores for and develops gold mineral properties in the United States. Its principal asset is the Donlin Gold project consisting of 493 mining claims covering an area of approximately 29,008 hectares located in the Kuskokwim region of southwestern Alaska. The company was formerly known as NovaCan Mining Resources (1985) Limited and changed its name to NovaGold Resources Inc. in March 1987. NovaGold Resources Inc. was incorporated in 1984 and is based in Vancouver, Canada.",13,"{'maxAge': 1, 'name': 'Ms. Melanie  Hennessey', 'title': 'VP of Corp. Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",8,5,5,8,6,1693526400,1672444800,86400,4,4.01,4.01,4.01,4.13,4.01,4.01,4.01,4.13,0.0,0.51216,-29.214287,3213866,3213866,1220380,1466130,1466130,3.98,4.15,800,2900,1369569152,3.84,6.98,4.223,5.3538,0.0,0.0,USD,1388380800,0.0,222722836,334132992,7775602,8362723,1690761600,1693440000,0.0233,0.26427,0.58122003,9.05,0.023699999,0.026,157.3077,1669766400,1701302400,1685491200,-53686000,-0.17,-0.14,-67.081,ASE,EQUITY,NG,NG,Novagold Resources Inc.,NovaGold Resources Inc.,1070548200,America/New_York,EDT,-14400000,4.09,12.0,7.0,9.67,10.0,2.0,buy,3,108954000,0.326,-20697000,130732000,33.076,40.754,1484.747,-0.080520004,-1.66571,-36143624,-8710000,0.0,0.0,0.0,USD,
4,400 Burrard Street,Suite 1860,Vancouver,BC,V6C 3A6,Canada,604 669 6272,https://www.novagold.com,Gold,Basic Materials,"NovaGold Resources Inc. explores for and develops gold mineral properties in the United States. Its principal asset is the Donlin Gold project consisting of 493 mining claims covering an area of approximately 29,008 hectares located in the Kuskokwim region of southwestern Alaska. The company was formerly known as NovaCan Mining Resources (1985) Limited and changed its name to NovaGold Resources Inc. in March 1987. NovaGold Resources Inc. was incorporated in 1984 and is based in Vancouver, Canada.",13,"{'maxAge': 1, 'name': 'Mr. Ronald  Rimelman', 'title': 'VP of Environment, Health, Safety & Sustainability', 'exercisedValue': 0, 'unexercisedValue': 0}",8,5,5,8,6,1693526400,1672444800,86400,4,4.01,4.01,4.01,4.13,4.01,4.01,4.01,4.13,0.0,0.51216,-29.214287,3213866,3213866,1220380,1466130,1466130,3.98,4.15,800,2900,1369569152,3.84,6.98,4.223,5.3538,0.0,0.0,USD,1388380800,0.0,222722836,334132992,7775602,8362723,1690761600,1693440000,0.0233,0.26427,0.58122003,9.05,0.023699999,0.026,157.3077,1669766400,1701302400,1685491200,-53686000,-0.17,-0.14,-67.081,ASE,EQUITY,NG,NG,Novagold Resources Inc.,NovaGold Resources Inc.,1070548200,America/New_York,EDT,-14400000,4.09,12.0,7.0,9.67,10.0,2.0,buy,3,108954000,0.326,-20697000,130732000,33.076,40.754,1484.747,-0.080520004,-1.66571,-36143624,-8710000,0.0,0.0,0.0,USD,
5,400 Burrard Street,Suite 1860,Vancouver,BC,V6C 3A6,Canada,604 669 6272,https://www.novagold.com,Gold,Basic Materials,"NovaGold Resources Inc. explores for and develops gold mineral properties in the United States. Its principal asset is the Donlin Gold project consisting of 493 mining claims covering an area of approximately 29,008 hectares located in the Kuskokwim region of southwestern Alaska. The company was formerly known as NovaCan Mining Resources (1985) Limited and changed its name to NovaGold Resources Inc. in March 1987. NovaGold Resources Inc. was incorporated in 1984 and is based in Vancouver, Canada.",13,"{'maxAge': 1, 'name': 'Ms. Tricia  Pannier', 'title': 'Corp. Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",8,5,5,8,6,1693526400,1672444800,86400,4,4.01,4.01,4.01,4.13,4.01,4.01,4.01,4.13,0.0,0.51216,-29.214287,3213866,3213866,1220380,1466130,1466130,3.98,4.15,800,2900,1369569152,3.84,6.98,4.223,5.3538,0.0,0.0,USD,1388380800,0.0,222722836,334132992,7775602,8362723,1690761600,1693440000,0.0233,0.26427,0.58122003,9.05,0.023699999,0.026,157.3077,1669766400,1701302400,1685491200,-53686000,-0.17,-0.14,-67.081,ASE,EQUITY,NG,NG,Novagold Resources Inc.,NovaGold Resources Inc.,1070548200,America/New_York,EDT,-14400000,4.09,12.0,7.0,9.67,10.0,2.0,buy,3,108954000,0.326,-20697000,130732000,33.076,40.754,1484.747,-0.080520004,-1.66571,-36143624,-8710000,0.0,0.0,0.0,USD,
