,address1,address2,city,state,zip,country,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Cogswell Tower,Suite 1301 2000 Barrington Street,Halifax,NS,B3J 3K1,Canada,902 442 1898,https://gogoldresources.com,Other Precious Metals & Mining,Basic Materials,"GoGold Resources Inc. engages in the exploration, development, and production of gold and silver primarily in Mexico. The company holds an interest in the Parral Tailings project, which covers an area of 141 hectares located in the state of Chihuahua, Mexico. It also holds an option to acquire 100% concessions of the Los Ricos project, which covers 44 concessions with an area of approximately 24,000 hectares situated in the Jalisco State, Mexico. The company was incorporated in 2008 and is headquartered in Halifax, Canada.",204,"{'maxAge': 1, 'name': 'Mr. Bradley H. Langille', 'age': 61, 'title': 'Pres, CEO & Director', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 959375, 'exercisedValue': 0, 'unexercisedValue': 0}",10,10,10,8,10,1693526400,1672444800,86400,4,1.41,1.41,1.41,1.56,1.41,1.41,1.41,1.56,0.0,1.240343,152.0,1453441,1453441,300051,474720,474720,1.5,1.51,0,0,496100672,1.295,2.71,15.979536,1.4356,1.8325,0.0,0.0,CAD,362254976,-0.081140004,300023630,326382016,880369,1479604,1690761600,1693440000,0.0027,0.06261,0.25733,3.46,0.875,1.7371428,1664496000,1696032000,1688083200,1.346,-2519000,-0.01,0.01,11.668,-36.647,TOR,EQUITY,GGD.TO,GGD.TO,GOGOLD RESOURCES INC,GoGold Resources Inc.,1271943000,America/Toronto,EDT,-14400000,1.52,4.39,3.09,3.73,3.8,1.8,buy,5,98718000,0.302,-9885000,774000,9.301,11.01,31046000,0.271,0.101,-0.03368,-0.00954,9478000,-20542250,-719000,1.124,-0.183,-0.120979995,-0.3184,-0.49375,USD,
1,Cogswell Tower,Suite 1301 2000 Barrington Street,Halifax,NS,B3J 3K1,Canada,902 442 1898,https://gogoldresources.com,Other Precious Metals & Mining,Basic Materials,"GoGold Resources Inc. engages in the exploration, development, and production of gold and silver primarily in Mexico. The company holds an interest in the Parral Tailings project, which covers an area of 141 hectares located in the state of Chihuahua, Mexico. It also holds an option to acquire 100% concessions of the Los Ricos project, which covers 44 concessions with an area of approximately 24,000 hectares situated in the Jalisco State, Mexico. The company was incorporated in 2008 and is headquartered in Halifax, Canada.",204,"{'maxAge': 1, 'name': 'Mr. Dana M. Hatfield C.A., CPA, CA', 'age': 46, 'title': 'Chief Financial Officer', 'yearBorn': 1976, 'fiscalYear': 2022, 'totalPay': 452969, 'exercisedValue': 0, 'unexercisedValue': 0}",10,10,10,8,10,1693526400,1672444800,86400,4,1.41,1.41,1.41,1.56,1.41,1.41,1.41,1.56,0.0,1.240343,152.0,1453441,1453441,300051,474720,474720,1.5,1.51,0,0,496100672,1.295,2.71,15.979536,1.4356,1.8325,0.0,0.0,CAD,362254976,-0.081140004,300023630,326382016,880369,1479604,1690761600,1693440000,0.0027,0.06261,0.25733,3.46,0.875,1.7371428,1664496000,1696032000,1688083200,1.346,-2519000,-0.01,0.01,11.668,-36.647,TOR,EQUITY,GGD.TO,GGD.TO,GOGOLD RESOURCES INC,GoGold Resources Inc.,1271943000,America/Toronto,EDT,-14400000,1.52,4.39,3.09,3.73,3.8,1.8,buy,5,98718000,0.302,-9885000,774000,9.301,11.01,31046000,0.271,0.101,-0.03368,-0.00954,9478000,-20542250,-719000,1.124,-0.183,-0.120979995,-0.3184,-0.49375,USD,
2,Cogswell Tower,Suite 1301 2000 Barrington Street,Halifax,NS,B3J 3K1,Canada,902 442 1898,https://gogoldresources.com,Other Precious Metals & Mining,Basic Materials,"GoGold Resources Inc. engages in the exploration, development, and production of gold and silver primarily in Mexico. The company holds an interest in the Parral Tailings project, which covers an area of 141 hectares located in the state of Chihuahua, Mexico. It also holds an option to acquire 100% concessions of the Los Ricos project, which covers 44 concessions with an area of approximately 24,000 hectares situated in the Jalisco State, Mexico. The company was incorporated in 2008 and is headquartered in Halifax, Canada.",204,"{'maxAge': 1, 'name': 'Mr. Anis Zafer Nehme Eng., MASc. Eng.', 'title': 'Chief Operating Officer', 'fiscalYear': 2022, 'totalPay': 484088, 'exercisedValue': 0, 'unexercisedValue': 0}",10,10,10,8,10,1693526400,1672444800,86400,4,1.41,1.41,1.41,1.56,1.41,1.41,1.41,1.56,0.0,1.240343,152.0,1453441,1453441,300051,474720,474720,1.5,1.51,0,0,496100672,1.295,2.71,15.979536,1.4356,1.8325,0.0,0.0,CAD,362254976,-0.081140004,300023630,326382016,880369,1479604,1690761600,1693440000,0.0027,0.06261,0.25733,3.46,0.875,1.7371428,1664496000,1696032000,1688083200,1.346,-2519000,-0.01,0.01,11.668,-36.647,TOR,EQUITY,GGD.TO,GGD.TO,GOGOLD RESOURCES INC,GoGold Resources Inc.,1271943000,America/Toronto,EDT,-14400000,1.52,4.39,3.09,3.73,3.8,1.8,buy,5,98718000,0.302,-9885000,774000,9.301,11.01,31046000,0.271,0.101,-0.03368,-0.00954,9478000,-20542250,-719000,1.124,-0.183,-0.120979995,-0.3184,-0.49375,USD,
3,Cogswell Tower,Suite 1301 2000 Barrington Street,Halifax,NS,B3J 3K1,Canada,902 442 1898,https://gogoldresources.com,Other Precious Metals & Mining,Basic Materials,"GoGold Resources Inc. engages in the exploration, development, and production of gold and silver primarily in Mexico. The company holds an interest in the Parral Tailings project, which covers an area of 141 hectares located in the state of Chihuahua, Mexico. It also holds an option to acquire 100% concessions of the Los Ricos project, which covers 44 concessions with an area of approximately 24,000 hectares situated in the Jalisco State, Mexico. The company was incorporated in 2008 and is headquartered in Halifax, Canada.",204,"{'maxAge': 1, 'name': 'Mr. Glenn R. Jessome B.Sc., MBA', 'age': 58, 'title': 'Corp. Sec. & Gen. Legal Counsel', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 108527, 'exercisedValue': 0, 'unexercisedValue': 0}",10,10,10,8,10,1693526400,1672444800,86400,4,1.41,1.41,1.41,1.56,1.41,1.41,1.41,1.56,0.0,1.240343,152.0,1453441,1453441,300051,474720,474720,1.5,1.51,0,0,496100672,1.295,2.71,15.979536,1.4356,1.8325,0.0,0.0,CAD,362254976,-0.081140004,300023630,326382016,880369,1479604,1690761600,1693440000,0.0027,0.06261,0.25733,3.46,0.875,1.7371428,1664496000,1696032000,1688083200,1.346,-2519000,-0.01,0.01,11.668,-36.647,TOR,EQUITY,GGD.TO,GGD.TO,GOGOLD RESOURCES INC,GoGold Resources Inc.,1271943000,America/Toronto,EDT,-14400000,1.52,4.39,3.09,3.73,3.8,1.8,buy,5,98718000,0.302,-9885000,774000,9.301,11.01,31046000,0.271,0.101,-0.03368,-0.00954,9478000,-20542250,-719000,1.124,-0.183,-0.120979995,-0.3184,-0.49375,USD,
