,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"91, Ta Shun 1st Road",8th Floor-5,Kaohsiung,81357,Taiwan,886 7 557 3755,886 7 557 5300,https://www.kti.com.tw,Engineering & Construction,Industrials,"Kuo Toong International Co., Ltd. designs, produces, and assembles water supply and division pipes in Taiwan. The company offers various concrete products, including prestressed concrete cylinder and non-cylinder pipes, reinforced concrete pipes, reinforced concrete cylinder pipes, concrete pipes for sewerage in jacking method, prestressed beams, shield-segments, and other concrete products. It also provides ductile iron pipes, DI flexible pipes, connecting closures, and accessories. Kuo Toong International Co., Ltd. was founded in 1978 and is based in Kaohsiung, Taiwan.","{'maxAge': 1, 'name': 'Ms. Ya-Man  Hung', 'title': 'Acting GM, Chairman & Pres', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,30.85,30.9,30.65,31.5,30.85,30.9,30.65,31.5,0.5,0.016,1667347200,0.21370001,0.788563,13.151259,1762045,1762045,6307031,1701200,1701200,31.25,31.3,0,0,7764840960,18.25,40.6,2.2175262,33.307,28.111,1.0,0.03241491,TWD,11211157504,0.16613,248078000,0.2509,0.06599,21.169,1.4785771,1672444800,1703980800,1688083200,-0.705,581708992,2.38,1013:1000,1571788800,3.202,9.652,TWO,EQUITY,8936.TWO,8936.TWO,KUO TOONG INTERNATIONAL,"Kuo Toong International Co., Ltd.",1199062800,Asia/Taipei,CST,28800000,31.3,none,1057579008,4.263,1161491968,2861899008,1.817,2.468,3501577984,41.515,14.115,0.06117,0.094639994,1104784000,1031792896,337216000,-0.704,-0.088,0.35649,0.33169997,0.30377,TWD,
1,"91, Ta Shun 1st Road",8th Floor-5,Kaohsiung,81357,Taiwan,886 7 557 3755,886 7 557 5300,https://www.kti.com.tw,Engineering & Construction,Industrials,"Kuo Toong International Co., Ltd. designs, produces, and assembles water supply and division pipes in Taiwan. The company offers various concrete products, including prestressed concrete cylinder and non-cylinder pipes, reinforced concrete pipes, reinforced concrete cylinder pipes, concrete pipes for sewerage in jacking method, prestressed beams, shield-segments, and other concrete products. It also provides ductile iron pipes, DI flexible pipes, connecting closures, and accessories. Kuo Toong International Co., Ltd. was founded in 1978 and is based in Kaohsiung, Taiwan.","{'maxAge': 1, 'name': 'Ms. Wen-Hui  Huang', 'title': 'CAO & Accounting Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,30.85,30.9,30.65,31.5,30.85,30.9,30.65,31.5,0.5,0.016,1667347200,0.21370001,0.788563,13.151259,1762045,1762045,6307031,1701200,1701200,31.25,31.3,0,0,7764840960,18.25,40.6,2.2175262,33.307,28.111,1.0,0.03241491,TWD,11211157504,0.16613,248078000,0.2509,0.06599,21.169,1.4785771,1672444800,1703980800,1688083200,-0.705,581708992,2.38,1013:1000,1571788800,3.202,9.652,TWO,EQUITY,8936.TWO,8936.TWO,KUO TOONG INTERNATIONAL,"Kuo Toong International Co., Ltd.",1199062800,Asia/Taipei,CST,28800000,31.3,none,1057579008,4.263,1161491968,2861899008,1.817,2.468,3501577984,41.515,14.115,0.06117,0.094639994,1104784000,1031792896,337216000,-0.704,-0.088,0.35649,0.33169997,0.30377,TWD,
2,"91, Ta Shun 1st Road",8th Floor-5,Kaohsiung,81357,Taiwan,886 7 557 3755,886 7 557 5300,https://www.kti.com.tw,Engineering & Construction,Industrials,"Kuo Toong International Co., Ltd. designs, produces, and assembles water supply and division pipes in Taiwan. The company offers various concrete products, including prestressed concrete cylinder and non-cylinder pipes, reinforced concrete pipes, reinforced concrete cylinder pipes, concrete pipes for sewerage in jacking method, prestressed beams, shield-segments, and other concrete products. It also provides ductile iron pipes, DI flexible pipes, connecting closures, and accessories. Kuo Toong International Co., Ltd. was founded in 1978 and is based in Kaohsiung, Taiwan.","{'maxAge': 1, 'name': 'Mr. Kuan-Chen  Tu', 'title': 'Exec. VP', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,30.85,30.9,30.65,31.5,30.85,30.9,30.65,31.5,0.5,0.016,1667347200,0.21370001,0.788563,13.151259,1762045,1762045,6307031,1701200,1701200,31.25,31.3,0,0,7764840960,18.25,40.6,2.2175262,33.307,28.111,1.0,0.03241491,TWD,11211157504,0.16613,248078000,0.2509,0.06599,21.169,1.4785771,1672444800,1703980800,1688083200,-0.705,581708992,2.38,1013:1000,1571788800,3.202,9.652,TWO,EQUITY,8936.TWO,8936.TWO,KUO TOONG INTERNATIONAL,"Kuo Toong International Co., Ltd.",1199062800,Asia/Taipei,CST,28800000,31.3,none,1057579008,4.263,1161491968,2861899008,1.817,2.468,3501577984,41.515,14.115,0.06117,0.094639994,1104784000,1031792896,337216000,-0.704,-0.088,0.35649,0.33169997,0.30377,TWD,
3,"91, Ta Shun 1st Road",8th Floor-5,Kaohsiung,81357,Taiwan,886 7 557 3755,886 7 557 5300,https://www.kti.com.tw,Engineering & Construction,Industrials,"Kuo Toong International Co., Ltd. designs, produces, and assembles water supply and division pipes in Taiwan. The company offers various concrete products, including prestressed concrete cylinder and non-cylinder pipes, reinforced concrete pipes, reinforced concrete cylinder pipes, concrete pipes for sewerage in jacking method, prestressed beams, shield-segments, and other concrete products. It also provides ductile iron pipes, DI flexible pipes, connecting closures, and accessories. Kuo Toong International Co., Ltd. was founded in 1978 and is based in Kaohsiung, Taiwan.","{'maxAge': 1, 'name': 'Fu-Chen  Huang', 'title': 'Corp. Governance Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,30.85,30.9,30.65,31.5,30.85,30.9,30.65,31.5,0.5,0.016,1667347200,0.21370001,0.788563,13.151259,1762045,1762045,6307031,1701200,1701200,31.25,31.3,0,0,7764840960,18.25,40.6,2.2175262,33.307,28.111,1.0,0.03241491,TWD,11211157504,0.16613,248078000,0.2509,0.06599,21.169,1.4785771,1672444800,1703980800,1688083200,-0.705,581708992,2.38,1013:1000,1571788800,3.202,9.652,TWO,EQUITY,8936.TWO,8936.TWO,KUO TOONG INTERNATIONAL,"Kuo Toong International Co., Ltd.",1199062800,Asia/Taipei,CST,28800000,31.3,none,1057579008,4.263,1161491968,2861899008,1.817,2.468,3501577984,41.515,14.115,0.06117,0.094639994,1104784000,1031792896,337216000,-0.704,-0.088,0.35649,0.33169997,0.30377,TWD,
