,address1,city,zip,country,phone,fax,website,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Suhrenkamp 59,Hamburg,22335,Germany,49 461 99660,49 461 9966466,https://www.beate-uhse.ag,"Erotik-Abwicklungsgesellschaft AG, through its subsidiaries, provides adult lifestyle products in Germany. The company offers lingerie and clothing, love toys, and wellness products through retail shops and online. The company was formerly known as Beate Uhse AG. Erotik-Abwicklungsgesellschaft AG was founded in 1946 and is based in Hamburg, Germany.",472,"{'maxAge': 1, 'name': 'Mr. Michael  Specht', 'age': 60, 'title': 'CEO, CFO, COO & Member of Management Board', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,3.560181,60000,60000,73987,11067,11067,0.0,0.0,917100,846800,466760,0.001,0.0145,0.0040377164,0.00334,0.0027225,0.0,0.0,EUR,26810186,-0.15371001,77773328,77793504,0.0038400001,0.0,0.066,0.03787879,1451520000,1483142400,1467244800,-17769000,-0.12,0.232,-2.75,FRA,EQUITY,USE.F,USE.F,EROTIK-ABWICKL. INH EO 1,Erotik-Abwicklungsgesellschaft AG,946882800,Europe/Berlin,CEST,7200000,0.0025,none,2863000,0.037,-9748000,29477000,0.487,1.181,115600000,575.835,1.486,-0.10709,-1.2603,60316000,-19625,2518000,-0.202,0.46298,-0.08432,-0.12091,EUR,
1,Suhrenkamp 59,Hamburg,22335,Germany,49 461 99660,49 461 9966466,https://www.beate-uhse.ag,"Erotik-Abwicklungsgesellschaft AG, through its subsidiaries, provides adult lifestyle products in Germany. The company offers lingerie and clothing, love toys, and wellness products through retail shops and online. The company was formerly known as Beate Uhse AG. Erotik-Abwicklungsgesellschaft AG was founded in 1946 and is based in Hamburg, Germany.",472,"{'maxAge': 1, 'name': 'Mr. Jürgen  Schulz', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,3.560181,60000,60000,73987,11067,11067,0.0,0.0,917100,846800,466760,0.001,0.0145,0.0040377164,0.00334,0.0027225,0.0,0.0,EUR,26810186,-0.15371001,77773328,77793504,0.0038400001,0.0,0.066,0.03787879,1451520000,1483142400,1467244800,-17769000,-0.12,0.232,-2.75,FRA,EQUITY,USE.F,USE.F,EROTIK-ABWICKL. INH EO 1,Erotik-Abwicklungsgesellschaft AG,946882800,Europe/Berlin,CEST,7200000,0.0025,none,2863000,0.037,-9748000,29477000,0.487,1.181,115600000,575.835,1.486,-0.10709,-1.2603,60316000,-19625,2518000,-0.202,0.46298,-0.08432,-0.12091,EUR,
