,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"850 76th Street, S.W.",Grand Rapids,MI,49518-8700,United States,616 878 2000,https://www.spartannash.com,Food Distribution,Consumer Defensive,"SpartanNash Company distributes and retails grocery products. It operates through Wholesale and Retail segments. The Wholesale segment offers grocery products and perishable food products, such as dry groceries, produce, dairy products, meat, delicatessen items, bakery goods, frozen food, seafood, floral products, general merchandise, beverages, tobacco products, health and beauty care, and pharmacy products to independent retailers, national accounts, food service distributors, e-commerce providers, and corporate owned retail stores. This segment also offers various value-added services to retailers. The Retail segment operates retail supermarkets, pharmacies, fuel centers, and convenience stores primarily under the banners of Family Fare, Martin's Super Markets, D&W Fresh Market, VG's Grocery, and Dan's Supermarket. It also distributes grocery products to military commissaries. The company was formerly known as Spartan Stores, Inc. and changed its name to SpartanNash Company in November 2013. SpartanNash Company was founded in 1917 and is based in Grand Rapids, Michigan.",17500,"{'maxAge': 1, 'name': 'Mr. Tony Bashir Sarsam', 'age': 60, 'title': 'Pres, CEO & Director', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 7927348, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,3,4,3,1693526400,1672444800,86400,2,21.4,21.47,21.1,21.535,21.4,21.47,21.1,21.535,0.86,0.0405,1694649600,0.7328,3.99,0.712309,18.318966,8.603239,815076,815076,242551,316210,316210,21.23,21.24,800,1000,735598528,20.57,37.75,0.07486749,22.1026,25.7161,0.85,0.039719626,USD,1549415552,0.00416,33715855,34616400,700892,668133,1690761600,1693440000,0.0202,0.016900001,0.82795995,3.57,0.0251,22.196,0.95737976,1672444800,1703980800,1689379200,2.806,40919000,1.16,2.47,2.57,0.158,8.379,NMS,EQUITY,SPTN,SPTN,SpartanNash Company,SpartanNash Company,965223000,America/New_York,EDT,-14400000,21.25,34.0,23.0,27.17,26.0,2.5,buy,6,19219000,0.555,184914000,833001984,0.664,1.619,9825340416,108.408,283.318,0.02392,0.052389998,1497475000,32579500,131487000,3.0,0.017,0.15182,0.018819999,0.00906,USD,
1,"850 76th Street, S.W.",Grand Rapids,MI,49518-8700,United States,616 878 2000,https://www.spartannash.com,Food Distribution,Consumer Defensive,"SpartanNash Company distributes and retails grocery products. It operates through Wholesale and Retail segments. The Wholesale segment offers grocery products and perishable food products, such as dry groceries, produce, dairy products, meat, delicatessen items, bakery goods, frozen food, seafood, floral products, general merchandise, beverages, tobacco products, health and beauty care, and pharmacy products to independent retailers, national accounts, food service distributors, e-commerce providers, and corporate owned retail stores. This segment also offers various value-added services to retailers. The Retail segment operates retail supermarkets, pharmacies, fuel centers, and convenience stores primarily under the banners of Family Fare, Martin's Super Markets, D&W Fresh Market, VG's Grocery, and Dan's Supermarket. It also distributes grocery products to military commissaries. The company was formerly known as Spartan Stores, Inc. and changed its name to SpartanNash Company in November 2013. SpartanNash Company was founded in 1917 and is based in Grand Rapids, Michigan.",17500,"{'maxAge': 1, 'name': 'Mr. Jason  Monaco', 'age': 45, 'title': 'Exec. VP & CFO', 'yearBorn': 1977, 'fiscalYear': 2022, 'totalPay': 1992305, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,3,4,3,1693526400,1672444800,86400,2,21.4,21.47,21.1,21.535,21.4,21.47,21.1,21.535,0.86,0.0405,1694649600,0.7328,3.99,0.712309,18.318966,8.603239,815076,815076,242551,316210,316210,21.23,21.24,800,1000,735598528,20.57,37.75,0.07486749,22.1026,25.7161,0.85,0.039719626,USD,1549415552,0.00416,33715855,34616400,700892,668133,1690761600,1693440000,0.0202,0.016900001,0.82795995,3.57,0.0251,22.196,0.95737976,1672444800,1703980800,1689379200,2.806,40919000,1.16,2.47,2.57,0.158,8.379,NMS,EQUITY,SPTN,SPTN,SpartanNash Company,SpartanNash Company,965223000,America/New_York,EDT,-14400000,21.25,34.0,23.0,27.17,26.0,2.5,buy,6,19219000,0.555,184914000,833001984,0.664,1.619,9825340416,108.408,283.318,0.02392,0.052389998,1497475000,32579500,131487000,3.0,0.017,0.15182,0.018819999,0.00906,USD,
2,"850 76th Street, S.W.",Grand Rapids,MI,49518-8700,United States,616 878 2000,https://www.spartannash.com,Food Distribution,Consumer Defensive,"SpartanNash Company distributes and retails grocery products. It operates through Wholesale and Retail segments. The Wholesale segment offers grocery products and perishable food products, such as dry groceries, produce, dairy products, meat, delicatessen items, bakery goods, frozen food, seafood, floral products, general merchandise, beverages, tobacco products, health and beauty care, and pharmacy products to independent retailers, national accounts, food service distributors, e-commerce providers, and corporate owned retail stores. This segment also offers various value-added services to retailers. The Retail segment operates retail supermarkets, pharmacies, fuel centers, and convenience stores primarily under the banners of Family Fare, Martin's Super Markets, D&W Fresh Market, VG's Grocery, and Dan's Supermarket. It also distributes grocery products to military commissaries. The company was formerly known as Spartan Stores, Inc. and changed its name to SpartanNash Company in November 2013. SpartanNash Company was founded in 1917 and is based in Grand Rapids, Michigan.",17500,"{'maxAge': 1, 'name': 'Mr. Masiar  Tayebi', 'age': 42, 'title': 'Exec. VP, Chief Strategy Officer & Information Officer', 'yearBorn': 1980, 'fiscalYear': 2022, 'totalPay': 1289006, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,3,4,3,1693526400,1672444800,86400,2,21.4,21.47,21.1,21.535,21.4,21.47,21.1,21.535,0.86,0.0405,1694649600,0.7328,3.99,0.712309,18.318966,8.603239,815076,815076,242551,316210,316210,21.23,21.24,800,1000,735598528,20.57,37.75,0.07486749,22.1026,25.7161,0.85,0.039719626,USD,1549415552,0.00416,33715855,34616400,700892,668133,1690761600,1693440000,0.0202,0.016900001,0.82795995,3.57,0.0251,22.196,0.95737976,1672444800,1703980800,1689379200,2.806,40919000,1.16,2.47,2.57,0.158,8.379,NMS,EQUITY,SPTN,SPTN,SpartanNash Company,SpartanNash Company,965223000,America/New_York,EDT,-14400000,21.25,34.0,23.0,27.17,26.0,2.5,buy,6,19219000,0.555,184914000,833001984,0.664,1.619,9825340416,108.408,283.318,0.02392,0.052389998,1497475000,32579500,131487000,3.0,0.017,0.15182,0.018819999,0.00906,USD,
3,"850 76th Street, S.W.",Grand Rapids,MI,49518-8700,United States,616 878 2000,https://www.spartannash.com,Food Distribution,Consumer Defensive,"SpartanNash Company distributes and retails grocery products. It operates through Wholesale and Retail segments. The Wholesale segment offers grocery products and perishable food products, such as dry groceries, produce, dairy products, meat, delicatessen items, bakery goods, frozen food, seafood, floral products, general merchandise, beverages, tobacco products, health and beauty care, and pharmacy products to independent retailers, national accounts, food service distributors, e-commerce providers, and corporate owned retail stores. This segment also offers various value-added services to retailers. The Retail segment operates retail supermarkets, pharmacies, fuel centers, and convenience stores primarily under the banners of Family Fare, Martin's Super Markets, D&W Fresh Market, VG's Grocery, and Dan's Supermarket. It also distributes grocery products to military commissaries. The company was formerly known as Spartan Stores, Inc. and changed its name to SpartanNash Company in November 2013. SpartanNash Company was founded in 1917 and is based in Grand Rapids, Michigan.",17500,"{'maxAge': 1, 'name': 'Mr. Thomas Edward Swanson', 'age': 61, 'title': 'Exec. VP & GM of Corp. Retail', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 1303016, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,3,4,3,1693526400,1672444800,86400,2,21.4,21.47,21.1,21.535,21.4,21.47,21.1,21.535,0.86,0.0405,1694649600,0.7328,3.99,0.712309,18.318966,8.603239,815076,815076,242551,316210,316210,21.23,21.24,800,1000,735598528,20.57,37.75,0.07486749,22.1026,25.7161,0.85,0.039719626,USD,1549415552,0.00416,33715855,34616400,700892,668133,1690761600,1693440000,0.0202,0.016900001,0.82795995,3.57,0.0251,22.196,0.95737976,1672444800,1703980800,1689379200,2.806,40919000,1.16,2.47,2.57,0.158,8.379,NMS,EQUITY,SPTN,SPTN,SpartanNash Company,SpartanNash Company,965223000,America/New_York,EDT,-14400000,21.25,34.0,23.0,27.17,26.0,2.5,buy,6,19219000,0.555,184914000,833001984,0.664,1.619,9825340416,108.408,283.318,0.02392,0.052389998,1497475000,32579500,131487000,3.0,0.017,0.15182,0.018819999,0.00906,USD,
4,"850 76th Street, S.W.",Grand Rapids,MI,49518-8700,United States,616 878 2000,https://www.spartannash.com,Food Distribution,Consumer Defensive,"SpartanNash Company distributes and retails grocery products. It operates through Wholesale and Retail segments. The Wholesale segment offers grocery products and perishable food products, such as dry groceries, produce, dairy products, meat, delicatessen items, bakery goods, frozen food, seafood, floral products, general merchandise, beverages, tobacco products, health and beauty care, and pharmacy products to independent retailers, national accounts, food service distributors, e-commerce providers, and corporate owned retail stores. This segment also offers various value-added services to retailers. The Retail segment operates retail supermarkets, pharmacies, fuel centers, and convenience stores primarily under the banners of Family Fare, Martin's Super Markets, D&W Fresh Market, VG's Grocery, and Dan's Supermarket. It also distributes grocery products to military commissaries. The company was formerly known as Spartan Stores, Inc. and changed its name to SpartanNash Company in November 2013. SpartanNash Company was founded in 1917 and is based in Grand Rapids, Michigan.",17500,"{'maxAge': 1, 'name': 'Mr. Bennett  Morgan', 'title': 'Exec. VP & Chief Merchandising Officer', 'fiscalYear': 2022, 'totalPay': 1395484, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,3,4,3,1693526400,1672444800,86400,2,21.4,21.47,21.1,21.535,21.4,21.47,21.1,21.535,0.86,0.0405,1694649600,0.7328,3.99,0.712309,18.318966,8.603239,815076,815076,242551,316210,316210,21.23,21.24,800,1000,735598528,20.57,37.75,0.07486749,22.1026,25.7161,0.85,0.039719626,USD,1549415552,0.00416,33715855,34616400,700892,668133,1690761600,1693440000,0.0202,0.016900001,0.82795995,3.57,0.0251,22.196,0.95737976,1672444800,1703980800,1689379200,2.806,40919000,1.16,2.47,2.57,0.158,8.379,NMS,EQUITY,SPTN,SPTN,SpartanNash Company,SpartanNash Company,965223000,America/New_York,EDT,-14400000,21.25,34.0,23.0,27.17,26.0,2.5,buy,6,19219000,0.555,184914000,833001984,0.664,1.619,9825340416,108.408,283.318,0.02392,0.052389998,1497475000,32579500,131487000,3.0,0.017,0.15182,0.018819999,0.00906,USD,
5,"850 76th Street, S.W.",Grand Rapids,MI,49518-8700,United States,616 878 2000,https://www.spartannash.com,Food Distribution,Consumer Defensive,"SpartanNash Company distributes and retails grocery products. It operates through Wholesale and Retail segments. The Wholesale segment offers grocery products and perishable food products, such as dry groceries, produce, dairy products, meat, delicatessen items, bakery goods, frozen food, seafood, floral products, general merchandise, beverages, tobacco products, health and beauty care, and pharmacy products to independent retailers, national accounts, food service distributors, e-commerce providers, and corporate owned retail stores. This segment also offers various value-added services to retailers. The Retail segment operates retail supermarkets, pharmacies, fuel centers, and convenience stores primarily under the banners of Family Fare, Martin's Super Markets, D&W Fresh Market, VG's Grocery, and Dan's Supermarket. It also distributes grocery products to military commissaries. The company was formerly known as Spartan Stores, Inc. and changed its name to SpartanNash Company in November 2013. SpartanNash Company was founded in 1917 and is based in Grand Rapids, Michigan.",17500,"{'maxAge': 1, 'name': 'Mr. R. Todd Riksen', 'title': 'VP, Corp. Controller & Principal Accounting Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,3,4,3,1693526400,1672444800,86400,2,21.4,21.47,21.1,21.535,21.4,21.47,21.1,21.535,0.86,0.0405,1694649600,0.7328,3.99,0.712309,18.318966,8.603239,815076,815076,242551,316210,316210,21.23,21.24,800,1000,735598528,20.57,37.75,0.07486749,22.1026,25.7161,0.85,0.039719626,USD,1549415552,0.00416,33715855,34616400,700892,668133,1690761600,1693440000,0.0202,0.016900001,0.82795995,3.57,0.0251,22.196,0.95737976,1672444800,1703980800,1689379200,2.806,40919000,1.16,2.47,2.57,0.158,8.379,NMS,EQUITY,SPTN,SPTN,SpartanNash Company,SpartanNash Company,965223000,America/New_York,EDT,-14400000,21.25,34.0,23.0,27.17,26.0,2.5,buy,6,19219000,0.555,184914000,833001984,0.664,1.619,9825340416,108.408,283.318,0.02392,0.052389998,1497475000,32579500,131487000,3.0,0.017,0.15182,0.018819999,0.00906,USD,
6,"850 76th Street, S.W.",Grand Rapids,MI,49518-8700,United States,616 878 2000,https://www.spartannash.com,Food Distribution,Consumer Defensive,"SpartanNash Company distributes and retails grocery products. It operates through Wholesale and Retail segments. The Wholesale segment offers grocery products and perishable food products, such as dry groceries, produce, dairy products, meat, delicatessen items, bakery goods, frozen food, seafood, floral products, general merchandise, beverages, tobacco products, health and beauty care, and pharmacy products to independent retailers, national accounts, food service distributors, e-commerce providers, and corporate owned retail stores. This segment also offers various value-added services to retailers. The Retail segment operates retail supermarkets, pharmacies, fuel centers, and convenience stores primarily under the banners of Family Fare, Martin's Super Markets, D&W Fresh Market, VG's Grocery, and Dan's Supermarket. It also distributes grocery products to military commissaries. The company was formerly known as Spartan Stores, Inc. and changed its name to SpartanNash Company in November 2013. SpartanNash Company was founded in 1917 and is based in Grand Rapids, Michigan.",17500,"{'maxAge': 1, 'name': 'Kayleigh  Campbell', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,3,4,3,1693526400,1672444800,86400,2,21.4,21.47,21.1,21.535,21.4,21.47,21.1,21.535,0.86,0.0405,1694649600,0.7328,3.99,0.712309,18.318966,8.603239,815076,815076,242551,316210,316210,21.23,21.24,800,1000,735598528,20.57,37.75,0.07486749,22.1026,25.7161,0.85,0.039719626,USD,1549415552,0.00416,33715855,34616400,700892,668133,1690761600,1693440000,0.0202,0.016900001,0.82795995,3.57,0.0251,22.196,0.95737976,1672444800,1703980800,1689379200,2.806,40919000,1.16,2.47,2.57,0.158,8.379,NMS,EQUITY,SPTN,SPTN,SpartanNash Company,SpartanNash Company,965223000,America/New_York,EDT,-14400000,21.25,34.0,23.0,27.17,26.0,2.5,buy,6,19219000,0.555,184914000,833001984,0.664,1.619,9825340416,108.408,283.318,0.02392,0.052389998,1497475000,32579500,131487000,3.0,0.017,0.15182,0.018819999,0.00906,USD,
7,"850 76th Street, S.W.",Grand Rapids,MI,49518-8700,United States,616 878 2000,https://www.spartannash.com,Food Distribution,Consumer Defensive,"SpartanNash Company distributes and retails grocery products. It operates through Wholesale and Retail segments. The Wholesale segment offers grocery products and perishable food products, such as dry groceries, produce, dairy products, meat, delicatessen items, bakery goods, frozen food, seafood, floral products, general merchandise, beverages, tobacco products, health and beauty care, and pharmacy products to independent retailers, national accounts, food service distributors, e-commerce providers, and corporate owned retail stores. This segment also offers various value-added services to retailers. The Retail segment operates retail supermarkets, pharmacies, fuel centers, and convenience stores primarily under the banners of Family Fare, Martin's Super Markets, D&W Fresh Market, VG's Grocery, and Dan's Supermarket. It also distributes grocery products to military commissaries. The company was formerly known as Spartan Stores, Inc. and changed its name to SpartanNash Company in November 2013. SpartanNash Company was founded in 1917 and is based in Grand Rapids, Michigan.",17500,"{'maxAge': 1, 'name': 'Ms. Ileana  McAlary', 'age': 46, 'title': 'Exec. VP, Chief Legal Officer & Corp. Sec.', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,3,4,3,1693526400,1672444800,86400,2,21.4,21.47,21.1,21.535,21.4,21.47,21.1,21.535,0.86,0.0405,1694649600,0.7328,3.99,0.712309,18.318966,8.603239,815076,815076,242551,316210,316210,21.23,21.24,800,1000,735598528,20.57,37.75,0.07486749,22.1026,25.7161,0.85,0.039719626,USD,1549415552,0.00416,33715855,34616400,700892,668133,1690761600,1693440000,0.0202,0.016900001,0.82795995,3.57,0.0251,22.196,0.95737976,1672444800,1703980800,1689379200,2.806,40919000,1.16,2.47,2.57,0.158,8.379,NMS,EQUITY,SPTN,SPTN,SpartanNash Company,SpartanNash Company,965223000,America/New_York,EDT,-14400000,21.25,34.0,23.0,27.17,26.0,2.5,buy,6,19219000,0.555,184914000,833001984,0.664,1.619,9825340416,108.408,283.318,0.02392,0.052389998,1497475000,32579500,131487000,3.0,0.017,0.15182,0.018819999,0.00906,USD,
8,"850 76th Street, S.W.",Grand Rapids,MI,49518-8700,United States,616 878 2000,https://www.spartannash.com,Food Distribution,Consumer Defensive,"SpartanNash Company distributes and retails grocery products. It operates through Wholesale and Retail segments. The Wholesale segment offers grocery products and perishable food products, such as dry groceries, produce, dairy products, meat, delicatessen items, bakery goods, frozen food, seafood, floral products, general merchandise, beverages, tobacco products, health and beauty care, and pharmacy products to independent retailers, national accounts, food service distributors, e-commerce providers, and corporate owned retail stores. This segment also offers various value-added services to retailers. The Retail segment operates retail supermarkets, pharmacies, fuel centers, and convenience stores primarily under the banners of Family Fare, Martin's Super Markets, D&W Fresh Market, VG's Grocery, and Dan's Supermarket. It also distributes grocery products to military commissaries. The company was formerly known as Spartan Stores, Inc. and changed its name to SpartanNash Company in November 2013. SpartanNash Company was founded in 1917 and is based in Grand Rapids, Michigan.",17500,"{'maxAge': 1, 'name': 'Ms. Adrienne  Chance', 'title': 'Sr. VP of Communications & Exec. Director of SpartanNash Foundation', 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,3,4,3,1693526400,1672444800,86400,2,21.4,21.47,21.1,21.535,21.4,21.47,21.1,21.535,0.86,0.0405,1694649600,0.7328,3.99,0.712309,18.318966,8.603239,815076,815076,242551,316210,316210,21.23,21.24,800,1000,735598528,20.57,37.75,0.07486749,22.1026,25.7161,0.85,0.039719626,USD,1549415552,0.00416,33715855,34616400,700892,668133,1690761600,1693440000,0.0202,0.016900001,0.82795995,3.57,0.0251,22.196,0.95737976,1672444800,1703980800,1689379200,2.806,40919000,1.16,2.47,2.57,0.158,8.379,NMS,EQUITY,SPTN,SPTN,SpartanNash Company,SpartanNash Company,965223000,America/New_York,EDT,-14400000,21.25,34.0,23.0,27.17,26.0,2.5,buy,6,19219000,0.555,184914000,833001984,0.664,1.619,9825340416,108.408,283.318,0.02392,0.052389998,1497475000,32579500,131487000,3.0,0.017,0.15182,0.018819999,0.00906,USD,
9,"850 76th Street, S.W.",Grand Rapids,MI,49518-8700,United States,616 878 2000,https://www.spartannash.com,Food Distribution,Consumer Defensive,"SpartanNash Company distributes and retails grocery products. It operates through Wholesale and Retail segments. The Wholesale segment offers grocery products and perishable food products, such as dry groceries, produce, dairy products, meat, delicatessen items, bakery goods, frozen food, seafood, floral products, general merchandise, beverages, tobacco products, health and beauty care, and pharmacy products to independent retailers, national accounts, food service distributors, e-commerce providers, and corporate owned retail stores. This segment also offers various value-added services to retailers. The Retail segment operates retail supermarkets, pharmacies, fuel centers, and convenience stores primarily under the banners of Family Fare, Martin's Super Markets, D&W Fresh Market, VG's Grocery, and Dan's Supermarket. It also distributes grocery products to military commissaries. The company was formerly known as Spartan Stores, Inc. and changed its name to SpartanNash Company in November 2013. SpartanNash Company was founded in 1917 and is based in Grand Rapids, Michigan.",17500,"{'maxAge': 1, 'name': 'Mr. Bill  Jacobs', 'title': 'VP of Treasury & Corp. Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,3,4,3,1693526400,1672444800,86400,2,21.4,21.47,21.1,21.535,21.4,21.47,21.1,21.535,0.86,0.0405,1694649600,0.7328,3.99,0.712309,18.318966,8.603239,815076,815076,242551,316210,316210,21.23,21.24,800,1000,735598528,20.57,37.75,0.07486749,22.1026,25.7161,0.85,0.039719626,USD,1549415552,0.00416,33715855,34616400,700892,668133,1690761600,1693440000,0.0202,0.016900001,0.82795995,3.57,0.0251,22.196,0.95737976,1672444800,1703980800,1689379200,2.806,40919000,1.16,2.47,2.57,0.158,8.379,NMS,EQUITY,SPTN,SPTN,SpartanNash Company,SpartanNash Company,965223000,America/New_York,EDT,-14400000,21.25,34.0,23.0,27.17,26.0,2.5,buy,6,19219000,0.555,184914000,833001984,0.664,1.619,9825340416,108.408,283.318,0.02392,0.052389998,1497475000,32579500,131487000,3.0,0.017,0.15182,0.018819999,0.00906,USD,
