,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Regent's Place,4th Floor 20 Triton Street,London,NW1 3BF,United Kingdom,44 20 3978 2520,44 20 3950 2482,https://www.haysplc.com,Staffing & Employment Services,Industrials,"Hays plc operates as a recruitment company in Australia, New Zealand, Germany, the United Kingdom, Ireland, and internationally. The company offers permanent, temporary, and contractor recruitment services, such as qualified, professional, and skilled recruitment to public and private sectors. It also specializes in offering recruitment services in the areas of accountancy and finance, construction and property, technology, life sciences, sales and marketing, banking and capital markets, contact centers, education, engineering and manufacturing, executive, financial services, health and social care, human resources, legal, office support, energy, oil and gas, procurement, retail, resources and mining, and telecoms. Hays plc was founded in 1968 and is headquartered in London, the United Kingdom.",13000,"{'maxAge': 1, 'name': 'Ms. Mary-Teresa  Rainey O.B.E.', 'age': 66, 'title': 'Workforce Engagement Director, Chair of Workforce Engagement & Independent Non-Exec. Director', 'yearBorn': 1956, 'fiscalYear': 2022, 'totalPay': 72000, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,5,1,1,1693526400,1672444800,86400,2,105.8,106.4,104.9,107.3,105.8,106.4,104.9,107.3,0.03,0.028399998,1696464000,0.3345,1.186561,1172.2222,11.30761,4428536,4428536,3276193,2806474,2806474,95.0,105.8,0,0,1678452352,96.9,130.949,0.22133535,104.538,112.13625,0.03,0.00028355385,GBp,1744566656,0.01824,1588465294,1589120000,0.0067000003,0.89174,0.42,251.19049,1688083200,1719705600,1688083200,-0.166,138300000,0.09,9.33,0.25,2:1,948672000,0.23,7.97,LSE,EQUITY,HAS.L,HAS.L,HAYS PLC ORD 1P,Hays plc,625302000,Europe/London,BST,3600000,105.5,170.0,121.0,139.58,134.5,1.8,buy,12,145600000,0.091,218900000,199800000,1.318,1.319,7583300096,29.808,4.71,0.06216,0.18861,426800000,68612496,165700000,-0.124,0.063,0.05628,0.028870001,0.02611,GBP,
1,Regent's Place,4th Floor 20 Triton Street,London,NW1 3BF,United Kingdom,44 20 3978 2520,44 20 3950 2482,https://www.haysplc.com,Staffing & Employment Services,Industrials,"Hays plc operates as a recruitment company in Australia, New Zealand, Germany, the United Kingdom, Ireland, and internationally. The company offers permanent, temporary, and contractor recruitment services, such as qualified, professional, and skilled recruitment to public and private sectors. It also specializes in offering recruitment services in the areas of accountancy and finance, construction and property, technology, life sciences, sales and marketing, banking and capital markets, contact centers, education, engineering and manufacturing, executive, financial services, health and social care, human resources, legal, office support, energy, oil and gas, procurement, retail, resources and mining, and telecoms. Hays plc was founded in 1968 and is headquartered in London, the United Kingdom.",13000,"{'maxAge': 1, 'name': 'Mr. Dirk  Hahn', 'title': 'CEO & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,5,1,1,1693526400,1672444800,86400,2,105.8,106.4,104.9,107.3,105.8,106.4,104.9,107.3,0.03,0.028399998,1696464000,0.3345,1.186561,1172.2222,11.30761,4428536,4428536,3276193,2806474,2806474,95.0,105.8,0,0,1678452352,96.9,130.949,0.22133535,104.538,112.13625,0.03,0.00028355385,GBp,1744566656,0.01824,1588465294,1589120000,0.0067000003,0.89174,0.42,251.19049,1688083200,1719705600,1688083200,-0.166,138300000,0.09,9.33,0.25,2:1,948672000,0.23,7.97,LSE,EQUITY,HAS.L,HAS.L,HAYS PLC ORD 1P,Hays plc,625302000,Europe/London,BST,3600000,105.5,170.0,121.0,139.58,134.5,1.8,buy,12,145600000,0.091,218900000,199800000,1.318,1.319,7583300096,29.808,4.71,0.06216,0.18861,426800000,68612496,165700000,-0.124,0.063,0.05628,0.028870001,0.02611,GBP,
2,Regent's Place,4th Floor 20 Triton Street,London,NW1 3BF,United Kingdom,44 20 3978 2520,44 20 3950 2482,https://www.haysplc.com,Staffing & Employment Services,Industrials,"Hays plc operates as a recruitment company in Australia, New Zealand, Germany, the United Kingdom, Ireland, and internationally. The company offers permanent, temporary, and contractor recruitment services, such as qualified, professional, and skilled recruitment to public and private sectors. It also specializes in offering recruitment services in the areas of accountancy and finance, construction and property, technology, life sciences, sales and marketing, banking and capital markets, contact centers, education, engineering and manufacturing, executive, financial services, health and social care, human resources, legal, office support, energy, oil and gas, procurement, retail, resources and mining, and telecoms. Hays plc was founded in 1968 and is headquartered in London, the United Kingdom.",13000,"{'maxAge': 1, 'name': 'James  Hilton', 'age': 44, 'title': 'Group Fin. Director & Director', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,5,1,1,1693526400,1672444800,86400,2,105.8,106.4,104.9,107.3,105.8,106.4,104.9,107.3,0.03,0.028399998,1696464000,0.3345,1.186561,1172.2222,11.30761,4428536,4428536,3276193,2806474,2806474,95.0,105.8,0,0,1678452352,96.9,130.949,0.22133535,104.538,112.13625,0.03,0.00028355385,GBp,1744566656,0.01824,1588465294,1589120000,0.0067000003,0.89174,0.42,251.19049,1688083200,1719705600,1688083200,-0.166,138300000,0.09,9.33,0.25,2:1,948672000,0.23,7.97,LSE,EQUITY,HAS.L,HAS.L,HAYS PLC ORD 1P,Hays plc,625302000,Europe/London,BST,3600000,105.5,170.0,121.0,139.58,134.5,1.8,buy,12,145600000,0.091,218900000,199800000,1.318,1.319,7583300096,29.808,4.71,0.06216,0.18861,426800000,68612496,165700000,-0.124,0.063,0.05628,0.028870001,0.02611,GBP,
3,Regent's Place,4th Floor 20 Triton Street,London,NW1 3BF,United Kingdom,44 20 3978 2520,44 20 3950 2482,https://www.haysplc.com,Staffing & Employment Services,Industrials,"Hays plc operates as a recruitment company in Australia, New Zealand, Germany, the United Kingdom, Ireland, and internationally. The company offers permanent, temporary, and contractor recruitment services, such as qualified, professional, and skilled recruitment to public and private sectors. It also specializes in offering recruitment services in the areas of accountancy and finance, construction and property, technology, life sciences, sales and marketing, banking and capital markets, contact centers, education, engineering and manufacturing, executive, financial services, health and social care, human resources, legal, office support, energy, oil and gas, procurement, retail, resources and mining, and telecoms. Hays plc was founded in 1968 and is headquartered in London, the United Kingdom.",13000,"{'maxAge': 1, 'name': 'Mr. David Ian Phillips', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,5,1,1,1693526400,1672444800,86400,2,105.8,106.4,104.9,107.3,105.8,106.4,104.9,107.3,0.03,0.028399998,1696464000,0.3345,1.186561,1172.2222,11.30761,4428536,4428536,3276193,2806474,2806474,95.0,105.8,0,0,1678452352,96.9,130.949,0.22133535,104.538,112.13625,0.03,0.00028355385,GBp,1744566656,0.01824,1588465294,1589120000,0.0067000003,0.89174,0.42,251.19049,1688083200,1719705600,1688083200,-0.166,138300000,0.09,9.33,0.25,2:1,948672000,0.23,7.97,LSE,EQUITY,HAS.L,HAS.L,HAYS PLC ORD 1P,Hays plc,625302000,Europe/London,BST,3600000,105.5,170.0,121.0,139.58,134.5,1.8,buy,12,145600000,0.091,218900000,199800000,1.318,1.319,7583300096,29.808,4.71,0.06216,0.18861,426800000,68612496,165700000,-0.124,0.063,0.05628,0.028870001,0.02611,GBP,
4,Regent's Place,4th Floor 20 Triton Street,London,NW1 3BF,United Kingdom,44 20 3978 2520,44 20 3950 2482,https://www.haysplc.com,Staffing & Employment Services,Industrials,"Hays plc operates as a recruitment company in Australia, New Zealand, Germany, the United Kingdom, Ireland, and internationally. The company offers permanent, temporary, and contractor recruitment services, such as qualified, professional, and skilled recruitment to public and private sectors. It also specializes in offering recruitment services in the areas of accountancy and finance, construction and property, technology, life sciences, sales and marketing, banking and capital markets, contact centers, education, engineering and manufacturing, executive, financial services, health and social care, human resources, legal, office support, energy, oil and gas, procurement, retail, resources and mining, and telecoms. Hays plc was founded in 1968 and is headquartered in London, the United Kingdom.",13000,"{'maxAge': 1, 'name': 'Mr. Douglas G. Evans', 'age': 59, 'title': 'Company Sec. & Gen. Counsel', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,5,1,1,1693526400,1672444800,86400,2,105.8,106.4,104.9,107.3,105.8,106.4,104.9,107.3,0.03,0.028399998,1696464000,0.3345,1.186561,1172.2222,11.30761,4428536,4428536,3276193,2806474,2806474,95.0,105.8,0,0,1678452352,96.9,130.949,0.22133535,104.538,112.13625,0.03,0.00028355385,GBp,1744566656,0.01824,1588465294,1589120000,0.0067000003,0.89174,0.42,251.19049,1688083200,1719705600,1688083200,-0.166,138300000,0.09,9.33,0.25,2:1,948672000,0.23,7.97,LSE,EQUITY,HAS.L,HAS.L,HAYS PLC ORD 1P,Hays plc,625302000,Europe/London,BST,3600000,105.5,170.0,121.0,139.58,134.5,1.8,buy,12,145600000,0.091,218900000,199800000,1.318,1.319,7583300096,29.808,4.71,0.06216,0.18861,426800000,68612496,165700000,-0.124,0.063,0.05628,0.028870001,0.02611,GBP,
5,Regent's Place,4th Floor 20 Triton Street,London,NW1 3BF,United Kingdom,44 20 3978 2520,44 20 3950 2482,https://www.haysplc.com,Staffing & Employment Services,Industrials,"Hays plc operates as a recruitment company in Australia, New Zealand, Germany, the United Kingdom, Ireland, and internationally. The company offers permanent, temporary, and contractor recruitment services, such as qualified, professional, and skilled recruitment to public and private sectors. It also specializes in offering recruitment services in the areas of accountancy and finance, construction and property, technology, life sciences, sales and marketing, banking and capital markets, contact centers, education, engineering and manufacturing, executive, financial services, health and social care, human resources, legal, office support, energy, oil and gas, procurement, retail, resources and mining, and telecoms. Hays plc was founded in 1968 and is headquartered in London, the United Kingdom.",13000,"{'maxAge': 1, 'name': 'Ms. Sandra  Henke', 'title': 'Director of People & Culture', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,5,1,1,1693526400,1672444800,86400,2,105.8,106.4,104.9,107.3,105.8,106.4,104.9,107.3,0.03,0.028399998,1696464000,0.3345,1.186561,1172.2222,11.30761,4428536,4428536,3276193,2806474,2806474,95.0,105.8,0,0,1678452352,96.9,130.949,0.22133535,104.538,112.13625,0.03,0.00028355385,GBp,1744566656,0.01824,1588465294,1589120000,0.0067000003,0.89174,0.42,251.19049,1688083200,1719705600,1688083200,-0.166,138300000,0.09,9.33,0.25,2:1,948672000,0.23,7.97,LSE,EQUITY,HAS.L,HAS.L,HAYS PLC ORD 1P,Hays plc,625302000,Europe/London,BST,3600000,105.5,170.0,121.0,139.58,134.5,1.8,buy,12,145600000,0.091,218900000,199800000,1.318,1.319,7583300096,29.808,4.71,0.06216,0.18861,426800000,68612496,165700000,-0.124,0.063,0.05628,0.028870001,0.02611,GBP,
6,Regent's Place,4th Floor 20 Triton Street,London,NW1 3BF,United Kingdom,44 20 3978 2520,44 20 3950 2482,https://www.haysplc.com,Staffing & Employment Services,Industrials,"Hays plc operates as a recruitment company in Australia, New Zealand, Germany, the United Kingdom, Ireland, and internationally. The company offers permanent, temporary, and contractor recruitment services, such as qualified, professional, and skilled recruitment to public and private sectors. It also specializes in offering recruitment services in the areas of accountancy and finance, construction and property, technology, life sciences, sales and marketing, banking and capital markets, contact centers, education, engineering and manufacturing, executive, financial services, health and social care, human resources, legal, office support, energy, oil and gas, procurement, retail, resources and mining, and telecoms. Hays plc was founded in 1968 and is headquartered in London, the United Kingdom.",13000,"{'maxAge': 1, 'name': 'Ms. Tina  Ling', 'title': 'Managing Director of France & Benelux', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,5,1,1,1693526400,1672444800,86400,2,105.8,106.4,104.9,107.3,105.8,106.4,104.9,107.3,0.03,0.028399998,1696464000,0.3345,1.186561,1172.2222,11.30761,4428536,4428536,3276193,2806474,2806474,95.0,105.8,0,0,1678452352,96.9,130.949,0.22133535,104.538,112.13625,0.03,0.00028355385,GBp,1744566656,0.01824,1588465294,1589120000,0.0067000003,0.89174,0.42,251.19049,1688083200,1719705600,1688083200,-0.166,138300000,0.09,9.33,0.25,2:1,948672000,0.23,7.97,LSE,EQUITY,HAS.L,HAS.L,HAYS PLC ORD 1P,Hays plc,625302000,Europe/London,BST,3600000,105.5,170.0,121.0,139.58,134.5,1.8,buy,12,145600000,0.091,218900000,199800000,1.318,1.319,7583300096,29.808,4.71,0.06216,0.18861,426800000,68612496,165700000,-0.124,0.063,0.05628,0.028870001,0.02611,GBP,
7,Regent's Place,4th Floor 20 Triton Street,London,NW1 3BF,United Kingdom,44 20 3978 2520,44 20 3950 2482,https://www.haysplc.com,Staffing & Employment Services,Industrials,"Hays plc operates as a recruitment company in Australia, New Zealand, Germany, the United Kingdom, Ireland, and internationally. The company offers permanent, temporary, and contractor recruitment services, such as qualified, professional, and skilled recruitment to public and private sectors. It also specializes in offering recruitment services in the areas of accountancy and finance, construction and property, technology, life sciences, sales and marketing, banking and capital markets, contact centers, education, engineering and manufacturing, executive, financial services, health and social care, human resources, legal, office support, energy, oil and gas, procurement, retail, resources and mining, and telecoms. Hays plc was founded in 1968 and is headquartered in London, the United Kingdom.",13000,"{'maxAge': 1, 'name': 'Mr. Steve  Weston', 'title': 'Chief Customer Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,5,1,1,1693526400,1672444800,86400,2,105.8,106.4,104.9,107.3,105.8,106.4,104.9,107.3,0.03,0.028399998,1696464000,0.3345,1.186561,1172.2222,11.30761,4428536,4428536,3276193,2806474,2806474,95.0,105.8,0,0,1678452352,96.9,130.949,0.22133535,104.538,112.13625,0.03,0.00028355385,GBp,1744566656,0.01824,1588465294,1589120000,0.0067000003,0.89174,0.42,251.19049,1688083200,1719705600,1688083200,-0.166,138300000,0.09,9.33,0.25,2:1,948672000,0.23,7.97,LSE,EQUITY,HAS.L,HAS.L,HAYS PLC ORD 1P,Hays plc,625302000,Europe/London,BST,3600000,105.5,170.0,121.0,139.58,134.5,1.8,buy,12,145600000,0.091,218900000,199800000,1.318,1.319,7583300096,29.808,4.71,0.06216,0.18861,426800000,68612496,165700000,-0.124,0.063,0.05628,0.028870001,0.02611,GBP,
8,Regent's Place,4th Floor 20 Triton Street,London,NW1 3BF,United Kingdom,44 20 3978 2520,44 20 3950 2482,https://www.haysplc.com,Staffing & Employment Services,Industrials,"Hays plc operates as a recruitment company in Australia, New Zealand, Germany, the United Kingdom, Ireland, and internationally. The company offers permanent, temporary, and contractor recruitment services, such as qualified, professional, and skilled recruitment to public and private sectors. It also specializes in offering recruitment services in the areas of accountancy and finance, construction and property, technology, life sciences, sales and marketing, banking and capital markets, contact centers, education, engineering and manufacturing, executive, financial services, health and social care, human resources, legal, office support, energy, oil and gas, procurement, retail, resources and mining, and telecoms. Hays plc was founded in 1968 and is headquartered in London, the United Kingdom.",13000,"{'maxAge': 1, 'name': 'Ms. Christine  Wright', 'title': 'Managing Director of Asia', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,5,1,1,1693526400,1672444800,86400,2,105.8,106.4,104.9,107.3,105.8,106.4,104.9,107.3,0.03,0.028399998,1696464000,0.3345,1.186561,1172.2222,11.30761,4428536,4428536,3276193,2806474,2806474,95.0,105.8,0,0,1678452352,96.9,130.949,0.22133535,104.538,112.13625,0.03,0.00028355385,GBp,1744566656,0.01824,1588465294,1589120000,0.0067000003,0.89174,0.42,251.19049,1688083200,1719705600,1688083200,-0.166,138300000,0.09,9.33,0.25,2:1,948672000,0.23,7.97,LSE,EQUITY,HAS.L,HAS.L,HAYS PLC ORD 1P,Hays plc,625302000,Europe/London,BST,3600000,105.5,170.0,121.0,139.58,134.5,1.8,buy,12,145600000,0.091,218900000,199800000,1.318,1.319,7583300096,29.808,4.71,0.06216,0.18861,426800000,68612496,165700000,-0.124,0.063,0.05628,0.028870001,0.02611,GBP,
9,Regent's Place,4th Floor 20 Triton Street,London,NW1 3BF,United Kingdom,44 20 3978 2520,44 20 3950 2482,https://www.haysplc.com,Staffing & Employment Services,Industrials,"Hays plc operates as a recruitment company in Australia, New Zealand, Germany, the United Kingdom, Ireland, and internationally. The company offers permanent, temporary, and contractor recruitment services, such as qualified, professional, and skilled recruitment to public and private sectors. It also specializes in offering recruitment services in the areas of accountancy and finance, construction and property, technology, life sciences, sales and marketing, banking and capital markets, contact centers, education, engineering and manufacturing, executive, financial services, health and social care, human resources, legal, office support, energy, oil and gas, procurement, retail, resources and mining, and telecoms. Hays plc was founded in 1968 and is headquartered in London, the United Kingdom.",13000,"{'maxAge': 1, 'name': 'Mr. Nicholas  Deligiannis', 'title': 'Managing Director of Australia & New Zealand', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,5,1,1,1693526400,1672444800,86400,2,105.8,106.4,104.9,107.3,105.8,106.4,104.9,107.3,0.03,0.028399998,1696464000,0.3345,1.186561,1172.2222,11.30761,4428536,4428536,3276193,2806474,2806474,95.0,105.8,0,0,1678452352,96.9,130.949,0.22133535,104.538,112.13625,0.03,0.00028355385,GBp,1744566656,0.01824,1588465294,1589120000,0.0067000003,0.89174,0.42,251.19049,1688083200,1719705600,1688083200,-0.166,138300000,0.09,9.33,0.25,2:1,948672000,0.23,7.97,LSE,EQUITY,HAS.L,HAS.L,HAYS PLC ORD 1P,Hays plc,625302000,Europe/London,BST,3600000,105.5,170.0,121.0,139.58,134.5,1.8,buy,12,145600000,0.091,218900000,199800000,1.318,1.319,7583300096,29.808,4.71,0.06216,0.18861,426800000,68612496,165700000,-0.124,0.063,0.05628,0.028870001,0.02611,GBP,
