,address1,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,280 Park Avenue,New York,NY,10017,United States,800 822 5544,877 859 4112,https://individualinvestor.myleggmason.com/portal/server.pt?open=512&objID=1415&mktcd=SBEM&cached=true&mode=2&userID=355661,Asset Management,Asset Management,Financial Services,Financial Services,"Western Asset Emerging Markets Debt Fund Inc. is an open ended fixed-income mutual fund launched and managed by Legg Mason Partners Fund Advisor, LLC. It is co-managed by Western Asset Management Company, Western Asset Management Company Limited and Western Asset Management Company Pte. Ltd. The fund invests in fixed income markets of emerging market countries across the globe. It seeks to invest in fixed income securities issued by governments, government-related entities, and corporations which are of any maturity and quality. The fund employs fundamental analysis along with a top-down security picking approach focusing on factors like currency, inflation and interest rate trends, growth rate forecasts, liquidity of markets for that country's debt, political outlook, tax environment to create its portfolio. It benchmarks the performance of its portfolio against the JPMorgan Emerging Markets Bond Index Global. The fund was formerly known as Salomon Brothers Emerging Markets Debt Fund Inc. Western Asset Emerging Markets Debt Fund Inc. was formed on December 1, 2003 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Ms. Jane Elizabeth Trust CFA', 'age': 60, 'title': 'Chairman, Chief Exec. Officer and Pres', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,8.79,8.75,8.71,8.7781,8.79,8.75,8.71,8.7781,1.01,0.1154,1695254400,0.8125,9.58,0.825726,7.803571,136443,136443,180670,134750,134750,8.65,8.76,800,1200,519092192,7.4,9.75,8.300447,8.8828,8.8992,0.92,0.10466439,USD,778858496,1.07952,59392700,31628,14820,1690761600,1693440000,0.0005,0.0,0.43227002,0.17,59392700,10.114,0.8641487,1672444800,1703980800,1688083200,67510776,1.12,12.454,-0.0101925135,0.14113986,0.07,1692748800,NYQ,EQUITY,EMD,EMD,Western Asset Emerging Markets ,Western Asset Emerging Markets Debt Fund Inc.,1070548200,America/New_York,EDT,c4d12058-7878-3233-8c3b-85dd2142f056,finmb_7337626,-14400000,8.74,none,703934,0.012,250000000,0.091,0.099,62537860,41.03,1.038,0.03824,0.11191,60691163,17393340,73415920,0.061,1.0,0.0,0.8664,USD,
1,280 Park Avenue,New York,NY,10017,United States,800 822 5544,877 859 4112,https://individualinvestor.myleggmason.com/portal/server.pt?open=512&objID=1415&mktcd=SBEM&cached=true&mode=2&userID=355661,Asset Management,Asset Management,Financial Services,Financial Services,"Western Asset Emerging Markets Debt Fund Inc. is an open ended fixed-income mutual fund launched and managed by Legg Mason Partners Fund Advisor, LLC. It is co-managed by Western Asset Management Company, Western Asset Management Company Limited and Western Asset Management Company Pte. Ltd. The fund invests in fixed income markets of emerging market countries across the globe. It seeks to invest in fixed income securities issued by governments, government-related entities, and corporations which are of any maturity and quality. The fund employs fundamental analysis along with a top-down security picking approach focusing on factors like currency, inflation and interest rate trends, growth rate forecasts, liquidity of markets for that country's debt, political outlook, tax environment to create its portfolio. It benchmarks the performance of its portfolio against the JPMorgan Emerging Markets Bond Index Global. The fund was formerly known as Salomon Brothers Emerging Markets Debt Fund Inc. Western Asset Emerging Markets Debt Fund Inc. was formed on December 1, 2003 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Stephen Kenneth Leech', 'age': 67, 'title': 'Portfolio Mang.', 'yearBorn': 1955, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,8.79,8.75,8.71,8.7781,8.79,8.75,8.71,8.7781,1.01,0.1154,1695254400,0.8125,9.58,0.825726,7.803571,136443,136443,180670,134750,134750,8.65,8.76,800,1200,519092192,7.4,9.75,8.300447,8.8828,8.8992,0.92,0.10466439,USD,778858496,1.07952,59392700,31628,14820,1690761600,1693440000,0.0005,0.0,0.43227002,0.17,59392700,10.114,0.8641487,1672444800,1703980800,1688083200,67510776,1.12,12.454,-0.0101925135,0.14113986,0.07,1692748800,NYQ,EQUITY,EMD,EMD,Western Asset Emerging Markets ,Western Asset Emerging Markets Debt Fund Inc.,1070548200,America/New_York,EDT,c4d12058-7878-3233-8c3b-85dd2142f056,finmb_7337626,-14400000,8.74,none,703934,0.012,250000000,0.091,0.099,62537860,41.03,1.038,0.03824,0.11191,60691163,17393340,73415920,0.061,1.0,0.0,0.8664,USD,
2,280 Park Avenue,New York,NY,10017,United States,800 822 5544,877 859 4112,https://individualinvestor.myleggmason.com/portal/server.pt?open=512&objID=1415&mktcd=SBEM&cached=true&mode=2&userID=355661,Asset Management,Asset Management,Financial Services,Financial Services,"Western Asset Emerging Markets Debt Fund Inc. is an open ended fixed-income mutual fund launched and managed by Legg Mason Partners Fund Advisor, LLC. It is co-managed by Western Asset Management Company, Western Asset Management Company Limited and Western Asset Management Company Pte. Ltd. The fund invests in fixed income markets of emerging market countries across the globe. It seeks to invest in fixed income securities issued by governments, government-related entities, and corporations which are of any maturity and quality. The fund employs fundamental analysis along with a top-down security picking approach focusing on factors like currency, inflation and interest rate trends, growth rate forecasts, liquidity of markets for that country's debt, political outlook, tax environment to create its portfolio. It benchmarks the performance of its portfolio against the JPMorgan Emerging Markets Bond Index Global. The fund was formerly known as Salomon Brothers Emerging Markets Debt Fund Inc. Western Asset Emerging Markets Debt Fund Inc. was formed on December 1, 2003 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Gordon Stuart Brown', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,8.79,8.75,8.71,8.7781,8.79,8.75,8.71,8.7781,1.01,0.1154,1695254400,0.8125,9.58,0.825726,7.803571,136443,136443,180670,134750,134750,8.65,8.76,800,1200,519092192,7.4,9.75,8.300447,8.8828,8.8992,0.92,0.10466439,USD,778858496,1.07952,59392700,31628,14820,1690761600,1693440000,0.0005,0.0,0.43227002,0.17,59392700,10.114,0.8641487,1672444800,1703980800,1688083200,67510776,1.12,12.454,-0.0101925135,0.14113986,0.07,1692748800,NYQ,EQUITY,EMD,EMD,Western Asset Emerging Markets ,Western Asset Emerging Markets Debt Fund Inc.,1070548200,America/New_York,EDT,c4d12058-7878-3233-8c3b-85dd2142f056,finmb_7337626,-14400000,8.74,none,703934,0.012,250000000,0.091,0.099,62537860,41.03,1.038,0.03824,0.11191,60691163,17393340,73415920,0.061,1.0,0.0,0.8664,USD,
3,280 Park Avenue,New York,NY,10017,United States,800 822 5544,877 859 4112,https://individualinvestor.myleggmason.com/portal/server.pt?open=512&objID=1415&mktcd=SBEM&cached=true&mode=2&userID=355661,Asset Management,Asset Management,Financial Services,Financial Services,"Western Asset Emerging Markets Debt Fund Inc. is an open ended fixed-income mutual fund launched and managed by Legg Mason Partners Fund Advisor, LLC. It is co-managed by Western Asset Management Company, Western Asset Management Company Limited and Western Asset Management Company Pte. Ltd. The fund invests in fixed income markets of emerging market countries across the globe. It seeks to invest in fixed income securities issued by governments, government-related entities, and corporations which are of any maturity and quality. The fund employs fundamental analysis along with a top-down security picking approach focusing on factors like currency, inflation and interest rate trends, growth rate forecasts, liquidity of markets for that country's debt, political outlook, tax environment to create its portfolio. It benchmarks the performance of its portfolio against the JPMorgan Emerging Markets Bond Index Global. The fund was formerly known as Salomon Brothers Emerging Markets Debt Fund Inc. Western Asset Emerging Markets Debt Fund Inc. was formed on December 1, 2003 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Chia-Liang  Lian C.F.A.', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,8.79,8.75,8.71,8.7781,8.79,8.75,8.71,8.7781,1.01,0.1154,1695254400,0.8125,9.58,0.825726,7.803571,136443,136443,180670,134750,134750,8.65,8.76,800,1200,519092192,7.4,9.75,8.300447,8.8828,8.8992,0.92,0.10466439,USD,778858496,1.07952,59392700,31628,14820,1690761600,1693440000,0.0005,0.0,0.43227002,0.17,59392700,10.114,0.8641487,1672444800,1703980800,1688083200,67510776,1.12,12.454,-0.0101925135,0.14113986,0.07,1692748800,NYQ,EQUITY,EMD,EMD,Western Asset Emerging Markets ,Western Asset Emerging Markets Debt Fund Inc.,1070548200,America/New_York,EDT,c4d12058-7878-3233-8c3b-85dd2142f056,finmb_7337626,-14400000,8.74,none,703934,0.012,250000000,0.091,0.099,62537860,41.03,1.038,0.03824,0.11191,60691163,17393340,73415920,0.061,1.0,0.0,0.8664,USD,
