,address1,city,country,website,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,volume,regularMarketVolume,fiftyTwoWeekLow,fiftyTwoWeekHigh,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Av. España 3301,Buenos Aires,Argentina,https://www.enel.com.ar,"Enel Generación Costanera S.A. generates, transports, distributes, and commercializes electrical energy in Argentina. It owns and operates six conventional turbo units with an installed capacity of 1,131 MW of power. The company is involved in engineering, consultancy, and management services for operation of power plants. Enel Generación Costanera S.A. was founded in 1992 and is based in Buenos Aires, Argentina. The company operates as a subsidiary of Enel Argentina S.A.","{'maxAge': 1, 'name': 'Mr. Fernando Carlos Luis Boggini', 'title': 'Admin. & Fin. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.76496,1062,1062,0.24,0.24,0.0,0.0,USD,3958530816,0.23326999,62701602,0.75681,0.00545,51.465,0.0046633636,1672444800,1703980800,1672444800,3818501120,0.242,0.615,PNK,EQUITY,EDCFF,EDCFF,ENEL GENERACION COSTANERA SA,Enel Generación Costanera S.A.,1433511000,America/New_York,EDT,-14400000,0.24,none,2718938112,3.873,6438934016,6508992000,0.744,1.325,16369149952,18.016,23.318,-0.0058,0.11144,1211101342,-10305213440,15298710528,-0.027,0.07399,0.39336,-0.03208,ARS,
1,Av. España 3301,Buenos Aires,Argentina,https://www.enel.com.ar,"Enel Generación Costanera S.A. generates, transports, distributes, and commercializes electrical energy in Argentina. It owns and operates six conventional turbo units with an installed capacity of 1,131 MW of power. The company is involved in engineering, consultancy, and management services for operation of power plants. Enel Generación Costanera S.A. was founded in 1992 and is based in Buenos Aires, Argentina. The company operates as a subsidiary of Enel Argentina S.A.","{'maxAge': 1, 'name': 'Mr. Rodrigo  Quesada', 'title': 'Legal Affairs Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.76496,1062,1062,0.24,0.24,0.0,0.0,USD,3958530816,0.23326999,62701602,0.75681,0.00545,51.465,0.0046633636,1672444800,1703980800,1672444800,3818501120,0.242,0.615,PNK,EQUITY,EDCFF,EDCFF,ENEL GENERACION COSTANERA SA,Enel Generación Costanera S.A.,1433511000,America/New_York,EDT,-14400000,0.24,none,2718938112,3.873,6438934016,6508992000,0.744,1.325,16369149952,18.016,23.318,-0.0058,0.11144,1211101342,-10305213440,15298710528,-0.027,0.07399,0.39336,-0.03208,ARS,
2,Av. España 3301,Buenos Aires,Argentina,https://www.enel.com.ar,"Enel Generación Costanera S.A. generates, transports, distributes, and commercializes electrical energy in Argentina. It owns and operates six conventional turbo units with an installed capacity of 1,131 MW of power. The company is involved in engineering, consultancy, and management services for operation of power plants. Enel Generación Costanera S.A. was founded in 1992 and is based in Buenos Aires, Argentina. The company operates as a subsidiary of Enel Argentina S.A.","{'maxAge': 1, 'name': 'Leonel  Sanchez', 'title': 'HR Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.76496,1062,1062,0.24,0.24,0.0,0.0,USD,3958530816,0.23326999,62701602,0.75681,0.00545,51.465,0.0046633636,1672444800,1703980800,1672444800,3818501120,0.242,0.615,PNK,EQUITY,EDCFF,EDCFF,ENEL GENERACION COSTANERA SA,Enel Generación Costanera S.A.,1433511000,America/New_York,EDT,-14400000,0.24,none,2718938112,3.873,6438934016,6508992000,0.744,1.325,16369149952,18.016,23.318,-0.0058,0.11144,1211101342,-10305213440,15298710528,-0.027,0.07399,0.39336,-0.03208,ARS,
