,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Lakeside,Solihull Parkway Birmingham Business Park,Birmingham,B37 7XZ,United Kingdom,44 12 1717 3700,44 12 1717 3701,https://www.imiplc.com,Specialty Industrial Machinery,Industrials,"IMI plc, a specialist engineering company, designs and manufactures engineering products in the United Kingdom, Germany, rest of Europe, the United States of America, rest of the Americas, China, rest of Asia Pacific, the Middle East, and Africa. It operates through IMI Precision Engineering, IMI Critical Engineering, and IMI Hydronic Engineering segments. The IMI Precision Engineering segment engages in the design and manufacture of motion and fluid control technologies for industrial automation, precision fluid original equipment manufacturer, and transportation applications under the Norgern, Bimba, Buschjost, FAS, Heroin, IMI Adaptas, Kloehn, and Bahr brands. Its IMI Critical Engineering segment provides flow control solutions, which includes valves and actuators to control the flow of steam, gas, and liquids for fossil power, oil and gas, refining and petrochemical, nuclear, and marine markets under the IMI Bopp & Reuther, IMI CCI, IMI Fluid Kinetics, IMI NH, IMI Orton, IMI PBM, IMI Remosa, IMI STI, IMI TH Jansen, IMI Truflo Italy, IMI Truflo Marine, IMI Truflo Rona, IMI Zikesch, and IMI Z&J brands. The IMI Hydronic Engineering division provides technologies that deliver water-based heating and cooling systems for the residential and commercial building sectors under the IMI Pneumatex, IMI TA, IMI Flow Design, IMI Heimeier, IMI Aero-Dynamiek, and IMI Heatmiser brands. IMI plc was formerly known as Imperial Metal Industries Limited and changed its name to IMI plc in December 1978. The company was founded in 1862 and is headquartered in Birmingham, the United Kingdom.",10000,"{'maxAge': 1, 'name': 'Mr. Roy M. Twite', 'age': 55, 'title': 'CEO & Director', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 1633000, 'exercisedValue': 0, 'unexercisedValue': 0}",8,2,1,1,1,1693526400,1672444800,86400,2,1489.0,1502.0,1502.0,1521.0,1489.0,1502.0,1502.0,1521.0,0.27,0.0175,1691625600,0.2769,2.75,1.131006,1625.8064,12.095032,928612,928612,577913,497638,497638,1511.0,1680.0,0,0,3944173056,1072.0,1687.1,1.8251611,1548.28,1524.755,0.265,0.00017797179,GBp,4686280192,0.11152001,256907280,260858000,0.01189,0.81022,3.551,425.79553,1672444800,1703980800,1688083200,0.155,241000000,0.93,125.01,1.12,7:8,1392595200,2.169,10.639,LSE,EQUITY,IMI.L,IMI.L,IMI PLC ORD 28 4/7P,IMI plc,583743600,Europe/London,BST,3600000,1512.0,2200.0,1350.0,1899.33,1900.0,2.1,buy,15,114000000,0.44,440500000,884200000,0.763,1.336,2160999936,96.129,8.357,0.09219,0.27036,196775008,327100000,0.153,0.115,0.46205002,0.20384,0.16835,GBP,
1,Lakeside,Solihull Parkway Birmingham Business Park,Birmingham,B37 7XZ,United Kingdom,44 12 1717 3700,44 12 1717 3701,https://www.imiplc.com,Specialty Industrial Machinery,Industrials,"IMI plc, a specialist engineering company, designs and manufactures engineering products in the United Kingdom, Germany, rest of Europe, the United States of America, rest of the Americas, China, rest of Asia Pacific, the Middle East, and Africa. It operates through IMI Precision Engineering, IMI Critical Engineering, and IMI Hydronic Engineering segments. The IMI Precision Engineering segment engages in the design and manufacture of motion and fluid control technologies for industrial automation, precision fluid original equipment manufacturer, and transportation applications under the Norgern, Bimba, Buschjost, FAS, Heroin, IMI Adaptas, Kloehn, and Bahr brands. Its IMI Critical Engineering segment provides flow control solutions, which includes valves and actuators to control the flow of steam, gas, and liquids for fossil power, oil and gas, refining and petrochemical, nuclear, and marine markets under the IMI Bopp & Reuther, IMI CCI, IMI Fluid Kinetics, IMI NH, IMI Orton, IMI PBM, IMI Remosa, IMI STI, IMI TH Jansen, IMI Truflo Italy, IMI Truflo Marine, IMI Truflo Rona, IMI Zikesch, and IMI Z&J brands. The IMI Hydronic Engineering division provides technologies that deliver water-based heating and cooling systems for the residential and commercial building sectors under the IMI Pneumatex, IMI TA, IMI Flow Design, IMI Heimeier, IMI Aero-Dynamiek, and IMI Heatmiser brands. IMI plc was formerly known as Imperial Metal Industries Limited and changed its name to IMI plc in December 1978. The company was founded in 1862 and is headquartered in Birmingham, the United Kingdom.",10000,"{'maxAge': 1, 'name': 'Mr. Daniel J. Shook', 'age': 55, 'title': 'CFO & Director', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 1001000, 'exercisedValue': 0, 'unexercisedValue': 0}",8,2,1,1,1,1693526400,1672444800,86400,2,1489.0,1502.0,1502.0,1521.0,1489.0,1502.0,1502.0,1521.0,0.27,0.0175,1691625600,0.2769,2.75,1.131006,1625.8064,12.095032,928612,928612,577913,497638,497638,1511.0,1680.0,0,0,3944173056,1072.0,1687.1,1.8251611,1548.28,1524.755,0.265,0.00017797179,GBp,4686280192,0.11152001,256907280,260858000,0.01189,0.81022,3.551,425.79553,1672444800,1703980800,1688083200,0.155,241000000,0.93,125.01,1.12,7:8,1392595200,2.169,10.639,LSE,EQUITY,IMI.L,IMI.L,IMI PLC ORD 28 4/7P,IMI plc,583743600,Europe/London,BST,3600000,1512.0,2200.0,1350.0,1899.33,1900.0,2.1,buy,15,114000000,0.44,440500000,884200000,0.763,1.336,2160999936,96.129,8.357,0.09219,0.27036,196775008,327100000,0.153,0.115,0.46205002,0.20384,0.16835,GBP,
2,Lakeside,Solihull Parkway Birmingham Business Park,Birmingham,B37 7XZ,United Kingdom,44 12 1717 3700,44 12 1717 3701,https://www.imiplc.com,Specialty Industrial Machinery,Industrials,"IMI plc, a specialist engineering company, designs and manufactures engineering products in the United Kingdom, Germany, rest of Europe, the United States of America, rest of the Americas, China, rest of Asia Pacific, the Middle East, and Africa. It operates through IMI Precision Engineering, IMI Critical Engineering, and IMI Hydronic Engineering segments. The IMI Precision Engineering segment engages in the design and manufacture of motion and fluid control technologies for industrial automation, precision fluid original equipment manufacturer, and transportation applications under the Norgern, Bimba, Buschjost, FAS, Heroin, IMI Adaptas, Kloehn, and Bahr brands. Its IMI Critical Engineering segment provides flow control solutions, which includes valves and actuators to control the flow of steam, gas, and liquids for fossil power, oil and gas, refining and petrochemical, nuclear, and marine markets under the IMI Bopp & Reuther, IMI CCI, IMI Fluid Kinetics, IMI NH, IMI Orton, IMI PBM, IMI Remosa, IMI STI, IMI TH Jansen, IMI Truflo Italy, IMI Truflo Marine, IMI Truflo Rona, IMI Zikesch, and IMI Z&J brands. The IMI Hydronic Engineering division provides technologies that deliver water-based heating and cooling systems for the residential and commercial building sectors under the IMI Pneumatex, IMI TA, IMI Flow Design, IMI Heimeier, IMI Aero-Dynamiek, and IMI Heatmiser brands. IMI plc was formerly known as Imperial Metal Industries Limited and changed its name to IMI plc in December 1978. The company was founded in 1862 and is headquartered in Birmingham, the United Kingdom.",10000,"{'maxAge': 1, 'name': 'Mr. Luke  Grant', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",8,2,1,1,1,1693526400,1672444800,86400,2,1489.0,1502.0,1502.0,1521.0,1489.0,1502.0,1502.0,1521.0,0.27,0.0175,1691625600,0.2769,2.75,1.131006,1625.8064,12.095032,928612,928612,577913,497638,497638,1511.0,1680.0,0,0,3944173056,1072.0,1687.1,1.8251611,1548.28,1524.755,0.265,0.00017797179,GBp,4686280192,0.11152001,256907280,260858000,0.01189,0.81022,3.551,425.79553,1672444800,1703980800,1688083200,0.155,241000000,0.93,125.01,1.12,7:8,1392595200,2.169,10.639,LSE,EQUITY,IMI.L,IMI.L,IMI PLC ORD 28 4/7P,IMI plc,583743600,Europe/London,BST,3600000,1512.0,2200.0,1350.0,1899.33,1900.0,2.1,buy,15,114000000,0.44,440500000,884200000,0.763,1.336,2160999936,96.129,8.357,0.09219,0.27036,196775008,327100000,0.153,0.115,0.46205002,0.20384,0.16835,GBP,
3,Lakeside,Solihull Parkway Birmingham Business Park,Birmingham,B37 7XZ,United Kingdom,44 12 1717 3700,44 12 1717 3701,https://www.imiplc.com,Specialty Industrial Machinery,Industrials,"IMI plc, a specialist engineering company, designs and manufactures engineering products in the United Kingdom, Germany, rest of Europe, the United States of America, rest of the Americas, China, rest of Asia Pacific, the Middle East, and Africa. It operates through IMI Precision Engineering, IMI Critical Engineering, and IMI Hydronic Engineering segments. The IMI Precision Engineering segment engages in the design and manufacture of motion and fluid control technologies for industrial automation, precision fluid original equipment manufacturer, and transportation applications under the Norgern, Bimba, Buschjost, FAS, Heroin, IMI Adaptas, Kloehn, and Bahr brands. Its IMI Critical Engineering segment provides flow control solutions, which includes valves and actuators to control the flow of steam, gas, and liquids for fossil power, oil and gas, refining and petrochemical, nuclear, and marine markets under the IMI Bopp & Reuther, IMI CCI, IMI Fluid Kinetics, IMI NH, IMI Orton, IMI PBM, IMI Remosa, IMI STI, IMI TH Jansen, IMI Truflo Italy, IMI Truflo Marine, IMI Truflo Rona, IMI Zikesch, and IMI Z&J brands. The IMI Hydronic Engineering division provides technologies that deliver water-based heating and cooling systems for the residential and commercial building sectors under the IMI Pneumatex, IMI TA, IMI Flow Design, IMI Heimeier, IMI Aero-Dynamiek, and IMI Heatmiser brands. IMI plc was formerly known as Imperial Metal Industries Limited and changed its name to IMI plc in December 1978. The company was founded in 1862 and is headquartered in Birmingham, the United Kingdom.",10000,"{'maxAge': 1, 'name': 'Ms. Louise  Waldek', 'age': 44, 'title': 'Chief Legal & Risk Officer and Company Sec.', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}",8,2,1,1,1,1693526400,1672444800,86400,2,1489.0,1502.0,1502.0,1521.0,1489.0,1502.0,1502.0,1521.0,0.27,0.0175,1691625600,0.2769,2.75,1.131006,1625.8064,12.095032,928612,928612,577913,497638,497638,1511.0,1680.0,0,0,3944173056,1072.0,1687.1,1.8251611,1548.28,1524.755,0.265,0.00017797179,GBp,4686280192,0.11152001,256907280,260858000,0.01189,0.81022,3.551,425.79553,1672444800,1703980800,1688083200,0.155,241000000,0.93,125.01,1.12,7:8,1392595200,2.169,10.639,LSE,EQUITY,IMI.L,IMI.L,IMI PLC ORD 28 4/7P,IMI plc,583743600,Europe/London,BST,3600000,1512.0,2200.0,1350.0,1899.33,1900.0,2.1,buy,15,114000000,0.44,440500000,884200000,0.763,1.336,2160999936,96.129,8.357,0.09219,0.27036,196775008,327100000,0.153,0.115,0.46205002,0.20384,0.16835,GBP,
4,Lakeside,Solihull Parkway Birmingham Business Park,Birmingham,B37 7XZ,United Kingdom,44 12 1717 3700,44 12 1717 3701,https://www.imiplc.com,Specialty Industrial Machinery,Industrials,"IMI plc, a specialist engineering company, designs and manufactures engineering products in the United Kingdom, Germany, rest of Europe, the United States of America, rest of the Americas, China, rest of Asia Pacific, the Middle East, and Africa. It operates through IMI Precision Engineering, IMI Critical Engineering, and IMI Hydronic Engineering segments. The IMI Precision Engineering segment engages in the design and manufacture of motion and fluid control technologies for industrial automation, precision fluid original equipment manufacturer, and transportation applications under the Norgern, Bimba, Buschjost, FAS, Heroin, IMI Adaptas, Kloehn, and Bahr brands. Its IMI Critical Engineering segment provides flow control solutions, which includes valves and actuators to control the flow of steam, gas, and liquids for fossil power, oil and gas, refining and petrochemical, nuclear, and marine markets under the IMI Bopp & Reuther, IMI CCI, IMI Fluid Kinetics, IMI NH, IMI Orton, IMI PBM, IMI Remosa, IMI STI, IMI TH Jansen, IMI Truflo Italy, IMI Truflo Marine, IMI Truflo Rona, IMI Zikesch, and IMI Z&J brands. The IMI Hydronic Engineering division provides technologies that deliver water-based heating and cooling systems for the residential and commercial building sectors under the IMI Pneumatex, IMI TA, IMI Flow Design, IMI Heimeier, IMI Aero-Dynamiek, and IMI Heatmiser brands. IMI plc was formerly known as Imperial Metal Industries Limited and changed its name to IMI plc in December 1978. The company was founded in 1862 and is headquartered in Birmingham, the United Kingdom.",10000,"{'maxAge': 1, 'name': 'Ms. Erica  Lockhart', 'title': 'Group Communications Director', 'exercisedValue': 0, 'unexercisedValue': 0}",8,2,1,1,1,1693526400,1672444800,86400,2,1489.0,1502.0,1502.0,1521.0,1489.0,1502.0,1502.0,1521.0,0.27,0.0175,1691625600,0.2769,2.75,1.131006,1625.8064,12.095032,928612,928612,577913,497638,497638,1511.0,1680.0,0,0,3944173056,1072.0,1687.1,1.8251611,1548.28,1524.755,0.265,0.00017797179,GBp,4686280192,0.11152001,256907280,260858000,0.01189,0.81022,3.551,425.79553,1672444800,1703980800,1688083200,0.155,241000000,0.93,125.01,1.12,7:8,1392595200,2.169,10.639,LSE,EQUITY,IMI.L,IMI.L,IMI PLC ORD 28 4/7P,IMI plc,583743600,Europe/London,BST,3600000,1512.0,2200.0,1350.0,1899.33,1900.0,2.1,buy,15,114000000,0.44,440500000,884200000,0.763,1.336,2160999936,96.129,8.357,0.09219,0.27036,196775008,327100000,0.153,0.115,0.46205002,0.20384,0.16835,GBP,
5,Lakeside,Solihull Parkway Birmingham Business Park,Birmingham,B37 7XZ,United Kingdom,44 12 1717 3700,44 12 1717 3701,https://www.imiplc.com,Specialty Industrial Machinery,Industrials,"IMI plc, a specialist engineering company, designs and manufactures engineering products in the United Kingdom, Germany, rest of Europe, the United States of America, rest of the Americas, China, rest of Asia Pacific, the Middle East, and Africa. It operates through IMI Precision Engineering, IMI Critical Engineering, and IMI Hydronic Engineering segments. The IMI Precision Engineering segment engages in the design and manufacture of motion and fluid control technologies for industrial automation, precision fluid original equipment manufacturer, and transportation applications under the Norgern, Bimba, Buschjost, FAS, Heroin, IMI Adaptas, Kloehn, and Bahr brands. Its IMI Critical Engineering segment provides flow control solutions, which includes valves and actuators to control the flow of steam, gas, and liquids for fossil power, oil and gas, refining and petrochemical, nuclear, and marine markets under the IMI Bopp & Reuther, IMI CCI, IMI Fluid Kinetics, IMI NH, IMI Orton, IMI PBM, IMI Remosa, IMI STI, IMI TH Jansen, IMI Truflo Italy, IMI Truflo Marine, IMI Truflo Rona, IMI Zikesch, and IMI Z&J brands. The IMI Hydronic Engineering division provides technologies that deliver water-based heating and cooling systems for the residential and commercial building sectors under the IMI Pneumatex, IMI TA, IMI Flow Design, IMI Heimeier, IMI Aero-Dynamiek, and IMI Heatmiser brands. IMI plc was formerly known as Imperial Metal Industries Limited and changed its name to IMI plc in December 1978. The company was founded in 1862 and is headquartered in Birmingham, the United Kingdom.",10000,"{'maxAge': 1, 'name': 'Ms. Liz  Rose', 'title': 'Chief People Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",8,2,1,1,1,1693526400,1672444800,86400,2,1489.0,1502.0,1502.0,1521.0,1489.0,1502.0,1502.0,1521.0,0.27,0.0175,1691625600,0.2769,2.75,1.131006,1625.8064,12.095032,928612,928612,577913,497638,497638,1511.0,1680.0,0,0,3944173056,1072.0,1687.1,1.8251611,1548.28,1524.755,0.265,0.00017797179,GBp,4686280192,0.11152001,256907280,260858000,0.01189,0.81022,3.551,425.79553,1672444800,1703980800,1688083200,0.155,241000000,0.93,125.01,1.12,7:8,1392595200,2.169,10.639,LSE,EQUITY,IMI.L,IMI.L,IMI PLC ORD 28 4/7P,IMI plc,583743600,Europe/London,BST,3600000,1512.0,2200.0,1350.0,1899.33,1900.0,2.1,buy,15,114000000,0.44,440500000,884200000,0.763,1.336,2160999936,96.129,8.357,0.09219,0.27036,196775008,327100000,0.153,0.115,0.46205002,0.20384,0.16835,GBP,
6,Lakeside,Solihull Parkway Birmingham Business Park,Birmingham,B37 7XZ,United Kingdom,44 12 1717 3700,44 12 1717 3701,https://www.imiplc.com,Specialty Industrial Machinery,Industrials,"IMI plc, a specialist engineering company, designs and manufactures engineering products in the United Kingdom, Germany, rest of Europe, the United States of America, rest of the Americas, China, rest of Asia Pacific, the Middle East, and Africa. It operates through IMI Precision Engineering, IMI Critical Engineering, and IMI Hydronic Engineering segments. The IMI Precision Engineering segment engages in the design and manufacture of motion and fluid control technologies for industrial automation, precision fluid original equipment manufacturer, and transportation applications under the Norgern, Bimba, Buschjost, FAS, Heroin, IMI Adaptas, Kloehn, and Bahr brands. Its IMI Critical Engineering segment provides flow control solutions, which includes valves and actuators to control the flow of steam, gas, and liquids for fossil power, oil and gas, refining and petrochemical, nuclear, and marine markets under the IMI Bopp & Reuther, IMI CCI, IMI Fluid Kinetics, IMI NH, IMI Orton, IMI PBM, IMI Remosa, IMI STI, IMI TH Jansen, IMI Truflo Italy, IMI Truflo Marine, IMI Truflo Rona, IMI Zikesch, and IMI Z&J brands. The IMI Hydronic Engineering division provides technologies that deliver water-based heating and cooling systems for the residential and commercial building sectors under the IMI Pneumatex, IMI TA, IMI Flow Design, IMI Heimeier, IMI Aero-Dynamiek, and IMI Heatmiser brands. IMI plc was formerly known as Imperial Metal Industries Limited and changed its name to IMI plc in December 1978. The company was founded in 1862 and is headquartered in Birmingham, the United Kingdom.",10000,"{'maxAge': 1, 'name': 'Mr. Jackie  Hu', 'title': 'Chief Exec. Officer of Automation', 'exercisedValue': 0, 'unexercisedValue': 0}",8,2,1,1,1,1693526400,1672444800,86400,2,1489.0,1502.0,1502.0,1521.0,1489.0,1502.0,1502.0,1521.0,0.27,0.0175,1691625600,0.2769,2.75,1.131006,1625.8064,12.095032,928612,928612,577913,497638,497638,1511.0,1680.0,0,0,3944173056,1072.0,1687.1,1.8251611,1548.28,1524.755,0.265,0.00017797179,GBp,4686280192,0.11152001,256907280,260858000,0.01189,0.81022,3.551,425.79553,1672444800,1703980800,1688083200,0.155,241000000,0.93,125.01,1.12,7:8,1392595200,2.169,10.639,LSE,EQUITY,IMI.L,IMI.L,IMI PLC ORD 28 4/7P,IMI plc,583743600,Europe/London,BST,3600000,1512.0,2200.0,1350.0,1899.33,1900.0,2.1,buy,15,114000000,0.44,440500000,884200000,0.763,1.336,2160999936,96.129,8.357,0.09219,0.27036,196775008,327100000,0.153,0.115,0.46205002,0.20384,0.16835,GBP,
7,Lakeside,Solihull Parkway Birmingham Business Park,Birmingham,B37 7XZ,United Kingdom,44 12 1717 3700,44 12 1717 3701,https://www.imiplc.com,Specialty Industrial Machinery,Industrials,"IMI plc, a specialist engineering company, designs and manufactures engineering products in the United Kingdom, Germany, rest of Europe, the United States of America, rest of the Americas, China, rest of Asia Pacific, the Middle East, and Africa. It operates through IMI Precision Engineering, IMI Critical Engineering, and IMI Hydronic Engineering segments. The IMI Precision Engineering segment engages in the design and manufacture of motion and fluid control technologies for industrial automation, precision fluid original equipment manufacturer, and transportation applications under the Norgern, Bimba, Buschjost, FAS, Heroin, IMI Adaptas, Kloehn, and Bahr brands. Its IMI Critical Engineering segment provides flow control solutions, which includes valves and actuators to control the flow of steam, gas, and liquids for fossil power, oil and gas, refining and petrochemical, nuclear, and marine markets under the IMI Bopp & Reuther, IMI CCI, IMI Fluid Kinetics, IMI NH, IMI Orton, IMI PBM, IMI Remosa, IMI STI, IMI TH Jansen, IMI Truflo Italy, IMI Truflo Marine, IMI Truflo Rona, IMI Zikesch, and IMI Z&J brands. The IMI Hydronic Engineering division provides technologies that deliver water-based heating and cooling systems for the residential and commercial building sectors under the IMI Pneumatex, IMI TA, IMI Flow Design, IMI Heimeier, IMI Aero-Dynamiek, and IMI Heatmiser brands. IMI plc was formerly known as Imperial Metal Industries Limited and changed its name to IMI plc in December 1978. The company was founded in 1862 and is headquartered in Birmingham, the United Kingdom.",10000,"{'maxAge': 1, 'name': 'Mr. Phil  Clifton', 'age': 62, 'title': 'Pres of Climate Control', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",8,2,1,1,1,1693526400,1672444800,86400,2,1489.0,1502.0,1502.0,1521.0,1489.0,1502.0,1502.0,1521.0,0.27,0.0175,1691625600,0.2769,2.75,1.131006,1625.8064,12.095032,928612,928612,577913,497638,497638,1511.0,1680.0,0,0,3944173056,1072.0,1687.1,1.8251611,1548.28,1524.755,0.265,0.00017797179,GBp,4686280192,0.11152001,256907280,260858000,0.01189,0.81022,3.551,425.79553,1672444800,1703980800,1688083200,0.155,241000000,0.93,125.01,1.12,7:8,1392595200,2.169,10.639,LSE,EQUITY,IMI.L,IMI.L,IMI PLC ORD 28 4/7P,IMI plc,583743600,Europe/London,BST,3600000,1512.0,2200.0,1350.0,1899.33,1900.0,2.1,buy,15,114000000,0.44,440500000,884200000,0.763,1.336,2160999936,96.129,8.357,0.09219,0.27036,196775008,327100000,0.153,0.115,0.46205002,0.20384,0.16835,GBP,
8,Lakeside,Solihull Parkway Birmingham Business Park,Birmingham,B37 7XZ,United Kingdom,44 12 1717 3700,44 12 1717 3701,https://www.imiplc.com,Specialty Industrial Machinery,Industrials,"IMI plc, a specialist engineering company, designs and manufactures engineering products in the United Kingdom, Germany, rest of Europe, the United States of America, rest of the Americas, China, rest of Asia Pacific, the Middle East, and Africa. It operates through IMI Precision Engineering, IMI Critical Engineering, and IMI Hydronic Engineering segments. The IMI Precision Engineering segment engages in the design and manufacture of motion and fluid control technologies for industrial automation, precision fluid original equipment manufacturer, and transportation applications under the Norgern, Bimba, Buschjost, FAS, Heroin, IMI Adaptas, Kloehn, and Bahr brands. Its IMI Critical Engineering segment provides flow control solutions, which includes valves and actuators to control the flow of steam, gas, and liquids for fossil power, oil and gas, refining and petrochemical, nuclear, and marine markets under the IMI Bopp & Reuther, IMI CCI, IMI Fluid Kinetics, IMI NH, IMI Orton, IMI PBM, IMI Remosa, IMI STI, IMI TH Jansen, IMI Truflo Italy, IMI Truflo Marine, IMI Truflo Rona, IMI Zikesch, and IMI Z&J brands. The IMI Hydronic Engineering division provides technologies that deliver water-based heating and cooling systems for the residential and commercial building sectors under the IMI Pneumatex, IMI TA, IMI Flow Design, IMI Heimeier, IMI Aero-Dynamiek, and IMI Heatmiser brands. IMI plc was formerly known as Imperial Metal Industries Limited and changed its name to IMI plc in December 1978. The company was founded in 1862 and is headquartered in Birmingham, the United Kingdom.",10000,"{'maxAge': 1, 'name': 'Ms. Beth  Ferreira', 'age': 49, 'title': 'Chief Exec. Officer of Life Technology', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",8,2,1,1,1,1693526400,1672444800,86400,2,1489.0,1502.0,1502.0,1521.0,1489.0,1502.0,1502.0,1521.0,0.27,0.0175,1691625600,0.2769,2.75,1.131006,1625.8064,12.095032,928612,928612,577913,497638,497638,1511.0,1680.0,0,0,3944173056,1072.0,1687.1,1.8251611,1548.28,1524.755,0.265,0.00017797179,GBp,4686280192,0.11152001,256907280,260858000,0.01189,0.81022,3.551,425.79553,1672444800,1703980800,1688083200,0.155,241000000,0.93,125.01,1.12,7:8,1392595200,2.169,10.639,LSE,EQUITY,IMI.L,IMI.L,IMI PLC ORD 28 4/7P,IMI plc,583743600,Europe/London,BST,3600000,1512.0,2200.0,1350.0,1899.33,1900.0,2.1,buy,15,114000000,0.44,440500000,884200000,0.763,1.336,2160999936,96.129,8.357,0.09219,0.27036,196775008,327100000,0.153,0.115,0.46205002,0.20384,0.16835,GBP,
9,Lakeside,Solihull Parkway Birmingham Business Park,Birmingham,B37 7XZ,United Kingdom,44 12 1717 3700,44 12 1717 3701,https://www.imiplc.com,Specialty Industrial Machinery,Industrials,"IMI plc, a specialist engineering company, designs and manufactures engineering products in the United Kingdom, Germany, rest of Europe, the United States of America, rest of the Americas, China, rest of Asia Pacific, the Middle East, and Africa. It operates through IMI Precision Engineering, IMI Critical Engineering, and IMI Hydronic Engineering segments. The IMI Precision Engineering segment engages in the design and manufacture of motion and fluid control technologies for industrial automation, precision fluid original equipment manufacturer, and transportation applications under the Norgern, Bimba, Buschjost, FAS, Heroin, IMI Adaptas, Kloehn, and Bahr brands. Its IMI Critical Engineering segment provides flow control solutions, which includes valves and actuators to control the flow of steam, gas, and liquids for fossil power, oil and gas, refining and petrochemical, nuclear, and marine markets under the IMI Bopp & Reuther, IMI CCI, IMI Fluid Kinetics, IMI NH, IMI Orton, IMI PBM, IMI Remosa, IMI STI, IMI TH Jansen, IMI Truflo Italy, IMI Truflo Marine, IMI Truflo Rona, IMI Zikesch, and IMI Z&J brands. The IMI Hydronic Engineering division provides technologies that deliver water-based heating and cooling systems for the residential and commercial building sectors under the IMI Pneumatex, IMI TA, IMI Flow Design, IMI Heimeier, IMI Aero-Dynamiek, and IMI Heatmiser brands. IMI plc was formerly known as Imperial Metal Industries Limited and changed its name to IMI plc in December 1978. The company was founded in 1862 and is headquartered in Birmingham, the United Kingdom.",10000,"{'maxAge': 1, 'name': 'Mr. Giuseppe  Buscemi', 'title': 'Pres of Europe Oil & Gas & Power', 'exercisedValue': 0, 'unexercisedValue': 0}",8,2,1,1,1,1693526400,1672444800,86400,2,1489.0,1502.0,1502.0,1521.0,1489.0,1502.0,1502.0,1521.0,0.27,0.0175,1691625600,0.2769,2.75,1.131006,1625.8064,12.095032,928612,928612,577913,497638,497638,1511.0,1680.0,0,0,3944173056,1072.0,1687.1,1.8251611,1548.28,1524.755,0.265,0.00017797179,GBp,4686280192,0.11152001,256907280,260858000,0.01189,0.81022,3.551,425.79553,1672444800,1703980800,1688083200,0.155,241000000,0.93,125.01,1.12,7:8,1392595200,2.169,10.639,LSE,EQUITY,IMI.L,IMI.L,IMI PLC ORD 28 4/7P,IMI plc,583743600,Europe/London,BST,3600000,1512.0,2200.0,1350.0,1899.33,1900.0,2.1,buy,15,114000000,0.44,440500000,884200000,0.763,1.336,2160999936,96.129,8.357,0.09219,0.27036,196775008,327100000,0.153,0.115,0.46205002,0.20384,0.16835,GBP,
