,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Gedung Krakatau Steel,Lantai 3 Jl. Jend. Gatot Subroto Kav.54,Jakarta,12950,Indonesia,62 21 520 9883,62 21 521 0079,https://www.latinusa.co.id,Metal Fabrication,Industrials,"PT Pelat Timah Nusantara Tbk operates as a tinplate manufacturer in Indonesia. It offers tinplate products in the form of coils and sheets. It also exports its products internationally. The company was founded in 1982 and is headquartered in Jakarta, Indonesia.",238,"{'maxAge': 1, 'name': 'Mr. -  Jetrinaldi', 'age': 54, 'title': 'Pres Director', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,376.0,376.0,374.0,380.0,376.0,376.0,374.0,380.0,1649635200,0.0,1.119015,40.829697,128100,128100,228559,272310,272310,374.0,378.0,0,0,943732883456,354.0,955.0,4573.8364,417.12,547.595,0.0,0.0,IDR,943782821888,0.007929999,628415084,2523350016,0.85406,0.0,0.024,15583.333,1672444800,1703980800,1688083200,1636079,9.16,4574.079,165631.61,JKT,EQUITY,NIKL.JK,NIKL.JK,Pelat Timah Nusantara Tbk.,PT Pelat Timah Nusantara Tbk,1260756000,Asia/Jakarta,WIB,25200000,374.0,none,8420502,0.003,5698084,58321576,0.905,1.376,206332880,97.053,0.082,0.01316,0.027579999,19564379,15806905,13310760,-0.411,0.04261,0.027609998,0.018170001,USD,
1,Gedung Krakatau Steel,Lantai 3 Jl. Jend. Gatot Subroto Kav.54,Jakarta,12950,Indonesia,62 21 520 9883,62 21 521 0079,https://www.latinusa.co.id,Metal Fabrication,Industrials,"PT Pelat Timah Nusantara Tbk operates as a tinplate manufacturer in Indonesia. It offers tinplate products in the form of coils and sheets. It also exports its products internationally. The company was founded in 1982 and is headquartered in Jakarta, Indonesia.",238,"{'maxAge': 1, 'name': 'Mr. Kazumi  Okamoto', 'age': 54, 'title': 'Operation Director & VP Director', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,376.0,376.0,374.0,380.0,376.0,376.0,374.0,380.0,1649635200,0.0,1.119015,40.829697,128100,128100,228559,272310,272310,374.0,378.0,0,0,943732883456,354.0,955.0,4573.8364,417.12,547.595,0.0,0.0,IDR,943782821888,0.007929999,628415084,2523350016,0.85406,0.0,0.024,15583.333,1672444800,1703980800,1688083200,1636079,9.16,4574.079,165631.61,JKT,EQUITY,NIKL.JK,NIKL.JK,Pelat Timah Nusantara Tbk.,PT Pelat Timah Nusantara Tbk,1260756000,Asia/Jakarta,WIB,25200000,374.0,none,8420502,0.003,5698084,58321576,0.905,1.376,206332880,97.053,0.082,0.01316,0.027579999,19564379,15806905,13310760,-0.411,0.04261,0.027609998,0.018170001,USD,
2,Gedung Krakatau Steel,Lantai 3 Jl. Jend. Gatot Subroto Kav.54,Jakarta,12950,Indonesia,62 21 520 9883,62 21 521 0079,https://www.latinusa.co.id,Metal Fabrication,Industrials,"PT Pelat Timah Nusantara Tbk operates as a tinplate manufacturer in Indonesia. It offers tinplate products in the form of coils and sheets. It also exports its products internationally. The company was founded in 1982 and is headquartered in Jakarta, Indonesia.",238,"{'maxAge': 1, 'name': 'Mr. Abdul Haris Suhadak', 'age': 54, 'title': 'Fin. Director & Director', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,376.0,376.0,374.0,380.0,376.0,376.0,374.0,380.0,1649635200,0.0,1.119015,40.829697,128100,128100,228559,272310,272310,374.0,378.0,0,0,943732883456,354.0,955.0,4573.8364,417.12,547.595,0.0,0.0,IDR,943782821888,0.007929999,628415084,2523350016,0.85406,0.0,0.024,15583.333,1672444800,1703980800,1688083200,1636079,9.16,4574.079,165631.61,JKT,EQUITY,NIKL.JK,NIKL.JK,Pelat Timah Nusantara Tbk.,PT Pelat Timah Nusantara Tbk,1260756000,Asia/Jakarta,WIB,25200000,374.0,none,8420502,0.003,5698084,58321576,0.905,1.376,206332880,97.053,0.082,0.01316,0.027579999,19564379,15806905,13310760,-0.411,0.04261,0.027609998,0.018170001,USD,
3,Gedung Krakatau Steel,Lantai 3 Jl. Jend. Gatot Subroto Kav.54,Jakarta,12950,Indonesia,62 21 520 9883,62 21 521 0079,https://www.latinusa.co.id,Metal Fabrication,Industrials,"PT Pelat Timah Nusantara Tbk operates as a tinplate manufacturer in Indonesia. It offers tinplate products in the form of coils and sheets. It also exports its products internationally. The company was founded in 1982 and is headquartered in Jakarta, Indonesia.",238,"{'maxAge': 1, 'name': 'Reza Aditya Ramadhan', 'title': 'Head of Accounting Division', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,376.0,376.0,374.0,380.0,376.0,376.0,374.0,380.0,1649635200,0.0,1.119015,40.829697,128100,128100,228559,272310,272310,374.0,378.0,0,0,943732883456,354.0,955.0,4573.8364,417.12,547.595,0.0,0.0,IDR,943782821888,0.007929999,628415084,2523350016,0.85406,0.0,0.024,15583.333,1672444800,1703980800,1688083200,1636079,9.16,4574.079,165631.61,JKT,EQUITY,NIKL.JK,NIKL.JK,Pelat Timah Nusantara Tbk.,PT Pelat Timah Nusantara Tbk,1260756000,Asia/Jakarta,WIB,25200000,374.0,none,8420502,0.003,5698084,58321576,0.905,1.376,206332880,97.053,0.082,0.01316,0.027579999,19564379,15806905,13310760,-0.411,0.04261,0.027609998,0.018170001,USD,
4,Gedung Krakatau Steel,Lantai 3 Jl. Jend. Gatot Subroto Kav.54,Jakarta,12950,Indonesia,62 21 520 9883,62 21 521 0079,https://www.latinusa.co.id,Metal Fabrication,Industrials,"PT Pelat Timah Nusantara Tbk operates as a tinplate manufacturer in Indonesia. It offers tinplate products in the form of coils and sheets. It also exports its products internationally. The company was founded in 1982 and is headquartered in Jakarta, Indonesia.",238,"{'maxAge': 1, 'name': 'Ms. Wuri  Wuryani', 'age': 38, 'title': 'Head of Investor Relations Division', 'yearBorn': 1984, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,376.0,376.0,374.0,380.0,376.0,376.0,374.0,380.0,1649635200,0.0,1.119015,40.829697,128100,128100,228559,272310,272310,374.0,378.0,0,0,943732883456,354.0,955.0,4573.8364,417.12,547.595,0.0,0.0,IDR,943782821888,0.007929999,628415084,2523350016,0.85406,0.0,0.024,15583.333,1672444800,1703980800,1688083200,1636079,9.16,4574.079,165631.61,JKT,EQUITY,NIKL.JK,NIKL.JK,Pelat Timah Nusantara Tbk.,PT Pelat Timah Nusantara Tbk,1260756000,Asia/Jakarta,WIB,25200000,374.0,none,8420502,0.003,5698084,58321576,0.905,1.376,206332880,97.053,0.082,0.01316,0.027579999,19564379,15806905,13310760,-0.411,0.04261,0.027609998,0.018170001,USD,
5,Gedung Krakatau Steel,Lantai 3 Jl. Jend. Gatot Subroto Kav.54,Jakarta,12950,Indonesia,62 21 520 9883,62 21 521 0079,https://www.latinusa.co.id,Metal Fabrication,Industrials,"PT Pelat Timah Nusantara Tbk operates as a tinplate manufacturer in Indonesia. It offers tinplate products in the form of coils and sheets. It also exports its products internationally. The company was founded in 1982 and is headquartered in Jakarta, Indonesia.",238,"{'maxAge': 1, 'name': 'Mr. Siswanto  Santosa', 'age': 55, 'title': 'Head of Internal Audit', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,376.0,376.0,374.0,380.0,376.0,376.0,374.0,380.0,1649635200,0.0,1.119015,40.829697,128100,128100,228559,272310,272310,374.0,378.0,0,0,943732883456,354.0,955.0,4573.8364,417.12,547.595,0.0,0.0,IDR,943782821888,0.007929999,628415084,2523350016,0.85406,0.0,0.024,15583.333,1672444800,1703980800,1688083200,1636079,9.16,4574.079,165631.61,JKT,EQUITY,NIKL.JK,NIKL.JK,Pelat Timah Nusantara Tbk.,PT Pelat Timah Nusantara Tbk,1260756000,Asia/Jakarta,WIB,25200000,374.0,none,8420502,0.003,5698084,58321576,0.905,1.376,206332880,97.053,0.082,0.01316,0.027579999,19564379,15806905,13310760,-0.411,0.04261,0.027609998,0.018170001,USD,
6,Gedung Krakatau Steel,Lantai 3 Jl. Jend. Gatot Subroto Kav.54,Jakarta,12950,Indonesia,62 21 520 9883,62 21 521 0079,https://www.latinusa.co.id,Metal Fabrication,Industrials,"PT Pelat Timah Nusantara Tbk operates as a tinplate manufacturer in Indonesia. It offers tinplate products in the form of coils and sheets. It also exports its products internationally. The company was founded in 1982 and is headquartered in Jakarta, Indonesia.",238,"{'maxAge': 1, 'name': 'Mr. Herman  Arifin', 'age': 51, 'title': 'Commercial Director & Director', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,376.0,376.0,374.0,380.0,376.0,376.0,374.0,380.0,1649635200,0.0,1.119015,40.829697,128100,128100,228559,272310,272310,374.0,378.0,0,0,943732883456,354.0,955.0,4573.8364,417.12,547.595,0.0,0.0,IDR,943782821888,0.007929999,628415084,2523350016,0.85406,0.0,0.024,15583.333,1672444800,1703980800,1688083200,1636079,9.16,4574.079,165631.61,JKT,EQUITY,NIKL.JK,NIKL.JK,Pelat Timah Nusantara Tbk.,PT Pelat Timah Nusantara Tbk,1260756000,Asia/Jakarta,WIB,25200000,374.0,none,8420502,0.003,5698084,58321576,0.905,1.376,206332880,97.053,0.082,0.01316,0.027579999,19564379,15806905,13310760,-0.411,0.04261,0.027609998,0.018170001,USD,
7,Gedung Krakatau Steel,Lantai 3 Jl. Jend. Gatot Subroto Kav.54,Jakarta,12950,Indonesia,62 21 520 9883,62 21 521 0079,https://www.latinusa.co.id,Metal Fabrication,Industrials,"PT Pelat Timah Nusantara Tbk operates as a tinplate manufacturer in Indonesia. It offers tinplate products in the form of coils and sheets. It also exports its products internationally. The company was founded in 1982 and is headquartered in Jakarta, Indonesia.",238,"{'maxAge': 1, 'name': 'Retno K. Riyani', 'title': 'Head of Fin. Division', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,376.0,376.0,374.0,380.0,376.0,376.0,374.0,380.0,1649635200,0.0,1.119015,40.829697,128100,128100,228559,272310,272310,374.0,378.0,0,0,943732883456,354.0,955.0,4573.8364,417.12,547.595,0.0,0.0,IDR,943782821888,0.007929999,628415084,2523350016,0.85406,0.0,0.024,15583.333,1672444800,1703980800,1688083200,1636079,9.16,4574.079,165631.61,JKT,EQUITY,NIKL.JK,NIKL.JK,Pelat Timah Nusantara Tbk.,PT Pelat Timah Nusantara Tbk,1260756000,Asia/Jakarta,WIB,25200000,374.0,none,8420502,0.003,5698084,58321576,0.905,1.376,206332880,97.053,0.082,0.01316,0.027579999,19564379,15806905,13310760,-0.411,0.04261,0.027609998,0.018170001,USD,
8,Gedung Krakatau Steel,Lantai 3 Jl. Jend. Gatot Subroto Kav.54,Jakarta,12950,Indonesia,62 21 520 9883,62 21 521 0079,https://www.latinusa.co.id,Metal Fabrication,Industrials,"PT Pelat Timah Nusantara Tbk operates as a tinplate manufacturer in Indonesia. It offers tinplate products in the form of coils and sheets. It also exports its products internationally. The company was founded in 1982 and is headquartered in Jakarta, Indonesia.",238,"{'maxAge': 1, 'name': 'Olan  Kurniawan', 'title': 'Head of Operation - Commercial Audit Division', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,376.0,376.0,374.0,380.0,376.0,376.0,374.0,380.0,1649635200,0.0,1.119015,40.829697,128100,128100,228559,272310,272310,374.0,378.0,0,0,943732883456,354.0,955.0,4573.8364,417.12,547.595,0.0,0.0,IDR,943782821888,0.007929999,628415084,2523350016,0.85406,0.0,0.024,15583.333,1672444800,1703980800,1688083200,1636079,9.16,4574.079,165631.61,JKT,EQUITY,NIKL.JK,NIKL.JK,Pelat Timah Nusantara Tbk.,PT Pelat Timah Nusantara Tbk,1260756000,Asia/Jakarta,WIB,25200000,374.0,none,8420502,0.003,5698084,58321576,0.905,1.376,206332880,97.053,0.082,0.01316,0.027579999,19564379,15806905,13310760,-0.411,0.04261,0.027609998,0.018170001,USD,
9,Gedung Krakatau Steel,Lantai 3 Jl. Jend. Gatot Subroto Kav.54,Jakarta,12950,Indonesia,62 21 520 9883,62 21 521 0079,https://www.latinusa.co.id,Metal Fabrication,Industrials,"PT Pelat Timah Nusantara Tbk operates as a tinplate manufacturer in Indonesia. It offers tinplate products in the form of coils and sheets. It also exports its products internationally. The company was founded in 1982 and is headquartered in Jakarta, Indonesia.",238,"{'maxAge': 1, 'name': '-  Rollin', 'title': 'Head of Sales Marketing Division', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,376.0,376.0,374.0,380.0,376.0,376.0,374.0,380.0,1649635200,0.0,1.119015,40.829697,128100,128100,228559,272310,272310,374.0,378.0,0,0,943732883456,354.0,955.0,4573.8364,417.12,547.595,0.0,0.0,IDR,943782821888,0.007929999,628415084,2523350016,0.85406,0.0,0.024,15583.333,1672444800,1703980800,1688083200,1636079,9.16,4574.079,165631.61,JKT,EQUITY,NIKL.JK,NIKL.JK,Pelat Timah Nusantara Tbk.,PT Pelat Timah Nusantara Tbk,1260756000,Asia/Jakarta,WIB,25200000,374.0,none,8420502,0.003,5698084,58321576,0.905,1.376,206332880,97.053,0.082,0.01316,0.027579999,19564379,15806905,13310760,-0.411,0.04261,0.027609998,0.018170001,USD,
