,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2-12-10 Shibaura,Minato-ku,Tokyo,108-8506,Japan,81 3 5730 3911,81 3 5730 3924,https://www.thk.com,Specialty Industrial Machinery,Industrials,"THK Co., Ltd. engages in the manufacture and sale of machine components in Japan, the Americas, Europe, China, and internationally. The company provides linear motion (LM) guides, ball screws, ball splines, LM guide actuators, cross roller rings and tables, electric actuators and linear motor actuators, cam followers, roller followers, linear bushes, slide packs, slide rails, cross roller guides, linear ball slides, LM and flat rollers, spline nuts, LM strokes, screw nuts, change nuts, precision linear packs, link balls, rod ends, spherical plain bearings, lubrication accessories, and seismic isolation products. Its products are used in various applications, including machine tools, general industrial machinery, precision instruments, semiconductor and LCD manufacturing equipment, industrial robots, electronic devices, and transport systems, as well as in construction, aerospace, medical and assistive, and other manufacturing industries. The company was incorporated in 1946 and is headquartered in Tokyo, Japan.",13502,"{'maxAge': 1, 'name': 'Mr. Akihiro  Teramachi', 'age': 71, 'title': 'Pres, CEO & Representative Director', 'yearBorn': 1951, 'fiscalYear': 2021, 'totalPay': 1071240, 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,1,3,5,1693526400,1640908800,86400,2,16.7,17.0,17.0,17.0,16.7,17.0,17.0,17.0,0.38,0.0224,1687996800,0.5193,1.023273,17.34694,37,37,0,0,0,16.9,17.8,30000,30000,2130728960,16.0,22.2,0.005427088,17.02,18.746,117.0,7.0059876,EUR,-43606913024,0.048070002,116434303,122581000,0.05106,0.58546,2944.775,0.005772937,1672444800,1703980800,1688083200,-0.311,18873999360,0.98,-0.111,-0.679,FRA,EQUITY,1TK.F,1TK.F,THK CO. LTD,"THK Co., Ltd.",1582009200,Europe/Berlin,CEST,7200000,17.0,none,160142000128,1306.286,64205000704,108903997440,2.646,3.677,392609988608,29.71,3202.81,0.04788,0.05184,105289000000,12915624960,49867001856,-0.311,-0.066,0.25981,0.16353,0.10927,JPY,
1,2-12-10 Shibaura,Minato-ku,Tokyo,108-8506,Japan,81 3 5730 3911,81 3 5730 3924,https://www.thk.com,Specialty Industrial Machinery,Industrials,"THK Co., Ltd. engages in the manufacture and sale of machine components in Japan, the Americas, Europe, China, and internationally. The company provides linear motion (LM) guides, ball screws, ball splines, LM guide actuators, cross roller rings and tables, electric actuators and linear motor actuators, cam followers, roller followers, linear bushes, slide packs, slide rails, cross roller guides, linear ball slides, LM and flat rollers, spline nuts, LM strokes, screw nuts, change nuts, precision linear packs, link balls, rod ends, spherical plain bearings, lubrication accessories, and seismic isolation products. Its products are used in various applications, including machine tools, general industrial machinery, precision instruments, semiconductor and LCD manufacturing equipment, industrial robots, electronic devices, and transport systems, as well as in construction, aerospace, medical and assistive, and other manufacturing industries. The company was incorporated in 1946 and is headquartered in Tokyo, Japan.",13502,"{'maxAge': 1, 'name': 'Kenji  Nakane', 'title': 'Exe. Off., CFO, Head of Fin., Acct. & Ind. Material Procurement Dept. - Corp. Strtg. HQ and Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,1,3,5,1693526400,1640908800,86400,2,16.7,17.0,17.0,17.0,16.7,17.0,17.0,17.0,0.38,0.0224,1687996800,0.5193,1.023273,17.34694,37,37,0,0,0,16.9,17.8,30000,30000,2130728960,16.0,22.2,0.005427088,17.02,18.746,117.0,7.0059876,EUR,-43606913024,0.048070002,116434303,122581000,0.05106,0.58546,2944.775,0.005772937,1672444800,1703980800,1688083200,-0.311,18873999360,0.98,-0.111,-0.679,FRA,EQUITY,1TK.F,1TK.F,THK CO. LTD,"THK Co., Ltd.",1582009200,Europe/Berlin,CEST,7200000,17.0,none,160142000128,1306.286,64205000704,108903997440,2.646,3.677,392609988608,29.71,3202.81,0.04788,0.05184,105289000000,12915624960,49867001856,-0.311,-0.066,0.25981,0.16353,0.10927,JPY,
2,2-12-10 Shibaura,Minato-ku,Tokyo,108-8506,Japan,81 3 5730 3911,81 3 5730 3924,https://www.thk.com,Specialty Industrial Machinery,Industrials,"THK Co., Ltd. engages in the manufacture and sale of machine components in Japan, the Americas, Europe, China, and internationally. The company provides linear motion (LM) guides, ball screws, ball splines, LM guide actuators, cross roller rings and tables, electric actuators and linear motor actuators, cam followers, roller followers, linear bushes, slide packs, slide rails, cross roller guides, linear ball slides, LM and flat rollers, spline nuts, LM strokes, screw nuts, change nuts, precision linear packs, link balls, rod ends, spherical plain bearings, lubrication accessories, and seismic isolation products. Its products are used in various applications, including machine tools, general industrial machinery, precision instruments, semiconductor and LCD manufacturing equipment, industrial robots, electronic devices, and transport systems, as well as in construction, aerospace, medical and assistive, and other manufacturing industries. The company was incorporated in 1946 and is headquartered in Tokyo, Japan.",13502,"{'maxAge': 1, 'name': 'Mr. Toshihiro  Teramachi', 'age': 64, 'title': 'Exec. VP, CIO & Director', 'yearBorn': 1958, 'fiscalYear': 2018, 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,1,3,5,1693526400,1640908800,86400,2,16.7,17.0,17.0,17.0,16.7,17.0,17.0,17.0,0.38,0.0224,1687996800,0.5193,1.023273,17.34694,37,37,0,0,0,16.9,17.8,30000,30000,2130728960,16.0,22.2,0.005427088,17.02,18.746,117.0,7.0059876,EUR,-43606913024,0.048070002,116434303,122581000,0.05106,0.58546,2944.775,0.005772937,1672444800,1703980800,1688083200,-0.311,18873999360,0.98,-0.111,-0.679,FRA,EQUITY,1TK.F,1TK.F,THK CO. LTD,"THK Co., Ltd.",1582009200,Europe/Berlin,CEST,7200000,17.0,none,160142000128,1306.286,64205000704,108903997440,2.646,3.677,392609988608,29.71,3202.81,0.04788,0.05184,105289000000,12915624960,49867001856,-0.311,-0.066,0.25981,0.16353,0.10927,JPY,
3,2-12-10 Shibaura,Minato-ku,Tokyo,108-8506,Japan,81 3 5730 3911,81 3 5730 3924,https://www.thk.com,Specialty Industrial Machinery,Industrials,"THK Co., Ltd. engages in the manufacture and sale of machine components in Japan, the Americas, Europe, China, and internationally. The company provides linear motion (LM) guides, ball screws, ball splines, LM guide actuators, cross roller rings and tables, electric actuators and linear motor actuators, cam followers, roller followers, linear bushes, slide packs, slide rails, cross roller guides, linear ball slides, LM and flat rollers, spline nuts, LM strokes, screw nuts, change nuts, precision linear packs, link balls, rod ends, spherical plain bearings, lubrication accessories, and seismic isolation products. Its products are used in various applications, including machine tools, general industrial machinery, precision instruments, semiconductor and LCD manufacturing equipment, industrial robots, electronic devices, and transport systems, as well as in construction, aerospace, medical and assistive, and other manufacturing industries. The company was incorporated in 1946 and is headquartered in Tokyo, Japan.",13502,"{'maxAge': 1, 'name': 'Mr. Masato  Sawada', 'title': 'Managing Exec. Officer and GM - Automotive & Transportation Headquarters', 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,1,3,5,1693526400,1640908800,86400,2,16.7,17.0,17.0,17.0,16.7,17.0,17.0,17.0,0.38,0.0224,1687996800,0.5193,1.023273,17.34694,37,37,0,0,0,16.9,17.8,30000,30000,2130728960,16.0,22.2,0.005427088,17.02,18.746,117.0,7.0059876,EUR,-43606913024,0.048070002,116434303,122581000,0.05106,0.58546,2944.775,0.005772937,1672444800,1703980800,1688083200,-0.311,18873999360,0.98,-0.111,-0.679,FRA,EQUITY,1TK.F,1TK.F,THK CO. LTD,"THK Co., Ltd.",1582009200,Europe/Berlin,CEST,7200000,17.0,none,160142000128,1306.286,64205000704,108903997440,2.646,3.677,392609988608,29.71,3202.81,0.04788,0.05184,105289000000,12915624960,49867001856,-0.311,-0.066,0.25981,0.16353,0.10927,JPY,
4,2-12-10 Shibaura,Minato-ku,Tokyo,108-8506,Japan,81 3 5730 3911,81 3 5730 3924,https://www.thk.com,Specialty Industrial Machinery,Industrials,"THK Co., Ltd. engages in the manufacture and sale of machine components in Japan, the Americas, Europe, China, and internationally. The company provides linear motion (LM) guides, ball screws, ball splines, LM guide actuators, cross roller rings and tables, electric actuators and linear motor actuators, cam followers, roller followers, linear bushes, slide packs, slide rails, cross roller guides, linear ball slides, LM and flat rollers, spline nuts, LM strokes, screw nuts, change nuts, precision linear packs, link balls, rod ends, spherical plain bearings, lubrication accessories, and seismic isolation products. Its products are used in various applications, including machine tools, general industrial machinery, precision instruments, semiconductor and LCD manufacturing equipment, industrial robots, electronic devices, and transport systems, as well as in construction, aerospace, medical and assistive, and other manufacturing industries. The company was incorporated in 1946 and is headquartered in Tokyo, Japan.",13502,"{'maxAge': 1, 'name': 'Mr. Takashi  Okubo', 'age': 66, 'title': 'Managing Exec. Officer', 'yearBorn': 1956, 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,1,3,5,1693526400,1640908800,86400,2,16.7,17.0,17.0,17.0,16.7,17.0,17.0,17.0,0.38,0.0224,1687996800,0.5193,1.023273,17.34694,37,37,0,0,0,16.9,17.8,30000,30000,2130728960,16.0,22.2,0.005427088,17.02,18.746,117.0,7.0059876,EUR,-43606913024,0.048070002,116434303,122581000,0.05106,0.58546,2944.775,0.005772937,1672444800,1703980800,1688083200,-0.311,18873999360,0.98,-0.111,-0.679,FRA,EQUITY,1TK.F,1TK.F,THK CO. LTD,"THK Co., Ltd.",1582009200,Europe/Berlin,CEST,7200000,17.0,none,160142000128,1306.286,64205000704,108903997440,2.646,3.677,392609988608,29.71,3202.81,0.04788,0.05184,105289000000,12915624960,49867001856,-0.311,-0.066,0.25981,0.16353,0.10927,JPY,
5,2-12-10 Shibaura,Minato-ku,Tokyo,108-8506,Japan,81 3 5730 3911,81 3 5730 3924,https://www.thk.com,Specialty Industrial Machinery,Industrials,"THK Co., Ltd. engages in the manufacture and sale of machine components in Japan, the Americas, Europe, China, and internationally. The company provides linear motion (LM) guides, ball screws, ball splines, LM guide actuators, cross roller rings and tables, electric actuators and linear motor actuators, cam followers, roller followers, linear bushes, slide packs, slide rails, cross roller guides, linear ball slides, LM and flat rollers, spline nuts, LM strokes, screw nuts, change nuts, precision linear packs, link balls, rod ends, spherical plain bearings, lubrication accessories, and seismic isolation products. Its products are used in various applications, including machine tools, general industrial machinery, precision instruments, semiconductor and LCD manufacturing equipment, industrial robots, electronic devices, and transport systems, as well as in construction, aerospace, medical and assistive, and other manufacturing industries. The company was incorporated in 1946 and is headquartered in Tokyo, Japan.",13502,"{'maxAge': 1, 'name': 'Mr. Nobuyuki  Maki', 'age': 62, 'title': 'Sr. Managing Exec. Officer, Sr.  GM of Automotive & Transportation HQs and Director', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,1,3,5,1693526400,1640908800,86400,2,16.7,17.0,17.0,17.0,16.7,17.0,17.0,17.0,0.38,0.0224,1687996800,0.5193,1.023273,17.34694,37,37,0,0,0,16.9,17.8,30000,30000,2130728960,16.0,22.2,0.005427088,17.02,18.746,117.0,7.0059876,EUR,-43606913024,0.048070002,116434303,122581000,0.05106,0.58546,2944.775,0.005772937,1672444800,1703980800,1688083200,-0.311,18873999360,0.98,-0.111,-0.679,FRA,EQUITY,1TK.F,1TK.F,THK CO. LTD,"THK Co., Ltd.",1582009200,Europe/Berlin,CEST,7200000,17.0,none,160142000128,1306.286,64205000704,108903997440,2.646,3.677,392609988608,29.71,3202.81,0.04788,0.05184,105289000000,12915624960,49867001856,-0.311,-0.066,0.25981,0.16353,0.10927,JPY,
6,2-12-10 Shibaura,Minato-ku,Tokyo,108-8506,Japan,81 3 5730 3911,81 3 5730 3924,https://www.thk.com,Specialty Industrial Machinery,Industrials,"THK Co., Ltd. engages in the manufacture and sale of machine components in Japan, the Americas, Europe, China, and internationally. The company provides linear motion (LM) guides, ball screws, ball splines, LM guide actuators, cross roller rings and tables, electric actuators and linear motor actuators, cam followers, roller followers, linear bushes, slide packs, slide rails, cross roller guides, linear ball slides, LM and flat rollers, spline nuts, LM strokes, screw nuts, change nuts, precision linear packs, link balls, rod ends, spherical plain bearings, lubrication accessories, and seismic isolation products. Its products are used in various applications, including machine tools, general industrial machinery, precision instruments, semiconductor and LCD manufacturing equipment, industrial robots, electronic devices, and transport systems, as well as in construction, aerospace, medical and assistive, and other manufacturing industries. The company was incorporated in 1946 and is headquartered in Tokyo, Japan.",13502,"{'maxAge': 1, 'name': 'Mr. Tetsuya  Hayashida', 'title': 'Managing Exec. Officer & Special Appointive Officer to Pres', 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,1,3,5,1693526400,1640908800,86400,2,16.7,17.0,17.0,17.0,16.7,17.0,17.0,17.0,0.38,0.0224,1687996800,0.5193,1.023273,17.34694,37,37,0,0,0,16.9,17.8,30000,30000,2130728960,16.0,22.2,0.005427088,17.02,18.746,117.0,7.0059876,EUR,-43606913024,0.048070002,116434303,122581000,0.05106,0.58546,2944.775,0.005772937,1672444800,1703980800,1688083200,-0.311,18873999360,0.98,-0.111,-0.679,FRA,EQUITY,1TK.F,1TK.F,THK CO. LTD,"THK Co., Ltd.",1582009200,Europe/Berlin,CEST,7200000,17.0,none,160142000128,1306.286,64205000704,108903997440,2.646,3.677,392609988608,29.71,3202.81,0.04788,0.05184,105289000000,12915624960,49867001856,-0.311,-0.066,0.25981,0.16353,0.10927,JPY,
7,2-12-10 Shibaura,Minato-ku,Tokyo,108-8506,Japan,81 3 5730 3911,81 3 5730 3924,https://www.thk.com,Specialty Industrial Machinery,Industrials,"THK Co., Ltd. engages in the manufacture and sale of machine components in Japan, the Americas, Europe, China, and internationally. The company provides linear motion (LM) guides, ball screws, ball splines, LM guide actuators, cross roller rings and tables, electric actuators and linear motor actuators, cam followers, roller followers, linear bushes, slide packs, slide rails, cross roller guides, linear ball slides, LM and flat rollers, spline nuts, LM strokes, screw nuts, change nuts, precision linear packs, link balls, rod ends, spherical plain bearings, lubrication accessories, and seismic isolation products. Its products are used in various applications, including machine tools, general industrial machinery, precision instruments, semiconductor and LCD manufacturing equipment, industrial robots, electronic devices, and transport systems, as well as in construction, aerospace, medical and assistive, and other manufacturing industries. The company was incorporated in 1946 and is headquartered in Tokyo, Japan.",13502,"{'maxAge': 1, 'name': 'Mr. Hiroshi  Imano', 'age': 68, 'title': 'Exec. VP & Director', 'yearBorn': 1954, 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,1,3,5,1693526400,1640908800,86400,2,16.7,17.0,17.0,17.0,16.7,17.0,17.0,17.0,0.38,0.0224,1687996800,0.5193,1.023273,17.34694,37,37,0,0,0,16.9,17.8,30000,30000,2130728960,16.0,22.2,0.005427088,17.02,18.746,117.0,7.0059876,EUR,-43606913024,0.048070002,116434303,122581000,0.05106,0.58546,2944.775,0.005772937,1672444800,1703980800,1688083200,-0.311,18873999360,0.98,-0.111,-0.679,FRA,EQUITY,1TK.F,1TK.F,THK CO. LTD,"THK Co., Ltd.",1582009200,Europe/Berlin,CEST,7200000,17.0,none,160142000128,1306.286,64205000704,108903997440,2.646,3.677,392609988608,29.71,3202.81,0.04788,0.05184,105289000000,12915624960,49867001856,-0.311,-0.066,0.25981,0.16353,0.10927,JPY,
8,2-12-10 Shibaura,Minato-ku,Tokyo,108-8506,Japan,81 3 5730 3911,81 3 5730 3924,https://www.thk.com,Specialty Industrial Machinery,Industrials,"THK Co., Ltd. engages in the manufacture and sale of machine components in Japan, the Americas, Europe, China, and internationally. The company provides linear motion (LM) guides, ball screws, ball splines, LM guide actuators, cross roller rings and tables, electric actuators and linear motor actuators, cam followers, roller followers, linear bushes, slide packs, slide rails, cross roller guides, linear ball slides, LM and flat rollers, spline nuts, LM strokes, screw nuts, change nuts, precision linear packs, link balls, rod ends, spherical plain bearings, lubrication accessories, and seismic isolation products. Its products are used in various applications, including machine tools, general industrial machinery, precision instruments, semiconductor and LCD manufacturing equipment, industrial robots, electronic devices, and transport systems, as well as in construction, aerospace, medical and assistive, and other manufacturing industries. The company was incorporated in 1946 and is headquartered in Tokyo, Japan.",13502,"{'maxAge': 1, 'name': 'Mr. Junji  Shimomaki', 'age': 69, 'title': 'Managing Exec. Officer, Sr. GM - Sales Division - Industrial Machinery HQs & Director', 'yearBorn': 1953, 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,1,3,5,1693526400,1640908800,86400,2,16.7,17.0,17.0,17.0,16.7,17.0,17.0,17.0,0.38,0.0224,1687996800,0.5193,1.023273,17.34694,37,37,0,0,0,16.9,17.8,30000,30000,2130728960,16.0,22.2,0.005427088,17.02,18.746,117.0,7.0059876,EUR,-43606913024,0.048070002,116434303,122581000,0.05106,0.58546,2944.775,0.005772937,1672444800,1703980800,1688083200,-0.311,18873999360,0.98,-0.111,-0.679,FRA,EQUITY,1TK.F,1TK.F,THK CO. LTD,"THK Co., Ltd.",1582009200,Europe/Berlin,CEST,7200000,17.0,none,160142000128,1306.286,64205000704,108903997440,2.646,3.677,392609988608,29.71,3202.81,0.04788,0.05184,105289000000,12915624960,49867001856,-0.311,-0.066,0.25981,0.16353,0.10927,JPY,
9,2-12-10 Shibaura,Minato-ku,Tokyo,108-8506,Japan,81 3 5730 3911,81 3 5730 3924,https://www.thk.com,Specialty Industrial Machinery,Industrials,"THK Co., Ltd. engages in the manufacture and sale of machine components in Japan, the Americas, Europe, China, and internationally. The company provides linear motion (LM) guides, ball screws, ball splines, LM guide actuators, cross roller rings and tables, electric actuators and linear motor actuators, cam followers, roller followers, linear bushes, slide packs, slide rails, cross roller guides, linear ball slides, LM and flat rollers, spline nuts, LM strokes, screw nuts, change nuts, precision linear packs, link balls, rod ends, spherical plain bearings, lubrication accessories, and seismic isolation products. Its products are used in various applications, including machine tools, general industrial machinery, precision instruments, semiconductor and LCD manufacturing equipment, industrial robots, electronic devices, and transport systems, as well as in construction, aerospace, medical and assistive, and other manufacturing industries. The company was incorporated in 1946 and is headquartered in Tokyo, Japan.",13502,"{'maxAge': 1, 'name': 'Mr. Takanobu  Hoshino', 'age': 62, 'title': 'Managing Exec. Officer & GM of IMT Division - Industrial Machinery Headquarters', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,1,3,5,1693526400,1640908800,86400,2,16.7,17.0,17.0,17.0,16.7,17.0,17.0,17.0,0.38,0.0224,1687996800,0.5193,1.023273,17.34694,37,37,0,0,0,16.9,17.8,30000,30000,2130728960,16.0,22.2,0.005427088,17.02,18.746,117.0,7.0059876,EUR,-43606913024,0.048070002,116434303,122581000,0.05106,0.58546,2944.775,0.005772937,1672444800,1703980800,1688083200,-0.311,18873999360,0.98,-0.111,-0.679,FRA,EQUITY,1TK.F,1TK.F,THK CO. LTD,"THK Co., Ltd.",1582009200,Europe/Berlin,CEST,7200000,17.0,none,160142000128,1306.286,64205000704,108903997440,2.646,3.677,392609988608,29.71,3202.81,0.04788,0.05184,105289000000,12915624960,49867001856,-0.311,-0.066,0.25981,0.16353,0.10927,JPY,
