,address1,address2,city,state,zip,country,phone,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,800 East Colorado Boulevard,Suite 888,Pasadena,CA,91101,United States,626-683-7330,Shell Companies,Financial Services,"HK Battery Technology, Inc. does not have significant operations. The company intends to seek a merger, combination, or other business transaction with a company that develops and/or manufactures battery packs with advanced technologies. Previously, it was involved in the acquisition, exploration, and development of gold mining claims in Nevada. The company was founded in 2008 and is based in Pasadena, California. HK Battery Technology, Inc. is a subsidiary of Far East Golden Resources Investment Limited.",13,"{'maxAge': 1, 'name': 'Mr. Jianguo  Xu', 'age': 53, 'title': 'CEO & Director', 'yearBorn': 1969, 'fiscalYear': 2013, 'exercisedValue': 0, 'unexercisedValue': 0}",1451520000,86400,4,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.407676,1e-05,6,6,0,0,0,0.0,0.0,0,0,167,1e-06,0.06,0.0005970064,0.06,0.06,0.0,0.0,USD,-20958518,0.0,429415,67096100,0.9936,0.0,0.639,1.5649453e-06,1451520000,1483142400,1459382400,-3418278,0.1,1:100,1410134400,-74.924,PNK,EQUITY,HKBT,HKBT,HK BATTERY TECHNOLOGY INC,"HK Battery Technology, Inc.",1252416600,America/New_York,EDT,-14400000,1e-06,none,26708584,0.398,5750000,4.54,8.278,279729,13.417,0.007,-0.07999,-0.17471,31081,-29873580,-15342922,0.11111,0.0,-12.47845,USD,
1,800 East Colorado Boulevard,Suite 888,Pasadena,CA,91101,United States,626-683-7330,Shell Companies,Financial Services,"HK Battery Technology, Inc. does not have significant operations. The company intends to seek a merger, combination, or other business transaction with a company that develops and/or manufactures battery packs with advanced technologies. Previously, it was involved in the acquisition, exploration, and development of gold mining claims in Nevada. The company was founded in 2008 and is based in Pasadena, California. HK Battery Technology, Inc. is a subsidiary of Far East Golden Resources Investment Limited.",13,"{'maxAge': 1, 'name': 'Mr. Jimmy  Wang', 'age': 56, 'title': 'CFO & Controller', 'yearBorn': 1966, 'fiscalYear': 2013, 'exercisedValue': 0, 'unexercisedValue': 0}",1451520000,86400,4,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.407676,1e-05,6,6,0,0,0,0.0,0.0,0,0,167,1e-06,0.06,0.0005970064,0.06,0.06,0.0,0.0,USD,-20958518,0.0,429415,67096100,0.9936,0.0,0.639,1.5649453e-06,1451520000,1483142400,1459382400,-3418278,0.1,1:100,1410134400,-74.924,PNK,EQUITY,HKBT,HKBT,HK BATTERY TECHNOLOGY INC,"HK Battery Technology, Inc.",1252416600,America/New_York,EDT,-14400000,1e-06,none,26708584,0.398,5750000,4.54,8.278,279729,13.417,0.007,-0.07999,-0.17471,31081,-29873580,-15342922,0.11111,0.0,-12.47845,USD,
2,800 East Colorado Boulevard,Suite 888,Pasadena,CA,91101,United States,626-683-7330,Shell Companies,Financial Services,"HK Battery Technology, Inc. does not have significant operations. The company intends to seek a merger, combination, or other business transaction with a company that develops and/or manufactures battery packs with advanced technologies. Previously, it was involved in the acquisition, exploration, and development of gold mining claims in Nevada. The company was founded in 2008 and is based in Pasadena, California. HK Battery Technology, Inc. is a subsidiary of Far East Golden Resources Investment Limited.",13,"{'maxAge': 1, 'name': 'Mr. David C. Mathewson M.S., M.Sc.', 'age': 77, 'title': 'Founder & Geological Advisor', 'yearBorn': 1945, 'fiscalYear': 2010, 'exercisedValue': 0, 'unexercisedValue': 0}",1451520000,86400,4,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.407676,1e-05,6,6,0,0,0,0.0,0.0,0,0,167,1e-06,0.06,0.0005970064,0.06,0.06,0.0,0.0,USD,-20958518,0.0,429415,67096100,0.9936,0.0,0.639,1.5649453e-06,1451520000,1483142400,1459382400,-3418278,0.1,1:100,1410134400,-74.924,PNK,EQUITY,HKBT,HKBT,HK BATTERY TECHNOLOGY INC,"HK Battery Technology, Inc.",1252416600,America/New_York,EDT,-14400000,1e-06,none,26708584,0.398,5750000,4.54,8.278,279729,13.417,0.007,-0.07999,-0.17471,31081,-29873580,-15342922,0.11111,0.0,-12.47845,USD,
