,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Bakrie Tower Building,12th Floor Komplek Rasuna Epicentrum Jalan H. R. Rasuna Said,Jakarta Selatan,12940,Indonesia,62 21 5794 2080,62 21 5794 2070,https://www.bumiresources.com,Thermal Coal,Energy,"PT Bumi Resources Tbk, together with its subsidiaries, engages in the mining activities in Indonesia. It operates through Coal, Services, Oil and Gas, and Gold segments. The Coal segment engages in the exploration, exploitation, and sale of coal deposits. The Services segment offers marketing and management services. The Oil and Gas segment explores for oil and gas properties. The Gold segment explores for gold properties. The company also exports its products. PT Bumi Resources Tbk was formerly known as PT Bumi Modern Tbk. and changed its name to PT Bumi Resources Tbk in September 2000. PT Bumi Resources Tbk was founded in 1973 and is headquartered in Jakarta Selatan, Indonesia. PT Bumi Resources Tbk is a subsidiary of Long Haul Holdings Ltd.",821,"{'maxAge': 1, 'name': 'Mr. Adika Nuraga Bakrie', 'age': 41, 'title': 'Pres Director', 'yearBorn': 1981, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1340064000,0.0,0.759973,3.692308,44,44,1,0,0,3301372928,1.44,2.32,1.8890228,1.44,1.787,0.0,0.0,USD,4038827776,0.25144,597863467,1856600064,0.8,1.8000001,1672444800,1703980800,1688083200,-0.827,439431232,0.39,2.311,29.557,PNK,EQUITY,PBMRY,PBMRY,BUMI RESOURCES TBK UNSP ADR EAC,PT Bumi Resources Tbk,1271856600,America/New_York,EDT,-14400000,1.44,none,87218584,0.047,136645232,227503264,0.452,0.865,1747661696,8.016,1.6,0.0176,0.25199,370640946,-832247872,-819510464,-0.93,-0.303,0.15187,0.07819,0.07113,USD,
1,Bakrie Tower Building,12th Floor Komplek Rasuna Epicentrum Jalan H. R. Rasuna Said,Jakarta Selatan,12940,Indonesia,62 21 5794 2080,62 21 5794 2070,https://www.bumiresources.com,Thermal Coal,Energy,"PT Bumi Resources Tbk, together with its subsidiaries, engages in the mining activities in Indonesia. It operates through Coal, Services, Oil and Gas, and Gold segments. The Coal segment engages in the exploration, exploitation, and sale of coal deposits. The Services segment offers marketing and management services. The Oil and Gas segment explores for oil and gas properties. The Gold segment explores for gold properties. The company also exports its products. PT Bumi Resources Tbk was formerly known as PT Bumi Modern Tbk. and changed its name to PT Bumi Resources Tbk in September 2000. PT Bumi Resources Tbk was founded in 1973 and is headquartered in Jakarta Selatan, Indonesia. PT Bumi Resources Tbk is a subsidiary of Long Haul Holdings Ltd.",821,"{'maxAge': 1, 'name': 'Mr. Andrew Christopher Beckham', 'age': 55, 'title': 'CFO & Director', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1340064000,0.0,0.759973,3.692308,44,44,1,0,0,3301372928,1.44,2.32,1.8890228,1.44,1.787,0.0,0.0,USD,4038827776,0.25144,597863467,1856600064,0.8,1.8000001,1672444800,1703980800,1688083200,-0.827,439431232,0.39,2.311,29.557,PNK,EQUITY,PBMRY,PBMRY,BUMI RESOURCES TBK UNSP ADR EAC,PT Bumi Resources Tbk,1271856600,America/New_York,EDT,-14400000,1.44,none,87218584,0.047,136645232,227503264,0.452,0.865,1747661696,8.016,1.6,0.0176,0.25199,370640946,-832247872,-819510464,-0.93,-0.303,0.15187,0.07819,0.07113,USD,
2,Bakrie Tower Building,12th Floor Komplek Rasuna Epicentrum Jalan H. R. Rasuna Said,Jakarta Selatan,12940,Indonesia,62 21 5794 2080,62 21 5794 2070,https://www.bumiresources.com,Thermal Coal,Energy,"PT Bumi Resources Tbk, together with its subsidiaries, engages in the mining activities in Indonesia. It operates through Coal, Services, Oil and Gas, and Gold segments. The Coal segment engages in the exploration, exploitation, and sale of coal deposits. The Services segment offers marketing and management services. The Oil and Gas segment explores for oil and gas properties. The Gold segment explores for gold properties. The company also exports its products. PT Bumi Resources Tbk was formerly known as PT Bumi Modern Tbk. and changed its name to PT Bumi Resources Tbk in September 2000. PT Bumi Resources Tbk was founded in 1973 and is headquartered in Jakarta Selatan, Indonesia. PT Bumi Resources Tbk is a subsidiary of Long Haul Holdings Ltd.",821,"{'maxAge': 1, 'name': 'Mr. Ashok  Mitra', 'age': 65, 'title': 'COO & Director', 'yearBorn': 1957, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1340064000,0.0,0.759973,3.692308,44,44,1,0,0,3301372928,1.44,2.32,1.8890228,1.44,1.787,0.0,0.0,USD,4038827776,0.25144,597863467,1856600064,0.8,1.8000001,1672444800,1703980800,1688083200,-0.827,439431232,0.39,2.311,29.557,PNK,EQUITY,PBMRY,PBMRY,BUMI RESOURCES TBK UNSP ADR EAC,PT Bumi Resources Tbk,1271856600,America/New_York,EDT,-14400000,1.44,none,87218584,0.047,136645232,227503264,0.452,0.865,1747661696,8.016,1.6,0.0176,0.25199,370640946,-832247872,-819510464,-0.93,-0.303,0.15187,0.07819,0.07113,USD,
3,Bakrie Tower Building,12th Floor Komplek Rasuna Epicentrum Jalan H. R. Rasuna Said,Jakarta Selatan,12940,Indonesia,62 21 5794 2080,62 21 5794 2070,https://www.bumiresources.com,Thermal Coal,Energy,"PT Bumi Resources Tbk, together with its subsidiaries, engages in the mining activities in Indonesia. It operates through Coal, Services, Oil and Gas, and Gold segments. The Coal segment engages in the exploration, exploitation, and sale of coal deposits. The Services segment offers marketing and management services. The Oil and Gas segment explores for oil and gas properties. The Gold segment explores for gold properties. The company also exports its products. PT Bumi Resources Tbk was formerly known as PT Bumi Modern Tbk. and changed its name to PT Bumi Resources Tbk in September 2000. PT Bumi Resources Tbk was founded in 1973 and is headquartered in Jakarta Selatan, Indonesia. PT Bumi Resources Tbk is a subsidiary of Long Haul Holdings Ltd.",821,"{'maxAge': 1, 'name': 'Mr. Achmad Widjaja Reza', 'title': 'Chief Economist & VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1340064000,0.0,0.759973,3.692308,44,44,1,0,0,3301372928,1.44,2.32,1.8890228,1.44,1.787,0.0,0.0,USD,4038827776,0.25144,597863467,1856600064,0.8,1.8000001,1672444800,1703980800,1688083200,-0.827,439431232,0.39,2.311,29.557,PNK,EQUITY,PBMRY,PBMRY,BUMI RESOURCES TBK UNSP ADR EAC,PT Bumi Resources Tbk,1271856600,America/New_York,EDT,-14400000,1.44,none,87218584,0.047,136645232,227503264,0.452,0.865,1747661696,8.016,1.6,0.0176,0.25199,370640946,-832247872,-819510464,-0.93,-0.303,0.15187,0.07819,0.07113,USD,
4,Bakrie Tower Building,12th Floor Komplek Rasuna Epicentrum Jalan H. R. Rasuna Said,Jakarta Selatan,12940,Indonesia,62 21 5794 2080,62 21 5794 2070,https://www.bumiresources.com,Thermal Coal,Energy,"PT Bumi Resources Tbk, together with its subsidiaries, engages in the mining activities in Indonesia. It operates through Coal, Services, Oil and Gas, and Gold segments. The Coal segment engages in the exploration, exploitation, and sale of coal deposits. The Services segment offers marketing and management services. The Oil and Gas segment explores for oil and gas properties. The Gold segment explores for gold properties. The company also exports its products. PT Bumi Resources Tbk was formerly known as PT Bumi Modern Tbk. and changed its name to PT Bumi Resources Tbk in September 2000. PT Bumi Resources Tbk was founded in 1973 and is headquartered in Jakarta Selatan, Indonesia. PT Bumi Resources Tbk is a subsidiary of Long Haul Holdings Ltd.",821,"{'maxAge': 1, 'name': 'Ms. Raden Ajeng Sri Dharmayanti', 'age': 60, 'title': 'Chief Legal Officer & Director', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1340064000,0.0,0.759973,3.692308,44,44,1,0,0,3301372928,1.44,2.32,1.8890228,1.44,1.787,0.0,0.0,USD,4038827776,0.25144,597863467,1856600064,0.8,1.8000001,1672444800,1703980800,1688083200,-0.827,439431232,0.39,2.311,29.557,PNK,EQUITY,PBMRY,PBMRY,BUMI RESOURCES TBK UNSP ADR EAC,PT Bumi Resources Tbk,1271856600,America/New_York,EDT,-14400000,1.44,none,87218584,0.047,136645232,227503264,0.452,0.865,1747661696,8.016,1.6,0.0176,0.25199,370640946,-832247872,-819510464,-0.93,-0.303,0.15187,0.07819,0.07113,USD,
5,Bakrie Tower Building,12th Floor Komplek Rasuna Epicentrum Jalan H. R. Rasuna Said,Jakarta Selatan,12940,Indonesia,62 21 5794 2080,62 21 5794 2070,https://www.bumiresources.com,Thermal Coal,Energy,"PT Bumi Resources Tbk, together with its subsidiaries, engages in the mining activities in Indonesia. It operates through Coal, Services, Oil and Gas, and Gold segments. The Coal segment engages in the exploration, exploitation, and sale of coal deposits. The Services segment offers marketing and management services. The Oil and Gas segment explores for oil and gas properties. The Gold segment explores for gold properties. The company also exports its products. PT Bumi Resources Tbk was formerly known as PT Bumi Modern Tbk. and changed its name to PT Bumi Resources Tbk in September 2000. PT Bumi Resources Tbk was founded in 1973 and is headquartered in Jakarta Selatan, Indonesia. PT Bumi Resources Tbk is a subsidiary of Long Haul Holdings Ltd.",821,"{'maxAge': 1, 'name': 'Christopher K. Fong', 'title': 'Sr. VP of Communication & Public Affairs', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1340064000,0.0,0.759973,3.692308,44,44,1,0,0,3301372928,1.44,2.32,1.8890228,1.44,1.787,0.0,0.0,USD,4038827776,0.25144,597863467,1856600064,0.8,1.8000001,1672444800,1703980800,1688083200,-0.827,439431232,0.39,2.311,29.557,PNK,EQUITY,PBMRY,PBMRY,BUMI RESOURCES TBK UNSP ADR EAC,PT Bumi Resources Tbk,1271856600,America/New_York,EDT,-14400000,1.44,none,87218584,0.047,136645232,227503264,0.452,0.865,1747661696,8.016,1.6,0.0176,0.25199,370640946,-832247872,-819510464,-0.93,-0.303,0.15187,0.07819,0.07113,USD,
6,Bakrie Tower Building,12th Floor Komplek Rasuna Epicentrum Jalan H. R. Rasuna Said,Jakarta Selatan,12940,Indonesia,62 21 5794 2080,62 21 5794 2070,https://www.bumiresources.com,Thermal Coal,Energy,"PT Bumi Resources Tbk, together with its subsidiaries, engages in the mining activities in Indonesia. It operates through Coal, Services, Oil and Gas, and Gold segments. The Coal segment engages in the exploration, exploitation, and sale of coal deposits. The Services segment offers marketing and management services. The Oil and Gas segment explores for oil and gas properties. The Gold segment explores for gold properties. The company also exports its products. PT Bumi Resources Tbk was formerly known as PT Bumi Modern Tbk. and changed its name to PT Bumi Resources Tbk in September 2000. PT Bumi Resources Tbk was founded in 1973 and is headquartered in Jakarta Selatan, Indonesia. PT Bumi Resources Tbk is a subsidiary of Long Haul Holdings Ltd.",821,"{'maxAge': 1, 'name': 'Mr. Maringan M. I. H. Hutabarat', 'age': 57, 'title': 'Chief Marketing Officer & Director', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1340064000,0.0,0.759973,3.692308,44,44,1,0,0,3301372928,1.44,2.32,1.8890228,1.44,1.787,0.0,0.0,USD,4038827776,0.25144,597863467,1856600064,0.8,1.8000001,1672444800,1703980800,1688083200,-0.827,439431232,0.39,2.311,29.557,PNK,EQUITY,PBMRY,PBMRY,BUMI RESOURCES TBK UNSP ADR EAC,PT Bumi Resources Tbk,1271856600,America/New_York,EDT,-14400000,1.44,none,87218584,0.047,136645232,227503264,0.452,0.865,1747661696,8.016,1.6,0.0176,0.25199,370640946,-832247872,-819510464,-0.93,-0.303,0.15187,0.07819,0.07113,USD,
7,Bakrie Tower Building,12th Floor Komplek Rasuna Epicentrum Jalan H. R. Rasuna Said,Jakarta Selatan,12940,Indonesia,62 21 5794 2080,62 21 5794 2070,https://www.bumiresources.com,Thermal Coal,Energy,"PT Bumi Resources Tbk, together with its subsidiaries, engages in the mining activities in Indonesia. It operates through Coal, Services, Oil and Gas, and Gold segments. The Coal segment engages in the exploration, exploitation, and sale of coal deposits. The Services segment offers marketing and management services. The Oil and Gas segment explores for oil and gas properties. The Gold segment explores for gold properties. The company also exports its products. PT Bumi Resources Tbk was formerly known as PT Bumi Modern Tbk. and changed its name to PT Bumi Resources Tbk in September 2000. PT Bumi Resources Tbk was founded in 1973 and is headquartered in Jakarta Selatan, Indonesia. PT Bumi Resources Tbk is a subsidiary of Long Haul Holdings Ltd.",821,"{'maxAge': 1, 'name': 'Mr. Mahmud  Samuri', 'age': 52, 'title': 'VP of HR & Gen. Affairs', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1340064000,0.0,0.759973,3.692308,44,44,1,0,0,3301372928,1.44,2.32,1.8890228,1.44,1.787,0.0,0.0,USD,4038827776,0.25144,597863467,1856600064,0.8,1.8000001,1672444800,1703980800,1688083200,-0.827,439431232,0.39,2.311,29.557,PNK,EQUITY,PBMRY,PBMRY,BUMI RESOURCES TBK UNSP ADR EAC,PT Bumi Resources Tbk,1271856600,America/New_York,EDT,-14400000,1.44,none,87218584,0.047,136645232,227503264,0.452,0.865,1747661696,8.016,1.6,0.0176,0.25199,370640946,-832247872,-819510464,-0.93,-0.303,0.15187,0.07819,0.07113,USD,
8,Bakrie Tower Building,12th Floor Komplek Rasuna Epicentrum Jalan H. R. Rasuna Said,Jakarta Selatan,12940,Indonesia,62 21 5794 2080,62 21 5794 2070,https://www.bumiresources.com,Thermal Coal,Energy,"PT Bumi Resources Tbk, together with its subsidiaries, engages in the mining activities in Indonesia. It operates through Coal, Services, Oil and Gas, and Gold segments. The Coal segment engages in the exploration, exploitation, and sale of coal deposits. The Services segment offers marketing and management services. The Oil and Gas segment explores for oil and gas properties. The Gold segment explores for gold properties. The company also exports its products. PT Bumi Resources Tbk was formerly known as PT Bumi Modern Tbk. and changed its name to PT Bumi Resources Tbk in September 2000. PT Bumi Resources Tbk was founded in 1973 and is headquartered in Jakarta Selatan, Indonesia. PT Bumi Resources Tbk is a subsidiary of Long Haul Holdings Ltd.",821,"{'maxAge': 1, 'name': 'Mr. Nalinkant Amratlal Rathod', 'age': 72, 'title': 'Deputy CEO & Director', 'yearBorn': 1950, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1340064000,0.0,0.759973,3.692308,44,44,1,0,0,3301372928,1.44,2.32,1.8890228,1.44,1.787,0.0,0.0,USD,4038827776,0.25144,597863467,1856600064,0.8,1.8000001,1672444800,1703980800,1688083200,-0.827,439431232,0.39,2.311,29.557,PNK,EQUITY,PBMRY,PBMRY,BUMI RESOURCES TBK UNSP ADR EAC,PT Bumi Resources Tbk,1271856600,America/New_York,EDT,-14400000,1.44,none,87218584,0.047,136645232,227503264,0.452,0.865,1747661696,8.016,1.6,0.0176,0.25199,370640946,-832247872,-819510464,-0.93,-0.303,0.15187,0.07819,0.07113,USD,
9,Bakrie Tower Building,12th Floor Komplek Rasuna Epicentrum Jalan H. R. Rasuna Said,Jakarta Selatan,12940,Indonesia,62 21 5794 2080,62 21 5794 2070,https://www.bumiresources.com,Thermal Coal,Energy,"PT Bumi Resources Tbk, together with its subsidiaries, engages in the mining activities in Indonesia. It operates through Coal, Services, Oil and Gas, and Gold segments. The Coal segment engages in the exploration, exploitation, and sale of coal deposits. The Services segment offers marketing and management services. The Oil and Gas segment explores for oil and gas properties. The Gold segment explores for gold properties. The company also exports its products. PT Bumi Resources Tbk was formerly known as PT Bumi Modern Tbk. and changed its name to PT Bumi Resources Tbk in September 2000. PT Bumi Resources Tbk was founded in 1973 and is headquartered in Jakarta Selatan, Indonesia. PT Bumi Resources Tbk is a subsidiary of Long Haul Holdings Ltd.",821,"{'maxAge': 1, 'name': 'Mr. Kenneth Patrick Farrell', 'age': 67, 'title': 'Managing Director', 'yearBorn': 1955, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1340064000,0.0,0.759973,3.692308,44,44,1,0,0,3301372928,1.44,2.32,1.8890228,1.44,1.787,0.0,0.0,USD,4038827776,0.25144,597863467,1856600064,0.8,1.8000001,1672444800,1703980800,1688083200,-0.827,439431232,0.39,2.311,29.557,PNK,EQUITY,PBMRY,PBMRY,BUMI RESOURCES TBK UNSP ADR EAC,PT Bumi Resources Tbk,1271856600,America/New_York,EDT,-14400000,1.44,none,87218584,0.047,136645232,227503264,0.452,0.865,1747661696,8.016,1.6,0.0176,0.25199,370640946,-832247872,-819510464,-0.93,-0.303,0.15187,0.07819,0.07113,USD,
