,address1,address2,city,state,zip,country,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,333 Bay Street,Suite 2400,Toronto,ON,M5H 2T6,Canada,https://www.gsr.com,Gold,Basic Materials,"Golden Star Resources Ltd. operates as a gold mining and exploration company. The company owns and operates the Wassa Gold Mine located in Ghana. The company was incorporated in 1992 and is based in Toronto, Canada. Golden Star Resources Ltd. is as a subsidiary of Chifeng Jilong Gold Mining Co., Ltd.","{'maxAge': 1, 'name': 'Mr. Steven Mitchel Wasel', 'age': 57, 'title': 'VP of Exploration', 'yearBorn': 1965, 'fiscalYear': 2020, 'totalPay': 621550, 'exercisedValue': 272075, 'unexercisedValue': 0}",1609372800,86400,4,3.89,3.87,3.88,3.91,3.89,3.87,3.88,3.91,0.198366,7.9591837,2443103,2443103,1114649,644990,644990,0.0,0.0,1000,21500,454318816,2.04,4.04,1.7307318,3.7944,3.1226,0.0,0.0,USD,541428672,-0.03433,108694750,115725000,0.32744,0.33352003,0.056,69.64286,1609372800,1640908800,1632960000,-7330000,-0.08,0.49,1:5,1540857600,2.063,5.22,ASE,EQUITY,GSS,GSS,"Golden Star Resources, Ltd",Golden Star Resources Ltd.,1001511000,America/New_York,EDT,-14400000,3.9,3.91,3.81,3.86,3.86,3.0,hold,4,50472000,0.436,103724000,115776000,0.865,1.443,262500992,370.495,2.316,0.13673,0.00315,148104000,31735500,57864000,-0.133,0.49106,0.39514,0.28117,USD,
1,333 Bay Street,Suite 2400,Toronto,ON,M5H 2T6,Canada,https://www.gsr.com,Gold,Basic Materials,"Golden Star Resources Ltd. operates as a gold mining and exploration company. The company owns and operates the Wassa Gold Mine located in Ghana. The company was incorporated in 1992 and is based in Toronto, Canada. Golden Star Resources Ltd. is as a subsidiary of Chifeng Jilong Gold Mining Co., Ltd.","{'maxAge': 1, 'name': 'Mr. Tiehe  Chen', 'age': 54, 'title': 'CEO & Director', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,4,3.89,3.87,3.88,3.91,3.89,3.87,3.88,3.91,0.198366,7.9591837,2443103,2443103,1114649,644990,644990,0.0,0.0,1000,21500,454318816,2.04,4.04,1.7307318,3.7944,3.1226,0.0,0.0,USD,541428672,-0.03433,108694750,115725000,0.32744,0.33352003,0.056,69.64286,1609372800,1640908800,1632960000,-7330000,-0.08,0.49,1:5,1540857600,2.063,5.22,ASE,EQUITY,GSS,GSS,"Golden Star Resources, Ltd",Golden Star Resources Ltd.,1001511000,America/New_York,EDT,-14400000,3.9,3.91,3.81,3.86,3.86,3.0,hold,4,50472000,0.436,103724000,115776000,0.865,1.443,262500992,370.495,2.316,0.13673,0.00315,148104000,31735500,57864000,-0.133,0.49106,0.39514,0.28117,USD,
2,333 Bay Street,Suite 2400,Toronto,ON,M5H 2T6,Canada,https://www.gsr.com,Gold,Basic Materials,"Golden Star Resources Ltd. operates as a gold mining and exploration company. The company owns and operates the Wassa Gold Mine located in Ghana. The company was incorporated in 1992 and is based in Toronto, Canada. Golden Star Resources Ltd. is as a subsidiary of Chifeng Jilong Gold Mining Co., Ltd.","{'maxAge': 1, 'name': 'Lijun  Li', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,4,3.89,3.87,3.88,3.91,3.89,3.87,3.88,3.91,0.198366,7.9591837,2443103,2443103,1114649,644990,644990,0.0,0.0,1000,21500,454318816,2.04,4.04,1.7307318,3.7944,3.1226,0.0,0.0,USD,541428672,-0.03433,108694750,115725000,0.32744,0.33352003,0.056,69.64286,1609372800,1640908800,1632960000,-7330000,-0.08,0.49,1:5,1540857600,2.063,5.22,ASE,EQUITY,GSS,GSS,"Golden Star Resources, Ltd",Golden Star Resources Ltd.,1001511000,America/New_York,EDT,-14400000,3.9,3.91,3.81,3.86,3.86,3.0,hold,4,50472000,0.436,103724000,115776000,0.865,1.443,262500992,370.495,2.316,0.13673,0.00315,148104000,31735500,57864000,-0.133,0.49106,0.39514,0.28117,USD,
3,333 Bay Street,Suite 2400,Toronto,ON,M5H 2T6,Canada,https://www.gsr.com,Gold,Basic Materials,"Golden Star Resources Ltd. operates as a gold mining and exploration company. The company owns and operates the Wassa Gold Mine located in Ghana. The company was incorporated in 1992 and is based in Toronto, Canada. Golden Star Resources Ltd. is as a subsidiary of Chifeng Jilong Gold Mining Co., Ltd.","{'maxAge': 1, 'name': 'Jesse  Huang', 'title': 'VP of Corp. Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,4,3.89,3.87,3.88,3.91,3.89,3.87,3.88,3.91,0.198366,7.9591837,2443103,2443103,1114649,644990,644990,0.0,0.0,1000,21500,454318816,2.04,4.04,1.7307318,3.7944,3.1226,0.0,0.0,USD,541428672,-0.03433,108694750,115725000,0.32744,0.33352003,0.056,69.64286,1609372800,1640908800,1632960000,-7330000,-0.08,0.49,1:5,1540857600,2.063,5.22,ASE,EQUITY,GSS,GSS,"Golden Star Resources, Ltd",Golden Star Resources Ltd.,1001511000,America/New_York,EDT,-14400000,3.9,3.91,3.81,3.86,3.86,3.0,hold,4,50472000,0.436,103724000,115776000,0.865,1.443,262500992,370.495,2.316,0.13673,0.00315,148104000,31735500,57864000,-0.133,0.49106,0.39514,0.28117,USD,
4,333 Bay Street,Suite 2400,Toronto,ON,M5H 2T6,Canada,https://www.gsr.com,Gold,Basic Materials,"Golden Star Resources Ltd. operates as a gold mining and exploration company. The company owns and operates the Wassa Gold Mine located in Ghana. The company was incorporated in 1992 and is based in Toronto, Canada. Golden Star Resources Ltd. is as a subsidiary of Chifeng Jilong Gold Mining Co., Ltd.","{'maxAge': 1, 'name': 'Mr. Shaddrack  Adjetey Sowah', 'title': 'VP of Support Services & MD', 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,4,3.89,3.87,3.88,3.91,3.89,3.87,3.88,3.91,0.198366,7.9591837,2443103,2443103,1114649,644990,644990,0.0,0.0,1000,21500,454318816,2.04,4.04,1.7307318,3.7944,3.1226,0.0,0.0,USD,541428672,-0.03433,108694750,115725000,0.32744,0.33352003,0.056,69.64286,1609372800,1640908800,1632960000,-7330000,-0.08,0.49,1:5,1540857600,2.063,5.22,ASE,EQUITY,GSS,GSS,"Golden Star Resources, Ltd",Golden Star Resources Ltd.,1001511000,America/New_York,EDT,-14400000,3.9,3.91,3.81,3.86,3.86,3.0,hold,4,50472000,0.436,103724000,115776000,0.865,1.443,262500992,370.495,2.316,0.13673,0.00315,148104000,31735500,57864000,-0.133,0.49106,0.39514,0.28117,USD,
5,333 Bay Street,Suite 2400,Toronto,ON,M5H 2T6,Canada,https://www.gsr.com,Gold,Basic Materials,"Golden Star Resources Ltd. operates as a gold mining and exploration company. The company owns and operates the Wassa Gold Mine located in Ghana. The company was incorporated in 1992 and is based in Toronto, Canada. Golden Star Resources Ltd. is as a subsidiary of Chifeng Jilong Gold Mining Co., Ltd.","{'maxAge': 1, 'name': 'Michael  Stoner', 'title': 'Investor Relations & Bus. Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,4,3.89,3.87,3.88,3.91,3.89,3.87,3.88,3.91,0.198366,7.9591837,2443103,2443103,1114649,644990,644990,0.0,0.0,1000,21500,454318816,2.04,4.04,1.7307318,3.7944,3.1226,0.0,0.0,USD,541428672,-0.03433,108694750,115725000,0.32744,0.33352003,0.056,69.64286,1609372800,1640908800,1632960000,-7330000,-0.08,0.49,1:5,1540857600,2.063,5.22,ASE,EQUITY,GSS,GSS,"Golden Star Resources, Ltd",Golden Star Resources Ltd.,1001511000,America/New_York,EDT,-14400000,3.9,3.91,3.81,3.86,3.86,3.0,hold,4,50472000,0.436,103724000,115776000,0.865,1.443,262500992,370.495,2.316,0.13673,0.00315,148104000,31735500,57864000,-0.133,0.49106,0.39514,0.28117,USD,
