,address1,address2,city,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"350, Hangang-daero",Yongsan-gu,Seoul,South Korea,82 4 1540 3500,https://www.dongkook.net,Auto Parts,Consumer Cyclical,"Kbi Dongkook Ind.Co.,Ltd provides automobile components in South Korea. It offers interior and exterior components, air conditioning, and lamp parts. The company was founded in 1955 and is headquartered in Seoul, South Korea.","{'maxAge': 1, 'name': 'Jin San  Kim', 'title': 'Chief Exec. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,593.0,609.0,595.0,609.0,593.0,609.0,595.0,609.0,1293580800,0.0,0.864361,154930,154930,220457,93666,93666,600.0,600.0,0,0,60264071168,503.0,1014.0,0.09046656,606.24,657.315,KRW,210466324480,0.01417,56645914,100273000,0.48227,0.00018999999,1672444800,1703980800,1688083200,9442246656,10:1,1177632000,0.316,3.789,KSC,EQUITY,001620.KS,001620.KS,KBIDK,"Kbi Dongkook Ind.Co.,Ltd.",946944000,Asia/Seoul,KST,32400000,601.0,none,42312695808,392.928,55544958976,184833802240,0.42,0.847,666147487744,97.218,6701.653,0.01525,0.058000002,53863257530,-21769766912,12444742656,0.131,0.107259996,0.083380006,0.020469999,KRW,
1,"350, Hangang-daero",Yongsan-gu,Seoul,South Korea,82 4 1540 3500,https://www.dongkook.net,Auto Parts,Consumer Cyclical,"Kbi Dongkook Ind.Co.,Ltd provides automobile components in South Korea. It offers interior and exterior components, air conditioning, and lamp parts. The company was founded in 1955 and is headquartered in Seoul, South Korea.","{'maxAge': 1, 'name': 'Mr. Hyo-Sang  Park', 'age': 64, 'title': 'Pres and Director', 'yearBorn': 1958, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,593.0,609.0,595.0,609.0,593.0,609.0,595.0,609.0,1293580800,0.0,0.864361,154930,154930,220457,93666,93666,600.0,600.0,0,0,60264071168,503.0,1014.0,0.09046656,606.24,657.315,KRW,210466324480,0.01417,56645914,100273000,0.48227,0.00018999999,1672444800,1703980800,1688083200,9442246656,10:1,1177632000,0.316,3.789,KSC,EQUITY,001620.KS,001620.KS,KBIDK,"Kbi Dongkook Ind.Co.,Ltd.",946944000,Asia/Seoul,KST,32400000,601.0,none,42312695808,392.928,55544958976,184833802240,0.42,0.847,666147487744,97.218,6701.653,0.01525,0.058000002,53863257530,-21769766912,12444742656,0.131,0.107259996,0.083380006,0.020469999,KRW,
