,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"111, quai du Président Roosevelt",CS 70222,Issy-les-Moulineaux,92449,France,33 1 44 44 22 22,https://www.orange.com,Telecom Services,Communication Services,"Orange S.A. provides various fixed telephony and mobile telecommunications, data transmission, and other value-added services to customers, businesses, and other telecommunications operators in France and internationally. The company operates through France; Spain and Other European Countries; The Africa and Middle East; Enterprise; International Carriers & Shared Services; and Mobile Financial Services segments. It offers mobile services, such as voice, SMS, and data; fixed broadband and narrowband services, as well as fixed network business solutions, including voice and data; and convergence packages. The company also sells mobile handsets, broadband equipment, connected devices, and accessories. In addition, it provides IT and integration services comprising unified communication and collaboration services, such as LAN and telephony, consultancy, integration, and project management; hosting and infrastructure services, including cloud computing; customer relations management and other applications services; security services; and video conferencing, as well as sells related equipment. Further, the company offers national and international roaming services; online advertising services; and mobile virtual network operators, network sharing, and mobile financial services, as well as sells equipment to external distributors and brokers. It markets its products and services under the Orange brand. The company was formerly known as France Telecom and changed its name to Orange S.A. in July 2013. Orange S.A. is headquartered in Issy-les-Moulineaux, France.",136430,"{'maxAge': 1, 'name': 'Ms. Christel  Heydemann', 'age': 48, 'title': 'CEO & Exec. Director', 'yearBorn': 1974, 'fiscalYear': 2022, 'totalPay': 1450155, 'exercisedValue': 0, 'unexercisedValue': 0}",4,4,1,7,3,1693526400,1672444800,86400,2,10.976,11.0,11.0,11.134,10.976,11.0,11.0,11.134,0.7,0.0638,1701648000,1.1475,5.93,0.131756,18.131147,9.534483,14716059,14716059,4724284,5303776,5303776,0.0,0.0,0,0,29414955008,9.082,11.874,0.67281854,10.44536,10.474755,0.7,0.06377551,EUR,66145558528,0.04129,1758304622,2659579904,0.21034999,0.43615,11.803,0.9370499,1672444800,1703980800,1688083200,-0.28,1604999936,0.61,1.16,0.69,1.513,5.218,PAR,EQUITY,ORA.PA,ORA.PA,ORANGE,Orange S.A.,946886400,Europe/Paris,CEST,7200000,11.06,16.0,8.0,12.6,13.0,2.2,buy,20,12712999936,4.781,12675999744,46428999680,0.712,0.853,43719000064,134.948,16.374,0.03115,0.06375,16757000000,2561625088,11335000064,-0.286,0.012,0.37542,0.28994,0.12587,EUR,
1,"111, quai du Président Roosevelt",CS 70222,Issy-les-Moulineaux,92449,France,33 1 44 44 22 22,https://www.orange.com,Telecom Services,Communication Services,"Orange S.A. provides various fixed telephony and mobile telecommunications, data transmission, and other value-added services to customers, businesses, and other telecommunications operators in France and internationally. The company operates through France; Spain and Other European Countries; The Africa and Middle East; Enterprise; International Carriers & Shared Services; and Mobile Financial Services segments. It offers mobile services, such as voice, SMS, and data; fixed broadband and narrowband services, as well as fixed network business solutions, including voice and data; and convergence packages. The company also sells mobile handsets, broadband equipment, connected devices, and accessories. In addition, it provides IT and integration services comprising unified communication and collaboration services, such as LAN and telephony, consultancy, integration, and project management; hosting and infrastructure services, including cloud computing; customer relations management and other applications services; security services; and video conferencing, as well as sells related equipment. Further, the company offers national and international roaming services; online advertising services; and mobile virtual network operators, network sharing, and mobile financial services, as well as sells equipment to external distributors and brokers. It markets its products and services under the Orange brand. The company was formerly known as France Telecom and changed its name to Orange S.A. in July 2013. Orange S.A. is headquartered in Issy-les-Moulineaux, France.",136430,"{'maxAge': 1, 'name': 'Mr. Laurent  Martinez', 'age': 54, 'title': 'Group Chief Financial Officer', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",4,4,1,7,3,1693526400,1672444800,86400,2,10.976,11.0,11.0,11.134,10.976,11.0,11.0,11.134,0.7,0.0638,1701648000,1.1475,5.93,0.131756,18.131147,9.534483,14716059,14716059,4724284,5303776,5303776,0.0,0.0,0,0,29414955008,9.082,11.874,0.67281854,10.44536,10.474755,0.7,0.06377551,EUR,66145558528,0.04129,1758304622,2659579904,0.21034999,0.43615,11.803,0.9370499,1672444800,1703980800,1688083200,-0.28,1604999936,0.61,1.16,0.69,1.513,5.218,PAR,EQUITY,ORA.PA,ORA.PA,ORANGE,Orange S.A.,946886400,Europe/Paris,CEST,7200000,11.06,16.0,8.0,12.6,13.0,2.2,buy,20,12712999936,4.781,12675999744,46428999680,0.712,0.853,43719000064,134.948,16.374,0.03115,0.06375,16757000000,2561625088,11335000064,-0.286,0.012,0.37542,0.28994,0.12587,EUR,
2,"111, quai du Président Roosevelt",CS 70222,Issy-les-Moulineaux,92449,France,33 1 44 44 22 22,https://www.orange.com,Telecom Services,Communication Services,"Orange S.A. provides various fixed telephony and mobile telecommunications, data transmission, and other value-added services to customers, businesses, and other telecommunications operators in France and internationally. The company operates through France; Spain and Other European Countries; The Africa and Middle East; Enterprise; International Carriers & Shared Services; and Mobile Financial Services segments. It offers mobile services, such as voice, SMS, and data; fixed broadband and narrowband services, as well as fixed network business solutions, including voice and data; and convergence packages. The company also sells mobile handsets, broadband equipment, connected devices, and accessories. In addition, it provides IT and integration services comprising unified communication and collaboration services, such as LAN and telephony, consultancy, integration, and project management; hosting and infrastructure services, including cloud computing; customer relations management and other applications services; security services; and video conferencing, as well as sells related equipment. Further, the company offers national and international roaming services; online advertising services; and mobile virtual network operators, network sharing, and mobile financial services, as well as sells equipment to external distributors and brokers. It markets its products and services under the Orange brand. The company was formerly known as France Telecom and changed its name to Orange S.A. in July 2013. Orange S.A. is headquartered in Issy-les-Moulineaux, France.",136430,"{'maxAge': 1, 'name': 'Mr. Bruno  Zerbib', 'title': 'Chief Technology & Innovation Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",4,4,1,7,3,1693526400,1672444800,86400,2,10.976,11.0,11.0,11.134,10.976,11.0,11.0,11.134,0.7,0.0638,1701648000,1.1475,5.93,0.131756,18.131147,9.534483,14716059,14716059,4724284,5303776,5303776,0.0,0.0,0,0,29414955008,9.082,11.874,0.67281854,10.44536,10.474755,0.7,0.06377551,EUR,66145558528,0.04129,1758304622,2659579904,0.21034999,0.43615,11.803,0.9370499,1672444800,1703980800,1688083200,-0.28,1604999936,0.61,1.16,0.69,1.513,5.218,PAR,EQUITY,ORA.PA,ORA.PA,ORANGE,Orange S.A.,946886400,Europe/Paris,CEST,7200000,11.06,16.0,8.0,12.6,13.0,2.2,buy,20,12712999936,4.781,12675999744,46428999680,0.712,0.853,43719000064,134.948,16.374,0.03115,0.06375,16757000000,2561625088,11335000064,-0.286,0.012,0.37542,0.28994,0.12587,EUR,
3,"111, quai du Président Roosevelt",CS 70222,Issy-les-Moulineaux,92449,France,33 1 44 44 22 22,https://www.orange.com,Telecom Services,Communication Services,"Orange S.A. provides various fixed telephony and mobile telecommunications, data transmission, and other value-added services to customers, businesses, and other telecommunications operators in France and internationally. The company operates through France; Spain and Other European Countries; The Africa and Middle East; Enterprise; International Carriers & Shared Services; and Mobile Financial Services segments. It offers mobile services, such as voice, SMS, and data; fixed broadband and narrowband services, as well as fixed network business solutions, including voice and data; and convergence packages. The company also sells mobile handsets, broadband equipment, connected devices, and accessories. In addition, it provides IT and integration services comprising unified communication and collaboration services, such as LAN and telephony, consultancy, integration, and project management; hosting and infrastructure services, including cloud computing; customer relations management and other applications services; security services; and video conferencing, as well as sells related equipment. Further, the company offers national and international roaming services; online advertising services; and mobile virtual network operators, network sharing, and mobile financial services, as well as sells equipment to external distributors and brokers. It markets its products and services under the Orange brand. The company was formerly known as France Telecom and changed its name to Orange S.A. in July 2013. Orange S.A. is headquartered in Issy-les-Moulineaux, France.",136430,"{'maxAge': 1, 'name': 'Mr. Patrice Lambert De Diesbach', 'age': 66, 'title': 'Sr. VP & Head of Investor Relations', 'yearBorn': 1956, 'exercisedValue': 0, 'unexercisedValue': 0}",4,4,1,7,3,1693526400,1672444800,86400,2,10.976,11.0,11.0,11.134,10.976,11.0,11.0,11.134,0.7,0.0638,1701648000,1.1475,5.93,0.131756,18.131147,9.534483,14716059,14716059,4724284,5303776,5303776,0.0,0.0,0,0,29414955008,9.082,11.874,0.67281854,10.44536,10.474755,0.7,0.06377551,EUR,66145558528,0.04129,1758304622,2659579904,0.21034999,0.43615,11.803,0.9370499,1672444800,1703980800,1688083200,-0.28,1604999936,0.61,1.16,0.69,1.513,5.218,PAR,EQUITY,ORA.PA,ORA.PA,ORANGE,Orange S.A.,946886400,Europe/Paris,CEST,7200000,11.06,16.0,8.0,12.6,13.0,2.2,buy,20,12712999936,4.781,12675999744,46428999680,0.712,0.853,43719000064,134.948,16.374,0.03115,0.06375,16757000000,2561625088,11335000064,-0.286,0.012,0.37542,0.28994,0.12587,EUR,
4,"111, quai du Président Roosevelt",CS 70222,Issy-les-Moulineaux,92449,France,33 1 44 44 22 22,https://www.orange.com,Telecom Services,Communication Services,"Orange S.A. provides various fixed telephony and mobile telecommunications, data transmission, and other value-added services to customers, businesses, and other telecommunications operators in France and internationally. The company operates through France; Spain and Other European Countries; The Africa and Middle East; Enterprise; International Carriers & Shared Services; and Mobile Financial Services segments. It offers mobile services, such as voice, SMS, and data; fixed broadband and narrowband services, as well as fixed network business solutions, including voice and data; and convergence packages. The company also sells mobile handsets, broadband equipment, connected devices, and accessories. In addition, it provides IT and integration services comprising unified communication and collaboration services, such as LAN and telephony, consultancy, integration, and project management; hosting and infrastructure services, including cloud computing; customer relations management and other applications services; security services; and video conferencing, as well as sells related equipment. Further, the company offers national and international roaming services; online advertising services; and mobile virtual network operators, network sharing, and mobile financial services, as well as sells equipment to external distributors and brokers. It markets its products and services under the Orange brand. The company was formerly known as France Telecom and changed its name to Orange S.A. in July 2013. Orange S.A. is headquartered in Issy-les-Moulineaux, France.",136430,"{'maxAge': 1, 'name': 'Ms. Brigitte  Bourgoin', 'age': 68, 'title': 'Group Chief Compliance Officer', 'yearBorn': 1954, 'exercisedValue': 0, 'unexercisedValue': 0}",4,4,1,7,3,1693526400,1672444800,86400,2,10.976,11.0,11.0,11.134,10.976,11.0,11.0,11.134,0.7,0.0638,1701648000,1.1475,5.93,0.131756,18.131147,9.534483,14716059,14716059,4724284,5303776,5303776,0.0,0.0,0,0,29414955008,9.082,11.874,0.67281854,10.44536,10.474755,0.7,0.06377551,EUR,66145558528,0.04129,1758304622,2659579904,0.21034999,0.43615,11.803,0.9370499,1672444800,1703980800,1688083200,-0.28,1604999936,0.61,1.16,0.69,1.513,5.218,PAR,EQUITY,ORA.PA,ORA.PA,ORANGE,Orange S.A.,946886400,Europe/Paris,CEST,7200000,11.06,16.0,8.0,12.6,13.0,2.2,buy,20,12712999936,4.781,12675999744,46428999680,0.712,0.853,43719000064,134.948,16.374,0.03115,0.06375,16757000000,2561625088,11335000064,-0.286,0.012,0.37542,0.28994,0.12587,EUR,
5,"111, quai du Président Roosevelt",CS 70222,Issy-les-Moulineaux,92449,France,33 1 44 44 22 22,https://www.orange.com,Telecom Services,Communication Services,"Orange S.A. provides various fixed telephony and mobile telecommunications, data transmission, and other value-added services to customers, businesses, and other telecommunications operators in France and internationally. The company operates through France; Spain and Other European Countries; The Africa and Middle East; Enterprise; International Carriers & Shared Services; and Mobile Financial Services segments. It offers mobile services, such as voice, SMS, and data; fixed broadband and narrowband services, as well as fixed network business solutions, including voice and data; and convergence packages. The company also sells mobile handsets, broadband equipment, connected devices, and accessories. In addition, it provides IT and integration services comprising unified communication and collaboration services, such as LAN and telephony, consultancy, integration, and project management; hosting and infrastructure services, including cloud computing; customer relations management and other applications services; security services; and video conferencing, as well as sells related equipment. Further, the company offers national and international roaming services; online advertising services; and mobile virtual network operators, network sharing, and mobile financial services, as well as sells equipment to external distributors and brokers. It markets its products and services under the Orange brand. The company was formerly known as France Telecom and changed its name to Orange S.A. in July 2013. Orange S.A. is headquartered in Issy-les-Moulineaux, France.",136430,"{'maxAge': 1, 'name': 'Ms. Caroline  Guillaumin', 'age': 57, 'title': 'Exec. Director of Communications', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",4,4,1,7,3,1693526400,1672444800,86400,2,10.976,11.0,11.0,11.134,10.976,11.0,11.0,11.134,0.7,0.0638,1701648000,1.1475,5.93,0.131756,18.131147,9.534483,14716059,14716059,4724284,5303776,5303776,0.0,0.0,0,0,29414955008,9.082,11.874,0.67281854,10.44536,10.474755,0.7,0.06377551,EUR,66145558528,0.04129,1758304622,2659579904,0.21034999,0.43615,11.803,0.9370499,1672444800,1703980800,1688083200,-0.28,1604999936,0.61,1.16,0.69,1.513,5.218,PAR,EQUITY,ORA.PA,ORA.PA,ORANGE,Orange S.A.,946886400,Europe/Paris,CEST,7200000,11.06,16.0,8.0,12.6,13.0,2.2,buy,20,12712999936,4.781,12675999744,46428999680,0.712,0.853,43719000064,134.948,16.374,0.03115,0.06375,16757000000,2561625088,11335000064,-0.286,0.012,0.37542,0.28994,0.12587,EUR,
6,"111, quai du Président Roosevelt",CS 70222,Issy-les-Moulineaux,92449,France,33 1 44 44 22 22,https://www.orange.com,Telecom Services,Communication Services,"Orange S.A. provides various fixed telephony and mobile telecommunications, data transmission, and other value-added services to customers, businesses, and other telecommunications operators in France and internationally. The company operates through France; Spain and Other European Countries; The Africa and Middle East; Enterprise; International Carriers & Shared Services; and Mobile Financial Services segments. It offers mobile services, such as voice, SMS, and data; fixed broadband and narrowband services, as well as fixed network business solutions, including voice and data; and convergence packages. The company also sells mobile handsets, broadband equipment, connected devices, and accessories. In addition, it provides IT and integration services comprising unified communication and collaboration services, such as LAN and telephony, consultancy, integration, and project management; hosting and infrastructure services, including cloud computing; customer relations management and other applications services; security services; and video conferencing, as well as sells related equipment. Further, the company offers national and international roaming services; online advertising services; and mobile virtual network operators, network sharing, and mobile financial services, as well as sells equipment to external distributors and brokers. It markets its products and services under the Orange brand. The company was formerly known as France Telecom and changed its name to Orange S.A. in July 2013. Orange S.A. is headquartered in Issy-les-Moulineaux, France.",136430,"{'maxAge': 1, 'name': 'Mr. Vincent  Lecerf', 'age': 58, 'title': 'Exec. Director of HR for the Group', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",4,4,1,7,3,1693526400,1672444800,86400,2,10.976,11.0,11.0,11.134,10.976,11.0,11.0,11.134,0.7,0.0638,1701648000,1.1475,5.93,0.131756,18.131147,9.534483,14716059,14716059,4724284,5303776,5303776,0.0,0.0,0,0,29414955008,9.082,11.874,0.67281854,10.44536,10.474755,0.7,0.06377551,EUR,66145558528,0.04129,1758304622,2659579904,0.21034999,0.43615,11.803,0.9370499,1672444800,1703980800,1688083200,-0.28,1604999936,0.61,1.16,0.69,1.513,5.218,PAR,EQUITY,ORA.PA,ORA.PA,ORANGE,Orange S.A.,946886400,Europe/Paris,CEST,7200000,11.06,16.0,8.0,12.6,13.0,2.2,buy,20,12712999936,4.781,12675999744,46428999680,0.712,0.853,43719000064,134.948,16.374,0.03115,0.06375,16757000000,2561625088,11335000064,-0.286,0.012,0.37542,0.28994,0.12587,EUR,
7,"111, quai du Président Roosevelt",CS 70222,Issy-les-Moulineaux,92449,France,33 1 44 44 22 22,https://www.orange.com,Telecom Services,Communication Services,"Orange S.A. provides various fixed telephony and mobile telecommunications, data transmission, and other value-added services to customers, businesses, and other telecommunications operators in France and internationally. The company operates through France; Spain and Other European Countries; The Africa and Middle East; Enterprise; International Carriers & Shared Services; and Mobile Financial Services segments. It offers mobile services, such as voice, SMS, and data; fixed broadband and narrowband services, as well as fixed network business solutions, including voice and data; and convergence packages. The company also sells mobile handsets, broadband equipment, connected devices, and accessories. In addition, it provides IT and integration services comprising unified communication and collaboration services, such as LAN and telephony, consultancy, integration, and project management; hosting and infrastructure services, including cloud computing; customer relations management and other applications services; security services; and video conferencing, as well as sells related equipment. Further, the company offers national and international roaming services; online advertising services; and mobile virtual network operators, network sharing, and mobile financial services, as well as sells equipment to external distributors and brokers. It markets its products and services under the Orange brand. The company was formerly known as France Telecom and changed its name to Orange S.A. in July 2013. Orange S.A. is headquartered in Issy-les-Moulineaux, France.",136430,"{'maxAge': 1, 'name': 'Mr. Jerome  Henique', 'age': 53, 'title': 'Exec. Director and CEO of Orange Africa & Middle East (OMEA)', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",4,4,1,7,3,1693526400,1672444800,86400,2,10.976,11.0,11.0,11.134,10.976,11.0,11.0,11.134,0.7,0.0638,1701648000,1.1475,5.93,0.131756,18.131147,9.534483,14716059,14716059,4724284,5303776,5303776,0.0,0.0,0,0,29414955008,9.082,11.874,0.67281854,10.44536,10.474755,0.7,0.06377551,EUR,66145558528,0.04129,1758304622,2659579904,0.21034999,0.43615,11.803,0.9370499,1672444800,1703980800,1688083200,-0.28,1604999936,0.61,1.16,0.69,1.513,5.218,PAR,EQUITY,ORA.PA,ORA.PA,ORANGE,Orange S.A.,946886400,Europe/Paris,CEST,7200000,11.06,16.0,8.0,12.6,13.0,2.2,buy,20,12712999936,4.781,12675999744,46428999680,0.712,0.853,43719000064,134.948,16.374,0.03115,0.06375,16757000000,2561625088,11335000064,-0.286,0.012,0.37542,0.28994,0.12587,EUR,
8,"111, quai du Président Roosevelt",CS 70222,Issy-les-Moulineaux,92449,France,33 1 44 44 22 22,https://www.orange.com,Telecom Services,Communication Services,"Orange S.A. provides various fixed telephony and mobile telecommunications, data transmission, and other value-added services to customers, businesses, and other telecommunications operators in France and internationally. The company operates through France; Spain and Other European Countries; The Africa and Middle East; Enterprise; International Carriers & Shared Services; and Mobile Financial Services segments. It offers mobile services, such as voice, SMS, and data; fixed broadband and narrowband services, as well as fixed network business solutions, including voice and data; and convergence packages. The company also sells mobile handsets, broadband equipment, connected devices, and accessories. In addition, it provides IT and integration services comprising unified communication and collaboration services, such as LAN and telephony, consultancy, integration, and project management; hosting and infrastructure services, including cloud computing; customer relations management and other applications services; security services; and video conferencing, as well as sells related equipment. Further, the company offers national and international roaming services; online advertising services; and mobile virtual network operators, network sharing, and mobile financial services, as well as sells equipment to external distributors and brokers. It markets its products and services under the Orange brand. The company was formerly known as France Telecom and changed its name to Orange S.A. in July 2013. Orange S.A. is headquartered in Issy-les-Moulineaux, France.",136430,"{'maxAge': 1, 'name': 'Ms. Marie-Noelle  Jego-Laveissiere', 'age': 54, 'title': 'Exec. Director & CEO of Orange in Europe', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",4,4,1,7,3,1693526400,1672444800,86400,2,10.976,11.0,11.0,11.134,10.976,11.0,11.0,11.134,0.7,0.0638,1701648000,1.1475,5.93,0.131756,18.131147,9.534483,14716059,14716059,4724284,5303776,5303776,0.0,0.0,0,0,29414955008,9.082,11.874,0.67281854,10.44536,10.474755,0.7,0.06377551,EUR,66145558528,0.04129,1758304622,2659579904,0.21034999,0.43615,11.803,0.9370499,1672444800,1703980800,1688083200,-0.28,1604999936,0.61,1.16,0.69,1.513,5.218,PAR,EQUITY,ORA.PA,ORA.PA,ORANGE,Orange S.A.,946886400,Europe/Paris,CEST,7200000,11.06,16.0,8.0,12.6,13.0,2.2,buy,20,12712999936,4.781,12675999744,46428999680,0.712,0.853,43719000064,134.948,16.374,0.03115,0.06375,16757000000,2561625088,11335000064,-0.286,0.012,0.37542,0.28994,0.12587,EUR,
9,"111, quai du Président Roosevelt",CS 70222,Issy-les-Moulineaux,92449,France,33 1 44 44 22 22,https://www.orange.com,Telecom Services,Communication Services,"Orange S.A. provides various fixed telephony and mobile telecommunications, data transmission, and other value-added services to customers, businesses, and other telecommunications operators in France and internationally. The company operates through France; Spain and Other European Countries; The Africa and Middle East; Enterprise; International Carriers & Shared Services; and Mobile Financial Services segments. It offers mobile services, such as voice, SMS, and data; fixed broadband and narrowband services, as well as fixed network business solutions, including voice and data; and convergence packages. The company also sells mobile handsets, broadband equipment, connected devices, and accessories. In addition, it provides IT and integration services comprising unified communication and collaboration services, such as LAN and telephony, consultancy, integration, and project management; hosting and infrastructure services, including cloud computing; customer relations management and other applications services; security services; and video conferencing, as well as sells related equipment. Further, the company offers national and international roaming services; online advertising services; and mobile virtual network operators, network sharing, and mobile financial services, as well as sells equipment to external distributors and brokers. It markets its products and services under the Orange brand. The company was formerly known as France Telecom and changed its name to Orange S.A. in July 2013. Orange S.A. is headquartered in Issy-les-Moulineaux, France.",136430,"{'maxAge': 1, 'name': 'Mr. Michael  Trabbia', 'age': 46, 'title': 'Exec. Director & CEO of Orange Wholesale', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",4,4,1,7,3,1693526400,1672444800,86400,2,10.976,11.0,11.0,11.134,10.976,11.0,11.0,11.134,0.7,0.0638,1701648000,1.1475,5.93,0.131756,18.131147,9.534483,14716059,14716059,4724284,5303776,5303776,0.0,0.0,0,0,29414955008,9.082,11.874,0.67281854,10.44536,10.474755,0.7,0.06377551,EUR,66145558528,0.04129,1758304622,2659579904,0.21034999,0.43615,11.803,0.9370499,1672444800,1703980800,1688083200,-0.28,1604999936,0.61,1.16,0.69,1.513,5.218,PAR,EQUITY,ORA.PA,ORA.PA,ORANGE,Orange S.A.,946886400,Europe/Paris,CEST,7200000,11.06,16.0,8.0,12.6,13.0,2.2,buy,20,12712999936,4.781,12675999744,46428999680,0.712,0.853,43719000064,134.948,16.374,0.03115,0.06375,16757000000,2561625088,11335000064,-0.286,0.012,0.37542,0.28994,0.12587,EUR,
