,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,revenuePerShare,grossProfits,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Four Mangoe Lane,Surendra Mohan Ghosh Sarani,Kolkata,700001,India,91 33 2210 1221,91 33 2248 3683,https://wmtea.com,Credit Services,Financial Services,"Williamson Magor & Co. Limited operates as a non-banking financial company in India. It also engages in the investment and lending activities. The company was founded in 1868 and is based in Kolkata, India.",2,"{'maxAge': 1, 'name': 'Mr. Sk. Javed Akhtar', 'age': 41, 'title': 'Company Sec. & Compliance Officer', 'yearBorn': 1981, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,20.85,20.7,20.1,20.95,20.85,20.7,20.1,20.95,997142400,0.0,0.980718,3.0780559,1803,1803,6494,7110,7110,0.0,20.9,0,0,229208208,11.45,33.7,-2.7371411,20.764,20.7945,0.0,0.0,INR,5958427648,0.0,3271581,10956400,0.7014,0.0,-116.355,1680220800,1711843200,1688083200,72613000,6.79,-71.154,50.067,NSI,EQUITY,WILLAMAGOR.NS,WILLAMAGOR.NS,WILLIAMSON MAGOR &,Williamson Magor & Co. Limited,1025495100,Asia/Kolkata,IST,19800000,20.9,none,9213000,0.841,119010248,5738652160,-83740000,-7.638,30217000,-290812992,-0.958,0.0,0.0,-1.42021,INR,
1,Four Mangoe Lane,Surendra Mohan Ghosh Sarani,Kolkata,700001,India,91 33 2210 1221,91 33 2248 3683,https://wmtea.com,Credit Services,Financial Services,"Williamson Magor & Co. Limited operates as a non-banking financial company in India. It also engages in the investment and lending activities. The company was founded in 1868 and is based in Kolkata, India.",2,"{'maxAge': 1, 'name': 'Mr. Sudipta  Chakraborty', 'title': 'Mang. & CFO', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,20.85,20.7,20.1,20.95,20.85,20.7,20.1,20.95,997142400,0.0,0.980718,3.0780559,1803,1803,6494,7110,7110,0.0,20.9,0,0,229208208,11.45,33.7,-2.7371411,20.764,20.7945,0.0,0.0,INR,5958427648,0.0,3271581,10956400,0.7014,0.0,-116.355,1680220800,1711843200,1688083200,72613000,6.79,-71.154,50.067,NSI,EQUITY,WILLAMAGOR.NS,WILLAMAGOR.NS,WILLIAMSON MAGOR &,Williamson Magor & Co. Limited,1025495100,Asia/Kolkata,IST,19800000,20.9,none,9213000,0.841,119010248,5738652160,-83740000,-7.638,30217000,-290812992,-0.958,0.0,0.0,-1.42021,INR,
