,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,3600 South Gessner Road,Suite 220,Houston,TX,77063,United States,713-965-7582,https://www.spotlightcapitalholdings.com,Entertainment,Communication Services,"Spotlight Capital Holdings, Inc., through its subsidiaries, provides maintenance, repair, and overhaul products and services for aircraft in the general aviation sector in Florida. It offers various services that include federal aviation administration (FAA) certified repair station, major and minor airframe repairs, annual inspections, computerized aircraft weight and balance, aircraft modifications and STC kit installations, routine maintenance/insurance and accident repairs, composite airframe repairs, and pre-purchase inspections/log book analysis. The company also provides oxygen service/nitrogen service, service parts, janitrol/southwind heater service/AD compliance inspections, dye/fluorescent penetrant inspection service, aircraft exterior and interior detailing services, ACES dynamic propeller balancing service, avionics installations and repairs, minor paint repairs and detailing, instrument panel upgrades and component installs, engine scanners and monitor installation, and EGT/CHT calibration, as well as engine maintenance, repair, and overhaul, including custom installations and refurbishment. In addition, it offers charter air services for both passengers and cargo from South Florida to the Bahamas with leased aircraft. The company was formerly known as AvStar Aviation Group, Inc. and changed its name to Spotlight Capital Holdings, Inc. in November 2014. The company is headquartered in Houston, Texas. Spotlight Capital Holdings, Inc. was founded in 1987 and is based in Houston, Texas.",4,"{'maxAge': 1, 'name': 'Mr. Henry A. Schulle', 'age': 58, 'title': 'VP, Sec. and Director', 'yearBorn': 1964, 'fiscalYear': 2010, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1293753600,86400,4,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0,0.233748,1,1,6288,0,0,0.0,0.0,0,0,187644,0.0032,0.037,0.005234,0.0121784,0.0,0.0,USD,151265,0.0,9382220,0.0,0.0,-0.035,1577750400,1609372800,1601424000,-48649,-2.32,1:50,1415232000,PNK,EQUITY,SLCH,SLCH,SPOTLIGHT CAPITAL HOLDINGS INC,"Spotlight Capital Holdings, Inc.",916065000,America/New_York,EDT,-14400000,0.0044,none,600,0.0,78760,0.001,0.001,0,0.0,0.0,0.0,USD,
1,3600 South Gessner Road,Suite 220,Houston,TX,77063,United States,713-965-7582,https://www.spotlightcapitalholdings.com,Entertainment,Communication Services,"Spotlight Capital Holdings, Inc., through its subsidiaries, provides maintenance, repair, and overhaul products and services for aircraft in the general aviation sector in Florida. It offers various services that include federal aviation administration (FAA) certified repair station, major and minor airframe repairs, annual inspections, computerized aircraft weight and balance, aircraft modifications and STC kit installations, routine maintenance/insurance and accident repairs, composite airframe repairs, and pre-purchase inspections/log book analysis. The company also provides oxygen service/nitrogen service, service parts, janitrol/southwind heater service/AD compliance inspections, dye/fluorescent penetrant inspection service, aircraft exterior and interior detailing services, ACES dynamic propeller balancing service, avionics installations and repairs, minor paint repairs and detailing, instrument panel upgrades and component installs, engine scanners and monitor installation, and EGT/CHT calibration, as well as engine maintenance, repair, and overhaul, including custom installations and refurbishment. In addition, it offers charter air services for both passengers and cargo from South Florida to the Bahamas with leased aircraft. The company was formerly known as AvStar Aviation Group, Inc. and changed its name to Spotlight Capital Holdings, Inc. in November 2014. The company is headquartered in Houston, Texas. Spotlight Capital Holdings, Inc. was founded in 1987 and is based in Houston, Texas.",4,"{'maxAge': 1, 'name': 'Aaron  Johnson', 'title': 'CEO & Chairman', 'exercisedValue': 0, 'unexercisedValue': 0}",1293753600,86400,4,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0,0.233748,1,1,6288,0,0,0.0,0.0,0,0,187644,0.0032,0.037,0.005234,0.0121784,0.0,0.0,USD,151265,0.0,9382220,0.0,0.0,-0.035,1577750400,1609372800,1601424000,-48649,-2.32,1:50,1415232000,PNK,EQUITY,SLCH,SLCH,SPOTLIGHT CAPITAL HOLDINGS INC,"Spotlight Capital Holdings, Inc.",916065000,America/New_York,EDT,-14400000,0.0044,none,600,0.0,78760,0.001,0.001,0,0.0,0.0,0.0,USD,
2,3600 South Gessner Road,Suite 220,Houston,TX,77063,United States,713-965-7582,https://www.spotlightcapitalholdings.com,Entertainment,Communication Services,"Spotlight Capital Holdings, Inc., through its subsidiaries, provides maintenance, repair, and overhaul products and services for aircraft in the general aviation sector in Florida. It offers various services that include federal aviation administration (FAA) certified repair station, major and minor airframe repairs, annual inspections, computerized aircraft weight and balance, aircraft modifications and STC kit installations, routine maintenance/insurance and accident repairs, composite airframe repairs, and pre-purchase inspections/log book analysis. The company also provides oxygen service/nitrogen service, service parts, janitrol/southwind heater service/AD compliance inspections, dye/fluorescent penetrant inspection service, aircraft exterior and interior detailing services, ACES dynamic propeller balancing service, avionics installations and repairs, minor paint repairs and detailing, instrument panel upgrades and component installs, engine scanners and monitor installation, and EGT/CHT calibration, as well as engine maintenance, repair, and overhaul, including custom installations and refurbishment. In addition, it offers charter air services for both passengers and cargo from South Florida to the Bahamas with leased aircraft. The company was formerly known as AvStar Aviation Group, Inc. and changed its name to Spotlight Capital Holdings, Inc. in November 2014. The company is headquartered in Houston, Texas. Spotlight Capital Holdings, Inc. was founded in 1987 and is based in Houston, Texas.",4,"{'maxAge': 1, 'name': 'Deshorn  King', 'title': 'Pres', 'exercisedValue': 0, 'unexercisedValue': 0}",1293753600,86400,4,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0,0.233748,1,1,6288,0,0,0.0,0.0,0,0,187644,0.0032,0.037,0.005234,0.0121784,0.0,0.0,USD,151265,0.0,9382220,0.0,0.0,-0.035,1577750400,1609372800,1601424000,-48649,-2.32,1:50,1415232000,PNK,EQUITY,SLCH,SLCH,SPOTLIGHT CAPITAL HOLDINGS INC,"Spotlight Capital Holdings, Inc.",916065000,America/New_York,EDT,-14400000,0.0044,none,600,0.0,78760,0.001,0.001,0,0.0,0.0,0.0,USD,
3,3600 South Gessner Road,Suite 220,Houston,TX,77063,United States,713-965-7582,https://www.spotlightcapitalholdings.com,Entertainment,Communication Services,"Spotlight Capital Holdings, Inc., through its subsidiaries, provides maintenance, repair, and overhaul products and services for aircraft in the general aviation sector in Florida. It offers various services that include federal aviation administration (FAA) certified repair station, major and minor airframe repairs, annual inspections, computerized aircraft weight and balance, aircraft modifications and STC kit installations, routine maintenance/insurance and accident repairs, composite airframe repairs, and pre-purchase inspections/log book analysis. The company also provides oxygen service/nitrogen service, service parts, janitrol/southwind heater service/AD compliance inspections, dye/fluorescent penetrant inspection service, aircraft exterior and interior detailing services, ACES dynamic propeller balancing service, avionics installations and repairs, minor paint repairs and detailing, instrument panel upgrades and component installs, engine scanners and monitor installation, and EGT/CHT calibration, as well as engine maintenance, repair, and overhaul, including custom installations and refurbishment. In addition, it offers charter air services for both passengers and cargo from South Florida to the Bahamas with leased aircraft. The company was formerly known as AvStar Aviation Group, Inc. and changed its name to Spotlight Capital Holdings, Inc. in November 2014. The company is headquartered in Houston, Texas. Spotlight Capital Holdings, Inc. was founded in 1987 and is based in Houston, Texas.",4,"{'maxAge': 1, 'name': 'Robert  Morales', 'title': 'Chief Technology Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1293753600,86400,4,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0,0.233748,1,1,6288,0,0,0.0,0.0,0,0,187644,0.0032,0.037,0.005234,0.0121784,0.0,0.0,USD,151265,0.0,9382220,0.0,0.0,-0.035,1577750400,1609372800,1601424000,-48649,-2.32,1:50,1415232000,PNK,EQUITY,SLCH,SLCH,SPOTLIGHT CAPITAL HOLDINGS INC,"Spotlight Capital Holdings, Inc.",916065000,America/New_York,EDT,-14400000,0.0044,none,600,0.0,78760,0.001,0.001,0,0.0,0.0,0.0,USD,
4,3600 South Gessner Road,Suite 220,Houston,TX,77063,United States,713-965-7582,https://www.spotlightcapitalholdings.com,Entertainment,Communication Services,"Spotlight Capital Holdings, Inc., through its subsidiaries, provides maintenance, repair, and overhaul products and services for aircraft in the general aviation sector in Florida. It offers various services that include federal aviation administration (FAA) certified repair station, major and minor airframe repairs, annual inspections, computerized aircraft weight and balance, aircraft modifications and STC kit installations, routine maintenance/insurance and accident repairs, composite airframe repairs, and pre-purchase inspections/log book analysis. The company also provides oxygen service/nitrogen service, service parts, janitrol/southwind heater service/AD compliance inspections, dye/fluorescent penetrant inspection service, aircraft exterior and interior detailing services, ACES dynamic propeller balancing service, avionics installations and repairs, minor paint repairs and detailing, instrument panel upgrades and component installs, engine scanners and monitor installation, and EGT/CHT calibration, as well as engine maintenance, repair, and overhaul, including custom installations and refurbishment. In addition, it offers charter air services for both passengers and cargo from South Florida to the Bahamas with leased aircraft. The company was formerly known as AvStar Aviation Group, Inc. and changed its name to Spotlight Capital Holdings, Inc. in November 2014. The company is headquartered in Houston, Texas. Spotlight Capital Holdings, Inc. was founded in 1987 and is based in Houston, Texas.",4,"{'maxAge': 1, 'name': 'M. Amber Barger', 'title': 'Legal Counsel', 'exercisedValue': 0, 'unexercisedValue': 0}",1293753600,86400,4,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0,0.233748,1,1,6288,0,0,0.0,0.0,0,0,187644,0.0032,0.037,0.005234,0.0121784,0.0,0.0,USD,151265,0.0,9382220,0.0,0.0,-0.035,1577750400,1609372800,1601424000,-48649,-2.32,1:50,1415232000,PNK,EQUITY,SLCH,SLCH,SPOTLIGHT CAPITAL HOLDINGS INC,"Spotlight Capital Holdings, Inc.",916065000,America/New_York,EDT,-14400000,0.0044,none,600,0.0,78760,0.001,0.001,0,0.0,0.0,0.0,USD,
