,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Tamachi Station Tower N,3-1-1 Shibaura Minato-ku,Tokyo,108-8503,Japan,81 3 6809 5950,https://www.suntory.co.jp/softdrink/,Beverages—Brewers,Consumer Defensive,"Suntory Beverage & Food Limited engages in manufacture and sale of alcoholic and non-alcoholic beverages, and foods in Japan, Asia-Pacific, Europe, and the Americas. It offers mineral water, coffee drinks, tea drinks, carbonated drinks, sports drinks, and food for specified health uses. It offers its products under various brands, including Suntory Tennensui, BOSS, Suntory Green Tea Iyemon, Suntory Green Tea Iyemon Tokucha (FOSHU), GREEN DAKARA, Pepsi Big, C.C.Lemon, Natchan, Orangina, Oasis, Lucozade, Ribena, Schweppes, MayTea, TEA+, MYTEA Oolong Tea, Sting, Okky, goodmood, BRAND'S Essence of Chicken, V, and Nature's Twist. The company was incorporated in 2009 and is headquartered in Tokyo, Japan. Suntory Beverage & Food Limited is a subsidiary of Suntory Holdings Limited.",23485,"{'maxAge': 1, 'name': 'Ms. Makiko  Ono', 'age': 62, 'title': 'Pres, CEO & Representative Director', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,1,5,6,1693526400,86400,2,30.0,30.4,29.4,30.4,30.0,30.4,29.4,30.4,0.57,0.0194,1703721600,0.3478,1.79,0.069444,19.864864,300,300,11,30,30,29.4,30.2,10000,10000,9299984384,28.4,37.0,0.0061163064,30.536,32.359,80.0,2.6666667,EUR,47333597184,0.047319997,125191301,309000000,0.59696,0.21784,3439.451,0.008547876,1672444800,1703980800,1688083200,-0.346,71959003136,1.48,0.031,0.244,FRA,EQUITY,7SN.F,7SN.F,SUNTORY BEVERAG.+FOOD LTD,Suntory Beverage & Food Limited,1372831200,Europe/Berlin,CEST,7200000,29.4,none,186698006528,604.201,193962999808,115993001984,0.918,1.205,1520523018240,9.902,4920.788,0.04027,0.083009996,552518000000,23759499264,113522999296,-0.346,0.076,0.37194002,0.12755999,0.08049,JPY,
1,Tamachi Station Tower N,3-1-1 Shibaura Minato-ku,Tokyo,108-8503,Japan,81 3 6809 5950,https://www.suntory.co.jp/softdrink/,Beverages—Brewers,Consumer Defensive,"Suntory Beverage & Food Limited engages in manufacture and sale of alcoholic and non-alcoholic beverages, and foods in Japan, Asia-Pacific, Europe, and the Americas. It offers mineral water, coffee drinks, tea drinks, carbonated drinks, sports drinks, and food for specified health uses. It offers its products under various brands, including Suntory Tennensui, BOSS, Suntory Green Tea Iyemon, Suntory Green Tea Iyemon Tokucha (FOSHU), GREEN DAKARA, Pepsi Big, C.C.Lemon, Natchan, Orangina, Oasis, Lucozade, Ribena, Schweppes, MayTea, TEA+, MYTEA Oolong Tea, Sting, Okky, goodmood, BRAND'S Essence of Chicken, V, and Nature's Twist. The company was incorporated in 2009 and is headquartered in Tokyo, Japan. Suntory Beverage & Food Limited is a subsidiary of Suntory Holdings Limited.",23485,"{'maxAge': 1, 'name': 'Mr. Shekhar  Mundlay', 'title': 'CEO of SBF International, Exec. VP, COO & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,1,5,6,1693526400,86400,2,30.0,30.4,29.4,30.4,30.0,30.4,29.4,30.4,0.57,0.0194,1703721600,0.3478,1.79,0.069444,19.864864,300,300,11,30,30,29.4,30.2,10000,10000,9299984384,28.4,37.0,0.0061163064,30.536,32.359,80.0,2.6666667,EUR,47333597184,0.047319997,125191301,309000000,0.59696,0.21784,3439.451,0.008547876,1672444800,1703980800,1688083200,-0.346,71959003136,1.48,0.031,0.244,FRA,EQUITY,7SN.F,7SN.F,SUNTORY BEVERAG.+FOOD LTD,Suntory Beverage & Food Limited,1372831200,Europe/Berlin,CEST,7200000,29.4,none,186698006528,604.201,193962999808,115993001984,0.918,1.205,1520523018240,9.902,4920.788,0.04027,0.083009996,552518000000,23759499264,113522999296,-0.346,0.076,0.37194002,0.12755999,0.08049,JPY,
2,Tamachi Station Tower N,3-1-1 Shibaura Minato-ku,Tokyo,108-8503,Japan,81 3 6809 5950,https://www.suntory.co.jp/softdrink/,Beverages—Brewers,Consumer Defensive,"Suntory Beverage & Food Limited engages in manufacture and sale of alcoholic and non-alcoholic beverages, and foods in Japan, Asia-Pacific, Europe, and the Americas. It offers mineral water, coffee drinks, tea drinks, carbonated drinks, sports drinks, and food for specified health uses. It offers its products under various brands, including Suntory Tennensui, BOSS, Suntory Green Tea Iyemon, Suntory Green Tea Iyemon Tokucha (FOSHU), GREEN DAKARA, Pepsi Big, C.C.Lemon, Natchan, Orangina, Oasis, Lucozade, Ribena, Schweppes, MayTea, TEA+, MYTEA Oolong Tea, Sting, Okky, goodmood, BRAND'S Essence of Chicken, V, and Nature's Twist. The company was incorporated in 2009 and is headquartered in Tokyo, Japan. Suntory Beverage & Food Limited is a subsidiary of Suntory Holdings Limited.",23485,"{'maxAge': 1, 'name': 'Mr. Yuji  Yamazaki', 'age': 65, 'title': 'Sr. Managing Exec. Officer & Director', 'yearBorn': 1957, 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,1,5,6,1693526400,86400,2,30.0,30.4,29.4,30.4,30.0,30.4,29.4,30.4,0.57,0.0194,1703721600,0.3478,1.79,0.069444,19.864864,300,300,11,30,30,29.4,30.2,10000,10000,9299984384,28.4,37.0,0.0061163064,30.536,32.359,80.0,2.6666667,EUR,47333597184,0.047319997,125191301,309000000,0.59696,0.21784,3439.451,0.008547876,1672444800,1703980800,1688083200,-0.346,71959003136,1.48,0.031,0.244,FRA,EQUITY,7SN.F,7SN.F,SUNTORY BEVERAG.+FOOD LTD,Suntory Beverage & Food Limited,1372831200,Europe/Berlin,CEST,7200000,29.4,none,186698006528,604.201,193962999808,115993001984,0.918,1.205,1520523018240,9.902,4920.788,0.04027,0.083009996,552518000000,23759499264,113522999296,-0.346,0.076,0.37194002,0.12755999,0.08049,JPY,
3,Tamachi Station Tower N,3-1-1 Shibaura Minato-ku,Tokyo,108-8503,Japan,81 3 6809 5950,https://www.suntory.co.jp/softdrink/,Beverages—Brewers,Consumer Defensive,"Suntory Beverage & Food Limited engages in manufacture and sale of alcoholic and non-alcoholic beverages, and foods in Japan, Asia-Pacific, Europe, and the Americas. It offers mineral water, coffee drinks, tea drinks, carbonated drinks, sports drinks, and food for specified health uses. It offers its products under various brands, including Suntory Tennensui, BOSS, Suntory Green Tea Iyemon, Suntory Green Tea Iyemon Tokucha (FOSHU), GREEN DAKARA, Pepsi Big, C.C.Lemon, Natchan, Orangina, Oasis, Lucozade, Ribena, Schweppes, MayTea, TEA+, MYTEA Oolong Tea, Sting, Okky, goodmood, BRAND'S Essence of Chicken, V, and Nature's Twist. The company was incorporated in 2009 and is headquartered in Tokyo, Japan. Suntory Beverage & Food Limited is a subsidiary of Suntory Holdings Limited.",23485,"{'maxAge': 1, 'name': 'Yoshihito  Suda', 'title': 'Sr. Managing Exec. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,1,5,6,1693526400,86400,2,30.0,30.4,29.4,30.4,30.0,30.4,29.4,30.4,0.57,0.0194,1703721600,0.3478,1.79,0.069444,19.864864,300,300,11,30,30,29.4,30.2,10000,10000,9299984384,28.4,37.0,0.0061163064,30.536,32.359,80.0,2.6666667,EUR,47333597184,0.047319997,125191301,309000000,0.59696,0.21784,3439.451,0.008547876,1672444800,1703980800,1688083200,-0.346,71959003136,1.48,0.031,0.244,FRA,EQUITY,7SN.F,7SN.F,SUNTORY BEVERAG.+FOOD LTD,Suntory Beverage & Food Limited,1372831200,Europe/Berlin,CEST,7200000,29.4,none,186698006528,604.201,193962999808,115993001984,0.918,1.205,1520523018240,9.902,4920.788,0.04027,0.083009996,552518000000,23759499264,113522999296,-0.346,0.076,0.37194002,0.12755999,0.08049,JPY,
4,Tamachi Station Tower N,3-1-1 Shibaura Minato-ku,Tokyo,108-8503,Japan,81 3 6809 5950,https://www.suntory.co.jp/softdrink/,Beverages—Brewers,Consumer Defensive,"Suntory Beverage & Food Limited engages in manufacture and sale of alcoholic and non-alcoholic beverages, and foods in Japan, Asia-Pacific, Europe, and the Americas. It offers mineral water, coffee drinks, tea drinks, carbonated drinks, sports drinks, and food for specified health uses. It offers its products under various brands, including Suntory Tennensui, BOSS, Suntory Green Tea Iyemon, Suntory Green Tea Iyemon Tokucha (FOSHU), GREEN DAKARA, Pepsi Big, C.C.Lemon, Natchan, Orangina, Oasis, Lucozade, Ribena, Schweppes, MayTea, TEA+, MYTEA Oolong Tea, Sting, Okky, goodmood, BRAND'S Essence of Chicken, V, and Nature's Twist. The company was incorporated in 2009 and is headquartered in Tokyo, Japan. Suntory Beverage & Food Limited is a subsidiary of Suntory Holdings Limited.",23485,"{'maxAge': 1, 'name': 'Haruhisa  Inada', 'title': 'Managing Exec. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,1,5,6,1693526400,86400,2,30.0,30.4,29.4,30.4,30.0,30.4,29.4,30.4,0.57,0.0194,1703721600,0.3478,1.79,0.069444,19.864864,300,300,11,30,30,29.4,30.2,10000,10000,9299984384,28.4,37.0,0.0061163064,30.536,32.359,80.0,2.6666667,EUR,47333597184,0.047319997,125191301,309000000,0.59696,0.21784,3439.451,0.008547876,1672444800,1703980800,1688083200,-0.346,71959003136,1.48,0.031,0.244,FRA,EQUITY,7SN.F,7SN.F,SUNTORY BEVERAG.+FOOD LTD,Suntory Beverage & Food Limited,1372831200,Europe/Berlin,CEST,7200000,29.4,none,186698006528,604.201,193962999808,115993001984,0.918,1.205,1520523018240,9.902,4920.788,0.04027,0.083009996,552518000000,23759499264,113522999296,-0.346,0.076,0.37194002,0.12755999,0.08049,JPY,
5,Tamachi Station Tower N,3-1-1 Shibaura Minato-ku,Tokyo,108-8503,Japan,81 3 6809 5950,https://www.suntory.co.jp/softdrink/,Beverages—Brewers,Consumer Defensive,"Suntory Beverage & Food Limited engages in manufacture and sale of alcoholic and non-alcoholic beverages, and foods in Japan, Asia-Pacific, Europe, and the Americas. It offers mineral water, coffee drinks, tea drinks, carbonated drinks, sports drinks, and food for specified health uses. It offers its products under various brands, including Suntory Tennensui, BOSS, Suntory Green Tea Iyemon, Suntory Green Tea Iyemon Tokucha (FOSHU), GREEN DAKARA, Pepsi Big, C.C.Lemon, Natchan, Orangina, Oasis, Lucozade, Ribena, Schweppes, MayTea, TEA+, MYTEA Oolong Tea, Sting, Okky, goodmood, BRAND'S Essence of Chicken, V, and Nature's Twist. The company was incorporated in 2009 and is headquartered in Tokyo, Japan. Suntory Beverage & Food Limited is a subsidiary of Suntory Holdings Limited.",23485,"{'maxAge': 1, 'name': 'Noriaki  Otsuka', 'title': 'Managing Exec. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,1,5,6,1693526400,86400,2,30.0,30.4,29.4,30.4,30.0,30.4,29.4,30.4,0.57,0.0194,1703721600,0.3478,1.79,0.069444,19.864864,300,300,11,30,30,29.4,30.2,10000,10000,9299984384,28.4,37.0,0.0061163064,30.536,32.359,80.0,2.6666667,EUR,47333597184,0.047319997,125191301,309000000,0.59696,0.21784,3439.451,0.008547876,1672444800,1703980800,1688083200,-0.346,71959003136,1.48,0.031,0.244,FRA,EQUITY,7SN.F,7SN.F,SUNTORY BEVERAG.+FOOD LTD,Suntory Beverage & Food Limited,1372831200,Europe/Berlin,CEST,7200000,29.4,none,186698006528,604.201,193962999808,115993001984,0.918,1.205,1520523018240,9.902,4920.788,0.04027,0.083009996,552518000000,23759499264,113522999296,-0.346,0.076,0.37194002,0.12755999,0.08049,JPY,
6,Tamachi Station Tower N,3-1-1 Shibaura Minato-ku,Tokyo,108-8503,Japan,81 3 6809 5950,https://www.suntory.co.jp/softdrink/,Beverages—Brewers,Consumer Defensive,"Suntory Beverage & Food Limited engages in manufacture and sale of alcoholic and non-alcoholic beverages, and foods in Japan, Asia-Pacific, Europe, and the Americas. It offers mineral water, coffee drinks, tea drinks, carbonated drinks, sports drinks, and food for specified health uses. It offers its products under various brands, including Suntory Tennensui, BOSS, Suntory Green Tea Iyemon, Suntory Green Tea Iyemon Tokucha (FOSHU), GREEN DAKARA, Pepsi Big, C.C.Lemon, Natchan, Orangina, Oasis, Lucozade, Ribena, Schweppes, MayTea, TEA+, MYTEA Oolong Tea, Sting, Okky, goodmood, BRAND'S Essence of Chicken, V, and Nature's Twist. The company was incorporated in 2009 and is headquartered in Tokyo, Japan. Suntory Beverage & Food Limited is a subsidiary of Suntory Holdings Limited.",23485,"{'maxAge': 1, 'name': 'Mr. Hachiro  Naiki', 'title': 'SBF Japan CEO, Sr. Managing Exec. Officer & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,1,5,6,1693526400,86400,2,30.0,30.4,29.4,30.4,30.0,30.4,29.4,30.4,0.57,0.0194,1703721600,0.3478,1.79,0.069444,19.864864,300,300,11,30,30,29.4,30.2,10000,10000,9299984384,28.4,37.0,0.0061163064,30.536,32.359,80.0,2.6666667,EUR,47333597184,0.047319997,125191301,309000000,0.59696,0.21784,3439.451,0.008547876,1672444800,1703980800,1688083200,-0.346,71959003136,1.48,0.031,0.244,FRA,EQUITY,7SN.F,7SN.F,SUNTORY BEVERAG.+FOOD LTD,Suntory Beverage & Food Limited,1372831200,Europe/Berlin,CEST,7200000,29.4,none,186698006528,604.201,193962999808,115993001984,0.918,1.205,1520523018240,9.902,4920.788,0.04027,0.083009996,552518000000,23759499264,113522999296,-0.346,0.076,0.37194002,0.12755999,0.08049,JPY,
7,Tamachi Station Tower N,3-1-1 Shibaura Minato-ku,Tokyo,108-8503,Japan,81 3 6809 5950,https://www.suntory.co.jp/softdrink/,Beverages—Brewers,Consumer Defensive,"Suntory Beverage & Food Limited engages in manufacture and sale of alcoholic and non-alcoholic beverages, and foods in Japan, Asia-Pacific, Europe, and the Americas. It offers mineral water, coffee drinks, tea drinks, carbonated drinks, sports drinks, and food for specified health uses. It offers its products under various brands, including Suntory Tennensui, BOSS, Suntory Green Tea Iyemon, Suntory Green Tea Iyemon Tokucha (FOSHU), GREEN DAKARA, Pepsi Big, C.C.Lemon, Natchan, Orangina, Oasis, Lucozade, Ribena, Schweppes, MayTea, TEA+, MYTEA Oolong Tea, Sting, Okky, goodmood, BRAND'S Essence of Chicken, V, and Nature's Twist. The company was incorporated in 2009 and is headquartered in Tokyo, Japan. Suntory Beverage & Food Limited is a subsidiary of Suntory Holdings Limited.",23485,"{'maxAge': 1, 'name': 'Shozo  Nishimoto', 'title': 'Managing Exec. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,1,5,6,1693526400,86400,2,30.0,30.4,29.4,30.4,30.0,30.4,29.4,30.4,0.57,0.0194,1703721600,0.3478,1.79,0.069444,19.864864,300,300,11,30,30,29.4,30.2,10000,10000,9299984384,28.4,37.0,0.0061163064,30.536,32.359,80.0,2.6666667,EUR,47333597184,0.047319997,125191301,309000000,0.59696,0.21784,3439.451,0.008547876,1672444800,1703980800,1688083200,-0.346,71959003136,1.48,0.031,0.244,FRA,EQUITY,7SN.F,7SN.F,SUNTORY BEVERAG.+FOOD LTD,Suntory Beverage & Food Limited,1372831200,Europe/Berlin,CEST,7200000,29.4,none,186698006528,604.201,193962999808,115993001984,0.918,1.205,1520523018240,9.902,4920.788,0.04027,0.083009996,552518000000,23759499264,113522999296,-0.346,0.076,0.37194002,0.12755999,0.08049,JPY,
8,Tamachi Station Tower N,3-1-1 Shibaura Minato-ku,Tokyo,108-8503,Japan,81 3 6809 5950,https://www.suntory.co.jp/softdrink/,Beverages—Brewers,Consumer Defensive,"Suntory Beverage & Food Limited engages in manufacture and sale of alcoholic and non-alcoholic beverages, and foods in Japan, Asia-Pacific, Europe, and the Americas. It offers mineral water, coffee drinks, tea drinks, carbonated drinks, sports drinks, and food for specified health uses. It offers its products under various brands, including Suntory Tennensui, BOSS, Suntory Green Tea Iyemon, Suntory Green Tea Iyemon Tokucha (FOSHU), GREEN DAKARA, Pepsi Big, C.C.Lemon, Natchan, Orangina, Oasis, Lucozade, Ribena, Schweppes, MayTea, TEA+, MYTEA Oolong Tea, Sting, Okky, goodmood, BRAND'S Essence of Chicken, V, and Nature's Twist. The company was incorporated in 2009 and is headquartered in Tokyo, Japan. Suntory Beverage & Food Limited is a subsidiary of Suntory Holdings Limited.",23485,"{'maxAge': 1, 'name': 'Mr. Takayuki  Sanno', 'title': 'Managing Exec. Officer & CEO of Asia Pacific', 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,1,5,6,1693526400,86400,2,30.0,30.4,29.4,30.4,30.0,30.4,29.4,30.4,0.57,0.0194,1703721600,0.3478,1.79,0.069444,19.864864,300,300,11,30,30,29.4,30.2,10000,10000,9299984384,28.4,37.0,0.0061163064,30.536,32.359,80.0,2.6666667,EUR,47333597184,0.047319997,125191301,309000000,0.59696,0.21784,3439.451,0.008547876,1672444800,1703980800,1688083200,-0.346,71959003136,1.48,0.031,0.244,FRA,EQUITY,7SN.F,7SN.F,SUNTORY BEVERAG.+FOOD LTD,Suntory Beverage & Food Limited,1372831200,Europe/Berlin,CEST,7200000,29.4,none,186698006528,604.201,193962999808,115993001984,0.918,1.205,1520523018240,9.902,4920.788,0.04027,0.083009996,552518000000,23759499264,113522999296,-0.346,0.076,0.37194002,0.12755999,0.08049,JPY,
9,Tamachi Station Tower N,3-1-1 Shibaura Minato-ku,Tokyo,108-8503,Japan,81 3 6809 5950,https://www.suntory.co.jp/softdrink/,Beverages—Brewers,Consumer Defensive,"Suntory Beverage & Food Limited engages in manufacture and sale of alcoholic and non-alcoholic beverages, and foods in Japan, Asia-Pacific, Europe, and the Americas. It offers mineral water, coffee drinks, tea drinks, carbonated drinks, sports drinks, and food for specified health uses. It offers its products under various brands, including Suntory Tennensui, BOSS, Suntory Green Tea Iyemon, Suntory Green Tea Iyemon Tokucha (FOSHU), GREEN DAKARA, Pepsi Big, C.C.Lemon, Natchan, Orangina, Oasis, Lucozade, Ribena, Schweppes, MayTea, TEA+, MYTEA Oolong Tea, Sting, Okky, goodmood, BRAND'S Essence of Chicken, V, and Nature's Twist. The company was incorporated in 2009 and is headquartered in Tokyo, Japan. Suntory Beverage & Food Limited is a subsidiary of Suntory Holdings Limited.",23485,"{'maxAge': 1, 'name': 'Mr. Peter  Harding', 'title': 'CEO of Europe Division & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,1,5,6,1693526400,86400,2,30.0,30.4,29.4,30.4,30.0,30.4,29.4,30.4,0.57,0.0194,1703721600,0.3478,1.79,0.069444,19.864864,300,300,11,30,30,29.4,30.2,10000,10000,9299984384,28.4,37.0,0.0061163064,30.536,32.359,80.0,2.6666667,EUR,47333597184,0.047319997,125191301,309000000,0.59696,0.21784,3439.451,0.008547876,1672444800,1703980800,1688083200,-0.346,71959003136,1.48,0.031,0.244,FRA,EQUITY,7SN.F,7SN.F,SUNTORY BEVERAG.+FOOD LTD,Suntory Beverage & Food Limited,1372831200,Europe/Berlin,CEST,7200000,29.4,none,186698006528,604.201,193962999808,115993001984,0.918,1.205,1520523018240,9.902,4920.788,0.04027,0.083009996,552518000000,23759499264,113522999296,-0.346,0.076,0.37194002,0.12755999,0.08049,JPY,
