,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1730 East Northern Avenue,Suite 122,Phoenix,AZ,85020-3921,United States,602 944 1500,602 678 0281,https://www.innsuitestrust.com,REIT—Hotel & Motel,Real Estate,"InnSuites Hospitality Trust (NYSE American symbol: IHT) first listed on the NYSE in 1971 is headquartered in Phoenix, Arizona is an unincorporated Ohio Business. Trust that owns and manages hotels under the InnSuites Hotels name. IHT qualifies as a Real Estate Investment Trust (REIT) for tax treatment currently taxed as a corporation with the IRS. IHT has paid dividends each year since 1971 currently at $0.2/year. There are approximately 9 million shares of stock outstanding. In addition, there are approximately 3 million RRF Partnership units convertible 1 to 1 into IHT stock. Total shares and units are approximately 12 million.",52,"{'maxAge': 1, 'name': 'Mr. James F. Wirth', 'age': 76, 'title': 'Chairman, Pres & CEO', 'yearBorn': 1946, 'fiscalYear': 2023, 'totalPay': 157689, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,1.01,1.06,1.0,1.1199,1.01,1.06,1.0,1.1199,0.02,0.0198,1689724800,0.2857,1.12,14.285714,31582,31582,24422,44600,44600,1.08,1.29,900,1100,9006210,0.98,3.82,1.2443695,1.7908,1.7445,0.02,0.01980198,USD,15853064,0.06704,2719604,9006210,4403,764,1690761600,1693440000,0.0005,0.69704,0.02577,0.34,0.0008,0.729,1.3717421,1675123200,1706659200,1690761600,-0.816,485227,0.07,2.19,9.463,ASE,EQUITY,IHT,IHT,InnSuites Hospitality Trust Sha,InnSuites Hospitality Trust,99153000,America/New_York,EDT,-14400000,1.0,none,2398884,0.266,1675314,12108761,2.285,2.562,7237569,338.751,0.793,0.03633,0.16757,544206,1364105,-0.816,0.013,0.46910998,0.23146999,0.13576001,USD,
1,1730 East Northern Avenue,Suite 122,Phoenix,AZ,85020-3921,United States,602 944 1500,602 678 0281,https://www.innsuitestrust.com,REIT—Hotel & Motel,Real Estate,"InnSuites Hospitality Trust (NYSE American symbol: IHT) first listed on the NYSE in 1971 is headquartered in Phoenix, Arizona is an unincorporated Ohio Business. Trust that owns and manages hotels under the InnSuites Hotels name. IHT qualifies as a Real Estate Investment Trust (REIT) for tax treatment currently taxed as a corporation with the IRS. IHT has paid dividends each year since 1971 currently at $0.2/year. There are approximately 9 million shares of stock outstanding. In addition, there are approximately 3 million RRF Partnership units convertible 1 to 1 into IHT stock. Total shares and units are approximately 12 million.",52,"{'maxAge': 1, 'name': 'Mr. Marc E. Berg', 'age': 70, 'title': 'Vice Chairman, Exec. VP, Treasurer & Sec.', 'yearBorn': 1952, 'fiscalYear': 2023, 'totalPay': 72963, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,1.01,1.06,1.0,1.1199,1.01,1.06,1.0,1.1199,0.02,0.0198,1689724800,0.2857,1.12,14.285714,31582,31582,24422,44600,44600,1.08,1.29,900,1100,9006210,0.98,3.82,1.2443695,1.7908,1.7445,0.02,0.01980198,USD,15853064,0.06704,2719604,9006210,4403,764,1690761600,1693440000,0.0005,0.69704,0.02577,0.34,0.0008,0.729,1.3717421,1675123200,1706659200,1690761600,-0.816,485227,0.07,2.19,9.463,ASE,EQUITY,IHT,IHT,InnSuites Hospitality Trust Sha,InnSuites Hospitality Trust,99153000,America/New_York,EDT,-14400000,1.0,none,2398884,0.266,1675314,12108761,2.285,2.562,7237569,338.751,0.793,0.03633,0.16757,544206,1364105,-0.816,0.013,0.46910998,0.23146999,0.13576001,USD,
2,1730 East Northern Avenue,Suite 122,Phoenix,AZ,85020-3921,United States,602 944 1500,602 678 0281,https://www.innsuitestrust.com,REIT—Hotel & Motel,Real Estate,"InnSuites Hospitality Trust (NYSE American symbol: IHT) first listed on the NYSE in 1971 is headquartered in Phoenix, Arizona is an unincorporated Ohio Business. Trust that owns and manages hotels under the InnSuites Hotels name. IHT qualifies as a Real Estate Investment Trust (REIT) for tax treatment currently taxed as a corporation with the IRS. IHT has paid dividends each year since 1971 currently at $0.2/year. There are approximately 9 million shares of stock outstanding. In addition, there are approximately 3 million RRF Partnership units convertible 1 to 1 into IHT stock. Total shares and units are approximately 12 million.",52,"{'maxAge': 1, 'name': 'Mr. Sylvin R. Lange', 'age': 48, 'title': 'CFO, Director of Fin. & Principal Accounting Officer', 'yearBorn': 1974, 'fiscalYear': 2023, 'totalPay': 103975, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,1.01,1.06,1.0,1.1199,1.01,1.06,1.0,1.1199,0.02,0.0198,1689724800,0.2857,1.12,14.285714,31582,31582,24422,44600,44600,1.08,1.29,900,1100,9006210,0.98,3.82,1.2443695,1.7908,1.7445,0.02,0.01980198,USD,15853064,0.06704,2719604,9006210,4403,764,1690761600,1693440000,0.0005,0.69704,0.02577,0.34,0.0008,0.729,1.3717421,1675123200,1706659200,1690761600,-0.816,485227,0.07,2.19,9.463,ASE,EQUITY,IHT,IHT,InnSuites Hospitality Trust Sha,InnSuites Hospitality Trust,99153000,America/New_York,EDT,-14400000,1.0,none,2398884,0.266,1675314,12108761,2.285,2.562,7237569,338.751,0.793,0.03633,0.16757,544206,1364105,-0.816,0.013,0.46910998,0.23146999,0.13576001,USD,
3,1730 East Northern Avenue,Suite 122,Phoenix,AZ,85020-3921,United States,602 944 1500,602 678 0281,https://www.innsuitestrust.com,REIT—Hotel & Motel,Real Estate,"InnSuites Hospitality Trust (NYSE American symbol: IHT) first listed on the NYSE in 1971 is headquartered in Phoenix, Arizona is an unincorporated Ohio Business. Trust that owns and manages hotels under the InnSuites Hotels name. IHT qualifies as a Real Estate Investment Trust (REIT) for tax treatment currently taxed as a corporation with the IRS. IHT has paid dividends each year since 1971 currently at $0.2/year. There are approximately 9 million shares of stock outstanding. In addition, there are approximately 3 million RRF Partnership units convertible 1 to 1 into IHT stock. Total shares and units are approximately 12 million.",52,"{'maxAge': 1, 'name': 'Calvin  Quick', 'title': 'VP of Operations', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,1.01,1.06,1.0,1.1199,1.01,1.06,1.0,1.1199,0.02,0.0198,1689724800,0.2857,1.12,14.285714,31582,31582,24422,44600,44600,1.08,1.29,900,1100,9006210,0.98,3.82,1.2443695,1.7908,1.7445,0.02,0.01980198,USD,15853064,0.06704,2719604,9006210,4403,764,1690761600,1693440000,0.0005,0.69704,0.02577,0.34,0.0008,0.729,1.3717421,1675123200,1706659200,1690761600,-0.816,485227,0.07,2.19,9.463,ASE,EQUITY,IHT,IHT,InnSuites Hospitality Trust Sha,InnSuites Hospitality Trust,99153000,America/New_York,EDT,-14400000,1.0,none,2398884,0.266,1675314,12108761,2.285,2.562,7237569,338.751,0.793,0.03633,0.16757,544206,1364105,-0.816,0.013,0.46910998,0.23146999,0.13576001,USD,
