,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2415 Cascade Pointe Boulevard,Charlotte,NC,28208,United States,980 221 3235,https://www.sealedair.com,Packaging & Containers,Packaging & Containers,Consumer Cyclical,Consumer Cyclical,"Sealed Air Corporation provides packaging solutions in the Americas, Europe, the Middle East, Africa, Asia, Australia, and NewZealand. It operates through two segments, Food and Protective. The Food segment offers integrated packaging materials and automation equipment solutions to provide food safety and shelf life extension, reduce food waste, automate processes, and optimize total cost for food processors in the fresh red meat, smoked and processed meats, poultry, seafood, plant-based, and dairy markets under the CRYOVAC, CRYOVAC Grip & Tear, CRYOVAC Darfresh, Simple Steps, and Optidure brands. This segment sells its solutions directly to customers through its sales, marketing, and customer service personnel. The Protective segment provides foam, inflatable, suspension and retention, temperature assurance packaging solutions to protect goods to e-commerce, consumer goods, pharmaceutical and medical devices, and industrial manufacturing markets under the SEALED AIR, BUBBLE WRAP, AUTOBAG, SEALED AIR, AUTOBAG, Instapak, Korrvu, Kevothermal, and TempGuard brands. This segment sells its solutions through supply distributors, as well as directly to fabricators, original equipment manufacturers, contract manufacturers, logistics partners, and e-commerce/fulfillment operations. Sealed Air Corporation was incorporated in 1960 and is headquartered in Charlotte, North Carolina.",16300,"{'maxAge': 1, 'name': 'Mr. Edward L. Doheny II', 'age': 60, 'title': 'CEO, Pres & Director', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 1318752, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,2,3,1,1693526400,1672444800,86400,2,35.41,35.46,34.89,35.645,35.41,35.46,34.89,35.645,0.8,0.0226,1694044800,0.3042,1.57,1.301175,13.34981,10.737003,2592666,2592666,1917564,2052870,2052870,35.16,35.16,1100,800,5090950144,33.45,56.43,0.9196246,39.7794,45.03045,0.8,0.022592489,USD,9894563840,0.07036,143035364,145000000,3944260,3335863,1690761600,1693440000,0.0272,0.00713,0.91637003,1.71,0.0374,145000000,2.856,12.293418,1672444800,1703980800,1688083200,-0.13,384100000,2.63,3.27,-246.0,2:1,1174262400,1.787,9.014,-0.29113668,0.14113986,0.2,1694044800,NYQ,EQUITY,SEE,SEE,Sealed Air Corporation,Sealed Air Corporation,322151400,America/New_York,EDT,5b751775-000e-34b8-b8f2-ed2240265d50,finmb_382724,-14400000,35.11,57.0,38.0,45.67,45.5,2.3,buy,12,285100000,1.974,1097699968,5066100224,0.551,1.197,5535900160,1228.443,38.271,0.081549995,1.25502,1772900000,242375008,393800000,-0.105,-0.026,0.3036,0.19829,0.16062,USD,2.3934
1,2415 Cascade Pointe Boulevard,Charlotte,NC,28208,United States,980 221 3235,https://www.sealedair.com,Packaging & Containers,Packaging & Containers,Consumer Cyclical,Consumer Cyclical,"Sealed Air Corporation provides packaging solutions in the Americas, Europe, the Middle East, Africa, Asia, Australia, and NewZealand. It operates through two segments, Food and Protective. The Food segment offers integrated packaging materials and automation equipment solutions to provide food safety and shelf life extension, reduce food waste, automate processes, and optimize total cost for food processors in the fresh red meat, smoked and processed meats, poultry, seafood, plant-based, and dairy markets under the CRYOVAC, CRYOVAC Grip & Tear, CRYOVAC Darfresh, Simple Steps, and Optidure brands. This segment sells its solutions directly to customers through its sales, marketing, and customer service personnel. The Protective segment provides foam, inflatable, suspension and retention, temperature assurance packaging solutions to protect goods to e-commerce, consumer goods, pharmaceutical and medical devices, and industrial manufacturing markets under the SEALED AIR, BUBBLE WRAP, AUTOBAG, SEALED AIR, AUTOBAG, Instapak, Korrvu, Kevothermal, and TempGuard brands. This segment sells its solutions through supply distributors, as well as directly to fabricators, original equipment manufacturers, contract manufacturers, logistics partners, and e-commerce/fulfillment operations. Sealed Air Corporation was incorporated in 1960 and is headquartered in Charlotte, North Carolina.",16300,"{'maxAge': 1, 'name': 'Mr. Emile Z. Chammas', 'age': 53, 'title': 'Sr. VP & COO', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 1415353, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,2,3,1,1693526400,1672444800,86400,2,35.41,35.46,34.89,35.645,35.41,35.46,34.89,35.645,0.8,0.0226,1694044800,0.3042,1.57,1.301175,13.34981,10.737003,2592666,2592666,1917564,2052870,2052870,35.16,35.16,1100,800,5090950144,33.45,56.43,0.9196246,39.7794,45.03045,0.8,0.022592489,USD,9894563840,0.07036,143035364,145000000,3944260,3335863,1690761600,1693440000,0.0272,0.00713,0.91637003,1.71,0.0374,145000000,2.856,12.293418,1672444800,1703980800,1688083200,-0.13,384100000,2.63,3.27,-246.0,2:1,1174262400,1.787,9.014,-0.29113668,0.14113986,0.2,1694044800,NYQ,EQUITY,SEE,SEE,Sealed Air Corporation,Sealed Air Corporation,322151400,America/New_York,EDT,5b751775-000e-34b8-b8f2-ed2240265d50,finmb_382724,-14400000,35.11,57.0,38.0,45.67,45.5,2.3,buy,12,285100000,1.974,1097699968,5066100224,0.551,1.197,5535900160,1228.443,38.271,0.081549995,1.25502,1772900000,242375008,393800000,-0.105,-0.026,0.3036,0.19829,0.16062,USD,2.3934
2,2415 Cascade Pointe Boulevard,Charlotte,NC,28208,United States,980 221 3235,https://www.sealedair.com,Packaging & Containers,Packaging & Containers,Consumer Cyclical,Consumer Cyclical,"Sealed Air Corporation provides packaging solutions in the Americas, Europe, the Middle East, Africa, Asia, Australia, and NewZealand. It operates through two segments, Food and Protective. The Food segment offers integrated packaging materials and automation equipment solutions to provide food safety and shelf life extension, reduce food waste, automate processes, and optimize total cost for food processors in the fresh red meat, smoked and processed meats, poultry, seafood, plant-based, and dairy markets under the CRYOVAC, CRYOVAC Grip & Tear, CRYOVAC Darfresh, Simple Steps, and Optidure brands. This segment sells its solutions directly to customers through its sales, marketing, and customer service personnel. The Protective segment provides foam, inflatable, suspension and retention, temperature assurance packaging solutions to protect goods to e-commerce, consumer goods, pharmaceutical and medical devices, and industrial manufacturing markets under the SEALED AIR, BUBBLE WRAP, AUTOBAG, SEALED AIR, AUTOBAG, Instapak, Korrvu, Kevothermal, and TempGuard brands. This segment sells its solutions through supply distributors, as well as directly to fabricators, original equipment manufacturers, contract manufacturers, logistics partners, and e-commerce/fulfillment operations. Sealed Air Corporation was incorporated in 1960 and is headquartered in Charlotte, North Carolina.",16300,"{'maxAge': 1, 'name': 'Mr. Jannick C. Thomsen', 'age': 39, 'title': 'Sr. VP and Chief People & Digital Officer', 'yearBorn': 1983, 'fiscalYear': 2022, 'totalPay': 1014244, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,2,3,1,1693526400,1672444800,86400,2,35.41,35.46,34.89,35.645,35.41,35.46,34.89,35.645,0.8,0.0226,1694044800,0.3042,1.57,1.301175,13.34981,10.737003,2592666,2592666,1917564,2052870,2052870,35.16,35.16,1100,800,5090950144,33.45,56.43,0.9196246,39.7794,45.03045,0.8,0.022592489,USD,9894563840,0.07036,143035364,145000000,3944260,3335863,1690761600,1693440000,0.0272,0.00713,0.91637003,1.71,0.0374,145000000,2.856,12.293418,1672444800,1703980800,1688083200,-0.13,384100000,2.63,3.27,-246.0,2:1,1174262400,1.787,9.014,-0.29113668,0.14113986,0.2,1694044800,NYQ,EQUITY,SEE,SEE,Sealed Air Corporation,Sealed Air Corporation,322151400,America/New_York,EDT,5b751775-000e-34b8-b8f2-ed2240265d50,finmb_382724,-14400000,35.11,57.0,38.0,45.67,45.5,2.3,buy,12,285100000,1.974,1097699968,5066100224,0.551,1.197,5535900160,1228.443,38.271,0.081549995,1.25502,1772900000,242375008,393800000,-0.105,-0.026,0.3036,0.19829,0.16062,USD,2.3934
3,2415 Cascade Pointe Boulevard,Charlotte,NC,28208,United States,980 221 3235,https://www.sealedair.com,Packaging & Containers,Packaging & Containers,Consumer Cyclical,Consumer Cyclical,"Sealed Air Corporation provides packaging solutions in the Americas, Europe, the Middle East, Africa, Asia, Australia, and NewZealand. It operates through two segments, Food and Protective. The Food segment offers integrated packaging materials and automation equipment solutions to provide food safety and shelf life extension, reduce food waste, automate processes, and optimize total cost for food processors in the fresh red meat, smoked and processed meats, poultry, seafood, plant-based, and dairy markets under the CRYOVAC, CRYOVAC Grip & Tear, CRYOVAC Darfresh, Simple Steps, and Optidure brands. This segment sells its solutions directly to customers through its sales, marketing, and customer service personnel. The Protective segment provides foam, inflatable, suspension and retention, temperature assurance packaging solutions to protect goods to e-commerce, consumer goods, pharmaceutical and medical devices, and industrial manufacturing markets under the SEALED AIR, BUBBLE WRAP, AUTOBAG, SEALED AIR, AUTOBAG, Instapak, Korrvu, Kevothermal, and TempGuard brands. This segment sells its solutions through supply distributors, as well as directly to fabricators, original equipment manufacturers, contract manufacturers, logistics partners, and e-commerce/fulfillment operations. Sealed Air Corporation was incorporated in 1960 and is headquartered in Charlotte, North Carolina.",16300,"{'maxAge': 1, 'name': 'Mr. Sergio A. Pupkin', 'age': 56, 'title': 'Sr. VP and Chief Growth & Strategy Officer', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 1035070, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,2,3,1,1693526400,1672444800,86400,2,35.41,35.46,34.89,35.645,35.41,35.46,34.89,35.645,0.8,0.0226,1694044800,0.3042,1.57,1.301175,13.34981,10.737003,2592666,2592666,1917564,2052870,2052870,35.16,35.16,1100,800,5090950144,33.45,56.43,0.9196246,39.7794,45.03045,0.8,0.022592489,USD,9894563840,0.07036,143035364,145000000,3944260,3335863,1690761600,1693440000,0.0272,0.00713,0.91637003,1.71,0.0374,145000000,2.856,12.293418,1672444800,1703980800,1688083200,-0.13,384100000,2.63,3.27,-246.0,2:1,1174262400,1.787,9.014,-0.29113668,0.14113986,0.2,1694044800,NYQ,EQUITY,SEE,SEE,Sealed Air Corporation,Sealed Air Corporation,322151400,America/New_York,EDT,5b751775-000e-34b8-b8f2-ed2240265d50,finmb_382724,-14400000,35.11,57.0,38.0,45.67,45.5,2.3,buy,12,285100000,1.974,1097699968,5066100224,0.551,1.197,5535900160,1228.443,38.271,0.081549995,1.25502,1772900000,242375008,393800000,-0.105,-0.026,0.3036,0.19829,0.16062,USD,2.3934
4,2415 Cascade Pointe Boulevard,Charlotte,NC,28208,United States,980 221 3235,https://www.sealedair.com,Packaging & Containers,Packaging & Containers,Consumer Cyclical,Consumer Cyclical,"Sealed Air Corporation provides packaging solutions in the Americas, Europe, the Middle East, Africa, Asia, Australia, and NewZealand. It operates through two segments, Food and Protective. The Food segment offers integrated packaging materials and automation equipment solutions to provide food safety and shelf life extension, reduce food waste, automate processes, and optimize total cost for food processors in the fresh red meat, smoked and processed meats, poultry, seafood, plant-based, and dairy markets under the CRYOVAC, CRYOVAC Grip & Tear, CRYOVAC Darfresh, Simple Steps, and Optidure brands. This segment sells its solutions directly to customers through its sales, marketing, and customer service personnel. The Protective segment provides foam, inflatable, suspension and retention, temperature assurance packaging solutions to protect goods to e-commerce, consumer goods, pharmaceutical and medical devices, and industrial manufacturing markets under the SEALED AIR, BUBBLE WRAP, AUTOBAG, SEALED AIR, AUTOBAG, Instapak, Korrvu, Kevothermal, and TempGuard brands. This segment sells its solutions through supply distributors, as well as directly to fabricators, original equipment manufacturers, contract manufacturers, logistics partners, and e-commerce/fulfillment operations. Sealed Air Corporation was incorporated in 1960 and is headquartered in Charlotte, North Carolina.",16300,"{'maxAge': 1, 'name': 'Mr. Dustin J. Semach', 'age': 40, 'title': 'Chief Financial Officer', 'yearBorn': 1982, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,2,3,1,1693526400,1672444800,86400,2,35.41,35.46,34.89,35.645,35.41,35.46,34.89,35.645,0.8,0.0226,1694044800,0.3042,1.57,1.301175,13.34981,10.737003,2592666,2592666,1917564,2052870,2052870,35.16,35.16,1100,800,5090950144,33.45,56.43,0.9196246,39.7794,45.03045,0.8,0.022592489,USD,9894563840,0.07036,143035364,145000000,3944260,3335863,1690761600,1693440000,0.0272,0.00713,0.91637003,1.71,0.0374,145000000,2.856,12.293418,1672444800,1703980800,1688083200,-0.13,384100000,2.63,3.27,-246.0,2:1,1174262400,1.787,9.014,-0.29113668,0.14113986,0.2,1694044800,NYQ,EQUITY,SEE,SEE,Sealed Air Corporation,Sealed Air Corporation,322151400,America/New_York,EDT,5b751775-000e-34b8-b8f2-ed2240265d50,finmb_382724,-14400000,35.11,57.0,38.0,45.67,45.5,2.3,buy,12,285100000,1.974,1097699968,5066100224,0.551,1.197,5535900160,1228.443,38.271,0.081549995,1.25502,1772900000,242375008,393800000,-0.105,-0.026,0.3036,0.19829,0.16062,USD,2.3934
5,2415 Cascade Pointe Boulevard,Charlotte,NC,28208,United States,980 221 3235,https://www.sealedair.com,Packaging & Containers,Packaging & Containers,Consumer Cyclical,Consumer Cyclical,"Sealed Air Corporation provides packaging solutions in the Americas, Europe, the Middle East, Africa, Asia, Australia, and NewZealand. It operates through two segments, Food and Protective. The Food segment offers integrated packaging materials and automation equipment solutions to provide food safety and shelf life extension, reduce food waste, automate processes, and optimize total cost for food processors in the fresh red meat, smoked and processed meats, poultry, seafood, plant-based, and dairy markets under the CRYOVAC, CRYOVAC Grip & Tear, CRYOVAC Darfresh, Simple Steps, and Optidure brands. This segment sells its solutions directly to customers through its sales, marketing, and customer service personnel. The Protective segment provides foam, inflatable, suspension and retention, temperature assurance packaging solutions to protect goods to e-commerce, consumer goods, pharmaceutical and medical devices, and industrial manufacturing markets under the SEALED AIR, BUBBLE WRAP, AUTOBAG, SEALED AIR, AUTOBAG, Instapak, Korrvu, Kevothermal, and TempGuard brands. This segment sells its solutions through supply distributors, as well as directly to fabricators, original equipment manufacturers, contract manufacturers, logistics partners, and e-commerce/fulfillment operations. Sealed Air Corporation was incorporated in 1960 and is headquartered in Charlotte, North Carolina.",16300,"{'maxAge': 1, 'name': 'Ms. Veronika  Johnson', 'age': 40, 'title': 'Chief Accounting Officer & Controller', 'yearBorn': 1982, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,2,3,1,1693526400,1672444800,86400,2,35.41,35.46,34.89,35.645,35.41,35.46,34.89,35.645,0.8,0.0226,1694044800,0.3042,1.57,1.301175,13.34981,10.737003,2592666,2592666,1917564,2052870,2052870,35.16,35.16,1100,800,5090950144,33.45,56.43,0.9196246,39.7794,45.03045,0.8,0.022592489,USD,9894563840,0.07036,143035364,145000000,3944260,3335863,1690761600,1693440000,0.0272,0.00713,0.91637003,1.71,0.0374,145000000,2.856,12.293418,1672444800,1703980800,1688083200,-0.13,384100000,2.63,3.27,-246.0,2:1,1174262400,1.787,9.014,-0.29113668,0.14113986,0.2,1694044800,NYQ,EQUITY,SEE,SEE,Sealed Air Corporation,Sealed Air Corporation,322151400,America/New_York,EDT,5b751775-000e-34b8-b8f2-ed2240265d50,finmb_382724,-14400000,35.11,57.0,38.0,45.67,45.5,2.3,buy,12,285100000,1.974,1097699968,5066100224,0.551,1.197,5535900160,1228.443,38.271,0.081549995,1.25502,1772900000,242375008,393800000,-0.105,-0.026,0.3036,0.19829,0.16062,USD,2.3934
6,2415 Cascade Pointe Boulevard,Charlotte,NC,28208,United States,980 221 3235,https://www.sealedair.com,Packaging & Containers,Packaging & Containers,Consumer Cyclical,Consumer Cyclical,"Sealed Air Corporation provides packaging solutions in the Americas, Europe, the Middle East, Africa, Asia, Australia, and NewZealand. It operates through two segments, Food and Protective. The Food segment offers integrated packaging materials and automation equipment solutions to provide food safety and shelf life extension, reduce food waste, automate processes, and optimize total cost for food processors in the fresh red meat, smoked and processed meats, poultry, seafood, plant-based, and dairy markets under the CRYOVAC, CRYOVAC Grip & Tear, CRYOVAC Darfresh, Simple Steps, and Optidure brands. This segment sells its solutions directly to customers through its sales, marketing, and customer service personnel. The Protective segment provides foam, inflatable, suspension and retention, temperature assurance packaging solutions to protect goods to e-commerce, consumer goods, pharmaceutical and medical devices, and industrial manufacturing markets under the SEALED AIR, BUBBLE WRAP, AUTOBAG, SEALED AIR, AUTOBAG, Instapak, Korrvu, Kevothermal, and TempGuard brands. This segment sells its solutions through supply distributors, as well as directly to fabricators, original equipment manufacturers, contract manufacturers, logistics partners, and e-commerce/fulfillment operations. Sealed Air Corporation was incorporated in 1960 and is headquartered in Charlotte, North Carolina.",16300,"{'maxAge': 1, 'name': 'Ms. Lori C. Chaitman', 'title': 'VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,2,3,1,1693526400,1672444800,86400,2,35.41,35.46,34.89,35.645,35.41,35.46,34.89,35.645,0.8,0.0226,1694044800,0.3042,1.57,1.301175,13.34981,10.737003,2592666,2592666,1917564,2052870,2052870,35.16,35.16,1100,800,5090950144,33.45,56.43,0.9196246,39.7794,45.03045,0.8,0.022592489,USD,9894563840,0.07036,143035364,145000000,3944260,3335863,1690761600,1693440000,0.0272,0.00713,0.91637003,1.71,0.0374,145000000,2.856,12.293418,1672444800,1703980800,1688083200,-0.13,384100000,2.63,3.27,-246.0,2:1,1174262400,1.787,9.014,-0.29113668,0.14113986,0.2,1694044800,NYQ,EQUITY,SEE,SEE,Sealed Air Corporation,Sealed Air Corporation,322151400,America/New_York,EDT,5b751775-000e-34b8-b8f2-ed2240265d50,finmb_382724,-14400000,35.11,57.0,38.0,45.67,45.5,2.3,buy,12,285100000,1.974,1097699968,5066100224,0.551,1.197,5535900160,1228.443,38.271,0.081549995,1.25502,1772900000,242375008,393800000,-0.105,-0.026,0.3036,0.19829,0.16062,USD,2.3934
7,2415 Cascade Pointe Boulevard,Charlotte,NC,28208,United States,980 221 3235,https://www.sealedair.com,Packaging & Containers,Packaging & Containers,Consumer Cyclical,Consumer Cyclical,"Sealed Air Corporation provides packaging solutions in the Americas, Europe, the Middle East, Africa, Asia, Australia, and NewZealand. It operates through two segments, Food and Protective. The Food segment offers integrated packaging materials and automation equipment solutions to provide food safety and shelf life extension, reduce food waste, automate processes, and optimize total cost for food processors in the fresh red meat, smoked and processed meats, poultry, seafood, plant-based, and dairy markets under the CRYOVAC, CRYOVAC Grip & Tear, CRYOVAC Darfresh, Simple Steps, and Optidure brands. This segment sells its solutions directly to customers through its sales, marketing, and customer service personnel. The Protective segment provides foam, inflatable, suspension and retention, temperature assurance packaging solutions to protect goods to e-commerce, consumer goods, pharmaceutical and medical devices, and industrial manufacturing markets under the SEALED AIR, BUBBLE WRAP, AUTOBAG, SEALED AIR, AUTOBAG, Instapak, Korrvu, Kevothermal, and TempGuard brands. This segment sells its solutions through supply distributors, as well as directly to fabricators, original equipment manufacturers, contract manufacturers, logistics partners, and e-commerce/fulfillment operations. Sealed Air Corporation was incorporated in 1960 and is headquartered in Charlotte, North Carolina.",16300,"{'maxAge': 1, 'name': 'Ms. Angel Shelton Willis', 'age': 51, 'title': 'VP, Gen. Counsel & Sec.', 'yearBorn': 1971, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,2,3,1,1693526400,1672444800,86400,2,35.41,35.46,34.89,35.645,35.41,35.46,34.89,35.645,0.8,0.0226,1694044800,0.3042,1.57,1.301175,13.34981,10.737003,2592666,2592666,1917564,2052870,2052870,35.16,35.16,1100,800,5090950144,33.45,56.43,0.9196246,39.7794,45.03045,0.8,0.022592489,USD,9894563840,0.07036,143035364,145000000,3944260,3335863,1690761600,1693440000,0.0272,0.00713,0.91637003,1.71,0.0374,145000000,2.856,12.293418,1672444800,1703980800,1688083200,-0.13,384100000,2.63,3.27,-246.0,2:1,1174262400,1.787,9.014,-0.29113668,0.14113986,0.2,1694044800,NYQ,EQUITY,SEE,SEE,Sealed Air Corporation,Sealed Air Corporation,322151400,America/New_York,EDT,5b751775-000e-34b8-b8f2-ed2240265d50,finmb_382724,-14400000,35.11,57.0,38.0,45.67,45.5,2.3,buy,12,285100000,1.974,1097699968,5066100224,0.551,1.197,5535900160,1228.443,38.271,0.081549995,1.25502,1772900000,242375008,393800000,-0.105,-0.026,0.3036,0.19829,0.16062,USD,2.3934
8,2415 Cascade Pointe Boulevard,Charlotte,NC,28208,United States,980 221 3235,https://www.sealedair.com,Packaging & Containers,Packaging & Containers,Consumer Cyclical,Consumer Cyclical,"Sealed Air Corporation provides packaging solutions in the Americas, Europe, the Middle East, Africa, Asia, Australia, and NewZealand. It operates through two segments, Food and Protective. The Food segment offers integrated packaging materials and automation equipment solutions to provide food safety and shelf life extension, reduce food waste, automate processes, and optimize total cost for food processors in the fresh red meat, smoked and processed meats, poultry, seafood, plant-based, and dairy markets under the CRYOVAC, CRYOVAC Grip & Tear, CRYOVAC Darfresh, Simple Steps, and Optidure brands. This segment sells its solutions directly to customers through its sales, marketing, and customer service personnel. The Protective segment provides foam, inflatable, suspension and retention, temperature assurance packaging solutions to protect goods to e-commerce, consumer goods, pharmaceutical and medical devices, and industrial manufacturing markets under the SEALED AIR, BUBBLE WRAP, AUTOBAG, SEALED AIR, AUTOBAG, Instapak, Korrvu, Kevothermal, and TempGuard brands. This segment sells its solutions through supply distributors, as well as directly to fabricators, original equipment manufacturers, contract manufacturers, logistics partners, and e-commerce/fulfillment operations. Sealed Air Corporation was incorporated in 1960 and is headquartered in Charlotte, North Carolina.",16300,"{'maxAge': 1, 'name': 'Mr. Tobias  Grasso Jr.', 'age': 58, 'title': 'Pres of Americas', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,2,3,1,1693526400,1672444800,86400,2,35.41,35.46,34.89,35.645,35.41,35.46,34.89,35.645,0.8,0.0226,1694044800,0.3042,1.57,1.301175,13.34981,10.737003,2592666,2592666,1917564,2052870,2052870,35.16,35.16,1100,800,5090950144,33.45,56.43,0.9196246,39.7794,45.03045,0.8,0.022592489,USD,9894563840,0.07036,143035364,145000000,3944260,3335863,1690761600,1693440000,0.0272,0.00713,0.91637003,1.71,0.0374,145000000,2.856,12.293418,1672444800,1703980800,1688083200,-0.13,384100000,2.63,3.27,-246.0,2:1,1174262400,1.787,9.014,-0.29113668,0.14113986,0.2,1694044800,NYQ,EQUITY,SEE,SEE,Sealed Air Corporation,Sealed Air Corporation,322151400,America/New_York,EDT,5b751775-000e-34b8-b8f2-ed2240265d50,finmb_382724,-14400000,35.11,57.0,38.0,45.67,45.5,2.3,buy,12,285100000,1.974,1097699968,5066100224,0.551,1.197,5535900160,1228.443,38.271,0.081549995,1.25502,1772900000,242375008,393800000,-0.105,-0.026,0.3036,0.19829,0.16062,USD,2.3934
9,2415 Cascade Pointe Boulevard,Charlotte,NC,28208,United States,980 221 3235,https://www.sealedair.com,Packaging & Containers,Packaging & Containers,Consumer Cyclical,Consumer Cyclical,"Sealed Air Corporation provides packaging solutions in the Americas, Europe, the Middle East, Africa, Asia, Australia, and NewZealand. It operates through two segments, Food and Protective. The Food segment offers integrated packaging materials and automation equipment solutions to provide food safety and shelf life extension, reduce food waste, automate processes, and optimize total cost for food processors in the fresh red meat, smoked and processed meats, poultry, seafood, plant-based, and dairy markets under the CRYOVAC, CRYOVAC Grip & Tear, CRYOVAC Darfresh, Simple Steps, and Optidure brands. This segment sells its solutions directly to customers through its sales, marketing, and customer service personnel. The Protective segment provides foam, inflatable, suspension and retention, temperature assurance packaging solutions to protect goods to e-commerce, consumer goods, pharmaceutical and medical devices, and industrial manufacturing markets under the SEALED AIR, BUBBLE WRAP, AUTOBAG, SEALED AIR, AUTOBAG, Instapak, Korrvu, Kevothermal, and TempGuard brands. This segment sells its solutions through supply distributors, as well as directly to fabricators, original equipment manufacturers, contract manufacturers, logistics partners, and e-commerce/fulfillment operations. Sealed Air Corporation was incorporated in 1960 and is headquartered in Charlotte, North Carolina.",16300,"{'maxAge': 1, 'name': 'Ms. Alessandra Faccin Assis', 'age': 43, 'title': 'Pres of Asia-Pacific (APAC) Region', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,2,3,1,1693526400,1672444800,86400,2,35.41,35.46,34.89,35.645,35.41,35.46,34.89,35.645,0.8,0.0226,1694044800,0.3042,1.57,1.301175,13.34981,10.737003,2592666,2592666,1917564,2052870,2052870,35.16,35.16,1100,800,5090950144,33.45,56.43,0.9196246,39.7794,45.03045,0.8,0.022592489,USD,9894563840,0.07036,143035364,145000000,3944260,3335863,1690761600,1693440000,0.0272,0.00713,0.91637003,1.71,0.0374,145000000,2.856,12.293418,1672444800,1703980800,1688083200,-0.13,384100000,2.63,3.27,-246.0,2:1,1174262400,1.787,9.014,-0.29113668,0.14113986,0.2,1694044800,NYQ,EQUITY,SEE,SEE,Sealed Air Corporation,Sealed Air Corporation,322151400,America/New_York,EDT,5b751775-000e-34b8-b8f2-ed2240265d50,finmb_382724,-14400000,35.11,57.0,38.0,45.67,45.5,2.3,buy,12,285100000,1.974,1097699968,5066100224,0.551,1.197,5535900160,1228.443,38.271,0.081549995,1.25502,1772900000,242375008,393800000,-0.105,-0.026,0.3036,0.19829,0.16062,USD,2.3934
