,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Maslak Mah. Büyükdere Cad.,Nurol Plaza No:255 Iç Kapi No: 302 Sariyar,Istanbul,34450,Turkey,90 212 286 82 40,https://www.nurolgyo.com.tr,REIT—Diversified,Real Estate,Nurol Gayrimenkul Yatirim Ortakligi AS is a publicly owned real estate investment trust. It invests in the real estate markets across Turkey. The firm invests primarily in the commercial properties. Nurol Gayrimenkul Yatirim Ortakligi AS was launched in 1997 and is based in Istanbul. Turkey.,47,"{'maxAge': 1, 'name': 'Mr. Nurdogan  Topuz', 'title': 'Gen. Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,8.34,8.3,8.12,8.33,8.34,8.3,8.12,8.33,1242777600,0.0,1.465757,3.860465,4881575,4881575,6821637,5563233,5563233,8.29,8.31,0,0,2783388416,4.35,9.47,7.475439,7.4614,6.4881,0.0,0.0,TRY,2903365632,1.9198899,125795742,335348000,0.58587,0.00209,3.933,2.1103482,1672444800,1703980800,1688083200,-0.789,714848192,2.15,4:1,1334102400,7.798,25.054,IST,EQUITY,NUGYO.IS,NUGYO.IS,NUROL GMYO,Nurol Gayrimenkul Yatirim Ortakligi A.S.,957940200,Europe/Istanbul,TRT,10800000,8.3,none,94550344,0.282,115883064,214527568,0.511,1.011,372337792,16.267,1.11,0.046290003,0.74675006,895350174,-82561840,-129267960,-0.79,-0.932,0.85089993,0.31123,0.30928,TRY,
1,Maslak Mah. Büyükdere Cad.,Nurol Plaza No:255 Iç Kapi No: 302 Sariyar,Istanbul,34450,Turkey,90 212 286 82 40,https://www.nurolgyo.com.tr,REIT—Diversified,Real Estate,Nurol Gayrimenkul Yatirim Ortakligi AS is a publicly owned real estate investment trust. It invests in the real estate markets across Turkey. The firm invests primarily in the commercial properties. Nurol Gayrimenkul Yatirim Ortakligi AS was launched in 1997 and is based in Istanbul. Turkey.,47,"{'maxAge': 1, 'name': 'Mr. Serhat  Gungor', 'title': 'Sr. Sales Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,8.34,8.3,8.12,8.33,8.34,8.3,8.12,8.33,1242777600,0.0,1.465757,3.860465,4881575,4881575,6821637,5563233,5563233,8.29,8.31,0,0,2783388416,4.35,9.47,7.475439,7.4614,6.4881,0.0,0.0,TRY,2903365632,1.9198899,125795742,335348000,0.58587,0.00209,3.933,2.1103482,1672444800,1703980800,1688083200,-0.789,714848192,2.15,4:1,1334102400,7.798,25.054,IST,EQUITY,NUGYO.IS,NUGYO.IS,NUROL GMYO,Nurol Gayrimenkul Yatirim Ortakligi A.S.,957940200,Europe/Istanbul,TRT,10800000,8.3,none,94550344,0.282,115883064,214527568,0.511,1.011,372337792,16.267,1.11,0.046290003,0.74675006,895350174,-82561840,-129267960,-0.79,-0.932,0.85089993,0.31123,0.30928,TRY,
2,Maslak Mah. Büyükdere Cad.,Nurol Plaza No:255 Iç Kapi No: 302 Sariyar,Istanbul,34450,Turkey,90 212 286 82 40,https://www.nurolgyo.com.tr,REIT—Diversified,Real Estate,Nurol Gayrimenkul Yatirim Ortakligi AS is a publicly owned real estate investment trust. It invests in the real estate markets across Turkey. The firm invests primarily in the commercial properties. Nurol Gayrimenkul Yatirim Ortakligi AS was launched in 1997 and is based in Istanbul. Turkey.,47,"{'maxAge': 1, 'name': 'Ms. S. Ceyda Çarmikli Kiliçaslan', 'title': 'Exec. Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,8.34,8.3,8.12,8.33,8.34,8.3,8.12,8.33,1242777600,0.0,1.465757,3.860465,4881575,4881575,6821637,5563233,5563233,8.29,8.31,0,0,2783388416,4.35,9.47,7.475439,7.4614,6.4881,0.0,0.0,TRY,2903365632,1.9198899,125795742,335348000,0.58587,0.00209,3.933,2.1103482,1672444800,1703980800,1688083200,-0.789,714848192,2.15,4:1,1334102400,7.798,25.054,IST,EQUITY,NUGYO.IS,NUGYO.IS,NUROL GMYO,Nurol Gayrimenkul Yatirim Ortakligi A.S.,957940200,Europe/Istanbul,TRT,10800000,8.3,none,94550344,0.282,115883064,214527568,0.511,1.011,372337792,16.267,1.11,0.046290003,0.74675006,895350174,-82561840,-129267960,-0.79,-0.932,0.85089993,0.31123,0.30928,TRY,
