,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,9811 Katy Freeway,Suite 700,Houston,TX,77024,United States,281 501 3070,https://www.ariswater.com,Utilities—Regulated Water,Utilities—Regulated Water,Utilities,Utilities,"Aris Water Solutions, Inc., an environmental infrastructure and solutions company, provides water handling and recycling solutions. Its produced water handling business gathers, transports, unless recycled, and handles produced water generated from oil and natural gas production. The company's water solutions business develops and operates recycling facilities to treat, store, and recycle produced water. Aris Water Solutions, Inc. was founded in 2015 and is headquartered in Houston, Texas.",196,"{'maxAge': 1, 'name': 'Mr. William A. Zartler', 'age': 57, 'title': 'Founder & Exec. Chairman', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 642208, 'exercisedValue': 0, 'unexercisedValue': 0}",6,8,6,8,7,1693526400,1672444800,86400,2,10.89,10.86,10.72,11.0,10.89,10.86,10.72,11.0,0.36,0.033299997,1694563200,1.0588,31.823528,10.112148,403118,403118,242906,239310,239310,10.75,10.83,800,1200,623537088,6.692,17.813,1.7231922,10.7596,11.2807,0.36,0.03305785,USD,1108269952,0.0293,24503489,30074100,1882801,1919432,1690761600,1693440000,0.0626,0.14151,0.89057,9.51,0.0723,30811300,10.494,1.0310653,1672444800,1703980800,1688083200,2.37,9780000,0.34,1.07,3.063,7.856,-0.30012935,0.14113986,0.09,1694563200,NYQ,EQUITY,ARIS,ARIS,"Aris Water Solutions, Inc.","Aris Water Solutions, Inc.",1634909400,America/New_York,EDT,950a3d97-e5f4-3593-950d-bea6a7f77582,finmb_328317559,-14400000,10.82,17.0,11.0,14.38,14.5,1.8,buy,8,4059000,0.135,141068000,433156992,0.949,1.143,361849984,64.712,12.875,0.03447,0.040359996,182490000,-54309876,129423000,1.928,0.265,0.53242,0.38985002,0.18968001,USD,
1,9811 Katy Freeway,Suite 700,Houston,TX,77024,United States,281 501 3070,https://www.ariswater.com,Utilities—Regulated Water,Utilities—Regulated Water,Utilities,Utilities,"Aris Water Solutions, Inc., an environmental infrastructure and solutions company, provides water handling and recycling solutions. Its produced water handling business gathers, transports, unless recycled, and handles produced water generated from oil and natural gas production. The company's water solutions business develops and operates recycling facilities to treat, store, and recycle produced water. Aris Water Solutions, Inc. was founded in 2015 and is headquartered in Houston, Texas.",196,"{'maxAge': 1, 'name': 'Ms. Amanda M. Brock', 'age': 61, 'title': 'Pres, CEO & Director', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 1106300, 'exercisedValue': 0, 'unexercisedValue': 0}",6,8,6,8,7,1693526400,1672444800,86400,2,10.89,10.86,10.72,11.0,10.89,10.86,10.72,11.0,0.36,0.033299997,1694563200,1.0588,31.823528,10.112148,403118,403118,242906,239310,239310,10.75,10.83,800,1200,623537088,6.692,17.813,1.7231922,10.7596,11.2807,0.36,0.03305785,USD,1108269952,0.0293,24503489,30074100,1882801,1919432,1690761600,1693440000,0.0626,0.14151,0.89057,9.51,0.0723,30811300,10.494,1.0310653,1672444800,1703980800,1688083200,2.37,9780000,0.34,1.07,3.063,7.856,-0.30012935,0.14113986,0.09,1694563200,NYQ,EQUITY,ARIS,ARIS,"Aris Water Solutions, Inc.","Aris Water Solutions, Inc.",1634909400,America/New_York,EDT,950a3d97-e5f4-3593-950d-bea6a7f77582,finmb_328317559,-14400000,10.82,17.0,11.0,14.38,14.5,1.8,buy,8,4059000,0.135,141068000,433156992,0.949,1.143,361849984,64.712,12.875,0.03447,0.040359996,182490000,-54309876,129423000,1.928,0.265,0.53242,0.38985002,0.18968001,USD,
2,9811 Katy Freeway,Suite 700,Houston,TX,77024,United States,281 501 3070,https://www.ariswater.com,Utilities—Regulated Water,Utilities—Regulated Water,Utilities,Utilities,"Aris Water Solutions, Inc., an environmental infrastructure and solutions company, provides water handling and recycling solutions. Its produced water handling business gathers, transports, unless recycled, and handles produced water generated from oil and natural gas production. The company's water solutions business develops and operates recycling facilities to treat, store, and recycle produced water. Aris Water Solutions, Inc. was founded in 2015 and is headquartered in Houston, Texas.",196,"{'maxAge': 1, 'name': 'Mr. Stephan E. Tompsett', 'age': 45, 'title': 'Chief Financial Officer', 'yearBorn': 1977, 'fiscalYear': 2022, 'totalPay': 467520, 'exercisedValue': 0, 'unexercisedValue': 0}",6,8,6,8,7,1693526400,1672444800,86400,2,10.89,10.86,10.72,11.0,10.89,10.86,10.72,11.0,0.36,0.033299997,1694563200,1.0588,31.823528,10.112148,403118,403118,242906,239310,239310,10.75,10.83,800,1200,623537088,6.692,17.813,1.7231922,10.7596,11.2807,0.36,0.03305785,USD,1108269952,0.0293,24503489,30074100,1882801,1919432,1690761600,1693440000,0.0626,0.14151,0.89057,9.51,0.0723,30811300,10.494,1.0310653,1672444800,1703980800,1688083200,2.37,9780000,0.34,1.07,3.063,7.856,-0.30012935,0.14113986,0.09,1694563200,NYQ,EQUITY,ARIS,ARIS,"Aris Water Solutions, Inc.","Aris Water Solutions, Inc.",1634909400,America/New_York,EDT,950a3d97-e5f4-3593-950d-bea6a7f77582,finmb_328317559,-14400000,10.82,17.0,11.0,14.38,14.5,1.8,buy,8,4059000,0.135,141068000,433156992,0.949,1.143,361849984,64.712,12.875,0.03447,0.040359996,182490000,-54309876,129423000,1.928,0.265,0.53242,0.38985002,0.18968001,USD,
3,9811 Katy Freeway,Suite 700,Houston,TX,77024,United States,281 501 3070,https://www.ariswater.com,Utilities—Regulated Water,Utilities—Regulated Water,Utilities,Utilities,"Aris Water Solutions, Inc., an environmental infrastructure and solutions company, provides water handling and recycling solutions. Its produced water handling business gathers, transports, unless recycled, and handles produced water generated from oil and natural gas production. The company's water solutions business develops and operates recycling facilities to treat, store, and recycle produced water. Aris Water Solutions, Inc. was founded in 2015 and is headquartered in Houston, Texas.",196,"{'maxAge': 1, 'name': 'Mr. Dylan  Van Brunt', 'title': 'Chief Operating Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",6,8,6,8,7,1693526400,1672444800,86400,2,10.89,10.86,10.72,11.0,10.89,10.86,10.72,11.0,0.36,0.033299997,1694563200,1.0588,31.823528,10.112148,403118,403118,242906,239310,239310,10.75,10.83,800,1200,623537088,6.692,17.813,1.7231922,10.7596,11.2807,0.36,0.03305785,USD,1108269952,0.0293,24503489,30074100,1882801,1919432,1690761600,1693440000,0.0626,0.14151,0.89057,9.51,0.0723,30811300,10.494,1.0310653,1672444800,1703980800,1688083200,2.37,9780000,0.34,1.07,3.063,7.856,-0.30012935,0.14113986,0.09,1694563200,NYQ,EQUITY,ARIS,ARIS,"Aris Water Solutions, Inc.","Aris Water Solutions, Inc.",1634909400,America/New_York,EDT,950a3d97-e5f4-3593-950d-bea6a7f77582,finmb_328317559,-14400000,10.82,17.0,11.0,14.38,14.5,1.8,buy,8,4059000,0.135,141068000,433156992,0.949,1.143,361849984,64.712,12.875,0.03447,0.040359996,182490000,-54309876,129423000,1.928,0.265,0.53242,0.38985002,0.18968001,USD,
4,9811 Katy Freeway,Suite 700,Houston,TX,77024,United States,281 501 3070,https://www.ariswater.com,Utilities—Regulated Water,Utilities—Regulated Water,Utilities,Utilities,"Aris Water Solutions, Inc., an environmental infrastructure and solutions company, provides water handling and recycling solutions. Its produced water handling business gathers, transports, unless recycled, and handles produced water generated from oil and natural gas production. The company's water solutions business develops and operates recycling facilities to treat, store, and recycle produced water. Aris Water Solutions, Inc. was founded in 2015 and is headquartered in Houston, Texas.",196,"{'maxAge': 1, 'name': 'Mr. Jeffrey K. Hunt', 'age': 44, 'title': 'Chief Accounting Officer', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}",6,8,6,8,7,1693526400,1672444800,86400,2,10.89,10.86,10.72,11.0,10.89,10.86,10.72,11.0,0.36,0.033299997,1694563200,1.0588,31.823528,10.112148,403118,403118,242906,239310,239310,10.75,10.83,800,1200,623537088,6.692,17.813,1.7231922,10.7596,11.2807,0.36,0.03305785,USD,1108269952,0.0293,24503489,30074100,1882801,1919432,1690761600,1693440000,0.0626,0.14151,0.89057,9.51,0.0723,30811300,10.494,1.0310653,1672444800,1703980800,1688083200,2.37,9780000,0.34,1.07,3.063,7.856,-0.30012935,0.14113986,0.09,1694563200,NYQ,EQUITY,ARIS,ARIS,"Aris Water Solutions, Inc.","Aris Water Solutions, Inc.",1634909400,America/New_York,EDT,950a3d97-e5f4-3593-950d-bea6a7f77582,finmb_328317559,-14400000,10.82,17.0,11.0,14.38,14.5,1.8,buy,8,4059000,0.135,141068000,433156992,0.949,1.143,361849984,64.712,12.875,0.03447,0.040359996,182490000,-54309876,129423000,1.928,0.265,0.53242,0.38985002,0.18968001,USD,
5,9811 Katy Freeway,Suite 700,Houston,TX,77024,United States,281 501 3070,https://www.ariswater.com,Utilities—Regulated Water,Utilities—Regulated Water,Utilities,Utilities,"Aris Water Solutions, Inc., an environmental infrastructure and solutions company, provides water handling and recycling solutions. Its produced water handling business gathers, transports, unless recycled, and handles produced water generated from oil and natural gas production. The company's water solutions business develops and operates recycling facilities to treat, store, and recycle produced water. Aris Water Solutions, Inc. was founded in 2015 and is headquartered in Houston, Texas.",196,"{'maxAge': 1, 'name': 'Ms. Lisa  Henthorne P.E.', 'title': 'Chief Scientist', 'exercisedValue': 0, 'unexercisedValue': 0}",6,8,6,8,7,1693526400,1672444800,86400,2,10.89,10.86,10.72,11.0,10.89,10.86,10.72,11.0,0.36,0.033299997,1694563200,1.0588,31.823528,10.112148,403118,403118,242906,239310,239310,10.75,10.83,800,1200,623537088,6.692,17.813,1.7231922,10.7596,11.2807,0.36,0.03305785,USD,1108269952,0.0293,24503489,30074100,1882801,1919432,1690761600,1693440000,0.0626,0.14151,0.89057,9.51,0.0723,30811300,10.494,1.0310653,1672444800,1703980800,1688083200,2.37,9780000,0.34,1.07,3.063,7.856,-0.30012935,0.14113986,0.09,1694563200,NYQ,EQUITY,ARIS,ARIS,"Aris Water Solutions, Inc.","Aris Water Solutions, Inc.",1634909400,America/New_York,EDT,950a3d97-e5f4-3593-950d-bea6a7f77582,finmb_328317559,-14400000,10.82,17.0,11.0,14.38,14.5,1.8,buy,8,4059000,0.135,141068000,433156992,0.949,1.143,361849984,64.712,12.875,0.03447,0.040359996,182490000,-54309876,129423000,1.928,0.265,0.53242,0.38985002,0.18968001,USD,
6,9811 Katy Freeway,Suite 700,Houston,TX,77024,United States,281 501 3070,https://www.ariswater.com,Utilities—Regulated Water,Utilities—Regulated Water,Utilities,Utilities,"Aris Water Solutions, Inc., an environmental infrastructure and solutions company, provides water handling and recycling solutions. Its produced water handling business gathers, transports, unless recycled, and handles produced water generated from oil and natural gas production. The company's water solutions business develops and operates recycling facilities to treat, store, and recycle produced water. Aris Water Solutions, Inc. was founded in 2015 and is headquartered in Houston, Texas.",196,"{'maxAge': 1, 'name': 'Mr. Adrian O. Milton', 'age': 37, 'title': 'Gen. Counsel, Chief Admin. Officer & Corp. Sec.', 'yearBorn': 1985, 'exercisedValue': 0, 'unexercisedValue': 0}",6,8,6,8,7,1693526400,1672444800,86400,2,10.89,10.86,10.72,11.0,10.89,10.86,10.72,11.0,0.36,0.033299997,1694563200,1.0588,31.823528,10.112148,403118,403118,242906,239310,239310,10.75,10.83,800,1200,623537088,6.692,17.813,1.7231922,10.7596,11.2807,0.36,0.03305785,USD,1108269952,0.0293,24503489,30074100,1882801,1919432,1690761600,1693440000,0.0626,0.14151,0.89057,9.51,0.0723,30811300,10.494,1.0310653,1672444800,1703980800,1688083200,2.37,9780000,0.34,1.07,3.063,7.856,-0.30012935,0.14113986,0.09,1694563200,NYQ,EQUITY,ARIS,ARIS,"Aris Water Solutions, Inc.","Aris Water Solutions, Inc.",1634909400,America/New_York,EDT,950a3d97-e5f4-3593-950d-bea6a7f77582,finmb_328317559,-14400000,10.82,17.0,11.0,14.38,14.5,1.8,buy,8,4059000,0.135,141068000,433156992,0.949,1.143,361849984,64.712,12.875,0.03447,0.040359996,182490000,-54309876,129423000,1.928,0.265,0.53242,0.38985002,0.18968001,USD,
7,9811 Katy Freeway,Suite 700,Houston,TX,77024,United States,281 501 3070,https://www.ariswater.com,Utilities—Regulated Water,Utilities—Regulated Water,Utilities,Utilities,"Aris Water Solutions, Inc., an environmental infrastructure and solutions company, provides water handling and recycling solutions. Its produced water handling business gathers, transports, unless recycled, and handles produced water generated from oil and natural gas production. The company's water solutions business develops and operates recycling facilities to treat, store, and recycle produced water. Aris Water Solutions, Inc. was founded in 2015 and is headquartered in Houston, Texas.",196,"{'maxAge': 1, 'name': 'Mr. David  Tuerff', 'title': 'Sr. VP of Fin. & Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",6,8,6,8,7,1693526400,1672444800,86400,2,10.89,10.86,10.72,11.0,10.89,10.86,10.72,11.0,0.36,0.033299997,1694563200,1.0588,31.823528,10.112148,403118,403118,242906,239310,239310,10.75,10.83,800,1200,623537088,6.692,17.813,1.7231922,10.7596,11.2807,0.36,0.03305785,USD,1108269952,0.0293,24503489,30074100,1882801,1919432,1690761600,1693440000,0.0626,0.14151,0.89057,9.51,0.0723,30811300,10.494,1.0310653,1672444800,1703980800,1688083200,2.37,9780000,0.34,1.07,3.063,7.856,-0.30012935,0.14113986,0.09,1694563200,NYQ,EQUITY,ARIS,ARIS,"Aris Water Solutions, Inc.","Aris Water Solutions, Inc.",1634909400,America/New_York,EDT,950a3d97-e5f4-3593-950d-bea6a7f77582,finmb_328317559,-14400000,10.82,17.0,11.0,14.38,14.5,1.8,buy,8,4059000,0.135,141068000,433156992,0.949,1.143,361849984,64.712,12.875,0.03447,0.040359996,182490000,-54309876,129423000,1.928,0.265,0.53242,0.38985002,0.18968001,USD,
8,9811 Katy Freeway,Suite 700,Houston,TX,77024,United States,281 501 3070,https://www.ariswater.com,Utilities—Regulated Water,Utilities—Regulated Water,Utilities,Utilities,"Aris Water Solutions, Inc., an environmental infrastructure and solutions company, provides water handling and recycling solutions. Its produced water handling business gathers, transports, unless recycled, and handles produced water generated from oil and natural gas production. The company's water solutions business develops and operates recycling facilities to treat, store, and recycle produced water. Aris Water Solutions, Inc. was founded in 2015 and is headquartered in Houston, Texas.",196,"{'maxAge': 1, 'name': 'Mr. Jon  Ricker', 'title': 'Sr. VP of Operations & Engineering', 'exercisedValue': 0, 'unexercisedValue': 0}",6,8,6,8,7,1693526400,1672444800,86400,2,10.89,10.86,10.72,11.0,10.89,10.86,10.72,11.0,0.36,0.033299997,1694563200,1.0588,31.823528,10.112148,403118,403118,242906,239310,239310,10.75,10.83,800,1200,623537088,6.692,17.813,1.7231922,10.7596,11.2807,0.36,0.03305785,USD,1108269952,0.0293,24503489,30074100,1882801,1919432,1690761600,1693440000,0.0626,0.14151,0.89057,9.51,0.0723,30811300,10.494,1.0310653,1672444800,1703980800,1688083200,2.37,9780000,0.34,1.07,3.063,7.856,-0.30012935,0.14113986,0.09,1694563200,NYQ,EQUITY,ARIS,ARIS,"Aris Water Solutions, Inc.","Aris Water Solutions, Inc.",1634909400,America/New_York,EDT,950a3d97-e5f4-3593-950d-bea6a7f77582,finmb_328317559,-14400000,10.82,17.0,11.0,14.38,14.5,1.8,buy,8,4059000,0.135,141068000,433156992,0.949,1.143,361849984,64.712,12.875,0.03447,0.040359996,182490000,-54309876,129423000,1.928,0.265,0.53242,0.38985002,0.18968001,USD,
9,9811 Katy Freeway,Suite 700,Houston,TX,77024,United States,281 501 3070,https://www.ariswater.com,Utilities—Regulated Water,Utilities—Regulated Water,Utilities,Utilities,"Aris Water Solutions, Inc., an environmental infrastructure and solutions company, provides water handling and recycling solutions. Its produced water handling business gathers, transports, unless recycled, and handles produced water generated from oil and natural gas production. The company's water solutions business develops and operates recycling facilities to treat, store, and recycle produced water. Aris Water Solutions, Inc. was founded in 2015 and is headquartered in Houston, Texas.",196,"{'maxAge': 1, 'name': 'Mr. Drew  Dixon', 'title': 'Sr. VP of Land, Legal & Regulatory', 'exercisedValue': 0, 'unexercisedValue': 0}",6,8,6,8,7,1693526400,1672444800,86400,2,10.89,10.86,10.72,11.0,10.89,10.86,10.72,11.0,0.36,0.033299997,1694563200,1.0588,31.823528,10.112148,403118,403118,242906,239310,239310,10.75,10.83,800,1200,623537088,6.692,17.813,1.7231922,10.7596,11.2807,0.36,0.03305785,USD,1108269952,0.0293,24503489,30074100,1882801,1919432,1690761600,1693440000,0.0626,0.14151,0.89057,9.51,0.0723,30811300,10.494,1.0310653,1672444800,1703980800,1688083200,2.37,9780000,0.34,1.07,3.063,7.856,-0.30012935,0.14113986,0.09,1694563200,NYQ,EQUITY,ARIS,ARIS,"Aris Water Solutions, Inc.","Aris Water Solutions, Inc.",1634909400,America/New_York,EDT,950a3d97-e5f4-3593-950d-bea6a7f77582,finmb_328317559,-14400000,10.82,17.0,11.0,14.38,14.5,1.8,buy,8,4059000,0.135,141068000,433156992,0.949,1.143,361849984,64.712,12.875,0.03447,0.040359996,182490000,-54309876,129423000,1.928,0.265,0.53242,0.38985002,0.18968001,USD,
