,address1,address2,city,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Yardley Commercial Building,26th Floor 1-6 Connaught Road West,Hong Kong,Hong Kong,852 2545 0951,852 2541 9794,https://www.jinhuiship.com/jh,Marine Shipping,Industrials,"Jinhui Holdings Company Limited, an investment holding company, engages in ship chartering and owning activities in worldwide. The company provides fleet services for cargoes, such as minerals, coal, steel products, and cement. It also offers ship management and shipping agent services. In addition, the company is involved in investment, property investment, and money lending activities. As of December 31, 2022, it owned a fleet of twenty four vessels. Jinhui Holdings Company Limited was incorporated in 1991 and is based in Hong Kong, Hong Kong.",618,"{'maxAge': 1, 'name': 'Mr. Siu Fai  Ng', 'age': 65, 'title': 'Exec. Chairman', 'yearBorn': 1957, 'fiscalYear': 2022, 'totalPay': 40778000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,0.64,0.57,0.57,0.64,0.64,0.57,0.57,0.64,0.02,0.0313,1685577600,0.396396,22000,22000,28190,26400,26400,0.58,0.69,0,0,339384960,0.56,1.32,0.39439243,0.7356,0.8867,0.02,0.03125,HKD,2273690368,-0.35266998,105628362,530288992,0.80081004,0.00081,3.353,0.19087385,1672444800,1703980800,1688083200,-303484992,-0.57,2.642,16.351,HKG,EQUITY,0137.HK,0137.HK,JINHUI HOLDINGS,Jinhui Holdings Company Limited,1055986200,Asia/Hong_Kong,HKT,28800000,0.64,none,330920000,0.624,139059008,913566976,1.059,1.405,860526016,29.19,1.623,-0.01935,-0.15564999,579673000,-565147392,329279008,-0.53,0.28145,0.1616,-0.16396,HKD,
1,Yardley Commercial Building,26th Floor 1-6 Connaught Road West,Hong Kong,Hong Kong,852 2545 0951,852 2541 9794,https://www.jinhuiship.com/jh,Marine Shipping,Industrials,"Jinhui Holdings Company Limited, an investment holding company, engages in ship chartering and owning activities in worldwide. The company provides fleet services for cargoes, such as minerals, coal, steel products, and cement. It also offers ship management and shipping agent services. In addition, the company is involved in investment, property investment, and money lending activities. As of December 31, 2022, it owned a fleet of twenty four vessels. Jinhui Holdings Company Limited was incorporated in 1991 and is based in Hong Kong, Hong Kong.",618,"{'maxAge': 1, 'name': 'Mr. Kam Wah  Ng', 'age': 59, 'title': 'MD & Exec. Director', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 33178000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,0.64,0.57,0.57,0.64,0.64,0.57,0.57,0.64,0.02,0.0313,1685577600,0.396396,22000,22000,28190,26400,26400,0.58,0.69,0,0,339384960,0.56,1.32,0.39439243,0.7356,0.8867,0.02,0.03125,HKD,2273690368,-0.35266998,105628362,530288992,0.80081004,0.00081,3.353,0.19087385,1672444800,1703980800,1688083200,-303484992,-0.57,2.642,16.351,HKG,EQUITY,0137.HK,0137.HK,JINHUI HOLDINGS,Jinhui Holdings Company Limited,1055986200,Asia/Hong_Kong,HKT,28800000,0.64,none,330920000,0.624,139059008,913566976,1.059,1.405,860526016,29.19,1.623,-0.01935,-0.15564999,579673000,-565147392,329279008,-0.53,0.28145,0.1616,-0.16396,HKD,
2,Yardley Commercial Building,26th Floor 1-6 Connaught Road West,Hong Kong,Hong Kong,852 2545 0951,852 2541 9794,https://www.jinhuiship.com/jh,Marine Shipping,Industrials,"Jinhui Holdings Company Limited, an investment holding company, engages in ship chartering and owning activities in worldwide. The company provides fleet services for cargoes, such as minerals, coal, steel products, and cement. It also offers ship management and shipping agent services. In addition, the company is involved in investment, property investment, and money lending activities. As of December 31, 2022, it owned a fleet of twenty four vessels. Jinhui Holdings Company Limited was incorporated in 1991 and is based in Hong Kong, Hong Kong.",618,"{'maxAge': 1, 'name': 'Mr. Ki Hung  Ng', 'age': 68, 'title': 'Exec. Director', 'yearBorn': 1954, 'fiscalYear': 2022, 'totalPay': 4001000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,0.64,0.57,0.57,0.64,0.64,0.57,0.57,0.64,0.02,0.0313,1685577600,0.396396,22000,22000,28190,26400,26400,0.58,0.69,0,0,339384960,0.56,1.32,0.39439243,0.7356,0.8867,0.02,0.03125,HKD,2273690368,-0.35266998,105628362,530288992,0.80081004,0.00081,3.353,0.19087385,1672444800,1703980800,1688083200,-303484992,-0.57,2.642,16.351,HKG,EQUITY,0137.HK,0137.HK,JINHUI HOLDINGS,Jinhui Holdings Company Limited,1055986200,Asia/Hong_Kong,HKT,28800000,0.64,none,330920000,0.624,139059008,913566976,1.059,1.405,860526016,29.19,1.623,-0.01935,-0.15564999,579673000,-565147392,329279008,-0.53,0.28145,0.1616,-0.16396,HKD,
3,Yardley Commercial Building,26th Floor 1-6 Connaught Road West,Hong Kong,Hong Kong,852 2545 0951,852 2541 9794,https://www.jinhuiship.com/jh,Marine Shipping,Industrials,"Jinhui Holdings Company Limited, an investment holding company, engages in ship chartering and owning activities in worldwide. The company provides fleet services for cargoes, such as minerals, coal, steel products, and cement. It also offers ship management and shipping agent services. In addition, the company is involved in investment, property investment, and money lending activities. As of December 31, 2022, it owned a fleet of twenty four vessels. Jinhui Holdings Company Limited was incorporated in 1991 and is based in Hong Kong, Hong Kong.",618,"{'maxAge': 1, 'name': 'Ms. Suk Lin  Ho', 'age': 58, 'title': 'Company Sec. & Exec. Director', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 2400000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,0.64,0.57,0.57,0.64,0.64,0.57,0.57,0.64,0.02,0.0313,1685577600,0.396396,22000,22000,28190,26400,26400,0.58,0.69,0,0,339384960,0.56,1.32,0.39439243,0.7356,0.8867,0.02,0.03125,HKD,2273690368,-0.35266998,105628362,530288992,0.80081004,0.00081,3.353,0.19087385,1672444800,1703980800,1688083200,-303484992,-0.57,2.642,16.351,HKG,EQUITY,0137.HK,0137.HK,JINHUI HOLDINGS,Jinhui Holdings Company Limited,1055986200,Asia/Hong_Kong,HKT,28800000,0.64,none,330920000,0.624,139059008,913566976,1.059,1.405,860526016,29.19,1.623,-0.01935,-0.15564999,579673000,-565147392,329279008,-0.53,0.28145,0.1616,-0.16396,HKD,
4,Yardley Commercial Building,26th Floor 1-6 Connaught Road West,Hong Kong,Hong Kong,852 2545 0951,852 2541 9794,https://www.jinhuiship.com/jh,Marine Shipping,Industrials,"Jinhui Holdings Company Limited, an investment holding company, engages in ship chartering and owning activities in worldwide. The company provides fleet services for cargoes, such as minerals, coal, steel products, and cement. It also offers ship management and shipping agent services. In addition, the company is involved in investment, property investment, and money lending activities. As of December 31, 2022, it owned a fleet of twenty four vessels. Jinhui Holdings Company Limited was incorporated in 1991 and is based in Hong Kong, Hong Kong.",618,"{'maxAge': 1, 'name': 'Mr. Yee Hong  Shum', 'age': 69, 'title': 'Head of Management & Operations Department', 'yearBorn': 1953, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,0.64,0.57,0.57,0.64,0.64,0.57,0.57,0.64,0.02,0.0313,1685577600,0.396396,22000,22000,28190,26400,26400,0.58,0.69,0,0,339384960,0.56,1.32,0.39439243,0.7356,0.8867,0.02,0.03125,HKD,2273690368,-0.35266998,105628362,530288992,0.80081004,0.00081,3.353,0.19087385,1672444800,1703980800,1688083200,-303484992,-0.57,2.642,16.351,HKG,EQUITY,0137.HK,0137.HK,JINHUI HOLDINGS,Jinhui Holdings Company Limited,1055986200,Asia/Hong_Kong,HKT,28800000,0.64,none,330920000,0.624,139059008,913566976,1.059,1.405,860526016,29.19,1.623,-0.01935,-0.15564999,579673000,-565147392,329279008,-0.53,0.28145,0.1616,-0.16396,HKD,
