,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Royal Vopak,Westerlaan 10,Rotterdam,3016 CK,Netherlands,31 10 400 2911,31 10 413 9829,https://www.vopak.com,Oil & Gas Midstream,Energy,"Koninklijke Vopak N.V., an independent tank storage company, stores and handles liquid chemicals, gases, and oil products worldwide. The company owns and operates terminals, including storage tanks, jetties, truck and rail loading stations and pipelines, as well as provide access to road, rail, and pipeline networks. It operates 78 terminals in 23 countries with a storage capacity of 36.6 million cbm. The company was founded in 1616 and is headquartered in Rotterdam, the Netherlands.",5826,"{'maxAge': 1, 'name': 'Mr. D. J. M. Richelle', 'age': 52, 'title': 'CEO & Chairman of the Exec. Board', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 1442898, 'exercisedValue': 0, 'unexercisedValue': 0}",3,2,6,5,4,1693526400,1672444800,86400,2,33.7675,33.7675,33.7675,33.7675,33.7675,33.7675,33.7675,33.7675,1.43,0.0424,1683072000,0.4116,3.38,0.612612,10.049852,310,310,27,50,50,4283981568,17.6,39.01,2.9700372,35.70818,34.052673,1.3,0.038498554,USD,7240869888,0.27142,61160745,125484000,0.0,0.0,23.919,1.4117439,1672444800,1703980800,1688083200,391500000,3.36,5.02,10.659,PNK,EQUITY,VOPKY,VOPKY,KONINKLIJKE VOPAK N.V. UNSP ADR,Koninklijke Vopak N.V.,1472131800,America/New_York,EDT,-14400000,33.7675,none,81000000,0.646,679299968,2927399936,0.396,0.485,1442400000,92.677,11.503,0.03946,0.13874,1328900000,194517504,941500032,0.062,0.96200997,0.47095,0.3022,EUR,
1,Royal Vopak,Westerlaan 10,Rotterdam,3016 CK,Netherlands,31 10 400 2911,31 10 413 9829,https://www.vopak.com,Oil & Gas Midstream,Energy,"Koninklijke Vopak N.V., an independent tank storage company, stores and handles liquid chemicals, gases, and oil products worldwide. The company owns and operates terminals, including storage tanks, jetties, truck and rail loading stations and pipelines, as well as provide access to road, rail, and pipeline networks. It operates 78 terminals in 23 countries with a storage capacity of 36.6 million cbm. The company was founded in 1616 and is headquartered in Rotterdam, the Netherlands.",5826,"{'maxAge': 1, 'name': 'Mr. Michiel E. G. Gilsing', 'age': 54, 'title': 'CFO & Member of the Exec. Board', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 1017578, 'exercisedValue': 0, 'unexercisedValue': 0}",3,2,6,5,4,1693526400,1672444800,86400,2,33.7675,33.7675,33.7675,33.7675,33.7675,33.7675,33.7675,33.7675,1.43,0.0424,1683072000,0.4116,3.38,0.612612,10.049852,310,310,27,50,50,4283981568,17.6,39.01,2.9700372,35.70818,34.052673,1.3,0.038498554,USD,7240869888,0.27142,61160745,125484000,0.0,0.0,23.919,1.4117439,1672444800,1703980800,1688083200,391500000,3.36,5.02,10.659,PNK,EQUITY,VOPKY,VOPKY,KONINKLIJKE VOPAK N.V. UNSP ADR,Koninklijke Vopak N.V.,1472131800,America/New_York,EDT,-14400000,33.7675,none,81000000,0.646,679299968,2927399936,0.396,0.485,1442400000,92.677,11.503,0.03946,0.13874,1328900000,194517504,941500032,0.062,0.96200997,0.47095,0.3022,EUR,
2,Royal Vopak,Westerlaan 10,Rotterdam,3016 CK,Netherlands,31 10 400 2911,31 10 413 9829,https://www.vopak.com,Oil & Gas Midstream,Energy,"Koninklijke Vopak N.V., an independent tank storage company, stores and handles liquid chemicals, gases, and oil products worldwide. The company owns and operates terminals, including storage tanks, jetties, truck and rail loading stations and pipelines, as well as provide access to road, rail, and pipeline networks. It operates 78 terminals in 23 countries with a storage capacity of 36.6 million cbm. The company was founded in 1616 and is headquartered in Rotterdam, the Netherlands.",5826,"{'maxAge': 1, 'name': 'Mr. Frits  Eulderink', 'age': 61, 'title': 'COO & Member of the Exec. Board', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 1220668, 'exercisedValue': 0, 'unexercisedValue': 0}",3,2,6,5,4,1693526400,1672444800,86400,2,33.7675,33.7675,33.7675,33.7675,33.7675,33.7675,33.7675,33.7675,1.43,0.0424,1683072000,0.4116,3.38,0.612612,10.049852,310,310,27,50,50,4283981568,17.6,39.01,2.9700372,35.70818,34.052673,1.3,0.038498554,USD,7240869888,0.27142,61160745,125484000,0.0,0.0,23.919,1.4117439,1672444800,1703980800,1688083200,391500000,3.36,5.02,10.659,PNK,EQUITY,VOPKY,VOPKY,KONINKLIJKE VOPAK N.V. UNSP ADR,Koninklijke Vopak N.V.,1472131800,America/New_York,EDT,-14400000,33.7675,none,81000000,0.646,679299968,2927399936,0.396,0.485,1442400000,92.677,11.503,0.03946,0.13874,1328900000,194517504,941500032,0.062,0.96200997,0.47095,0.3022,EUR,
3,Royal Vopak,Westerlaan 10,Rotterdam,3016 CK,Netherlands,31 10 400 2911,31 10 413 9829,https://www.vopak.com,Oil & Gas Midstream,Energy,"Koninklijke Vopak N.V., an independent tank storage company, stores and handles liquid chemicals, gases, and oil products worldwide. The company owns and operates terminals, including storage tanks, jetties, truck and rail loading stations and pipelines, as well as provide access to road, rail, and pipeline networks. It operates 78 terminals in 23 countries with a storage capacity of 36.6 million cbm. The company was founded in 1616 and is headquartered in Rotterdam, the Netherlands.",5826,"{'maxAge': 1, 'name': 'Mr. Jan Bert Schutrops', 'age': 55, 'title': 'Global Director of Operations & Technology', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",3,2,6,5,4,1693526400,1672444800,86400,2,33.7675,33.7675,33.7675,33.7675,33.7675,33.7675,33.7675,33.7675,1.43,0.0424,1683072000,0.4116,3.38,0.612612,10.049852,310,310,27,50,50,4283981568,17.6,39.01,2.9700372,35.70818,34.052673,1.3,0.038498554,USD,7240869888,0.27142,61160745,125484000,0.0,0.0,23.919,1.4117439,1672444800,1703980800,1688083200,391500000,3.36,5.02,10.659,PNK,EQUITY,VOPKY,VOPKY,KONINKLIJKE VOPAK N.V. UNSP ADR,Koninklijke Vopak N.V.,1472131800,America/New_York,EDT,-14400000,33.7675,none,81000000,0.646,679299968,2927399936,0.396,0.485,1442400000,92.677,11.503,0.03946,0.13874,1328900000,194517504,941500032,0.062,0.96200997,0.47095,0.3022,EUR,
4,Royal Vopak,Westerlaan 10,Rotterdam,3016 CK,Netherlands,31 10 400 2911,31 10 413 9829,https://www.vopak.com,Oil & Gas Midstream,Energy,"Koninklijke Vopak N.V., an independent tank storage company, stores and handles liquid chemicals, gases, and oil products worldwide. The company owns and operates terminals, including storage tanks, jetties, truck and rail loading stations and pipelines, as well as provide access to road, rail, and pipeline networks. It operates 78 terminals in 23 countries with a storage capacity of 36.6 million cbm. The company was founded in 1616 and is headquartered in Rotterdam, the Netherlands.",5826,"{'maxAge': 1, 'name': 'Fatjona  Topciu', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",3,2,6,5,4,1693526400,1672444800,86400,2,33.7675,33.7675,33.7675,33.7675,33.7675,33.7675,33.7675,33.7675,1.43,0.0424,1683072000,0.4116,3.38,0.612612,10.049852,310,310,27,50,50,4283981568,17.6,39.01,2.9700372,35.70818,34.052673,1.3,0.038498554,USD,7240869888,0.27142,61160745,125484000,0.0,0.0,23.919,1.4117439,1672444800,1703980800,1688083200,391500000,3.36,5.02,10.659,PNK,EQUITY,VOPKY,VOPKY,KONINKLIJKE VOPAK N.V. UNSP ADR,Koninklijke Vopak N.V.,1472131800,America/New_York,EDT,-14400000,33.7675,none,81000000,0.646,679299968,2927399936,0.396,0.485,1442400000,92.677,11.503,0.03946,0.13874,1328900000,194517504,941500032,0.062,0.96200997,0.47095,0.3022,EUR,
5,Royal Vopak,Westerlaan 10,Rotterdam,3016 CK,Netherlands,31 10 400 2911,31 10 413 9829,https://www.vopak.com,Oil & Gas Midstream,Energy,"Koninklijke Vopak N.V., an independent tank storage company, stores and handles liquid chemicals, gases, and oil products worldwide. The company owns and operates terminals, including storage tanks, jetties, truck and rail loading stations and pipelines, as well as provide access to road, rail, and pipeline networks. It operates 78 terminals in 23 countries with a storage capacity of 36.6 million cbm. The company was founded in 1616 and is headquartered in Rotterdam, the Netherlands.",5826,"{'maxAge': 1, 'name': 'Peter Paul Smid', 'title': 'Global Director of Legal Affairs & Corp. Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",3,2,6,5,4,1693526400,1672444800,86400,2,33.7675,33.7675,33.7675,33.7675,33.7675,33.7675,33.7675,33.7675,1.43,0.0424,1683072000,0.4116,3.38,0.612612,10.049852,310,310,27,50,50,4283981568,17.6,39.01,2.9700372,35.70818,34.052673,1.3,0.038498554,USD,7240869888,0.27142,61160745,125484000,0.0,0.0,23.919,1.4117439,1672444800,1703980800,1688083200,391500000,3.36,5.02,10.659,PNK,EQUITY,VOPKY,VOPKY,KONINKLIJKE VOPAK N.V. UNSP ADR,Koninklijke Vopak N.V.,1472131800,America/New_York,EDT,-14400000,33.7675,none,81000000,0.646,679299968,2927399936,0.396,0.485,1442400000,92.677,11.503,0.03946,0.13874,1328900000,194517504,941500032,0.062,0.96200997,0.47095,0.3022,EUR,
6,Royal Vopak,Westerlaan 10,Rotterdam,3016 CK,Netherlands,31 10 400 2911,31 10 413 9829,https://www.vopak.com,Oil & Gas Midstream,Energy,"Koninklijke Vopak N.V., an independent tank storage company, stores and handles liquid chemicals, gases, and oil products worldwide. The company owns and operates terminals, including storage tanks, jetties, truck and rail loading stations and pipelines, as well as provide access to road, rail, and pipeline networks. It operates 78 terminals in 23 countries with a storage capacity of 36.6 million cbm. The company was founded in 1616 and is headquartered in Rotterdam, the Netherlands.",5826,"{'maxAge': 1, 'name': 'Ms. Karen  Beuk', 'title': 'Global Director of Communication', 'exercisedValue': 0, 'unexercisedValue': 0}",3,2,6,5,4,1693526400,1672444800,86400,2,33.7675,33.7675,33.7675,33.7675,33.7675,33.7675,33.7675,33.7675,1.43,0.0424,1683072000,0.4116,3.38,0.612612,10.049852,310,310,27,50,50,4283981568,17.6,39.01,2.9700372,35.70818,34.052673,1.3,0.038498554,USD,7240869888,0.27142,61160745,125484000,0.0,0.0,23.919,1.4117439,1672444800,1703980800,1688083200,391500000,3.36,5.02,10.659,PNK,EQUITY,VOPKY,VOPKY,KONINKLIJKE VOPAK N.V. UNSP ADR,Koninklijke Vopak N.V.,1472131800,America/New_York,EDT,-14400000,33.7675,none,81000000,0.646,679299968,2927399936,0.396,0.485,1442400000,92.677,11.503,0.03946,0.13874,1328900000,194517504,941500032,0.062,0.96200997,0.47095,0.3022,EUR,
7,Royal Vopak,Westerlaan 10,Rotterdam,3016 CK,Netherlands,31 10 400 2911,31 10 413 9829,https://www.vopak.com,Oil & Gas Midstream,Energy,"Koninklijke Vopak N.V., an independent tank storage company, stores and handles liquid chemicals, gases, and oil products worldwide. The company owns and operates terminals, including storage tanks, jetties, truck and rail loading stations and pipelines, as well as provide access to road, rail, and pipeline networks. It operates 78 terminals in 23 countries with a storage capacity of 36.6 million cbm. The company was founded in 1616 and is headquartered in Rotterdam, the Netherlands.",5826,"{'maxAge': 1, 'name': 'Edwin  Taal', 'title': 'Global Director of HR', 'exercisedValue': 0, 'unexercisedValue': 0}",3,2,6,5,4,1693526400,1672444800,86400,2,33.7675,33.7675,33.7675,33.7675,33.7675,33.7675,33.7675,33.7675,1.43,0.0424,1683072000,0.4116,3.38,0.612612,10.049852,310,310,27,50,50,4283981568,17.6,39.01,2.9700372,35.70818,34.052673,1.3,0.038498554,USD,7240869888,0.27142,61160745,125484000,0.0,0.0,23.919,1.4117439,1672444800,1703980800,1688083200,391500000,3.36,5.02,10.659,PNK,EQUITY,VOPKY,VOPKY,KONINKLIJKE VOPAK N.V. UNSP ADR,Koninklijke Vopak N.V.,1472131800,America/New_York,EDT,-14400000,33.7675,none,81000000,0.646,679299968,2927399936,0.396,0.485,1442400000,92.677,11.503,0.03946,0.13874,1328900000,194517504,941500032,0.062,0.96200997,0.47095,0.3022,EUR,
8,Royal Vopak,Westerlaan 10,Rotterdam,3016 CK,Netherlands,31 10 400 2911,31 10 413 9829,https://www.vopak.com,Oil & Gas Midstream,Energy,"Koninklijke Vopak N.V., an independent tank storage company, stores and handles liquid chemicals, gases, and oil products worldwide. The company owns and operates terminals, including storage tanks, jetties, truck and rail loading stations and pipelines, as well as provide access to road, rail, and pipeline networks. It operates 78 terminals in 23 countries with a storage capacity of 36.6 million cbm. The company was founded in 1616 and is headquartered in Rotterdam, the Netherlands.",5826,"{'maxAge': 1, 'name': 'Mr. Kees  Van Seventer', 'age': 55, 'title': 'Pres of LNG', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",3,2,6,5,4,1693526400,1672444800,86400,2,33.7675,33.7675,33.7675,33.7675,33.7675,33.7675,33.7675,33.7675,1.43,0.0424,1683072000,0.4116,3.38,0.612612,10.049852,310,310,27,50,50,4283981568,17.6,39.01,2.9700372,35.70818,34.052673,1.3,0.038498554,USD,7240869888,0.27142,61160745,125484000,0.0,0.0,23.919,1.4117439,1672444800,1703980800,1688083200,391500000,3.36,5.02,10.659,PNK,EQUITY,VOPKY,VOPKY,KONINKLIJKE VOPAK N.V. UNSP ADR,Koninklijke Vopak N.V.,1472131800,America/New_York,EDT,-14400000,33.7675,none,81000000,0.646,679299968,2927399936,0.396,0.485,1442400000,92.677,11.503,0.03946,0.13874,1328900000,194517504,941500032,0.062,0.96200997,0.47095,0.3022,EUR,
9,Royal Vopak,Westerlaan 10,Rotterdam,3016 CK,Netherlands,31 10 400 2911,31 10 413 9829,https://www.vopak.com,Oil & Gas Midstream,Energy,"Koninklijke Vopak N.V., an independent tank storage company, stores and handles liquid chemicals, gases, and oil products worldwide. The company owns and operates terminals, including storage tanks, jetties, truck and rail loading stations and pipelines, as well as provide access to road, rail, and pipeline networks. It operates 78 terminals in 23 countries with a storage capacity of 36.6 million cbm. The company was founded in 1616 and is headquartered in Rotterdam, the Netherlands.",5826,"{'maxAge': 1, 'name': 'Mr. Patrick Van Der Voort', 'age': 53, 'title': 'Pres of Vopak Europe & Africa', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",3,2,6,5,4,1693526400,1672444800,86400,2,33.7675,33.7675,33.7675,33.7675,33.7675,33.7675,33.7675,33.7675,1.43,0.0424,1683072000,0.4116,3.38,0.612612,10.049852,310,310,27,50,50,4283981568,17.6,39.01,2.9700372,35.70818,34.052673,1.3,0.038498554,USD,7240869888,0.27142,61160745,125484000,0.0,0.0,23.919,1.4117439,1672444800,1703980800,1688083200,391500000,3.36,5.02,10.659,PNK,EQUITY,VOPKY,VOPKY,KONINKLIJKE VOPAK N.V. UNSP ADR,Koninklijke Vopak N.V.,1472131800,America/New_York,EDT,-14400000,33.7675,none,81000000,0.646,679299968,2927399936,0.396,0.485,1442400000,92.677,11.503,0.03946,0.13874,1328900000,194517504,941500032,0.062,0.96200997,0.47095,0.3022,EUR,
