,address1,address2,city,country,phone,fax,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1 Empire Tower,"32nd Floor South Sathorn Road Yannawa, Sathorn",Bangkok,Thailand,66 2 686 6100,66 2 670 0430,REIT—Office,Real Estate,WHA Business Complex Freehold and Leasehold Real Estate Investment Trust specializes in real estate investing.,"{'maxAge': 1, 'name': 'Mr. Anuwat  Jarukornsakul', 'title': 'Chief Exec. Officer of WHA Real Estate Management Co., Ltd.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,8.75,8.85,8.8,8.85,8.75,8.85,8.8,8.85,0.66,0.0746,1692576000,0.7438,6.86,0.244015,9.725275,3016,3016,11862,9680,9680,8.8,8.85,0,0,1787700096,7.8,9.15,7.6471243,8.951,8.85225,0.679,0.0776,THB,2120557312,0.78358,116683280,202000000,0.50975,0.16642,11.286,0.7841574,1680220800,1711843200,1688083200,-0.011,183179856,0.91,9.071,SET,EQUITY,WHABT.BK,WHABT.BK,WHABT_WHA BUSINESS COMPLEX,WHA Business Complex Freehold and Leasehold Real Estate Investment Trust,1473303600,Asia/Bangkok,ICT,25200000,8.85,none,168630336,0.835,501487680,13.091,13.091,233774160,21.997,1.157,0.03611,0.08118,99735400,166139696,-0.011,0.085,0.72957003,0.0,0.69575995,THB,
1,1 Empire Tower,"32nd Floor South Sathorn Road Yannawa, Sathorn",Bangkok,Thailand,66 2 686 6100,66 2 670 0430,REIT—Office,Real Estate,WHA Business Complex Freehold and Leasehold Real Estate Investment Trust specializes in real estate investing.,"{'maxAge': 1, 'name': 'Ms. Pornthip  Vittayawacharin', 'title': 'Sr. Mang. of Accounting & Operation Support Dept. - WHA Real Estate Management Company Limited', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,8.75,8.85,8.8,8.85,8.75,8.85,8.8,8.85,0.66,0.0746,1692576000,0.7438,6.86,0.244015,9.725275,3016,3016,11862,9680,9680,8.8,8.85,0,0,1787700096,7.8,9.15,7.6471243,8.951,8.85225,0.679,0.0776,THB,2120557312,0.78358,116683280,202000000,0.50975,0.16642,11.286,0.7841574,1680220800,1711843200,1688083200,-0.011,183179856,0.91,9.071,SET,EQUITY,WHABT.BK,WHABT.BK,WHABT_WHA BUSINESS COMPLEX,WHA Business Complex Freehold and Leasehold Real Estate Investment Trust,1473303600,Asia/Bangkok,ICT,25200000,8.85,none,168630336,0.835,501487680,13.091,13.091,233774160,21.997,1.157,0.03611,0.08118,99735400,166139696,-0.011,0.085,0.72957003,0.0,0.69575995,THB,
2,1 Empire Tower,"32nd Floor South Sathorn Road Yannawa, Sathorn",Bangkok,Thailand,66 2 686 6100,66 2 670 0430,REIT—Office,Real Estate,WHA Business Complex Freehold and Leasehold Real Estate Investment Trust specializes in real estate investing.,"{'maxAge': 1, 'name': 'Ms. Nareemet  Kittikhuntanasan', 'title': 'Mang. of Investor Relations & Bus. Devel. of WHA Real Estate Management Company Limited', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,8.75,8.85,8.8,8.85,8.75,8.85,8.8,8.85,0.66,0.0746,1692576000,0.7438,6.86,0.244015,9.725275,3016,3016,11862,9680,9680,8.8,8.85,0,0,1787700096,7.8,9.15,7.6471243,8.951,8.85225,0.679,0.0776,THB,2120557312,0.78358,116683280,202000000,0.50975,0.16642,11.286,0.7841574,1680220800,1711843200,1688083200,-0.011,183179856,0.91,9.071,SET,EQUITY,WHABT.BK,WHABT.BK,WHABT_WHA BUSINESS COMPLEX,WHA Business Complex Freehold and Leasehold Real Estate Investment Trust,1473303600,Asia/Bangkok,ICT,25200000,8.85,none,168630336,0.835,501487680,13.091,13.091,233774160,21.997,1.157,0.03611,0.08118,99735400,166139696,-0.011,0.085,0.72957003,0.0,0.69575995,THB,
3,1 Empire Tower,"32nd Floor South Sathorn Road Yannawa, Sathorn",Bangkok,Thailand,66 2 686 6100,66 2 670 0430,REIT—Office,Real Estate,WHA Business Complex Freehold and Leasehold Real Estate Investment Trust specializes in real estate investing.,"{'maxAge': 1, 'name': 'Ms. Boontharika  Pongsiri', 'title': 'Assistant Mang. of Compliance & Risk Management of WHA Real Estate Management Company Limited', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,8.75,8.85,8.8,8.85,8.75,8.85,8.8,8.85,0.66,0.0746,1692576000,0.7438,6.86,0.244015,9.725275,3016,3016,11862,9680,9680,8.8,8.85,0,0,1787700096,7.8,9.15,7.6471243,8.951,8.85225,0.679,0.0776,THB,2120557312,0.78358,116683280,202000000,0.50975,0.16642,11.286,0.7841574,1680220800,1711843200,1688083200,-0.011,183179856,0.91,9.071,SET,EQUITY,WHABT.BK,WHABT.BK,WHABT_WHA BUSINESS COMPLEX,WHA Business Complex Freehold and Leasehold Real Estate Investment Trust,1473303600,Asia/Bangkok,ICT,25200000,8.85,none,168630336,0.835,501487680,13.091,13.091,233774160,21.997,1.157,0.03611,0.08118,99735400,166139696,-0.011,0.085,0.72957003,0.0,0.69575995,THB,
4,1 Empire Tower,"32nd Floor South Sathorn Road Yannawa, Sathorn",Bangkok,Thailand,66 2 686 6100,66 2 670 0430,REIT—Office,Real Estate,WHA Business Complex Freehold and Leasehold Real Estate Investment Trust specializes in real estate investing.,"{'maxAge': 1, 'name': 'Mr. Thanapatr  Anantaprayoon', 'title': 'Asset Management Director of WHA Real Estate Management Company Limited', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,8.75,8.85,8.8,8.85,8.75,8.85,8.8,8.85,0.66,0.0746,1692576000,0.7438,6.86,0.244015,9.725275,3016,3016,11862,9680,9680,8.8,8.85,0,0,1787700096,7.8,9.15,7.6471243,8.951,8.85225,0.679,0.0776,THB,2120557312,0.78358,116683280,202000000,0.50975,0.16642,11.286,0.7841574,1680220800,1711843200,1688083200,-0.011,183179856,0.91,9.071,SET,EQUITY,WHABT.BK,WHABT.BK,WHABT_WHA BUSINESS COMPLEX,WHA Business Complex Freehold and Leasehold Real Estate Investment Trust,1473303600,Asia/Bangkok,ICT,25200000,8.85,none,168630336,0.835,501487680,13.091,13.091,233774160,21.997,1.157,0.03611,0.08118,99735400,166139696,-0.011,0.085,0.72957003,0.0,0.69575995,THB,
