,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,150 Fayetteville Street,Suite 1400,Raleigh,NC,27601,United States,919 872 4924,919 431 1439,https://www.highwoods.com,REIT—Office,Real Estate,"Highwoods Properties, Inc., headquartered in Raleigh, is a publicly-traded (NYSE:HIW) real estate investment trust (REIT) and a member of the S&P MidCap 400 Index. The Company is a fully-integrated office REIT that owns, develops, acquires, leases and manages properties primarily in the best business districts (BBDs) of Atlanta, Charlotte, Dallas, Nashville, Orlando, Raleigh, Richmond and Tampa.",345,"{'maxAge': 1, 'name': 'Mr. Theodore J. Klinck', 'age': 56, 'title': 'Pres, CEO & Director', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 2358726, 'exercisedValue': 0, 'unexercisedValue': 0}",1,3,2,7,3,1693526400,1672444800,86400,2,21.4,21.0,21.0,21.4,21.4,21.0,21.0,21.4,1.86,0.087799996,1692316800,1.3792999,5.29,1.171161,15.588236,15.142858,20,20,5,2,2,21.4,21.6,6800,6600,2323499008,18.0,30.2,2.7622426,21.9,22.8765,2.0,0.093457945,EUR,5510881280,0.18358,104052446,105676000,0.01598,1.03425,23.158,0.9154504,1672444800,1703980800,1688083200,-0.161,151932992,1.36,1.4,3.5,6.551,11.343,FRA,EQUITY,HQS.F,HQS.F,"HIGHWOODS PROP.  DL-,01","Highwoods Properties, Inc.",1157436000,Europe/Berlin,CEST,7200000,21.2,53.0,45.0,49.63,50.0,2.2,buy,8,17011000,0.161,485831008,3198081024,1.241,1.278,841164032,126.305,7.99,0.02544,0.061529998,570658000,527529888,401000992,-0.165,0.019,0.68133,0.57757,0.28335,USD,
1,150 Fayetteville Street,Suite 1400,Raleigh,NC,27601,United States,919 872 4924,919 431 1439,https://www.highwoods.com,REIT—Office,Real Estate,"Highwoods Properties, Inc., headquartered in Raleigh, is a publicly-traded (NYSE:HIW) real estate investment trust (REIT) and a member of the S&P MidCap 400 Index. The Company is a fully-integrated office REIT that owns, develops, acquires, leases and manages properties primarily in the best business districts (BBDs) of Atlanta, Charlotte, Dallas, Nashville, Orlando, Raleigh, Richmond and Tampa.",345,"{'maxAge': 1, 'name': 'Mr. Brendan C. Maiorana', 'age': 46, 'title': 'Exec. VP & CFO', 'yearBorn': 1976, 'fiscalYear': 2022, 'totalPay': 1138472, 'exercisedValue': 0, 'unexercisedValue': 0}",1,3,2,7,3,1693526400,1672444800,86400,2,21.4,21.0,21.0,21.4,21.4,21.0,21.0,21.4,1.86,0.087799996,1692316800,1.3792999,5.29,1.171161,15.588236,15.142858,20,20,5,2,2,21.4,21.6,6800,6600,2323499008,18.0,30.2,2.7622426,21.9,22.8765,2.0,0.093457945,EUR,5510881280,0.18358,104052446,105676000,0.01598,1.03425,23.158,0.9154504,1672444800,1703980800,1688083200,-0.161,151932992,1.36,1.4,3.5,6.551,11.343,FRA,EQUITY,HQS.F,HQS.F,"HIGHWOODS PROP.  DL-,01","Highwoods Properties, Inc.",1157436000,Europe/Berlin,CEST,7200000,21.2,53.0,45.0,49.63,50.0,2.2,buy,8,17011000,0.161,485831008,3198081024,1.241,1.278,841164032,126.305,7.99,0.02544,0.061529998,570658000,527529888,401000992,-0.165,0.019,0.68133,0.57757,0.28335,USD,
2,150 Fayetteville Street,Suite 1400,Raleigh,NC,27601,United States,919 872 4924,919 431 1439,https://www.highwoods.com,REIT—Office,Real Estate,"Highwoods Properties, Inc., headquartered in Raleigh, is a publicly-traded (NYSE:HIW) real estate investment trust (REIT) and a member of the S&P MidCap 400 Index. The Company is a fully-integrated office REIT that owns, develops, acquires, leases and manages properties primarily in the best business districts (BBDs) of Atlanta, Charlotte, Dallas, Nashville, Orlando, Raleigh, Richmond and Tampa.",345,"{'maxAge': 1, 'name': 'Mr. Brian M. Leary', 'age': 47, 'title': 'Exec. VP  & COO', 'yearBorn': 1975, 'fiscalYear': 2022, 'totalPay': 1147550, 'exercisedValue': 0, 'unexercisedValue': 0}",1,3,2,7,3,1693526400,1672444800,86400,2,21.4,21.0,21.0,21.4,21.4,21.0,21.0,21.4,1.86,0.087799996,1692316800,1.3792999,5.29,1.171161,15.588236,15.142858,20,20,5,2,2,21.4,21.6,6800,6600,2323499008,18.0,30.2,2.7622426,21.9,22.8765,2.0,0.093457945,EUR,5510881280,0.18358,104052446,105676000,0.01598,1.03425,23.158,0.9154504,1672444800,1703980800,1688083200,-0.161,151932992,1.36,1.4,3.5,6.551,11.343,FRA,EQUITY,HQS.F,HQS.F,"HIGHWOODS PROP.  DL-,01","Highwoods Properties, Inc.",1157436000,Europe/Berlin,CEST,7200000,21.2,53.0,45.0,49.63,50.0,2.2,buy,8,17011000,0.161,485831008,3198081024,1.241,1.278,841164032,126.305,7.99,0.02544,0.061529998,570658000,527529888,401000992,-0.165,0.019,0.68133,0.57757,0.28335,USD,
3,150 Fayetteville Street,Suite 1400,Raleigh,NC,27601,United States,919 872 4924,919 431 1439,https://www.highwoods.com,REIT—Office,Real Estate,"Highwoods Properties, Inc., headquartered in Raleigh, is a publicly-traded (NYSE:HIW) real estate investment trust (REIT) and a member of the S&P MidCap 400 Index. The Company is a fully-integrated office REIT that owns, develops, acquires, leases and manages properties primarily in the best business districts (BBDs) of Atlanta, Charlotte, Dallas, Nashville, Orlando, Raleigh, Richmond and Tampa.",345,"{'maxAge': 1, 'name': 'Mr. Jeffrey D. Miller', 'age': 51, 'title': 'Exec. VP, Gen. Counsel & Sec.', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 775168, 'exercisedValue': 0, 'unexercisedValue': 0}",1,3,2,7,3,1693526400,1672444800,86400,2,21.4,21.0,21.0,21.4,21.4,21.0,21.0,21.4,1.86,0.087799996,1692316800,1.3792999,5.29,1.171161,15.588236,15.142858,20,20,5,2,2,21.4,21.6,6800,6600,2323499008,18.0,30.2,2.7622426,21.9,22.8765,2.0,0.093457945,EUR,5510881280,0.18358,104052446,105676000,0.01598,1.03425,23.158,0.9154504,1672444800,1703980800,1688083200,-0.161,151932992,1.36,1.4,3.5,6.551,11.343,FRA,EQUITY,HQS.F,HQS.F,"HIGHWOODS PROP.  DL-,01","Highwoods Properties, Inc.",1157436000,Europe/Berlin,CEST,7200000,21.2,53.0,45.0,49.63,50.0,2.2,buy,8,17011000,0.161,485831008,3198081024,1.241,1.278,841164032,126.305,7.99,0.02544,0.061529998,570658000,527529888,401000992,-0.165,0.019,0.68133,0.57757,0.28335,USD,
4,150 Fayetteville Street,Suite 1400,Raleigh,NC,27601,United States,919 872 4924,919 431 1439,https://www.highwoods.com,REIT—Office,Real Estate,"Highwoods Properties, Inc., headquartered in Raleigh, is a publicly-traded (NYSE:HIW) real estate investment trust (REIT) and a member of the S&P MidCap 400 Index. The Company is a fully-integrated office REIT that owns, develops, acquires, leases and manages properties primarily in the best business districts (BBDs) of Atlanta, Charlotte, Dallas, Nashville, Orlando, Raleigh, Richmond and Tampa.",345,"{'maxAge': 1, 'name': 'Mr. Carman J. Liuzzo', 'age': 61, 'title': 'Sr. VP of Investments', 'yearBorn': 1961, 'fiscalYear': 2003, 'exercisedValue': 0, 'unexercisedValue': 0}",1,3,2,7,3,1693526400,1672444800,86400,2,21.4,21.0,21.0,21.4,21.4,21.0,21.0,21.4,1.86,0.087799996,1692316800,1.3792999,5.29,1.171161,15.588236,15.142858,20,20,5,2,2,21.4,21.6,6800,6600,2323499008,18.0,30.2,2.7622426,21.9,22.8765,2.0,0.093457945,EUR,5510881280,0.18358,104052446,105676000,0.01598,1.03425,23.158,0.9154504,1672444800,1703980800,1688083200,-0.161,151932992,1.36,1.4,3.5,6.551,11.343,FRA,EQUITY,HQS.F,HQS.F,"HIGHWOODS PROP.  DL-,01","Highwoods Properties, Inc.",1157436000,Europe/Berlin,CEST,7200000,21.2,53.0,45.0,49.63,50.0,2.2,buy,8,17011000,0.161,485831008,3198081024,1.241,1.278,841164032,126.305,7.99,0.02544,0.061529998,570658000,527529888,401000992,-0.165,0.019,0.68133,0.57757,0.28335,USD,
5,150 Fayetteville Street,Suite 1400,Raleigh,NC,27601,United States,919 872 4924,919 431 1439,https://www.highwoods.com,REIT—Office,Real Estate,"Highwoods Properties, Inc., headquartered in Raleigh, is a publicly-traded (NYSE:HIW) real estate investment trust (REIT) and a member of the S&P MidCap 400 Index. The Company is a fully-integrated office REIT that owns, develops, acquires, leases and manages properties primarily in the best business districts (BBDs) of Atlanta, Charlotte, Dallas, Nashville, Orlando, Raleigh, Richmond and Tampa.",345,"{'maxAge': 1, 'name': 'Mr. Daniel L. Clemmens CPA', 'title': 'VP & Chief Accounting Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,3,2,7,3,1693526400,1672444800,86400,2,21.4,21.0,21.0,21.4,21.4,21.0,21.0,21.4,1.86,0.087799996,1692316800,1.3792999,5.29,1.171161,15.588236,15.142858,20,20,5,2,2,21.4,21.6,6800,6600,2323499008,18.0,30.2,2.7622426,21.9,22.8765,2.0,0.093457945,EUR,5510881280,0.18358,104052446,105676000,0.01598,1.03425,23.158,0.9154504,1672444800,1703980800,1688083200,-0.161,151932992,1.36,1.4,3.5,6.551,11.343,FRA,EQUITY,HQS.F,HQS.F,"HIGHWOODS PROP.  DL-,01","Highwoods Properties, Inc.",1157436000,Europe/Berlin,CEST,7200000,21.2,53.0,45.0,49.63,50.0,2.2,buy,8,17011000,0.161,485831008,3198081024,1.241,1.278,841164032,126.305,7.99,0.02544,0.061529998,570658000,527529888,401000992,-0.165,0.019,0.68133,0.57757,0.28335,USD,
6,150 Fayetteville Street,Suite 1400,Raleigh,NC,27601,United States,919 872 4924,919 431 1439,https://www.highwoods.com,REIT—Office,Real Estate,"Highwoods Properties, Inc., headquartered in Raleigh, is a publicly-traded (NYSE:HIW) real estate investment trust (REIT) and a member of the S&P MidCap 400 Index. The Company is a fully-integrated office REIT that owns, develops, acquires, leases and manages properties primarily in the best business districts (BBDs) of Atlanta, Charlotte, Dallas, Nashville, Orlando, Raleigh, Richmond and Tampa.",345,"{'maxAge': 1, 'name': 'Mr. Ryan  Hunt', 'age': 45, 'title': 'VP & Chief Information Officer', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}",1,3,2,7,3,1693526400,1672444800,86400,2,21.4,21.0,21.0,21.4,21.4,21.0,21.0,21.4,1.86,0.087799996,1692316800,1.3792999,5.29,1.171161,15.588236,15.142858,20,20,5,2,2,21.4,21.6,6800,6600,2323499008,18.0,30.2,2.7622426,21.9,22.8765,2.0,0.093457945,EUR,5510881280,0.18358,104052446,105676000,0.01598,1.03425,23.158,0.9154504,1672444800,1703980800,1688083200,-0.161,151932992,1.36,1.4,3.5,6.551,11.343,FRA,EQUITY,HQS.F,HQS.F,"HIGHWOODS PROP.  DL-,01","Highwoods Properties, Inc.",1157436000,Europe/Berlin,CEST,7200000,21.2,53.0,45.0,49.63,50.0,2.2,buy,8,17011000,0.161,485831008,3198081024,1.241,1.278,841164032,126.305,7.99,0.02544,0.061529998,570658000,527529888,401000992,-0.165,0.019,0.68133,0.57757,0.28335,USD,
7,150 Fayetteville Street,Suite 1400,Raleigh,NC,27601,United States,919 872 4924,919 431 1439,https://www.highwoods.com,REIT—Office,Real Estate,"Highwoods Properties, Inc., headquartered in Raleigh, is a publicly-traded (NYSE:HIW) real estate investment trust (REIT) and a member of the S&P MidCap 400 Index. The Company is a fully-integrated office REIT that owns, develops, acquires, leases and manages properties primarily in the best business districts (BBDs) of Atlanta, Charlotte, Dallas, Nashville, Orlando, Raleigh, Richmond and Tampa.",345,"{'maxAge': 1, 'name': 'Mr. Thomas S. Hill III', 'title': 'Sr. VP & Raleigh Market Leader', 'exercisedValue': 0, 'unexercisedValue': 0}",1,3,2,7,3,1693526400,1672444800,86400,2,21.4,21.0,21.0,21.4,21.4,21.0,21.0,21.4,1.86,0.087799996,1692316800,1.3792999,5.29,1.171161,15.588236,15.142858,20,20,5,2,2,21.4,21.6,6800,6600,2323499008,18.0,30.2,2.7622426,21.9,22.8765,2.0,0.093457945,EUR,5510881280,0.18358,104052446,105676000,0.01598,1.03425,23.158,0.9154504,1672444800,1703980800,1688083200,-0.161,151932992,1.36,1.4,3.5,6.551,11.343,FRA,EQUITY,HQS.F,HQS.F,"HIGHWOODS PROP.  DL-,01","Highwoods Properties, Inc.",1157436000,Europe/Berlin,CEST,7200000,21.2,53.0,45.0,49.63,50.0,2.2,buy,8,17011000,0.161,485831008,3198081024,1.241,1.278,841164032,126.305,7.99,0.02544,0.061529998,570658000,527529888,401000992,-0.165,0.019,0.68133,0.57757,0.28335,USD,
8,150 Fayetteville Street,Suite 1400,Raleigh,NC,27601,United States,919 872 4924,919 431 1439,https://www.highwoods.com,REIT—Office,Real Estate,"Highwoods Properties, Inc., headquartered in Raleigh, is a publicly-traded (NYSE:HIW) real estate investment trust (REIT) and a member of the S&P MidCap 400 Index. The Company is a fully-integrated office REIT that owns, develops, acquires, leases and manages properties primarily in the best business districts (BBDs) of Atlanta, Charlotte, Dallas, Nashville, Orlando, Raleigh, Richmond and Tampa.",345,"{'maxAge': 1, 'name': 'Mr. Steven J. Garrity', 'title': 'Sr. VP & Orlando Market Leader', 'exercisedValue': 0, 'unexercisedValue': 0}",1,3,2,7,3,1693526400,1672444800,86400,2,21.4,21.0,21.0,21.4,21.4,21.0,21.0,21.4,1.86,0.087799996,1692316800,1.3792999,5.29,1.171161,15.588236,15.142858,20,20,5,2,2,21.4,21.6,6800,6600,2323499008,18.0,30.2,2.7622426,21.9,22.8765,2.0,0.093457945,EUR,5510881280,0.18358,104052446,105676000,0.01598,1.03425,23.158,0.9154504,1672444800,1703980800,1688083200,-0.161,151932992,1.36,1.4,3.5,6.551,11.343,FRA,EQUITY,HQS.F,HQS.F,"HIGHWOODS PROP.  DL-,01","Highwoods Properties, Inc.",1157436000,Europe/Berlin,CEST,7200000,21.2,53.0,45.0,49.63,50.0,2.2,buy,8,17011000,0.161,485831008,3198081024,1.241,1.278,841164032,126.305,7.99,0.02544,0.061529998,570658000,527529888,401000992,-0.165,0.019,0.68133,0.57757,0.28335,USD,
9,150 Fayetteville Street,Suite 1400,Raleigh,NC,27601,United States,919 872 4924,919 431 1439,https://www.highwoods.com,REIT—Office,Real Estate,"Highwoods Properties, Inc., headquartered in Raleigh, is a publicly-traded (NYSE:HIW) real estate investment trust (REIT) and a member of the S&P MidCap 400 Index. The Company is a fully-integrated office REIT that owns, develops, acquires, leases and manages properties primarily in the best business districts (BBDs) of Atlanta, Charlotte, Dallas, Nashville, Orlando, Raleigh, Richmond and Tampa.",345,"{'maxAge': 1, 'name': 'Mr. Michael D. Starchville', 'age': 61, 'title': 'Sr. VP of Asset Management', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}",1,3,2,7,3,1693526400,1672444800,86400,2,21.4,21.0,21.0,21.4,21.4,21.0,21.0,21.4,1.86,0.087799996,1692316800,1.3792999,5.29,1.171161,15.588236,15.142858,20,20,5,2,2,21.4,21.6,6800,6600,2323499008,18.0,30.2,2.7622426,21.9,22.8765,2.0,0.093457945,EUR,5510881280,0.18358,104052446,105676000,0.01598,1.03425,23.158,0.9154504,1672444800,1703980800,1688083200,-0.161,151932992,1.36,1.4,3.5,6.551,11.343,FRA,EQUITY,HQS.F,HQS.F,"HIGHWOODS PROP.  DL-,01","Highwoods Properties, Inc.",1157436000,Europe/Berlin,CEST,7200000,21.2,53.0,45.0,49.63,50.0,2.2,buy,8,17011000,0.161,485831008,3198081024,1.241,1.278,841164032,126.305,7.99,0.02544,0.061529998,570658000,527529888,401000992,-0.165,0.019,0.68133,0.57757,0.28335,USD,
