,address1,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,5 Rue des Arquebusiers,Paris,75003,France,33 1 55 73 75 75,https://www.leshotelsdeparis.com,Lodging,Consumer Cyclical,"Les Hôtels de Paris SA operates and manages hotels in Paris. It also offers restaurant and bar services. The company operates hotels in Paris, St Tropez, and Marrakech. Les Hôtels de Paris SA was incorporated in 1992 and is headquartered in Paris, France.",264,"{'maxAge': 1, 'name': 'Mr. Patrick  Machefert', 'title': 'Founder & Chairman', 'fiscalYear': 2021, 'totalPay': 18000, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,3.2,3.24,3.24,3.24,3.2,3.24,3.24,3.24,0.0,0.382882,1100,1100,1372,842,842,0.0,0.0,0,0,23933816,1.0,3.24,0.5629632,2.7218,1.65535,0.0,0.0,EUR,146556336,-0.110530004,1715405,7386980,0.76778,0.0,-1.589,1672444800,1703980800,1672444800,-4699000,-0.64,3.447,14.127,PAR,EQUITY,HDP.PA,HDP.PA,HOTELS DE PARIS,Les Hôtels de Paris SA,982224000,Europe/Paris,CEST,7200000,3.24,none,16926000,2.291,10374000,140328992,0.179,0.199,42514000,5.755,0.025179999,-1588500,16021000,0.81,0.33754003,0.24400999,0.15134,EUR,
1,5 Rue des Arquebusiers,Paris,75003,France,33 1 55 73 75 75,https://www.leshotelsdeparis.com,Lodging,Consumer Cyclical,"Les Hôtels de Paris SA operates and manages hotels in Paris. It also offers restaurant and bar services. The company operates hotels in Paris, St Tropez, and Marrakech. Les Hôtels de Paris SA was incorporated in 1992 and is headquartered in Paris, France.",264,"{'maxAge': 1, 'name': 'Ms. Christiane  Derory', 'title': 'MD, CEO & Director', 'fiscalYear': 2021, 'totalPay': 9000, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,3.2,3.24,3.24,3.24,3.2,3.24,3.24,3.24,0.0,0.382882,1100,1100,1372,842,842,0.0,0.0,0,0,23933816,1.0,3.24,0.5629632,2.7218,1.65535,0.0,0.0,EUR,146556336,-0.110530004,1715405,7386980,0.76778,0.0,-1.589,1672444800,1703980800,1672444800,-4699000,-0.64,3.447,14.127,PAR,EQUITY,HDP.PA,HDP.PA,HOTELS DE PARIS,Les Hôtels de Paris SA,982224000,Europe/Paris,CEST,7200000,3.24,none,16926000,2.291,10374000,140328992,0.179,0.199,42514000,5.755,0.025179999,-1588500,16021000,0.81,0.33754003,0.24400999,0.15134,EUR,
2,5 Rue des Arquebusiers,Paris,75003,France,33 1 55 73 75 75,https://www.leshotelsdeparis.com,Lodging,Consumer Cyclical,"Les Hôtels de Paris SA operates and manages hotels in Paris. It also offers restaurant and bar services. The company operates hotels in Paris, St Tropez, and Marrakech. Les Hôtels de Paris SA was incorporated in 1992 and is headquartered in Paris, France.",264,"{'maxAge': 1, 'name': 'Mr. Kevin  Machefert', 'title': 'CEO & Director', 'fiscalYear': 2021, 'totalPay': 8000, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,3.2,3.24,3.24,3.24,3.2,3.24,3.24,3.24,0.0,0.382882,1100,1100,1372,842,842,0.0,0.0,0,0,23933816,1.0,3.24,0.5629632,2.7218,1.65535,0.0,0.0,EUR,146556336,-0.110530004,1715405,7386980,0.76778,0.0,-1.589,1672444800,1703980800,1672444800,-4699000,-0.64,3.447,14.127,PAR,EQUITY,HDP.PA,HDP.PA,HOTELS DE PARIS,Les Hôtels de Paris SA,982224000,Europe/Paris,CEST,7200000,3.24,none,16926000,2.291,10374000,140328992,0.179,0.199,42514000,5.755,0.025179999,-1588500,16021000,0.81,0.33754003,0.24400999,0.15134,EUR,
