,address1,address2,city,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,No. 78 Hu’an Road,Block A Feiyu Tower Huli District,Xiamen,China,86 59 2220 8755,86 59 2220 7955,https://www.feiyuhk.com,Electronic Gaming & Multimedia,Communication Services,"Feiyu Technology International Company Ltd., an investment holding company, engages in the operation and development of web and mobile games in Mainland China. Its game portfolio includes Shen Xian Dao, Carrot Fantasy, San Guo Zhi Ren, Jiong Xi You, Da Hua Shen Xian, Ba Qin, and BATTERY RUN. The company also engages in the asset management business. The company was founded in 2009 and is headquartered in Xiamen, the People's Republic of China.",327,"{'maxAge': 1, 'name': 'Mr. Jianjun  Yao', 'age': 40, 'title': 'Co-Founder, Chairman & CEO', 'yearBorn': 1982, 'fiscalYear': 2022, 'totalPay': 36009, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,0.29,0.28,0.28,0.29,0.29,0.28,0.28,0.29,1464048000,0.0,0.852102,28.5,14.25,306000,306000,672571,439350,439350,0.28,0.29,0,0,494266944,0.212,0.5,2.1959808,0.3122,0.332175,0.0,0.0,HKD,444235712,0.089499995,640086652,1734269952,0.61389,1.0000001e-05,0.284,1.0035211,1672444800,1703980800,1688083200,20145000,0.01,0.02,1.974,22.172,HKG,EQUITY,1022.HK,1022.HK,FEIYU,Feiyu Technology International Company Ltd.,1417743000,Asia/Hong_Kong,HKT,28800000,0.285,none,134130000,0.078,20035500,71457000,2.925,3.235,225078000,14.147,0.131,0.01613,0.04914,0.451,0.85244006,0.08902001,0.07333,CNY,
1,No. 78 Hu’an Road,Block A Feiyu Tower Huli District,Xiamen,China,86 59 2220 8755,86 59 2220 7955,https://www.feiyuhk.com,Electronic Gaming & Multimedia,Communication Services,"Feiyu Technology International Company Ltd., an investment holding company, engages in the operation and development of web and mobile games in Mainland China. Its game portfolio includes Shen Xian Dao, Carrot Fantasy, San Guo Zhi Ren, Jiong Xi You, Da Hua Shen Xian, Ba Qin, and BATTERY RUN. The company also engages in the asset management business. The company was founded in 2009 and is headquartered in Xiamen, the People's Republic of China.",327,"{'maxAge': 1, 'name': 'Mr. Jianyu  Chen', 'age': 40, 'title': 'Pres & Exec. Director', 'yearBorn': 1982, 'fiscalYear': 2022, 'totalPay': 112013, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,0.29,0.28,0.28,0.29,0.29,0.28,0.28,0.29,1464048000,0.0,0.852102,28.5,14.25,306000,306000,672571,439350,439350,0.28,0.29,0,0,494266944,0.212,0.5,2.1959808,0.3122,0.332175,0.0,0.0,HKD,444235712,0.089499995,640086652,1734269952,0.61389,1.0000001e-05,0.284,1.0035211,1672444800,1703980800,1688083200,20145000,0.01,0.02,1.974,22.172,HKG,EQUITY,1022.HK,1022.HK,FEIYU,Feiyu Technology International Company Ltd.,1417743000,Asia/Hong_Kong,HKT,28800000,0.285,none,134130000,0.078,20035500,71457000,2.925,3.235,225078000,14.147,0.131,0.01613,0.04914,0.451,0.85244006,0.08902001,0.07333,CNY,
2,No. 78 Hu’an Road,Block A Feiyu Tower Huli District,Xiamen,China,86 59 2220 8755,86 59 2220 7955,https://www.feiyuhk.com,Electronic Gaming & Multimedia,Communication Services,"Feiyu Technology International Company Ltd., an investment holding company, engages in the operation and development of web and mobile games in Mainland China. Its game portfolio includes Shen Xian Dao, Carrot Fantasy, San Guo Zhi Ren, Jiong Xi You, Da Hua Shen Xian, Ba Qin, and BATTERY RUN. The company also engages in the asset management business. The company was founded in 2009 and is headquartered in Xiamen, the People's Republic of China.",327,"{'maxAge': 1, 'name': 'Mr. Zhibin  Lin', 'age': 41, 'title': 'Co-Founder, VP & Exec. Director', 'yearBorn': 1981, 'fiscalYear': 2022, 'totalPay': 87824, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,0.29,0.28,0.28,0.29,0.29,0.28,0.28,0.29,1464048000,0.0,0.852102,28.5,14.25,306000,306000,672571,439350,439350,0.28,0.29,0,0,494266944,0.212,0.5,2.1959808,0.3122,0.332175,0.0,0.0,HKD,444235712,0.089499995,640086652,1734269952,0.61389,1.0000001e-05,0.284,1.0035211,1672444800,1703980800,1688083200,20145000,0.01,0.02,1.974,22.172,HKG,EQUITY,1022.HK,1022.HK,FEIYU,Feiyu Technology International Company Ltd.,1417743000,Asia/Hong_Kong,HKT,28800000,0.285,none,134130000,0.078,20035500,71457000,2.925,3.235,225078000,14.147,0.131,0.01613,0.04914,0.451,0.85244006,0.08902001,0.07333,CNY,
3,No. 78 Hu’an Road,Block A Feiyu Tower Huli District,Xiamen,China,86 59 2220 8755,86 59 2220 7955,https://www.feiyuhk.com,Electronic Gaming & Multimedia,Communication Services,"Feiyu Technology International Company Ltd., an investment holding company, engages in the operation and development of web and mobile games in Mainland China. Its game portfolio includes Shen Xian Dao, Carrot Fantasy, San Guo Zhi Ren, Jiong Xi You, Da Hua Shen Xian, Ba Qin, and BATTERY RUN. The company also engages in the asset management business. The company was founded in 2009 and is headquartered in Xiamen, the People's Republic of China.",327,"{'maxAge': 1, 'name': 'Mr. Lin  Bi', 'age': 40, 'title': 'Co-Founder, VP & Exec. Director', 'yearBorn': 1982, 'fiscalYear': 2022, 'totalPay': 84250, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,0.29,0.28,0.28,0.29,0.29,0.28,0.28,0.29,1464048000,0.0,0.852102,28.5,14.25,306000,306000,672571,439350,439350,0.28,0.29,0,0,494266944,0.212,0.5,2.1959808,0.3122,0.332175,0.0,0.0,HKD,444235712,0.089499995,640086652,1734269952,0.61389,1.0000001e-05,0.284,1.0035211,1672444800,1703980800,1688083200,20145000,0.01,0.02,1.974,22.172,HKG,EQUITY,1022.HK,1022.HK,FEIYU,Feiyu Technology International Company Ltd.,1417743000,Asia/Hong_Kong,HKT,28800000,0.285,none,134130000,0.078,20035500,71457000,2.925,3.235,225078000,14.147,0.131,0.01613,0.04914,0.451,0.85244006,0.08902001,0.07333,CNY,
4,No. 78 Hu’an Road,Block A Feiyu Tower Huli District,Xiamen,China,86 59 2220 8755,86 59 2220 7955,https://www.feiyuhk.com,Electronic Gaming & Multimedia,Communication Services,"Feiyu Technology International Company Ltd., an investment holding company, engages in the operation and development of web and mobile games in Mainland China. Its game portfolio includes Shen Xian Dao, Carrot Fantasy, San Guo Zhi Ren, Jiong Xi You, Da Hua Shen Xian, Ba Qin, and BATTERY RUN. The company also engages in the asset management business. The company was founded in 2009 and is headquartered in Xiamen, the People's Republic of China.",327,"{'maxAge': 1, 'name': 'Mr. Jiabin  Lin', 'age': 41, 'title': 'Co-Founder & VP', 'yearBorn': 1981, 'fiscalYear': 2022, 'totalPay': 61160, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,0.29,0.28,0.28,0.29,0.29,0.28,0.28,0.29,1464048000,0.0,0.852102,28.5,14.25,306000,306000,672571,439350,439350,0.28,0.29,0,0,494266944,0.212,0.5,2.1959808,0.3122,0.332175,0.0,0.0,HKD,444235712,0.089499995,640086652,1734269952,0.61389,1.0000001e-05,0.284,1.0035211,1672444800,1703980800,1688083200,20145000,0.01,0.02,1.974,22.172,HKG,EQUITY,1022.HK,1022.HK,FEIYU,Feiyu Technology International Company Ltd.,1417743000,Asia/Hong_Kong,HKT,28800000,0.285,none,134130000,0.078,20035500,71457000,2.925,3.235,225078000,14.147,0.131,0.01613,0.04914,0.451,0.85244006,0.08902001,0.07333,CNY,
5,No. 78 Hu’an Road,Block A Feiyu Tower Huli District,Xiamen,China,86 59 2220 8755,86 59 2220 7955,https://www.feiyuhk.com,Electronic Gaming & Multimedia,Communication Services,"Feiyu Technology International Company Ltd., an investment holding company, engages in the operation and development of web and mobile games in Mainland China. Its game portfolio includes Shen Xian Dao, Carrot Fantasy, San Guo Zhi Ren, Jiong Xi You, Da Hua Shen Xian, Ba Qin, and BATTERY RUN. The company also engages in the asset management business. The company was founded in 2009 and is headquartered in Xiamen, the People's Republic of China.",327,"{'maxAge': 1, 'name': 'Ms. Mei Ka  Lui', 'age': 37, 'title': 'CFO & Joint Company Sec.', 'yearBorn': 1985, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 106377}",1672444800,86400,3,0.29,0.28,0.28,0.29,0.29,0.28,0.28,0.29,1464048000,0.0,0.852102,28.5,14.25,306000,306000,672571,439350,439350,0.28,0.29,0,0,494266944,0.212,0.5,2.1959808,0.3122,0.332175,0.0,0.0,HKD,444235712,0.089499995,640086652,1734269952,0.61389,1.0000001e-05,0.284,1.0035211,1672444800,1703980800,1688083200,20145000,0.01,0.02,1.974,22.172,HKG,EQUITY,1022.HK,1022.HK,FEIYU,Feiyu Technology International Company Ltd.,1417743000,Asia/Hong_Kong,HKT,28800000,0.285,none,134130000,0.078,20035500,71457000,2.925,3.235,225078000,14.147,0.131,0.01613,0.04914,0.451,0.85244006,0.08902001,0.07333,CNY,
6,No. 78 Hu’an Road,Block A Feiyu Tower Huli District,Xiamen,China,86 59 2220 8755,86 59 2220 7955,https://www.feiyuhk.com,Electronic Gaming & Multimedia,Communication Services,"Feiyu Technology International Company Ltd., an investment holding company, engages in the operation and development of web and mobile games in Mainland China. Its game portfolio includes Shen Xian Dao, Carrot Fantasy, San Guo Zhi Ren, Jiong Xi You, Da Hua Shen Xian, Ba Qin, and BATTERY RUN. The company also engages in the asset management business. The company was founded in 2009 and is headquartered in Xiamen, the People's Republic of China.",327,"{'maxAge': 1, 'name': 'Mr. Xiang  Sheng', 'age': 44, 'title': 'VP & CTO', 'yearBorn': 1978, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 223392}",1672444800,86400,3,0.29,0.28,0.28,0.29,0.29,0.28,0.28,0.29,1464048000,0.0,0.852102,28.5,14.25,306000,306000,672571,439350,439350,0.28,0.29,0,0,494266944,0.212,0.5,2.1959808,0.3122,0.332175,0.0,0.0,HKD,444235712,0.089499995,640086652,1734269952,0.61389,1.0000001e-05,0.284,1.0035211,1672444800,1703980800,1688083200,20145000,0.01,0.02,1.974,22.172,HKG,EQUITY,1022.HK,1022.HK,FEIYU,Feiyu Technology International Company Ltd.,1417743000,Asia/Hong_Kong,HKT,28800000,0.285,none,134130000,0.078,20035500,71457000,2.925,3.235,225078000,14.147,0.131,0.01613,0.04914,0.451,0.85244006,0.08902001,0.07333,CNY,
7,No. 78 Hu’an Road,Block A Feiyu Tower Huli District,Xiamen,China,86 59 2220 8755,86 59 2220 7955,https://www.feiyuhk.com,Electronic Gaming & Multimedia,Communication Services,"Feiyu Technology International Company Ltd., an investment holding company, engages in the operation and development of web and mobile games in Mainland China. Its game portfolio includes Shen Xian Dao, Carrot Fantasy, San Guo Zhi Ren, Jiong Xi You, Da Hua Shen Xian, Ba Qin, and BATTERY RUN. The company also engages in the asset management business. The company was founded in 2009 and is headquartered in Xiamen, the People's Republic of China.",327,"{'maxAge': 1, 'name': 'Ms. Yulan  Wei', 'age': 36, 'title': 'Joint Company Sec. & Financial Controller', 'yearBorn': 1986, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,0.29,0.28,0.28,0.29,0.29,0.28,0.28,0.29,1464048000,0.0,0.852102,28.5,14.25,306000,306000,672571,439350,439350,0.28,0.29,0,0,494266944,0.212,0.5,2.1959808,0.3122,0.332175,0.0,0.0,HKD,444235712,0.089499995,640086652,1734269952,0.61389,1.0000001e-05,0.284,1.0035211,1672444800,1703980800,1688083200,20145000,0.01,0.02,1.974,22.172,HKG,EQUITY,1022.HK,1022.HK,FEIYU,Feiyu Technology International Company Ltd.,1417743000,Asia/Hong_Kong,HKT,28800000,0.285,none,134130000,0.078,20035500,71457000,2.925,3.235,225078000,14.147,0.131,0.01613,0.04914,0.451,0.85244006,0.08902001,0.07333,CNY,
