,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Level 4,100 Albert Road,South Melbourne,VIC,3205,Australia,61 3 9648 2290,61 3 7000 5077,https://www.ngecapital.com.au,Asset Management,Financial,"NGE Capital Limited operates as an investment company in Australia. It invests in listed and unlisted securities. The company was formerly known as New Guinea Energy Limited and changed its name to NGE Capital Limited in June 2017. NGE Capital Limited was founded in 2005 and is based in Melbourne, Australia.","{'maxAge': 1, 'name': 'Mr. David  Lamm', 'title': 'Exec. Chairman & Chief Investment Officer', 'fiscalYear': 2022, 'totalPay': 238933, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.8,0.83,0.83,0.84,0.8,0.83,0.83,0.84,0.898648,2300,2300,15544,22765,22765,0.82,0.86,0,0,30240000,0.705,0.84,7.1931496,0.7736,0.7583333,0.0,0.0,AUD,-5089183,0.3932,16576672,36000000,0.55286,0.0,1.043,0.80536914,1672444800,1703980800,1688083200,1653000,-0.05,1:20,1478131200,-1.211,-1.541,ASX,EQUITY,NGE.AX,NGE.AX,NGECAPITAL FPO,NGE Capital Limited,1668034800,Australia/Sydney,AEST,36000000,0.84,none,35296000,0.982,3303000,4000,735.458,735.958,4204000,0.011,0.117,0.055949997,0.04502,741000,2109125,-6210000,1.0,0.78568,0.78543997,AUD,
1,Level 4,100 Albert Road,South Melbourne,VIC,3205,Australia,61 3 9648 2290,61 3 7000 5077,https://www.ngecapital.com.au,Asset Management,Financial,"NGE Capital Limited operates as an investment company in Australia. It invests in listed and unlisted securities. The company was formerly known as New Guinea Energy Limited and changed its name to NGE Capital Limited in June 2017. NGE Capital Limited was founded in 2005 and is based in Melbourne, Australia.","{'maxAge': 1, 'name': 'Mr. Leslie  Smith', 'title': 'CFO & Sec.', 'fiscalYear': 2022, 'totalPay': 141586, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.8,0.83,0.83,0.84,0.8,0.83,0.83,0.84,0.898648,2300,2300,15544,22765,22765,0.82,0.86,0,0,30240000,0.705,0.84,7.1931496,0.7736,0.7583333,0.0,0.0,AUD,-5089183,0.3932,16576672,36000000,0.55286,0.0,1.043,0.80536914,1672444800,1703980800,1688083200,1653000,-0.05,1:20,1478131200,-1.211,-1.541,ASX,EQUITY,NGE.AX,NGE.AX,NGECAPITAL FPO,NGE Capital Limited,1668034800,Australia/Sydney,AEST,36000000,0.84,none,35296000,0.982,3303000,4000,735.458,735.958,4204000,0.011,0.117,0.055949997,0.04502,741000,2109125,-6210000,1.0,0.78568,0.78543997,AUD,
2,Level 4,100 Albert Road,South Melbourne,VIC,3205,Australia,61 3 9648 2290,61 3 7000 5077,https://www.ngecapital.com.au,Asset Management,Financial,"NGE Capital Limited operates as an investment company in Australia. It invests in listed and unlisted securities. The company was formerly known as New Guinea Energy Limited and changed its name to NGE Capital Limited in June 2017. NGE Capital Limited was founded in 2005 and is based in Melbourne, Australia.","{'maxAge': 1, 'name': 'Mr. Adam Caspar Saunders', 'title': 'Portfolio Mang. & Exec. Director', 'fiscalYear': 2022, 'totalPay': 185724, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.8,0.83,0.83,0.84,0.8,0.83,0.83,0.84,0.898648,2300,2300,15544,22765,22765,0.82,0.86,0,0,30240000,0.705,0.84,7.1931496,0.7736,0.7583333,0.0,0.0,AUD,-5089183,0.3932,16576672,36000000,0.55286,0.0,1.043,0.80536914,1672444800,1703980800,1688083200,1653000,-0.05,1:20,1478131200,-1.211,-1.541,ASX,EQUITY,NGE.AX,NGE.AX,NGECAPITAL FPO,NGE Capital Limited,1668034800,Australia/Sydney,AEST,36000000,0.84,none,35296000,0.982,3303000,4000,735.458,735.958,4204000,0.011,0.117,0.055949997,0.04502,741000,2109125,-6210000,1.0,0.78568,0.78543997,AUD,
