,address1,city,state,zip,country,phone,fax,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1000 First Street,Harrison,NJ,07029,United States,973-482-7200,973-482-9574,Specialty Business Services,Industrials,"Laser Master International, Inc. engages in printing, marketing, and selling gift wrap, gift bag, and related general packaging materials in the United States. It sells its products to distributors and retail stores, as well as to mass merchants and national dollar stores through its direct sales force and resellers. The company was founded in 1981 and is based in Harrison, New Jersey.",18,"{'maxAge': 1, 'name': 'Mr. Mendel  Klein', 'age': 88, 'title': 'Chairman, Chief Exec. Officer and Chief Financial Officer', 'yearBorn': 1934, 'fiscalYear': 2008, 'totalPay': 231148, 'exercisedValue': 0, 'unexercisedValue': 0}",1230681600,86400,4,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,6.616528,2,2,296,0,0,0.0,0.0,0,0,1084038,0.03,0.08,0.08013657,0.0526,0.05075,0.0,0.0,USD,7242732,-0.10005,10840400,0.661,0.090771556,1228003200,1259539200,1251676800,-1353460,-0.09,0.535,-6.059,PNK,EQUITY,LMTI,LMTI,LASER MASTER INTL,"Laser Master International, Inc.",1179322200,America/New_York,EDT,-14400000,0.06,none,205091,0.019,-1195452,6797400,0.628,2.376,13527382,94.801,1.248,-0.056199998,-0.17227,4420950,-364728,-434666,-0.423,0.22063999,-0.088369995,-0.10421,USD,
1,1000 First Street,Harrison,NJ,07029,United States,973-482-7200,973-482-9574,Specialty Business Services,Industrials,"Laser Master International, Inc. engages in printing, marketing, and selling gift wrap, gift bag, and related general packaging materials in the United States. It sells its products to distributors and retail stores, as well as to mass merchants and national dollar stores through its direct sales force and resellers. The company was founded in 1981 and is based in Harrison, New Jersey.",18,"{'maxAge': 1, 'name': 'Mr. Abraham  Klein', 'age': 57, 'title': 'Pres and Director', 'yearBorn': 1965, 'fiscalYear': 2008, 'totalPay': 141830, 'exercisedValue': 0, 'unexercisedValue': 0}",1230681600,86400,4,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,6.616528,2,2,296,0,0,0.0,0.0,0,0,1084038,0.03,0.08,0.08013657,0.0526,0.05075,0.0,0.0,USD,7242732,-0.10005,10840400,0.661,0.090771556,1228003200,1259539200,1251676800,-1353460,-0.09,0.535,-6.059,PNK,EQUITY,LMTI,LMTI,LASER MASTER INTL,"Laser Master International, Inc.",1179322200,America/New_York,EDT,-14400000,0.06,none,205091,0.019,-1195452,6797400,0.628,2.376,13527382,94.801,1.248,-0.056199998,-0.17227,4420950,-364728,-434666,-0.423,0.22063999,-0.088369995,-0.10421,USD,
2,1000 First Street,Harrison,NJ,07029,United States,973-482-7200,973-482-9574,Specialty Business Services,Industrials,"Laser Master International, Inc. engages in printing, marketing, and selling gift wrap, gift bag, and related general packaging materials in the United States. It sells its products to distributors and retail stores, as well as to mass merchants and national dollar stores through its direct sales force and resellers. The company was founded in 1981 and is based in Harrison, New Jersey.",18,"{'maxAge': 1, 'name': 'Ms. Mirel  Spitz', 'age': 63, 'title': 'VP and Director', 'yearBorn': 1959, 'fiscalYear': 2008, 'totalPay': 99800, 'exercisedValue': 0, 'unexercisedValue': 0}",1230681600,86400,4,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,6.616528,2,2,296,0,0,0.0,0.0,0,0,1084038,0.03,0.08,0.08013657,0.0526,0.05075,0.0,0.0,USD,7242732,-0.10005,10840400,0.661,0.090771556,1228003200,1259539200,1251676800,-1353460,-0.09,0.535,-6.059,PNK,EQUITY,LMTI,LMTI,LASER MASTER INTL,"Laser Master International, Inc.",1179322200,America/New_York,EDT,-14400000,0.06,none,205091,0.019,-1195452,6797400,0.628,2.376,13527382,94.801,1.248,-0.056199998,-0.17227,4420950,-364728,-434666,-0.423,0.22063999,-0.088369995,-0.10421,USD,
3,1000 First Street,Harrison,NJ,07029,United States,973-482-7200,973-482-9574,Specialty Business Services,Industrials,"Laser Master International, Inc. engages in printing, marketing, and selling gift wrap, gift bag, and related general packaging materials in the United States. It sells its products to distributors and retail stores, as well as to mass merchants and national dollar stores through its direct sales force and resellers. The company was founded in 1981 and is based in Harrison, New Jersey.",18,"{'maxAge': 1, 'name': 'Ms. Leah  Klein', 'age': 85, 'title': 'VP, Sec. and Director', 'yearBorn': 1937, 'fiscalYear': 2004, 'exercisedValue': 0, 'unexercisedValue': 0}",1230681600,86400,4,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,6.616528,2,2,296,0,0,0.0,0.0,0,0,1084038,0.03,0.08,0.08013657,0.0526,0.05075,0.0,0.0,USD,7242732,-0.10005,10840400,0.661,0.090771556,1228003200,1259539200,1251676800,-1353460,-0.09,0.535,-6.059,PNK,EQUITY,LMTI,LMTI,LASER MASTER INTL,"Laser Master International, Inc.",1179322200,America/New_York,EDT,-14400000,0.06,none,205091,0.019,-1195452,6797400,0.628,2.376,13527382,94.801,1.248,-0.056199998,-0.17227,4420950,-364728,-434666,-0.423,0.22063999,-0.088369995,-0.10421,USD,
