,address1,address2,city,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Yardley Commercial Building,26th Floor 1-6 Connaught Road West,Hong Kong,Hong Kong,852 2545 0951,852 2541 9794,https://www.jinhuiship.com,Marine Shipping,Industrials,"Jinhui Shipping and Transportation Limited, an investment holding company, engages in ship chartering and owning activities internationally. The company provides ship management and shipping agent services, as well as engages in the money lending and property investment activities. It also owns a fleet of twenty four grabs fitted supramaxes and one chartered-in-panamax. The company was founded in 1987 and is based in Hong Kong, Hong Kong. Jinhui Shipping and Transportation Limited operates as a subsidiary of Jinhui Holdings Company Limited.",65,"{'maxAge': 1, 'name': 'Mr. Siu Fai  Ng', 'age': 65, 'title': 'Co-Founder & Exec. Chairman', 'yearBorn': 1957, 'fiscalYear': 2022, 'totalPay': 4966000, 'exercisedValue': 0, 'unexercisedValue': 0}",9,8,10,6,10,1693526400,1672444800,86400,4,0.4865,0.494,0.494,0.494,0.4865,0.494,0.494,0.494,0.07,0.15100001,1684972800,0.653903,1000,1000,0,0,0,0.4905,0.538,415900,396300,57296588,0.468,0.924,0.5383601,0.53985,0.6434675,0.04,0.082219936,EUR,104024472,-0.61753,40179976,109259000,0.53091,0.00422,3.544,0.13939051,1672444800,1703980800,1688083200,-65723000,-0.33,0.977,5.562,FRA,EQUITY,J4O.F,J4O.F,"JINHUI SHIP.+TRAN.DL-,05",Jinhui Shipping and Transportation Limited,1152856800,Europe/Berlin,CEST,7200000,0.494,none,50576000,0.463,18703000,101446000,1.73,1.832,106428000,26.199,0.974,-0.01907,-0.15523,72005000,-58457752,42838000,-0.55,0.25829,0.17573,-0.15878001,USD,
1,Yardley Commercial Building,26th Floor 1-6 Connaught Road West,Hong Kong,Hong Kong,852 2545 0951,852 2541 9794,https://www.jinhuiship.com,Marine Shipping,Industrials,"Jinhui Shipping and Transportation Limited, an investment holding company, engages in ship chartering and owning activities internationally. The company provides ship management and shipping agent services, as well as engages in the money lending and property investment activities. It also owns a fleet of twenty four grabs fitted supramaxes and one chartered-in-panamax. The company was founded in 1987 and is based in Hong Kong, Hong Kong. Jinhui Shipping and Transportation Limited operates as a subsidiary of Jinhui Holdings Company Limited.",65,"{'maxAge': 1, 'name': 'Mr. Kam Wah  Ng', 'age': 59, 'title': 'Co-Founder, Deputy Chairman & MD', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 4023000, 'exercisedValue': 0, 'unexercisedValue': 0}",9,8,10,6,10,1693526400,1672444800,86400,4,0.4865,0.494,0.494,0.494,0.4865,0.494,0.494,0.494,0.07,0.15100001,1684972800,0.653903,1000,1000,0,0,0,0.4905,0.538,415900,396300,57296588,0.468,0.924,0.5383601,0.53985,0.6434675,0.04,0.082219936,EUR,104024472,-0.61753,40179976,109259000,0.53091,0.00422,3.544,0.13939051,1672444800,1703980800,1688083200,-65723000,-0.33,0.977,5.562,FRA,EQUITY,J4O.F,J4O.F,"JINHUI SHIP.+TRAN.DL-,05",Jinhui Shipping and Transportation Limited,1152856800,Europe/Berlin,CEST,7200000,0.494,none,50576000,0.463,18703000,101446000,1.73,1.832,106428000,26.199,0.974,-0.01907,-0.15523,72005000,-58457752,42838000,-0.55,0.25829,0.17573,-0.15878001,USD,
2,Yardley Commercial Building,26th Floor 1-6 Connaught Road West,Hong Kong,Hong Kong,852 2545 0951,852 2541 9794,https://www.jinhuiship.com,Marine Shipping,Industrials,"Jinhui Shipping and Transportation Limited, an investment holding company, engages in ship chartering and owning activities internationally. The company provides ship management and shipping agent services, as well as engages in the money lending and property investment activities. It also owns a fleet of twenty four grabs fitted supramaxes and one chartered-in-panamax. The company was founded in 1987 and is based in Hong Kong, Hong Kong. Jinhui Shipping and Transportation Limited operates as a subsidiary of Jinhui Holdings Company Limited.",65,"{'maxAge': 1, 'name': 'Mr. Ki Hung  Ng', 'age': 68, 'title': 'Exec. Director', 'yearBorn': 1954, 'fiscalYear': 2022, 'totalPay': 300000, 'exercisedValue': 0, 'unexercisedValue': 0}",9,8,10,6,10,1693526400,1672444800,86400,4,0.4865,0.494,0.494,0.494,0.4865,0.494,0.494,0.494,0.07,0.15100001,1684972800,0.653903,1000,1000,0,0,0,0.4905,0.538,415900,396300,57296588,0.468,0.924,0.5383601,0.53985,0.6434675,0.04,0.082219936,EUR,104024472,-0.61753,40179976,109259000,0.53091,0.00422,3.544,0.13939051,1672444800,1703980800,1688083200,-65723000,-0.33,0.977,5.562,FRA,EQUITY,J4O.F,J4O.F,"JINHUI SHIP.+TRAN.DL-,05",Jinhui Shipping and Transportation Limited,1152856800,Europe/Berlin,CEST,7200000,0.494,none,50576000,0.463,18703000,101446000,1.73,1.832,106428000,26.199,0.974,-0.01907,-0.15523,72005000,-58457752,42838000,-0.55,0.25829,0.17573,-0.15878001,USD,
3,Yardley Commercial Building,26th Floor 1-6 Connaught Road West,Hong Kong,Hong Kong,852 2545 0951,852 2541 9794,https://www.jinhuiship.com,Marine Shipping,Industrials,"Jinhui Shipping and Transportation Limited, an investment holding company, engages in ship chartering and owning activities internationally. The company provides ship management and shipping agent services, as well as engages in the money lending and property investment activities. It also owns a fleet of twenty four grabs fitted supramaxes and one chartered-in-panamax. The company was founded in 1987 and is based in Hong Kong, Hong Kong. Jinhui Shipping and Transportation Limited operates as a subsidiary of Jinhui Holdings Company Limited.",65,"{'maxAge': 1, 'name': 'Ms. Suk Lin  Ho', 'age': 58, 'title': 'Company Sec. & Exec. Director', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 274000, 'exercisedValue': 0, 'unexercisedValue': 0}",9,8,10,6,10,1693526400,1672444800,86400,4,0.4865,0.494,0.494,0.494,0.4865,0.494,0.494,0.494,0.07,0.15100001,1684972800,0.653903,1000,1000,0,0,0,0.4905,0.538,415900,396300,57296588,0.468,0.924,0.5383601,0.53985,0.6434675,0.04,0.082219936,EUR,104024472,-0.61753,40179976,109259000,0.53091,0.00422,3.544,0.13939051,1672444800,1703980800,1688083200,-65723000,-0.33,0.977,5.562,FRA,EQUITY,J4O.F,J4O.F,"JINHUI SHIP.+TRAN.DL-,05",Jinhui Shipping and Transportation Limited,1152856800,Europe/Berlin,CEST,7200000,0.494,none,50576000,0.463,18703000,101446000,1.73,1.832,106428000,26.199,0.974,-0.01907,-0.15523,72005000,-58457752,42838000,-0.55,0.25829,0.17573,-0.15878001,USD,
4,Yardley Commercial Building,26th Floor 1-6 Connaught Road West,Hong Kong,Hong Kong,852 2545 0951,852 2541 9794,https://www.jinhuiship.com,Marine Shipping,Industrials,"Jinhui Shipping and Transportation Limited, an investment holding company, engages in ship chartering and owning activities internationally. The company provides ship management and shipping agent services, as well as engages in the money lending and property investment activities. It also owns a fleet of twenty four grabs fitted supramaxes and one chartered-in-panamax. The company was founded in 1987 and is based in Hong Kong, Hong Kong. Jinhui Shipping and Transportation Limited operates as a subsidiary of Jinhui Holdings Company Limited.",65,"{'maxAge': 1, 'name': 'Mr. Yee Hong  Shum', 'age': 69, 'title': 'Head of Management & Operation Department', 'yearBorn': 1953, 'exercisedValue': 0, 'unexercisedValue': 0}",9,8,10,6,10,1693526400,1672444800,86400,4,0.4865,0.494,0.494,0.494,0.4865,0.494,0.494,0.494,0.07,0.15100001,1684972800,0.653903,1000,1000,0,0,0,0.4905,0.538,415900,396300,57296588,0.468,0.924,0.5383601,0.53985,0.6434675,0.04,0.082219936,EUR,104024472,-0.61753,40179976,109259000,0.53091,0.00422,3.544,0.13939051,1672444800,1703980800,1688083200,-65723000,-0.33,0.977,5.562,FRA,EQUITY,J4O.F,J4O.F,"JINHUI SHIP.+TRAN.DL-,05",Jinhui Shipping and Transportation Limited,1152856800,Europe/Berlin,CEST,7200000,0.494,none,50576000,0.463,18703000,101446000,1.73,1.832,106428000,26.199,0.974,-0.01907,-0.15523,72005000,-58457752,42838000,-0.55,0.25829,0.17573,-0.15878001,USD,
