,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1460 Fifth Avenue,Bay Shore,NY,11706,United States,631 968 5000,https://www.airindustriesgroup.com,Aerospace & Defense,Aerospace & Defense,Industrials,Industrials,"Air Industries Group, an aerospace and defense company, designs, manufactures, and sells structural parts and assemblies for mission-critical aerospace and defense applications, and a prime contractor to the U.S. Department of Defense in the United States. The company operates through two segments, Complex Machining and Turbine and Engine Component. The Complex Machining segment offers aircraft landing and arresting gears, engine mounts, flight controls, throttle quadrants, and other components. Its products are deployed on a range of military and commercial aircraft, including Sikorsky's UH-60 Blackhawk, Lockheed Martin F-35 Joint Strike Fighter, Northrop Grumman E2D Hawkeye, the US Navy F-18, and USAF F-16 and F-15 fighter aircraft. The Turbine and Engine Component segment makes components and provides services for aircraft jet engines and ground-power turbines. Its jet engine components are used on the USAF F-15 and F-16, the Airbus A-330, the Boeing 777, and others, as well as ground-power turbine applications. The company's products are used by original equipment manufacturers in the manufacture of fixed wing aircraft, helicopters jet turbine engines, and other complex aerospace and defense products. Air Industries Group was founded in 1979 and is based in Bay Shore, New York.","{'maxAge': 1, 'name': 'Mr. Luciano M. Melluzzo', 'age': 58, 'title': 'Pres & CEO', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 464992, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,3.27,3.08,3.08,3.36,3.27,3.08,3.08,3.36,1447891200,0.0,0.919087,-11.275863,3808,3808,6272,6270,6270,2.85,3.36,1100,1200,10757744,2.67,7.28,0.20327546,3.1708,4.0036,0.0,0.0,USD,39278736,-0.03881,2476022,3289830,3534,1499,1690761600,1693440000,0.0011,0.38672,0.1163,0.75,0.0014,3289830,4.937,0.6623456,1672444800,1703980800,1688083200,-2054000,-0.63,-0.29,1:10,1666051200,0.742,22.89,-0.5328572,0.14113986,1.5,1447891200,ASE,EQUITY,AIRI,AIRI,Air Industries Group,Air Industries Group,970752600,America/New_York,EDT,cb2e16bd-ae2c-3e77-b9a3-b65a9a39aa46,finmb_4483423,-14400000,3.27,5.5,5.5,5.5,5.5,2.0,buy,1,837000,0.254,1716000,29358000,0.378,1.723,52922000,181.603,16.296,-0.00838,-0.12141,7452000,-211875,1539000,-0.057,0.13231,0.03243,-0.01393,USD,
1,1460 Fifth Avenue,Bay Shore,NY,11706,United States,631 968 5000,https://www.airindustriesgroup.com,Aerospace & Defense,Aerospace & Defense,Industrials,Industrials,"Air Industries Group, an aerospace and defense company, designs, manufactures, and sells structural parts and assemblies for mission-critical aerospace and defense applications, and a prime contractor to the U.S. Department of Defense in the United States. The company operates through two segments, Complex Machining and Turbine and Engine Component. The Complex Machining segment offers aircraft landing and arresting gears, engine mounts, flight controls, throttle quadrants, and other components. Its products are deployed on a range of military and commercial aircraft, including Sikorsky's UH-60 Blackhawk, Lockheed Martin F-35 Joint Strike Fighter, Northrop Grumman E2D Hawkeye, the US Navy F-18, and USAF F-16 and F-15 fighter aircraft. The Turbine and Engine Component segment makes components and provides services for aircraft jet engines and ground-power turbines. Its jet engine components are used on the USAF F-15 and F-16, the Airbus A-330, the Boeing 777, and others, as well as ground-power turbine applications. The company's products are used by original equipment manufacturers in the manufacture of fixed wing aircraft, helicopters jet turbine engines, and other complex aerospace and defense products. Air Industries Group was founded in 1979 and is based in Bay Shore, New York.","{'maxAge': 1, 'name': 'Mr. Michael E. Recca', 'age': 71, 'title': 'Chief Financial Officer', 'yearBorn': 1951, 'fiscalYear': 2022, 'totalPay': 300821, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,3.27,3.08,3.08,3.36,3.27,3.08,3.08,3.36,1447891200,0.0,0.919087,-11.275863,3808,3808,6272,6270,6270,2.85,3.36,1100,1200,10757744,2.67,7.28,0.20327546,3.1708,4.0036,0.0,0.0,USD,39278736,-0.03881,2476022,3289830,3534,1499,1690761600,1693440000,0.0011,0.38672,0.1163,0.75,0.0014,3289830,4.937,0.6623456,1672444800,1703980800,1688083200,-2054000,-0.63,-0.29,1:10,1666051200,0.742,22.89,-0.5328572,0.14113986,1.5,1447891200,ASE,EQUITY,AIRI,AIRI,Air Industries Group,Air Industries Group,970752600,America/New_York,EDT,cb2e16bd-ae2c-3e77-b9a3-b65a9a39aa46,finmb_4483423,-14400000,3.27,5.5,5.5,5.5,5.5,2.0,buy,1,837000,0.254,1716000,29358000,0.378,1.723,52922000,181.603,16.296,-0.00838,-0.12141,7452000,-211875,1539000,-0.057,0.13231,0.03243,-0.01393,USD,
