,address1,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2425 South Yukon Avenue,Tulsa,OK,74107,United States,918 583 2266,918 583 6094,https://www.aaon.com,Building Products & Equipment,Building Products & Equipment,Industrials,Industrials,"AAON, Inc., together with its subsidiaries, engages in engineering, manufacturing, marketing, and selling air conditioning and heating equipment in the United States and Canada. The company operates through three segments: AAON Oklahoma, AAON Coil Products, and BASX. It offers rooftop units, data center cooling solutions, cleanroom systems, chillers, packaged outdoor mechanical rooms, air handling units, makeup air units, energy recovery units, condensing units, geothermal/water-source heat pumps, coils, and controls. The company markets and sells its products to retail, manufacturing, educational, lodging, supermarket, data centers, medical and pharmaceutical, and other commercial industries. It sells its products through a network of independent manufacturer representative organizations and internal sales force, as well as online. The company was incorporated in 1987 and is based in Tulsa, Oklahoma.",3666,"{'maxAge': 1, 'name': 'Mr. Gary D. Fields', 'age': 62, 'title': 'Pres, CEO & Director', 'yearBorn': 1960, 'fiscalYear': 2022, 'totalPay': 1873291, 'exercisedValue': 1167985, 'unexercisedValue': 1841424}",8,2,1,6,4,1693526400,1672444800,86400,2,60.94,60.84,59.56,60.99,60.94,60.84,59.56,60.99,0.32,0.0053,1694044800,0.17709999,0.63,0.824343,33.63536,27.178572,1047032,1047032,442670,548400,548400,60.45,61.39,900,800,4968386560,34.7,71.39333,4.7448425,64.688736,59.73105,0.32,0.0052510668,USD,5049253376,0.14217,67358019,81609504,2613241,2438389,1690761600,1693440000,0.032,0.17443001,0.71752,5.59,0.0365,81609504,8.093,7.52255,1672444800,1703980800,1688083200,1.865,148867008,1.81,2.24,2.51,3:2,1692230400,4.822,22.575,0.5655751,0.14113986,0.08,1694044800,NMS,EQUITY,AAON,AAON,"AAON, Inc.","AAON, Inc.",724516200,America/New_York,EDT,f38c3399-0d6f-34de-8670-298fda31a985,finmb_320500,-14400000,60.88,80.0,64.0,74.44,79.33,2.2,buy,3,5237000,0.064,223660992,86105000,1.184,2.76,1047113024,13.044,13.012,0.13448,0.25876,237572000,13456375,122838000,1.734,0.36,0.30111998,0.21360001,0.17536,USD,
1,2425 South Yukon Avenue,Tulsa,OK,74107,United States,918 583 2266,918 583 6094,https://www.aaon.com,Building Products & Equipment,Building Products & Equipment,Industrials,Industrials,"AAON, Inc., together with its subsidiaries, engages in engineering, manufacturing, marketing, and selling air conditioning and heating equipment in the United States and Canada. The company operates through three segments: AAON Oklahoma, AAON Coil Products, and BASX. It offers rooftop units, data center cooling solutions, cleanroom systems, chillers, packaged outdoor mechanical rooms, air handling units, makeup air units, energy recovery units, condensing units, geothermal/water-source heat pumps, coils, and controls. The company markets and sells its products to retail, manufacturing, educational, lodging, supermarket, data centers, medical and pharmaceutical, and other commercial industries. It sells its products through a network of independent manufacturer representative organizations and internal sales force, as well as online. The company was incorporated in 1987 and is based in Tulsa, Oklahoma.",3666,"{'maxAge': 1, 'name': 'Mr. Norman H. Asbjornson', 'age': 86, 'title': 'Founder, Consultant & Director', 'yearBorn': 1936, 'fiscalYear': 2022, 'totalPay': 452131, 'exercisedValue': 0, 'unexercisedValue': 0}",8,2,1,6,4,1693526400,1672444800,86400,2,60.94,60.84,59.56,60.99,60.94,60.84,59.56,60.99,0.32,0.0053,1694044800,0.17709999,0.63,0.824343,33.63536,27.178572,1047032,1047032,442670,548400,548400,60.45,61.39,900,800,4968386560,34.7,71.39333,4.7448425,64.688736,59.73105,0.32,0.0052510668,USD,5049253376,0.14217,67358019,81609504,2613241,2438389,1690761600,1693440000,0.032,0.17443001,0.71752,5.59,0.0365,81609504,8.093,7.52255,1672444800,1703980800,1688083200,1.865,148867008,1.81,2.24,2.51,3:2,1692230400,4.822,22.575,0.5655751,0.14113986,0.08,1694044800,NMS,EQUITY,AAON,AAON,"AAON, Inc.","AAON, Inc.",724516200,America/New_York,EDT,f38c3399-0d6f-34de-8670-298fda31a985,finmb_320500,-14400000,60.88,80.0,64.0,74.44,79.33,2.2,buy,3,5237000,0.064,223660992,86105000,1.184,2.76,1047113024,13.044,13.012,0.13448,0.25876,237572000,13456375,122838000,1.734,0.36,0.30111998,0.21360001,0.17536,USD,
2,2425 South Yukon Avenue,Tulsa,OK,74107,United States,918 583 2266,918 583 6094,https://www.aaon.com,Building Products & Equipment,Building Products & Equipment,Industrials,Industrials,"AAON, Inc., together with its subsidiaries, engages in engineering, manufacturing, marketing, and selling air conditioning and heating equipment in the United States and Canada. The company operates through three segments: AAON Oklahoma, AAON Coil Products, and BASX. It offers rooftop units, data center cooling solutions, cleanroom systems, chillers, packaged outdoor mechanical rooms, air handling units, makeup air units, energy recovery units, condensing units, geothermal/water-source heat pumps, coils, and controls. The company markets and sells its products to retail, manufacturing, educational, lodging, supermarket, data centers, medical and pharmaceutical, and other commercial industries. It sells its products through a network of independent manufacturer representative organizations and internal sales force, as well as online. The company was incorporated in 1987 and is based in Tulsa, Oklahoma.",3666,"{'maxAge': 1, 'name': 'Ms. Rebecca A. Thompson', 'age': 43, 'title': 'VP of Fin. & CFO', 'yearBorn': 1979, 'fiscalYear': 2022, 'totalPay': 673238, 'exercisedValue': 712294, 'unexercisedValue': 2477199}",8,2,1,6,4,1693526400,1672444800,86400,2,60.94,60.84,59.56,60.99,60.94,60.84,59.56,60.99,0.32,0.0053,1694044800,0.17709999,0.63,0.824343,33.63536,27.178572,1047032,1047032,442670,548400,548400,60.45,61.39,900,800,4968386560,34.7,71.39333,4.7448425,64.688736,59.73105,0.32,0.0052510668,USD,5049253376,0.14217,67358019,81609504,2613241,2438389,1690761600,1693440000,0.032,0.17443001,0.71752,5.59,0.0365,81609504,8.093,7.52255,1672444800,1703980800,1688083200,1.865,148867008,1.81,2.24,2.51,3:2,1692230400,4.822,22.575,0.5655751,0.14113986,0.08,1694044800,NMS,EQUITY,AAON,AAON,"AAON, Inc.","AAON, Inc.",724516200,America/New_York,EDT,f38c3399-0d6f-34de-8670-298fda31a985,finmb_320500,-14400000,60.88,80.0,64.0,74.44,79.33,2.2,buy,3,5237000,0.064,223660992,86105000,1.184,2.76,1047113024,13.044,13.012,0.13448,0.25876,237572000,13456375,122838000,1.734,0.36,0.30111998,0.21360001,0.17536,USD,
3,2425 South Yukon Avenue,Tulsa,OK,74107,United States,918 583 2266,918 583 6094,https://www.aaon.com,Building Products & Equipment,Building Products & Equipment,Industrials,Industrials,"AAON, Inc., together with its subsidiaries, engages in engineering, manufacturing, marketing, and selling air conditioning and heating equipment in the United States and Canada. The company operates through three segments: AAON Oklahoma, AAON Coil Products, and BASX. It offers rooftop units, data center cooling solutions, cleanroom systems, chillers, packaged outdoor mechanical rooms, air handling units, makeup air units, energy recovery units, condensing units, geothermal/water-source heat pumps, coils, and controls. The company markets and sells its products to retail, manufacturing, educational, lodging, supermarket, data centers, medical and pharmaceutical, and other commercial industries. It sells its products through a network of independent manufacturer representative organizations and internal sales force, as well as online. The company was incorporated in 1987 and is based in Tulsa, Oklahoma.",3666,"{'maxAge': 1, 'name': 'Mr. Stephen E. Wakefield', 'age': 45, 'title': 'VP of Engineering & COO', 'yearBorn': 1977, 'fiscalYear': 2022, 'totalPay': 628664, 'exercisedValue': 0, 'unexercisedValue': 3159268}",8,2,1,6,4,1693526400,1672444800,86400,2,60.94,60.84,59.56,60.99,60.94,60.84,59.56,60.99,0.32,0.0053,1694044800,0.17709999,0.63,0.824343,33.63536,27.178572,1047032,1047032,442670,548400,548400,60.45,61.39,900,800,4968386560,34.7,71.39333,4.7448425,64.688736,59.73105,0.32,0.0052510668,USD,5049253376,0.14217,67358019,81609504,2613241,2438389,1690761600,1693440000,0.032,0.17443001,0.71752,5.59,0.0365,81609504,8.093,7.52255,1672444800,1703980800,1688083200,1.865,148867008,1.81,2.24,2.51,3:2,1692230400,4.822,22.575,0.5655751,0.14113986,0.08,1694044800,NMS,EQUITY,AAON,AAON,"AAON, Inc.","AAON, Inc.",724516200,America/New_York,EDT,f38c3399-0d6f-34de-8670-298fda31a985,finmb_320500,-14400000,60.88,80.0,64.0,74.44,79.33,2.2,buy,3,5237000,0.064,223660992,86105000,1.184,2.76,1047113024,13.044,13.012,0.13448,0.25876,237572000,13456375,122838000,1.734,0.36,0.30111998,0.21360001,0.17536,USD,
4,2425 South Yukon Avenue,Tulsa,OK,74107,United States,918 583 2266,918 583 6094,https://www.aaon.com,Building Products & Equipment,Building Products & Equipment,Industrials,Industrials,"AAON, Inc., together with its subsidiaries, engages in engineering, manufacturing, marketing, and selling air conditioning and heating equipment in the United States and Canada. The company operates through three segments: AAON Oklahoma, AAON Coil Products, and BASX. It offers rooftop units, data center cooling solutions, cleanroom systems, chillers, packaged outdoor mechanical rooms, air handling units, makeup air units, energy recovery units, condensing units, geothermal/water-source heat pumps, coils, and controls. The company markets and sells its products to retail, manufacturing, educational, lodging, supermarket, data centers, medical and pharmaceutical, and other commercial industries. It sells its products through a network of independent manufacturer representative organizations and internal sales force, as well as online. The company was incorporated in 1987 and is based in Tulsa, Oklahoma.",3666,"{'maxAge': 1, 'name': 'Mr. Casey R. Kidwell', 'age': 44, 'title': 'VP of Admin.', 'yearBorn': 1978, 'fiscalYear': 2022, 'totalPay': 577089, 'exercisedValue': 0, 'unexercisedValue': 17436}",8,2,1,6,4,1693526400,1672444800,86400,2,60.94,60.84,59.56,60.99,60.94,60.84,59.56,60.99,0.32,0.0053,1694044800,0.17709999,0.63,0.824343,33.63536,27.178572,1047032,1047032,442670,548400,548400,60.45,61.39,900,800,4968386560,34.7,71.39333,4.7448425,64.688736,59.73105,0.32,0.0052510668,USD,5049253376,0.14217,67358019,81609504,2613241,2438389,1690761600,1693440000,0.032,0.17443001,0.71752,5.59,0.0365,81609504,8.093,7.52255,1672444800,1703980800,1688083200,1.865,148867008,1.81,2.24,2.51,3:2,1692230400,4.822,22.575,0.5655751,0.14113986,0.08,1694044800,NMS,EQUITY,AAON,AAON,"AAON, Inc.","AAON, Inc.",724516200,America/New_York,EDT,f38c3399-0d6f-34de-8670-298fda31a985,finmb_320500,-14400000,60.88,80.0,64.0,74.44,79.33,2.2,buy,3,5237000,0.064,223660992,86105000,1.184,2.76,1047113024,13.044,13.012,0.13448,0.25876,237572000,13456375,122838000,1.734,0.36,0.30111998,0.21360001,0.17536,USD,
5,2425 South Yukon Avenue,Tulsa,OK,74107,United States,918 583 2266,918 583 6094,https://www.aaon.com,Building Products & Equipment,Building Products & Equipment,Industrials,Industrials,"AAON, Inc., together with its subsidiaries, engages in engineering, manufacturing, marketing, and selling air conditioning and heating equipment in the United States and Canada. The company operates through three segments: AAON Oklahoma, AAON Coil Products, and BASX. It offers rooftop units, data center cooling solutions, cleanroom systems, chillers, packaged outdoor mechanical rooms, air handling units, makeup air units, energy recovery units, condensing units, geothermal/water-source heat pumps, coils, and controls. The company markets and sells its products to retail, manufacturing, educational, lodging, supermarket, data centers, medical and pharmaceutical, and other commercial industries. It sells its products through a network of independent manufacturer representative organizations and internal sales force, as well as online. The company was incorporated in 1987 and is based in Tulsa, Oklahoma.",3666,"{'maxAge': 1, 'name': 'Mr. Gordon D. Wichman', 'age': 34, 'title': 'VP', 'yearBorn': 1988, 'fiscalYear': 2022, 'totalPay': 488421, 'exercisedValue': 162753, 'unexercisedValue': 1019124}",8,2,1,6,4,1693526400,1672444800,86400,2,60.94,60.84,59.56,60.99,60.94,60.84,59.56,60.99,0.32,0.0053,1694044800,0.17709999,0.63,0.824343,33.63536,27.178572,1047032,1047032,442670,548400,548400,60.45,61.39,900,800,4968386560,34.7,71.39333,4.7448425,64.688736,59.73105,0.32,0.0052510668,USD,5049253376,0.14217,67358019,81609504,2613241,2438389,1690761600,1693440000,0.032,0.17443001,0.71752,5.59,0.0365,81609504,8.093,7.52255,1672444800,1703980800,1688083200,1.865,148867008,1.81,2.24,2.51,3:2,1692230400,4.822,22.575,0.5655751,0.14113986,0.08,1694044800,NMS,EQUITY,AAON,AAON,"AAON, Inc.","AAON, Inc.",724516200,America/New_York,EDT,f38c3399-0d6f-34de-8670-298fda31a985,finmb_320500,-14400000,60.88,80.0,64.0,74.44,79.33,2.2,buy,3,5237000,0.064,223660992,86105000,1.184,2.76,1047113024,13.044,13.012,0.13448,0.25876,237572000,13456375,122838000,1.734,0.36,0.30111998,0.21360001,0.17536,USD,
6,2425 South Yukon Avenue,Tulsa,OK,74107,United States,918 583 2266,918 583 6094,https://www.aaon.com,Building Products & Equipment,Building Products & Equipment,Industrials,Industrials,"AAON, Inc., together with its subsidiaries, engages in engineering, manufacturing, marketing, and selling air conditioning and heating equipment in the United States and Canada. The company operates through three segments: AAON Oklahoma, AAON Coil Products, and BASX. It offers rooftop units, data center cooling solutions, cleanroom systems, chillers, packaged outdoor mechanical rooms, air handling units, makeup air units, energy recovery units, condensing units, geothermal/water-source heat pumps, coils, and controls. The company markets and sells its products to retail, manufacturing, educational, lodging, supermarket, data centers, medical and pharmaceutical, and other commercial industries. It sells its products through a network of independent manufacturer representative organizations and internal sales force, as well as online. The company was incorporated in 1987 and is based in Tulsa, Oklahoma.",3666,"{'maxAge': 1, 'name': 'Mr. Christopher Douglas Eason', 'age': 40, 'title': 'Chief Accounting Officer', 'yearBorn': 1982, 'exercisedValue': 0, 'unexercisedValue': 0}",8,2,1,6,4,1693526400,1672444800,86400,2,60.94,60.84,59.56,60.99,60.94,60.84,59.56,60.99,0.32,0.0053,1694044800,0.17709999,0.63,0.824343,33.63536,27.178572,1047032,1047032,442670,548400,548400,60.45,61.39,900,800,4968386560,34.7,71.39333,4.7448425,64.688736,59.73105,0.32,0.0052510668,USD,5049253376,0.14217,67358019,81609504,2613241,2438389,1690761600,1693440000,0.032,0.17443001,0.71752,5.59,0.0365,81609504,8.093,7.52255,1672444800,1703980800,1688083200,1.865,148867008,1.81,2.24,2.51,3:2,1692230400,4.822,22.575,0.5655751,0.14113986,0.08,1694044800,NMS,EQUITY,AAON,AAON,"AAON, Inc.","AAON, Inc.",724516200,America/New_York,EDT,f38c3399-0d6f-34de-8670-298fda31a985,finmb_320500,-14400000,60.88,80.0,64.0,74.44,79.33,2.2,buy,3,5237000,0.064,223660992,86105000,1.184,2.76,1047113024,13.044,13.012,0.13448,0.25876,237572000,13456375,122838000,1.734,0.36,0.30111998,0.21360001,0.17536,USD,
7,2425 South Yukon Avenue,Tulsa,OK,74107,United States,918 583 2266,918 583 6094,https://www.aaon.com,Building Products & Equipment,Building Products & Equipment,Industrials,Industrials,"AAON, Inc., together with its subsidiaries, engages in engineering, manufacturing, marketing, and selling air conditioning and heating equipment in the United States and Canada. The company operates through three segments: AAON Oklahoma, AAON Coil Products, and BASX. It offers rooftop units, data center cooling solutions, cleanroom systems, chillers, packaged outdoor mechanical rooms, air handling units, makeup air units, energy recovery units, condensing units, geothermal/water-source heat pumps, coils, and controls. The company markets and sells its products to retail, manufacturing, educational, lodging, supermarket, data centers, medical and pharmaceutical, and other commercial industries. It sells its products through a network of independent manufacturer representative organizations and internal sales force, as well as online. The company was incorporated in 1987 and is based in Tulsa, Oklahoma.",3666,"{'maxAge': 1, 'name': 'Mr. Xerxes  Gazder', 'title': 'Chief Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",8,2,1,6,4,1693526400,1672444800,86400,2,60.94,60.84,59.56,60.99,60.94,60.84,59.56,60.99,0.32,0.0053,1694044800,0.17709999,0.63,0.824343,33.63536,27.178572,1047032,1047032,442670,548400,548400,60.45,61.39,900,800,4968386560,34.7,71.39333,4.7448425,64.688736,59.73105,0.32,0.0052510668,USD,5049253376,0.14217,67358019,81609504,2613241,2438389,1690761600,1693440000,0.032,0.17443001,0.71752,5.59,0.0365,81609504,8.093,7.52255,1672444800,1703980800,1688083200,1.865,148867008,1.81,2.24,2.51,3:2,1692230400,4.822,22.575,0.5655751,0.14113986,0.08,1694044800,NMS,EQUITY,AAON,AAON,"AAON, Inc.","AAON, Inc.",724516200,America/New_York,EDT,f38c3399-0d6f-34de-8670-298fda31a985,finmb_320500,-14400000,60.88,80.0,64.0,74.44,79.33,2.2,buy,3,5237000,0.064,223660992,86105000,1.184,2.76,1047113024,13.044,13.012,0.13448,0.25876,237572000,13456375,122838000,1.734,0.36,0.30111998,0.21360001,0.17536,USD,
8,2425 South Yukon Avenue,Tulsa,OK,74107,United States,918 583 2266,918 583 6094,https://www.aaon.com,Building Products & Equipment,Building Products & Equipment,Industrials,Industrials,"AAON, Inc., together with its subsidiaries, engages in engineering, manufacturing, marketing, and selling air conditioning and heating equipment in the United States and Canada. The company operates through three segments: AAON Oklahoma, AAON Coil Products, and BASX. It offers rooftop units, data center cooling solutions, cleanroom systems, chillers, packaged outdoor mechanical rooms, air handling units, makeup air units, energy recovery units, condensing units, geothermal/water-source heat pumps, coils, and controls. The company markets and sells its products to retail, manufacturing, educational, lodging, supermarket, data centers, medical and pharmaceutical, and other commercial industries. It sells its products through a network of independent manufacturer representative organizations and internal sales force, as well as online. The company was incorporated in 1987 and is based in Tulsa, Oklahoma.",3666,"{'maxAge': 1, 'name': 'Mr. Joseph Logan Mondillo C.F.A.', 'age': 39, 'title': 'Director of Investor Relations', 'yearBorn': 1983, 'exercisedValue': 0, 'unexercisedValue': 0}",8,2,1,6,4,1693526400,1672444800,86400,2,60.94,60.84,59.56,60.99,60.94,60.84,59.56,60.99,0.32,0.0053,1694044800,0.17709999,0.63,0.824343,33.63536,27.178572,1047032,1047032,442670,548400,548400,60.45,61.39,900,800,4968386560,34.7,71.39333,4.7448425,64.688736,59.73105,0.32,0.0052510668,USD,5049253376,0.14217,67358019,81609504,2613241,2438389,1690761600,1693440000,0.032,0.17443001,0.71752,5.59,0.0365,81609504,8.093,7.52255,1672444800,1703980800,1688083200,1.865,148867008,1.81,2.24,2.51,3:2,1692230400,4.822,22.575,0.5655751,0.14113986,0.08,1694044800,NMS,EQUITY,AAON,AAON,"AAON, Inc.","AAON, Inc.",724516200,America/New_York,EDT,f38c3399-0d6f-34de-8670-298fda31a985,finmb_320500,-14400000,60.88,80.0,64.0,74.44,79.33,2.2,buy,3,5237000,0.064,223660992,86105000,1.184,2.76,1047113024,13.044,13.012,0.13448,0.25876,237572000,13456375,122838000,1.734,0.36,0.30111998,0.21360001,0.17536,USD,
9,2425 South Yukon Avenue,Tulsa,OK,74107,United States,918 583 2266,918 583 6094,https://www.aaon.com,Building Products & Equipment,Building Products & Equipment,Industrials,Industrials,"AAON, Inc., together with its subsidiaries, engages in engineering, manufacturing, marketing, and selling air conditioning and heating equipment in the United States and Canada. The company operates through three segments: AAON Oklahoma, AAON Coil Products, and BASX. It offers rooftop units, data center cooling solutions, cleanroom systems, chillers, packaged outdoor mechanical rooms, air handling units, makeup air units, energy recovery units, condensing units, geothermal/water-source heat pumps, coils, and controls. The company markets and sells its products to retail, manufacturing, educational, lodging, supermarket, data centers, medical and pharmaceutical, and other commercial industries. It sells its products through a network of independent manufacturer representative organizations and internal sales force, as well as online. The company was incorporated in 1987 and is based in Tulsa, Oklahoma.",3666,"{'maxAge': 1, 'name': 'Mr. Luke A. Bomer', 'title': 'Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",8,2,1,6,4,1693526400,1672444800,86400,2,60.94,60.84,59.56,60.99,60.94,60.84,59.56,60.99,0.32,0.0053,1694044800,0.17709999,0.63,0.824343,33.63536,27.178572,1047032,1047032,442670,548400,548400,60.45,61.39,900,800,4968386560,34.7,71.39333,4.7448425,64.688736,59.73105,0.32,0.0052510668,USD,5049253376,0.14217,67358019,81609504,2613241,2438389,1690761600,1693440000,0.032,0.17443001,0.71752,5.59,0.0365,81609504,8.093,7.52255,1672444800,1703980800,1688083200,1.865,148867008,1.81,2.24,2.51,3:2,1692230400,4.822,22.575,0.5655751,0.14113986,0.08,1694044800,NMS,EQUITY,AAON,AAON,"AAON, Inc.","AAON, Inc.",724516200,America/New_York,EDT,f38c3399-0d6f-34de-8670-298fda31a985,finmb_320500,-14400000,60.88,80.0,64.0,74.44,79.33,2.2,buy,3,5237000,0.064,223660992,86105000,1.184,2.76,1047113024,13.044,13.012,0.13448,0.25876,237572000,13456375,122838000,1.734,0.36,0.30111998,0.21360001,0.17536,USD,
