,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"2-16-1, Konan",Minato-ku,Tokyo,108-8211,Japan,81 3 6718 9111,https://www.kentaku.co.jp,Real Estate—Diversified,Real Estate,"Daito Trust Construction Co.,Ltd. designs, constructs, and rents apartments and condominiums in Japan. It operates through, Construction Business, Real Estate Business, and Financial Business, segments. The company design and construct rental housing and other structure construction; ironwork and construction; whole building leasing, and building management and renovation; tenant guarantor services; advertising; and LP gas supply businesses. Further, the company operates day service centers and childcare facilities; operates hotels in Malaysia; and bridge financing for general contractors. Additionally, it sells short-term insurance; offers credit card settlements services; rental apartment and condominium brokering services; provides real estate management and asset succession consulting services; and offers document shipping and destruction, printing, and administrative services. The company also engages in development and sale of investment-type apartment properties; and management of facility reservation portal sites. Daito Trust Construction Co.,Ltd. was incorporated in 1974 and is headquartered in Tokyo, Japan.",17851,"{'maxAge': 1, 'name': 'Mr. Kei  Takeuchi', 'age': 57, 'title': 'CEO, GM of Construction Bus. Headquarters & Representative Director', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 610200, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,1,5,3,1693526400,1672444800,86400,2,27.645,27.725,26.81,27.725,27.645,27.725,26.81,27.725,0.91,0.0339,1680134400,0.48810002,4.44,0.342342,15.32,1054,1054,2633,2310,2310,0.0,0.0,0,0,7491518464,22.5,28.85,0.0044818087,26.38,25.01955,516.0,18.66522,USD,-140031164416,0.04223,238803492,272760992,0.0,0.0,1488.254,0.018014397,1680220800,1711843200,1688083200,0.013,70595002368,1.75,4:1,1312416000,-0.084,-1.202,PNK,EQUITY,DIFTY,DIFTY,DAITO TRUST CONSTRUCTION CO SPO,"Daito Trust Construction Co.,Ltd.",1287149400,America/New_York,EDT,-14400000,26.81,none,239969992704,877.877,116477001728,89129000960,1.384,2.076,1671539064832,21.735,6121.209,0.06028,0.17918,258448000000,9301874688,82076999680,0.011,0.035,0.15663,0.06968,0.05913,JPY,
1,"2-16-1, Konan",Minato-ku,Tokyo,108-8211,Japan,81 3 6718 9111,https://www.kentaku.co.jp,Real Estate—Diversified,Real Estate,"Daito Trust Construction Co.,Ltd. designs, constructs, and rents apartments and condominiums in Japan. It operates through, Construction Business, Real Estate Business, and Financial Business, segments. The company design and construct rental housing and other structure construction; ironwork and construction; whole building leasing, and building management and renovation; tenant guarantor services; advertising; and LP gas supply businesses. Further, the company operates day service centers and childcare facilities; operates hotels in Malaysia; and bridge financing for general contractors. Additionally, it sells short-term insurance; offers credit card settlements services; rental apartment and condominium brokering services; provides real estate management and asset succession consulting services; and offers document shipping and destruction, printing, and administrative services. The company also engages in development and sale of investment-type apartment properties; and management of facility reservation portal sites. Daito Trust Construction Co.,Ltd. was incorporated in 1974 and is headquartered in Tokyo, Japan.",17851,"{'maxAge': 1, 'name': 'Mr. Tsukasa  Okamoto', 'age': 55, 'title': 'Sr. Exec. Officer, GM of Fin. & Accounting Department and Director', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,1,5,3,1693526400,1672444800,86400,2,27.645,27.725,26.81,27.725,27.645,27.725,26.81,27.725,0.91,0.0339,1680134400,0.48810002,4.44,0.342342,15.32,1054,1054,2633,2310,2310,0.0,0.0,0,0,7491518464,22.5,28.85,0.0044818087,26.38,25.01955,516.0,18.66522,USD,-140031164416,0.04223,238803492,272760992,0.0,0.0,1488.254,0.018014397,1680220800,1711843200,1688083200,0.013,70595002368,1.75,4:1,1312416000,-0.084,-1.202,PNK,EQUITY,DIFTY,DIFTY,DAITO TRUST CONSTRUCTION CO SPO,"Daito Trust Construction Co.,Ltd.",1287149400,America/New_York,EDT,-14400000,26.81,none,239969992704,877.877,116477001728,89129000960,1.384,2.076,1671539064832,21.735,6121.209,0.06028,0.17918,258448000000,9301874688,82076999680,0.011,0.035,0.15663,0.06968,0.05913,JPY,
2,"2-16-1, Konan",Minato-ku,Tokyo,108-8211,Japan,81 3 6718 9111,https://www.kentaku.co.jp,Real Estate—Diversified,Real Estate,"Daito Trust Construction Co.,Ltd. designs, constructs, and rents apartments and condominiums in Japan. It operates through, Construction Business, Real Estate Business, and Financial Business, segments. The company design and construct rental housing and other structure construction; ironwork and construction; whole building leasing, and building management and renovation; tenant guarantor services; advertising; and LP gas supply businesses. Further, the company operates day service centers and childcare facilities; operates hotels in Malaysia; and bridge financing for general contractors. Additionally, it sells short-term insurance; offers credit card settlements services; rental apartment and condominium brokering services; provides real estate management and asset succession consulting services; and offers document shipping and destruction, printing, and administrative services. The company also engages in development and sale of investment-type apartment properties; and management of facility reservation portal sites. Daito Trust Construction Co.,Ltd. was incorporated in 1974 and is headquartered in Tokyo, Japan.",17851,"{'maxAge': 1, 'name': 'Masayuki  Koishikawa', 'title': 'Exec. Officer & GM of Sales Management Department', 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,1,5,3,1693526400,1672444800,86400,2,27.645,27.725,26.81,27.725,27.645,27.725,26.81,27.725,0.91,0.0339,1680134400,0.48810002,4.44,0.342342,15.32,1054,1054,2633,2310,2310,0.0,0.0,0,0,7491518464,22.5,28.85,0.0044818087,26.38,25.01955,516.0,18.66522,USD,-140031164416,0.04223,238803492,272760992,0.0,0.0,1488.254,0.018014397,1680220800,1711843200,1688083200,0.013,70595002368,1.75,4:1,1312416000,-0.084,-1.202,PNK,EQUITY,DIFTY,DIFTY,DAITO TRUST CONSTRUCTION CO SPO,"Daito Trust Construction Co.,Ltd.",1287149400,America/New_York,EDT,-14400000,26.81,none,239969992704,877.877,116477001728,89129000960,1.384,2.076,1671539064832,21.735,6121.209,0.06028,0.17918,258448000000,9301874688,82076999680,0.011,0.035,0.15663,0.06968,0.05913,JPY,
3,"2-16-1, Konan",Minato-ku,Tokyo,108-8211,Japan,81 3 6718 9111,https://www.kentaku.co.jp,Real Estate—Diversified,Real Estate,"Daito Trust Construction Co.,Ltd. designs, constructs, and rents apartments and condominiums in Japan. It operates through, Construction Business, Real Estate Business, and Financial Business, segments. The company design and construct rental housing and other structure construction; ironwork and construction; whole building leasing, and building management and renovation; tenant guarantor services; advertising; and LP gas supply businesses. Further, the company operates day service centers and childcare facilities; operates hotels in Malaysia; and bridge financing for general contractors. Additionally, it sells short-term insurance; offers credit card settlements services; rental apartment and condominium brokering services; provides real estate management and asset succession consulting services; and offers document shipping and destruction, printing, and administrative services. The company also engages in development and sale of investment-type apartment properties; and management of facility reservation portal sites. Daito Trust Construction Co.,Ltd. was incorporated in 1974 and is headquartered in Tokyo, Japan.",17851,"{'maxAge': 1, 'name': 'Mr. Kanitsu  Uchida', 'age': 57, 'title': 'Sr. Exec. Officer & GM of New Core Bus. Headquarters', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,1,5,3,1693526400,1672444800,86400,2,27.645,27.725,26.81,27.725,27.645,27.725,26.81,27.725,0.91,0.0339,1680134400,0.48810002,4.44,0.342342,15.32,1054,1054,2633,2310,2310,0.0,0.0,0,0,7491518464,22.5,28.85,0.0044818087,26.38,25.01955,516.0,18.66522,USD,-140031164416,0.04223,238803492,272760992,0.0,0.0,1488.254,0.018014397,1680220800,1711843200,1688083200,0.013,70595002368,1.75,4:1,1312416000,-0.084,-1.202,PNK,EQUITY,DIFTY,DIFTY,DAITO TRUST CONSTRUCTION CO SPO,"Daito Trust Construction Co.,Ltd.",1287149400,America/New_York,EDT,-14400000,26.81,none,239969992704,877.877,116477001728,89129000960,1.384,2.076,1671539064832,21.735,6121.209,0.06028,0.17918,258448000000,9301874688,82076999680,0.011,0.035,0.15663,0.06968,0.05913,JPY,
4,"2-16-1, Konan",Minato-ku,Tokyo,108-8211,Japan,81 3 6718 9111,https://www.kentaku.co.jp,Real Estate—Diversified,Real Estate,"Daito Trust Construction Co.,Ltd. designs, constructs, and rents apartments and condominiums in Japan. It operates through, Construction Business, Real Estate Business, and Financial Business, segments. The company design and construct rental housing and other structure construction; ironwork and construction; whole building leasing, and building management and renovation; tenant guarantor services; advertising; and LP gas supply businesses. Further, the company operates day service centers and childcare facilities; operates hotels in Malaysia; and bridge financing for general contractors. Additionally, it sells short-term insurance; offers credit card settlements services; rental apartment and condominium brokering services; provides real estate management and asset succession consulting services; and offers document shipping and destruction, printing, and administrative services. The company also engages in development and sale of investment-type apartment properties; and management of facility reservation portal sites. Daito Trust Construction Co.,Ltd. was incorporated in 1974 and is headquartered in Tokyo, Japan.",17851,"{'maxAge': 1, 'name': 'Eiji  Okamoto', 'title': 'Sr. Exec. Officer & GM of West Japan Construction Bus. Headquarters', 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,1,5,3,1693526400,1672444800,86400,2,27.645,27.725,26.81,27.725,27.645,27.725,26.81,27.725,0.91,0.0339,1680134400,0.48810002,4.44,0.342342,15.32,1054,1054,2633,2310,2310,0.0,0.0,0,0,7491518464,22.5,28.85,0.0044818087,26.38,25.01955,516.0,18.66522,USD,-140031164416,0.04223,238803492,272760992,0.0,0.0,1488.254,0.018014397,1680220800,1711843200,1688083200,0.013,70595002368,1.75,4:1,1312416000,-0.084,-1.202,PNK,EQUITY,DIFTY,DIFTY,DAITO TRUST CONSTRUCTION CO SPO,"Daito Trust Construction Co.,Ltd.",1287149400,America/New_York,EDT,-14400000,26.81,none,239969992704,877.877,116477001728,89129000960,1.384,2.076,1671539064832,21.735,6121.209,0.06028,0.17918,258448000000,9301874688,82076999680,0.011,0.035,0.15663,0.06968,0.05913,JPY,
5,"2-16-1, Konan",Minato-ku,Tokyo,108-8211,Japan,81 3 6718 9111,https://www.kentaku.co.jp,Real Estate—Diversified,Real Estate,"Daito Trust Construction Co.,Ltd. designs, constructs, and rents apartments and condominiums in Japan. It operates through, Construction Business, Real Estate Business, and Financial Business, segments. The company design and construct rental housing and other structure construction; ironwork and construction; whole building leasing, and building management and renovation; tenant guarantor services; advertising; and LP gas supply businesses. Further, the company operates day service centers and childcare facilities; operates hotels in Malaysia; and bridge financing for general contractors. Additionally, it sells short-term insurance; offers credit card settlements services; rental apartment and condominium brokering services; provides real estate management and asset succession consulting services; and offers document shipping and destruction, printing, and administrative services. The company also engages in development and sale of investment-type apartment properties; and management of facility reservation portal sites. Daito Trust Construction Co.,Ltd. was incorporated in 1974 and is headquartered in Tokyo, Japan.",17851,"{'maxAge': 1, 'name': 'Mr. Yoshihiro  Mori', 'age': 57, 'title': 'Managing Exec. Officer, GM of Real Estate Bus. Headquarters & Director', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,1,5,3,1693526400,1672444800,86400,2,27.645,27.725,26.81,27.725,27.645,27.725,26.81,27.725,0.91,0.0339,1680134400,0.48810002,4.44,0.342342,15.32,1054,1054,2633,2310,2310,0.0,0.0,0,0,7491518464,22.5,28.85,0.0044818087,26.38,25.01955,516.0,18.66522,USD,-140031164416,0.04223,238803492,272760992,0.0,0.0,1488.254,0.018014397,1680220800,1711843200,1688083200,0.013,70595002368,1.75,4:1,1312416000,-0.084,-1.202,PNK,EQUITY,DIFTY,DIFTY,DAITO TRUST CONSTRUCTION CO SPO,"Daito Trust Construction Co.,Ltd.",1287149400,America/New_York,EDT,-14400000,26.81,none,239969992704,877.877,116477001728,89129000960,1.384,2.076,1671539064832,21.735,6121.209,0.06028,0.17918,258448000000,9301874688,82076999680,0.011,0.035,0.15663,0.06968,0.05913,JPY,
6,"2-16-1, Konan",Minato-ku,Tokyo,108-8211,Japan,81 3 6718 9111,https://www.kentaku.co.jp,Real Estate—Diversified,Real Estate,"Daito Trust Construction Co.,Ltd. designs, constructs, and rents apartments and condominiums in Japan. It operates through, Construction Business, Real Estate Business, and Financial Business, segments. The company design and construct rental housing and other structure construction; ironwork and construction; whole building leasing, and building management and renovation; tenant guarantor services; advertising; and LP gas supply businesses. Further, the company operates day service centers and childcare facilities; operates hotels in Malaysia; and bridge financing for general contractors. Additionally, it sells short-term insurance; offers credit card settlements services; rental apartment and condominium brokering services; provides real estate management and asset succession consulting services; and offers document shipping and destruction, printing, and administrative services. The company also engages in development and sale of investment-type apartment properties; and management of facility reservation portal sites. Daito Trust Construction Co.,Ltd. was incorporated in 1974 and is headquartered in Tokyo, Japan.",17851,"{'maxAge': 1, 'name': 'Eiji  Kawahara', 'title': 'Sr. Exec. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,1,5,3,1693526400,1672444800,86400,2,27.645,27.725,26.81,27.725,27.645,27.725,26.81,27.725,0.91,0.0339,1680134400,0.48810002,4.44,0.342342,15.32,1054,1054,2633,2310,2310,0.0,0.0,0,0,7491518464,22.5,28.85,0.0044818087,26.38,25.01955,516.0,18.66522,USD,-140031164416,0.04223,238803492,272760992,0.0,0.0,1488.254,0.018014397,1680220800,1711843200,1688083200,0.013,70595002368,1.75,4:1,1312416000,-0.084,-1.202,PNK,EQUITY,DIFTY,DIFTY,DAITO TRUST CONSTRUCTION CO SPO,"Daito Trust Construction Co.,Ltd.",1287149400,America/New_York,EDT,-14400000,26.81,none,239969992704,877.877,116477001728,89129000960,1.384,2.076,1671539064832,21.735,6121.209,0.06028,0.17918,258448000000,9301874688,82076999680,0.011,0.035,0.15663,0.06968,0.05913,JPY,
7,"2-16-1, Konan",Minato-ku,Tokyo,108-8211,Japan,81 3 6718 9111,https://www.kentaku.co.jp,Real Estate—Diversified,Real Estate,"Daito Trust Construction Co.,Ltd. designs, constructs, and rents apartments and condominiums in Japan. It operates through, Construction Business, Real Estate Business, and Financial Business, segments. The company design and construct rental housing and other structure construction; ironwork and construction; whole building leasing, and building management and renovation; tenant guarantor services; advertising; and LP gas supply businesses. Further, the company operates day service centers and childcare facilities; operates hotels in Malaysia; and bridge financing for general contractors. Additionally, it sells short-term insurance; offers credit card settlements services; rental apartment and condominium brokering services; provides real estate management and asset succession consulting services; and offers document shipping and destruction, printing, and administrative services. The company also engages in development and sale of investment-type apartment properties; and management of facility reservation portal sites. Daito Trust Construction Co.,Ltd. was incorporated in 1974 and is headquartered in Tokyo, Japan.",17851,"{'maxAge': 1, 'name': 'Mr. Masafumi  Tate', 'age': 54, 'title': 'Sr. Exec. Officer, GM of Design Management Department & Director', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,1,5,3,1693526400,1672444800,86400,2,27.645,27.725,26.81,27.725,27.645,27.725,26.81,27.725,0.91,0.0339,1680134400,0.48810002,4.44,0.342342,15.32,1054,1054,2633,2310,2310,0.0,0.0,0,0,7491518464,22.5,28.85,0.0044818087,26.38,25.01955,516.0,18.66522,USD,-140031164416,0.04223,238803492,272760992,0.0,0.0,1488.254,0.018014397,1680220800,1711843200,1688083200,0.013,70595002368,1.75,4:1,1312416000,-0.084,-1.202,PNK,EQUITY,DIFTY,DIFTY,DAITO TRUST CONSTRUCTION CO SPO,"Daito Trust Construction Co.,Ltd.",1287149400,America/New_York,EDT,-14400000,26.81,none,239969992704,877.877,116477001728,89129000960,1.384,2.076,1671539064832,21.735,6121.209,0.06028,0.17918,258448000000,9301874688,82076999680,0.011,0.035,0.15663,0.06968,0.05913,JPY,
8,"2-16-1, Konan",Minato-ku,Tokyo,108-8211,Japan,81 3 6718 9111,https://www.kentaku.co.jp,Real Estate—Diversified,Real Estate,"Daito Trust Construction Co.,Ltd. designs, constructs, and rents apartments and condominiums in Japan. It operates through, Construction Business, Real Estate Business, and Financial Business, segments. The company design and construct rental housing and other structure construction; ironwork and construction; whole building leasing, and building management and renovation; tenant guarantor services; advertising; and LP gas supply businesses. Further, the company operates day service centers and childcare facilities; operates hotels in Malaysia; and bridge financing for general contractors. Additionally, it sells short-term insurance; offers credit card settlements services; rental apartment and condominium brokering services; provides real estate management and asset succession consulting services; and offers document shipping and destruction, printing, and administrative services. The company also engages in development and sale of investment-type apartment properties; and management of facility reservation portal sites. Daito Trust Construction Co.,Ltd. was incorporated in 1974 and is headquartered in Tokyo, Japan.",17851,"{'maxAge': 1, 'name': 'Jun  Matsufuji', 'title': 'Sr. Exec. Officer & GM of Central Japan Construction Bus. Headquarters', 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,1,5,3,1693526400,1672444800,86400,2,27.645,27.725,26.81,27.725,27.645,27.725,26.81,27.725,0.91,0.0339,1680134400,0.48810002,4.44,0.342342,15.32,1054,1054,2633,2310,2310,0.0,0.0,0,0,7491518464,22.5,28.85,0.0044818087,26.38,25.01955,516.0,18.66522,USD,-140031164416,0.04223,238803492,272760992,0.0,0.0,1488.254,0.018014397,1680220800,1711843200,1688083200,0.013,70595002368,1.75,4:1,1312416000,-0.084,-1.202,PNK,EQUITY,DIFTY,DIFTY,DAITO TRUST CONSTRUCTION CO SPO,"Daito Trust Construction Co.,Ltd.",1287149400,America/New_York,EDT,-14400000,26.81,none,239969992704,877.877,116477001728,89129000960,1.384,2.076,1671539064832,21.735,6121.209,0.06028,0.17918,258448000000,9301874688,82076999680,0.011,0.035,0.15663,0.06968,0.05913,JPY,
9,"2-16-1, Konan",Minato-ku,Tokyo,108-8211,Japan,81 3 6718 9111,https://www.kentaku.co.jp,Real Estate—Diversified,Real Estate,"Daito Trust Construction Co.,Ltd. designs, constructs, and rents apartments and condominiums in Japan. It operates through, Construction Business, Real Estate Business, and Financial Business, segments. The company design and construct rental housing and other structure construction; ironwork and construction; whole building leasing, and building management and renovation; tenant guarantor services; advertising; and LP gas supply businesses. Further, the company operates day service centers and childcare facilities; operates hotels in Malaysia; and bridge financing for general contractors. Additionally, it sells short-term insurance; offers credit card settlements services; rental apartment and condominium brokering services; provides real estate management and asset succession consulting services; and offers document shipping and destruction, printing, and administrative services. The company also engages in development and sale of investment-type apartment properties; and management of facility reservation portal sites. Daito Trust Construction Co.,Ltd. was incorporated in 1974 and is headquartered in Tokyo, Japan.",17851,"{'maxAge': 1, 'name': 'Tetsuya  Shibata', 'title': 'Exec. Officer & GM of Real Estate Bus. Promotion Department', 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,1,5,3,1693526400,1672444800,86400,2,27.645,27.725,26.81,27.725,27.645,27.725,26.81,27.725,0.91,0.0339,1680134400,0.48810002,4.44,0.342342,15.32,1054,1054,2633,2310,2310,0.0,0.0,0,0,7491518464,22.5,28.85,0.0044818087,26.38,25.01955,516.0,18.66522,USD,-140031164416,0.04223,238803492,272760992,0.0,0.0,1488.254,0.018014397,1680220800,1711843200,1688083200,0.013,70595002368,1.75,4:1,1312416000,-0.084,-1.202,PNK,EQUITY,DIFTY,DIFTY,DAITO TRUST CONSTRUCTION CO SPO,"Daito Trust Construction Co.,Ltd.",1287149400,America/New_York,EDT,-14400000,26.81,none,239969992704,877.877,116477001728,89129000960,1.384,2.076,1671539064832,21.735,6121.209,0.06028,0.17918,258448000000,9301874688,82076999680,0.011,0.035,0.15663,0.06968,0.05913,JPY,
