,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,945 Wellington Street,West Perth,WA,6005,Australia,61 8 9322 7600,https://www.canyonresources.com.au,Other Industrial Metals & Mining,Basic Materials,"Canyon Resources Limited, together with its subsidiaries, engages in the development and exploration of bauxite properties and engineering studies in West Africa. Its flagship property is the 100% owned Minim Martap Bauxite project located in central Cameroon. The company was formerly known as Castlemaine Resources Limited and changed its name to Canyon Resources Limited in March 2010. Canyon Resources Limited was incorporated in 2009 and is based in West Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Jean-Sebastien  Boutet', 'title': 'Chief Exec. Officer', 'fiscalYear': 2022, 'totalPay': 400000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.055,0.054,0.054,0.058,0.055,0.054,0.054,0.058,0.0,1.474849,136937,136937,493569,447955,447955,0.055,0.058,0,0,58914656,0.039,0.08,12821.471,0.06209,0.058255,0.0,0.0,AUD,45582304,0.0,612218781,1015769984,0.41034,0.020480001,0.03,1.9333333,1656547200,1688083200,1672444800,-6536210,-0.01,9919.979,-7.175,ASX,EQUITY,CAY.AX,CAY.AX,CANYON FPO,Canyon Resources Limited,1276560000,Australia/Sydney,AEST,36000000,0.058,none,13274153,0.013,-6352742,0,15.547,15.989,4595,0.0,-0.15365,-0.25974,-4410424,-6446505,0.427,1.0,0.0,-1398.5303,AUD,
1,945 Wellington Street,West Perth,WA,6005,Australia,61 8 9322 7600,https://www.canyonresources.com.au,Other Industrial Metals & Mining,Basic Materials,"Canyon Resources Limited, together with its subsidiaries, engages in the development and exploration of bauxite properties and engineering studies in West Africa. Its flagship property is the 100% owned Minim Martap Bauxite project located in central Cameroon. The company was formerly known as Castlemaine Resources Limited and changed its name to Canyon Resources Limited in March 2010. Canyon Resources Limited was incorporated in 2009 and is based in West Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Phillip  Gallagher BBus', 'title': 'Consultant', 'fiscalYear': 2022, 'totalPay': 350536, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.055,0.054,0.054,0.058,0.055,0.054,0.054,0.058,0.0,1.474849,136937,136937,493569,447955,447955,0.055,0.058,0,0,58914656,0.039,0.08,12821.471,0.06209,0.058255,0.0,0.0,AUD,45582304,0.0,612218781,1015769984,0.41034,0.020480001,0.03,1.9333333,1656547200,1688083200,1672444800,-6536210,-0.01,9919.979,-7.175,ASX,EQUITY,CAY.AX,CAY.AX,CANYON FPO,Canyon Resources Limited,1276560000,Australia/Sydney,AEST,36000000,0.058,none,13274153,0.013,-6352742,0,15.547,15.989,4595,0.0,-0.15365,-0.25974,-4410424,-6446505,0.427,1.0,0.0,-1398.5303,AUD,
2,945 Wellington Street,West Perth,WA,6005,Australia,61 8 9322 7600,https://www.canyonresources.com.au,Other Industrial Metals & Mining,Basic Materials,"Canyon Resources Limited, together with its subsidiaries, engages in the development and exploration of bauxite properties and engineering studies in West Africa. Its flagship property is the 100% owned Minim Martap Bauxite project located in central Cameroon. The company was formerly known as Castlemaine Resources Limited and changed its name to Canyon Resources Limited in March 2010. Canyon Resources Limited was incorporated in 2009 and is based in West Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Matthew McNeill Worner B.Bus., C.A., L.L.B., LLB', 'age': 46, 'title': 'Company Sec.', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.055,0.054,0.054,0.058,0.055,0.054,0.054,0.058,0.0,1.474849,136937,136937,493569,447955,447955,0.055,0.058,0,0,58914656,0.039,0.08,12821.471,0.06209,0.058255,0.0,0.0,AUD,45582304,0.0,612218781,1015769984,0.41034,0.020480001,0.03,1.9333333,1656547200,1688083200,1672444800,-6536210,-0.01,9919.979,-7.175,ASX,EQUITY,CAY.AX,CAY.AX,CANYON FPO,Canyon Resources Limited,1276560000,Australia/Sydney,AEST,36000000,0.058,none,13274153,0.013,-6352742,0,15.547,15.989,4595,0.0,-0.15365,-0.25974,-4410424,-6446505,0.427,1.0,0.0,-1398.5303,AUD,
