,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,3800 South Virginia Street,Reno,NV,89502,United States,775 335 4600,775 332 9171,https://www.monarchcasino.com,Resorts & Casinos,Consumer Cyclical,"Monarch Casino & Resort, Inc., through its subsidiaries, owns and operates the Atlantis Casino Resort Spa, a hotel and casino in Reno, Nevada. It also owns and operates the Monarch Casino Resort Spa Black Hawk in Black Hawk, Colorado. The company was founded in 1972 and is based in Reno, Nevada.",2700,"{'maxAge': 1, 'name': 'Mr. John  Farahi', 'age': 74, 'title': 'Co-Chairman, CEO & Sec.', 'yearBorn': 1948, 'fiscalYear': 2022, 'totalPay': 922391, 'exercisedValue': 7247928, 'unexercisedValue': 18662672}",9,10,5,5,8,1693526400,1672444800,86400,2,66.91,67.11,65.83,67.06,66.91,67.11,65.83,67.06,1.2,0.018099999,1693440000,1.1547,1.675656,14.570485,13.752599,184123,184123,78208,111610,111610,66.14,105.96,1100,1400,1266382208,54.21,85.67,2.5604687,68.168,72.49685,0.3,0.0044836346,USD,1285838848,0.18199,13396494,19144100,145262,139777,1690761600,1693440000,0.0076,0.3031,0.63155997,2.8,0.0114,25.169,2.6282332,1672444800,1703980800,1688083200,0.153,90009000,4.54,4.81,1.06,2:1,1112227200,2.6,7.736,NMS,EQUITY,MCRI,MCRI,"Monarch Casino & Resort, Inc.","Monarch Casino & Resort, Inc.",744643800,America/New_York,EDT,-14400000,66.15,95.0,77.0,85.25,84.5,2.2,buy,4,35100000,1.833,166224992,54554000,0.448,0.582,494590016,11.323,25.832,0.1113,0.18594,318092000,108860248,167072000,0.152,0.073,0.65736,0.33609,0.24465,USD,
1,3800 South Virginia Street,Reno,NV,89502,United States,775 335 4600,775 332 9171,https://www.monarchcasino.com,Resorts & Casinos,Consumer Cyclical,"Monarch Casino & Resort, Inc., through its subsidiaries, owns and operates the Atlantis Casino Resort Spa, a hotel and casino in Reno, Nevada. It also owns and operates the Monarch Casino Resort Spa Black Hawk in Black Hawk, Colorado. The company was founded in 1972 and is based in Reno, Nevada.",2700,"{'maxAge': 1, 'name': 'Mr. Bahram  Farahi', 'age': 71, 'title': 'Co-Chairman & Pres', 'yearBorn': 1951, 'fiscalYear': 2022, 'totalPay': 303009, 'exercisedValue': 9334117, 'unexercisedValue': 0}",9,10,5,5,8,1693526400,1672444800,86400,2,66.91,67.11,65.83,67.06,66.91,67.11,65.83,67.06,1.2,0.018099999,1693440000,1.1547,1.675656,14.570485,13.752599,184123,184123,78208,111610,111610,66.14,105.96,1100,1400,1266382208,54.21,85.67,2.5604687,68.168,72.49685,0.3,0.0044836346,USD,1285838848,0.18199,13396494,19144100,145262,139777,1690761600,1693440000,0.0076,0.3031,0.63155997,2.8,0.0114,25.169,2.6282332,1672444800,1703980800,1688083200,0.153,90009000,4.54,4.81,1.06,2:1,1112227200,2.6,7.736,NMS,EQUITY,MCRI,MCRI,"Monarch Casino & Resort, Inc.","Monarch Casino & Resort, Inc.",744643800,America/New_York,EDT,-14400000,66.15,95.0,77.0,85.25,84.5,2.2,buy,4,35100000,1.833,166224992,54554000,0.448,0.582,494590016,11.323,25.832,0.1113,0.18594,318092000,108860248,167072000,0.152,0.073,0.65736,0.33609,0.24465,USD,
2,3800 South Virginia Street,Reno,NV,89502,United States,775 335 4600,775 332 9171,https://www.monarchcasino.com,Resorts & Casinos,Consumer Cyclical,"Monarch Casino & Resort, Inc., through its subsidiaries, owns and operates the Atlantis Casino Resort Spa, a hotel and casino in Reno, Nevada. It also owns and operates the Monarch Casino Resort Spa Black Hawk in Black Hawk, Colorado. The company was founded in 1972 and is based in Reno, Nevada.",2700,"{'maxAge': 1, 'name': 'Mr. Edwin S. Koenig', 'age': 54, 'title': 'Chief Accounting Officer', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 240952, 'exercisedValue': 237093, 'unexercisedValue': 0}",9,10,5,5,8,1693526400,1672444800,86400,2,66.91,67.11,65.83,67.06,66.91,67.11,65.83,67.06,1.2,0.018099999,1693440000,1.1547,1.675656,14.570485,13.752599,184123,184123,78208,111610,111610,66.14,105.96,1100,1400,1266382208,54.21,85.67,2.5604687,68.168,72.49685,0.3,0.0044836346,USD,1285838848,0.18199,13396494,19144100,145262,139777,1690761600,1693440000,0.0076,0.3031,0.63155997,2.8,0.0114,25.169,2.6282332,1672444800,1703980800,1688083200,0.153,90009000,4.54,4.81,1.06,2:1,1112227200,2.6,7.736,NMS,EQUITY,MCRI,MCRI,"Monarch Casino & Resort, Inc.","Monarch Casino & Resort, Inc.",744643800,America/New_York,EDT,-14400000,66.15,95.0,77.0,85.25,84.5,2.2,buy,4,35100000,1.833,166224992,54554000,0.448,0.582,494590016,11.323,25.832,0.1113,0.18594,318092000,108860248,167072000,0.152,0.073,0.65736,0.33609,0.24465,USD,
3,3800 South Virginia Street,Reno,NV,89502,United States,775 335 4600,775 332 9171,https://www.monarchcasino.com,Resorts & Casinos,Consumer Cyclical,"Monarch Casino & Resort, Inc., through its subsidiaries, owns and operates the Atlantis Casino Resort Spa, a hotel and casino in Reno, Nevada. It also owns and operates the Monarch Casino Resort Spa Black Hawk in Black Hawk, Colorado. The company was founded in 1972 and is based in Reno, Nevada.",2700,"{'maxAge': 1, 'name': 'Ms. Michelle  Shriver', 'age': 53, 'title': 'Corp. VP of Operations', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",9,10,5,5,8,1693526400,1672444800,86400,2,66.91,67.11,65.83,67.06,66.91,67.11,65.83,67.06,1.2,0.018099999,1693440000,1.1547,1.675656,14.570485,13.752599,184123,184123,78208,111610,111610,66.14,105.96,1100,1400,1266382208,54.21,85.67,2.5604687,68.168,72.49685,0.3,0.0044836346,USD,1285838848,0.18199,13396494,19144100,145262,139777,1690761600,1693440000,0.0076,0.3031,0.63155997,2.8,0.0114,25.169,2.6282332,1672444800,1703980800,1688083200,0.153,90009000,4.54,4.81,1.06,2:1,1112227200,2.6,7.736,NMS,EQUITY,MCRI,MCRI,"Monarch Casino & Resort, Inc.","Monarch Casino & Resort, Inc.",744643800,America/New_York,EDT,-14400000,66.15,95.0,77.0,85.25,84.5,2.2,buy,4,35100000,1.833,166224992,54554000,0.448,0.582,494590016,11.323,25.832,0.1113,0.18594,318092000,108860248,167072000,0.152,0.073,0.65736,0.33609,0.24465,USD,
4,3800 South Virginia Street,Reno,NV,89502,United States,775 335 4600,775 332 9171,https://www.monarchcasino.com,Resorts & Casinos,Consumer Cyclical,"Monarch Casino & Resort, Inc., through its subsidiaries, owns and operates the Atlantis Casino Resort Spa, a hotel and casino in Reno, Nevada. It also owns and operates the Monarch Casino Resort Spa Black Hawk in Black Hawk, Colorado. The company was founded in 1972 and is based in Reno, Nevada.",2700,"{'maxAge': 1, 'name': 'Ms. Darlyne  Sullivan', 'age': 67, 'title': 'Chief Product & Service Officer', 'yearBorn': 1955, 'fiscalYear': 2006, 'exercisedValue': 0, 'unexercisedValue': 0}",9,10,5,5,8,1693526400,1672444800,86400,2,66.91,67.11,65.83,67.06,66.91,67.11,65.83,67.06,1.2,0.018099999,1693440000,1.1547,1.675656,14.570485,13.752599,184123,184123,78208,111610,111610,66.14,105.96,1100,1400,1266382208,54.21,85.67,2.5604687,68.168,72.49685,0.3,0.0044836346,USD,1285838848,0.18199,13396494,19144100,145262,139777,1690761600,1693440000,0.0076,0.3031,0.63155997,2.8,0.0114,25.169,2.6282332,1672444800,1703980800,1688083200,0.153,90009000,4.54,4.81,1.06,2:1,1112227200,2.6,7.736,NMS,EQUITY,MCRI,MCRI,"Monarch Casino & Resort, Inc.","Monarch Casino & Resort, Inc.",744643800,America/New_York,EDT,-14400000,66.15,95.0,77.0,85.25,84.5,2.2,buy,4,35100000,1.833,166224992,54554000,0.448,0.582,494590016,11.323,25.832,0.1113,0.18594,318092000,108860248,167072000,0.152,0.073,0.65736,0.33609,0.24465,USD,
5,3800 South Virginia Street,Reno,NV,89502,United States,775 335 4600,775 332 9171,https://www.monarchcasino.com,Resorts & Casinos,Consumer Cyclical,"Monarch Casino & Resort, Inc., through its subsidiaries, owns and operates the Atlantis Casino Resort Spa, a hotel and casino in Reno, Nevada. It also owns and operates the Monarch Casino Resort Spa Black Hawk in Black Hawk, Colorado. The company was founded in 1972 and is based in Reno, Nevada.",2700,"{'maxAge': 1, 'name': 'Mr. Richard L. Cooley', 'age': 75, 'title': 'VP of Fin. and Treasurer', 'yearBorn': 1947, 'fiscalYear': 2016, 'exercisedValue': 0, 'unexercisedValue': 0}",9,10,5,5,8,1693526400,1672444800,86400,2,66.91,67.11,65.83,67.06,66.91,67.11,65.83,67.06,1.2,0.018099999,1693440000,1.1547,1.675656,14.570485,13.752599,184123,184123,78208,111610,111610,66.14,105.96,1100,1400,1266382208,54.21,85.67,2.5604687,68.168,72.49685,0.3,0.0044836346,USD,1285838848,0.18199,13396494,19144100,145262,139777,1690761600,1693440000,0.0076,0.3031,0.63155997,2.8,0.0114,25.169,2.6282332,1672444800,1703980800,1688083200,0.153,90009000,4.54,4.81,1.06,2:1,1112227200,2.6,7.736,NMS,EQUITY,MCRI,MCRI,"Monarch Casino & Resort, Inc.","Monarch Casino & Resort, Inc.",744643800,America/New_York,EDT,-14400000,66.15,95.0,77.0,85.25,84.5,2.2,buy,4,35100000,1.833,166224992,54554000,0.448,0.582,494590016,11.323,25.832,0.1113,0.18594,318092000,108860248,167072000,0.152,0.073,0.65736,0.33609,0.24465,USD,
