,address1,address2,city,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Tower 10,6th Floor QatarEnergy District P.O. Box 3212,Doha,Qatar,974 4013 2080,974 4013 9750,https://www.mphc.com.qa,Chemicals,Basic Materials,"Mesaieed Petrochemical Holding Company Q.P.S.C., through its subsidiaries, engages in the manufacture and sale of petrochemical products in in the State of Qatar. It produces polyethylene, 1-hexene, normal alpha olefins, other ethylene derivatives, caustic soda, ethylene dichloride, vinyl chloride monomer, and other petrochemical products. The company was incorporated in 2013 and is based in Doha, Qatar. Mesaieed Petrochemical Holding Company Q.P.S.C. is a subsidiary of QatarEnergy.","{'maxAge': 1, 'name': 'Mr. Mohammed Jaber Al-Sulaiti', 'title': 'Mang. of the Privatized Companies Affairs Department - QatarEnergy', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.828,1.835,1.705,1.85,1.828,1.835,1.705,1.85,0.11,0.0582,1678665600,1.0476,3.69,0.366023,15.5,10.029412,19100474,19100474,3736065,6512554,6512554,1.705,1.788,0,0,21420257280,1.705,2.508,13.310651,1.90836,2.03326,0.11,0.060175058,QAR,21662040064,0.98981005,4277132929,12563200000,0.65405,0.03382,1.297,1.3145721,1672444800,1703980800,1680220800,-0.394,1592862976,0.11,0.17,10:1,1561334400,13.461,DOH,EQUITY,MPHC.QA,MPHC.QA,Mesaieed Petrochemical Holding ,Mesaieed Petrochemical Holding Company Q.P.S.C.,1393309800,Asia/Qatar,AST,10800000,1.705,2.6,2.6,2.6,2.6,3.0,hold,1,1755719040,0.14,0,3.311,4.228,1609256960,0.128,0.05962,0.09825,1783304000,1043714368,62082000,-0.394,-0.391,1.0,0.0,0.98950994,QAR,
1,Tower 10,6th Floor QatarEnergy District P.O. Box 3212,Doha,Qatar,974 4013 2080,974 4013 9750,https://www.mphc.com.qa,Chemicals,Basic Materials,"Mesaieed Petrochemical Holding Company Q.P.S.C., through its subsidiaries, engages in the manufacture and sale of petrochemical products in in the State of Qatar. It produces polyethylene, 1-hexene, normal alpha olefins, other ethylene derivatives, caustic soda, ethylene dichloride, vinyl chloride monomer, and other petrochemical products. The company was incorporated in 2013 and is based in Doha, Qatar. Mesaieed Petrochemical Holding Company Q.P.S.C. is a subsidiary of QatarEnergy.","{'maxAge': 1, 'name': 'Mr. Ahmed Aly Mohamed', 'title': 'Head of Governance and Compliance, Privatized Companies Affairs Department -QatarEnergy', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.828,1.835,1.705,1.85,1.828,1.835,1.705,1.85,0.11,0.0582,1678665600,1.0476,3.69,0.366023,15.5,10.029412,19100474,19100474,3736065,6512554,6512554,1.705,1.788,0,0,21420257280,1.705,2.508,13.310651,1.90836,2.03326,0.11,0.060175058,QAR,21662040064,0.98981005,4277132929,12563200000,0.65405,0.03382,1.297,1.3145721,1672444800,1703980800,1680220800,-0.394,1592862976,0.11,0.17,10:1,1561334400,13.461,DOH,EQUITY,MPHC.QA,MPHC.QA,Mesaieed Petrochemical Holding ,Mesaieed Petrochemical Holding Company Q.P.S.C.,1393309800,Asia/Qatar,AST,10800000,1.705,2.6,2.6,2.6,2.6,3.0,hold,1,1755719040,0.14,0,3.311,4.228,1609256960,0.128,0.05962,0.09825,1783304000,1043714368,62082000,-0.394,-0.391,1.0,0.0,0.98950994,QAR,
