,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"5707 Southwest Parkway, Building 1",Suite 275,Austin,TX,78735-6213,United States,737 281 0101,415 738 6501,https://www.digitalrealty.com,REIT—Specialty,Real Estate,"Digital Realty brings companies and data together by delivering the full spectrum of data center, colocation, and interconnection solutions. PlatformDIGITAL, the company's global data center platform, provides customers with a secure data ""meeting place"" and a proven Pervasive Datacenter Architecture (PDx) solution methodology for powering innovation and efficiently managing Data Gravity challenges. Digital Realty gives its customers access to the connected communities that matter to them with a global data center footprint of 300+ facilities in 50+ metros across 27 countries on six continents.",3412,"{'maxAge': 1, 'name': 'Mr. Andrew P. Power', 'age': 42, 'title': 'Pres, CEO & Director', 'yearBorn': 1980, 'fiscalYear': 2022, 'totalPay': 2084233, 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,9,9,8,1693526400,1672444800,86400,2,128.48,128.24,127.45,129.71,128.48,128.24,127.45,129.71,4.88,0.0379,1694649600,3.8425,3.53,0.556362,101.37795,101.37795,5196231,5196231,2562980,2236490,2236490,127.71,129.84,800,800,39808471040,85.76,133.39,7.7906594,123.226,107.95415,4.88,0.03798257,USD,60686381056,0.083739996,302224960,302708992,15949698,17675220,1690761600,1693440000,0.052699998,0.00158,1.0371,7.47,0.0623,56.442,2.2811027,1672444800,1703980800,1688083200,0.863,387161984,1.27,1.27,7.48,11.877,26.01,NYQ,EQUITY,DLR,DLR,"Digital Realty Trust, Inc.","Digital Realty Trust, Inc.",1099056600,America/New_York,EDT,-14400000,128.75,144.0,94.0,124.72,130.5,2.3,buy,18,141830000,0.469,2333191936,19271573504,0.558,0.74,5109769216,98.968,17.578,0.010629999,0.02283,2660775000,1497413888,1689923968,0.955,0.241,0.54479,0.45661,0.13041,USD,2.9606
1,"5707 Southwest Parkway, Building 1",Suite 275,Austin,TX,78735-6213,United States,737 281 0101,415 738 6501,https://www.digitalrealty.com,REIT—Specialty,Real Estate,"Digital Realty brings companies and data together by delivering the full spectrum of data center, colocation, and interconnection solutions. PlatformDIGITAL, the company's global data center platform, provides customers with a secure data ""meeting place"" and a proven Pervasive Datacenter Architecture (PDx) solution methodology for powering innovation and efficiently managing Data Gravity challenges. Digital Realty gives its customers access to the connected communities that matter to them with a global data center footprint of 300+ facilities in 50+ metros across 27 countries on six continents.",3412,"{'maxAge': 1, 'name': 'Mr. Gregory S. Wright', 'age': 57, 'title': 'Chief Investment Officer', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 2168511, 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,9,9,8,1693526400,1672444800,86400,2,128.48,128.24,127.45,129.71,128.48,128.24,127.45,129.71,4.88,0.0379,1694649600,3.8425,3.53,0.556362,101.37795,101.37795,5196231,5196231,2562980,2236490,2236490,127.71,129.84,800,800,39808471040,85.76,133.39,7.7906594,123.226,107.95415,4.88,0.03798257,USD,60686381056,0.083739996,302224960,302708992,15949698,17675220,1690761600,1693440000,0.052699998,0.00158,1.0371,7.47,0.0623,56.442,2.2811027,1672444800,1703980800,1688083200,0.863,387161984,1.27,1.27,7.48,11.877,26.01,NYQ,EQUITY,DLR,DLR,"Digital Realty Trust, Inc.","Digital Realty Trust, Inc.",1099056600,America/New_York,EDT,-14400000,128.75,144.0,94.0,124.72,130.5,2.3,buy,18,141830000,0.469,2333191936,19271573504,0.558,0.74,5109769216,98.968,17.578,0.010629999,0.02283,2660775000,1497413888,1689923968,0.955,0.241,0.54479,0.45661,0.13041,USD,2.9606
2,"5707 Southwest Parkway, Building 1",Suite 275,Austin,TX,78735-6213,United States,737 281 0101,415 738 6501,https://www.digitalrealty.com,REIT—Specialty,Real Estate,"Digital Realty brings companies and data together by delivering the full spectrum of data center, colocation, and interconnection solutions. PlatformDIGITAL, the company's global data center platform, provides customers with a secure data ""meeting place"" and a proven Pervasive Datacenter Architecture (PDx) solution methodology for powering innovation and efficiently managing Data Gravity challenges. Digital Realty gives its customers access to the connected communities that matter to them with a global data center footprint of 300+ facilities in 50+ metros across 27 countries on six continents.",3412,"{'maxAge': 1, 'name': 'Mr. Christopher  Sharp', 'age': 47, 'title': 'Chief Technology Officer', 'yearBorn': 1975, 'fiscalYear': 2022, 'totalPay': 1197984, 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,9,9,8,1693526400,1672444800,86400,2,128.48,128.24,127.45,129.71,128.48,128.24,127.45,129.71,4.88,0.0379,1694649600,3.8425,3.53,0.556362,101.37795,101.37795,5196231,5196231,2562980,2236490,2236490,127.71,129.84,800,800,39808471040,85.76,133.39,7.7906594,123.226,107.95415,4.88,0.03798257,USD,60686381056,0.083739996,302224960,302708992,15949698,17675220,1690761600,1693440000,0.052699998,0.00158,1.0371,7.47,0.0623,56.442,2.2811027,1672444800,1703980800,1688083200,0.863,387161984,1.27,1.27,7.48,11.877,26.01,NYQ,EQUITY,DLR,DLR,"Digital Realty Trust, Inc.","Digital Realty Trust, Inc.",1099056600,America/New_York,EDT,-14400000,128.75,144.0,94.0,124.72,130.5,2.3,buy,18,141830000,0.469,2333191936,19271573504,0.558,0.74,5109769216,98.968,17.578,0.010629999,0.02283,2660775000,1497413888,1689923968,0.955,0.241,0.54479,0.45661,0.13041,USD,2.9606
3,"5707 Southwest Parkway, Building 1",Suite 275,Austin,TX,78735-6213,United States,737 281 0101,415 738 6501,https://www.digitalrealty.com,REIT—Specialty,Real Estate,"Digital Realty brings companies and data together by delivering the full spectrum of data center, colocation, and interconnection solutions. PlatformDIGITAL, the company's global data center platform, provides customers with a secure data ""meeting place"" and a proven Pervasive Datacenter Architecture (PDx) solution methodology for powering innovation and efficiently managing Data Gravity challenges. Digital Realty gives its customers access to the connected communities that matter to them with a global data center footprint of 300+ facilities in 50+ metros across 27 countries on six continents.",3412,"{'maxAge': 1, 'name': 'Mr. Matthew R. Mercier', 'age': 42, 'title': 'Chief Financial Officer', 'yearBorn': 1980, 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,9,9,8,1693526400,1672444800,86400,2,128.48,128.24,127.45,129.71,128.48,128.24,127.45,129.71,4.88,0.0379,1694649600,3.8425,3.53,0.556362,101.37795,101.37795,5196231,5196231,2562980,2236490,2236490,127.71,129.84,800,800,39808471040,85.76,133.39,7.7906594,123.226,107.95415,4.88,0.03798257,USD,60686381056,0.083739996,302224960,302708992,15949698,17675220,1690761600,1693440000,0.052699998,0.00158,1.0371,7.47,0.0623,56.442,2.2811027,1672444800,1703980800,1688083200,0.863,387161984,1.27,1.27,7.48,11.877,26.01,NYQ,EQUITY,DLR,DLR,"Digital Realty Trust, Inc.","Digital Realty Trust, Inc.",1099056600,America/New_York,EDT,-14400000,128.75,144.0,94.0,124.72,130.5,2.3,buy,18,141830000,0.469,2333191936,19271573504,0.558,0.74,5109769216,98.968,17.578,0.010629999,0.02283,2660775000,1497413888,1689923968,0.955,0.241,0.54479,0.45661,0.13041,USD,2.9606
4,"5707 Southwest Parkway, Building 1",Suite 275,Austin,TX,78735-6213,United States,737 281 0101,415 738 6501,https://www.digitalrealty.com,REIT—Specialty,Real Estate,"Digital Realty brings companies and data together by delivering the full spectrum of data center, colocation, and interconnection solutions. PlatformDIGITAL, the company's global data center platform, provides customers with a secure data ""meeting place"" and a proven Pervasive Datacenter Architecture (PDx) solution methodology for powering innovation and efficiently managing Data Gravity challenges. Digital Realty gives its customers access to the connected communities that matter to them with a global data center footprint of 300+ facilities in 50+ metros across 27 countries on six continents.",3412,"{'maxAge': 1, 'name': 'Mr. Peter C. Olson', 'title': 'Interim Chief Accounting Officer & Global Controller', 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,9,9,8,1693526400,1672444800,86400,2,128.48,128.24,127.45,129.71,128.48,128.24,127.45,129.71,4.88,0.0379,1694649600,3.8425,3.53,0.556362,101.37795,101.37795,5196231,5196231,2562980,2236490,2236490,127.71,129.84,800,800,39808471040,85.76,133.39,7.7906594,123.226,107.95415,4.88,0.03798257,USD,60686381056,0.083739996,302224960,302708992,15949698,17675220,1690761600,1693440000,0.052699998,0.00158,1.0371,7.47,0.0623,56.442,2.2811027,1672444800,1703980800,1688083200,0.863,387161984,1.27,1.27,7.48,11.877,26.01,NYQ,EQUITY,DLR,DLR,"Digital Realty Trust, Inc.","Digital Realty Trust, Inc.",1099056600,America/New_York,EDT,-14400000,128.75,144.0,94.0,124.72,130.5,2.3,buy,18,141830000,0.469,2333191936,19271573504,0.558,0.74,5109769216,98.968,17.578,0.010629999,0.02283,2660775000,1497413888,1689923968,0.955,0.241,0.54479,0.45661,0.13041,USD,2.9606
5,"5707 Southwest Parkway, Building 1",Suite 275,Austin,TX,78735-6213,United States,737 281 0101,415 738 6501,https://www.digitalrealty.com,REIT—Specialty,Real Estate,"Digital Realty brings companies and data together by delivering the full spectrum of data center, colocation, and interconnection solutions. PlatformDIGITAL, the company's global data center platform, provides customers with a secure data ""meeting place"" and a proven Pervasive Datacenter Architecture (PDx) solution methodology for powering innovation and efficiently managing Data Gravity challenges. Digital Realty gives its customers access to the connected communities that matter to them with a global data center footprint of 300+ facilities in 50+ metros across 27 countries on six continents.",3412,"{'maxAge': 1, 'name': 'Jim  Huseby', 'title': 'VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,9,9,8,1693526400,1672444800,86400,2,128.48,128.24,127.45,129.71,128.48,128.24,127.45,129.71,4.88,0.0379,1694649600,3.8425,3.53,0.556362,101.37795,101.37795,5196231,5196231,2562980,2236490,2236490,127.71,129.84,800,800,39808471040,85.76,133.39,7.7906594,123.226,107.95415,4.88,0.03798257,USD,60686381056,0.083739996,302224960,302708992,15949698,17675220,1690761600,1693440000,0.052699998,0.00158,1.0371,7.47,0.0623,56.442,2.2811027,1672444800,1703980800,1688083200,0.863,387161984,1.27,1.27,7.48,11.877,26.01,NYQ,EQUITY,DLR,DLR,"Digital Realty Trust, Inc.","Digital Realty Trust, Inc.",1099056600,America/New_York,EDT,-14400000,128.75,144.0,94.0,124.72,130.5,2.3,buy,18,141830000,0.469,2333191936,19271573504,0.558,0.74,5109769216,98.968,17.578,0.010629999,0.02283,2660775000,1497413888,1689923968,0.955,0.241,0.54479,0.45661,0.13041,USD,2.9606
6,"5707 Southwest Parkway, Building 1",Suite 275,Austin,TX,78735-6213,United States,737 281 0101,415 738 6501,https://www.digitalrealty.com,REIT—Specialty,Real Estate,"Digital Realty brings companies and data together by delivering the full spectrum of data center, colocation, and interconnection solutions. PlatformDIGITAL, the company's global data center platform, provides customers with a secure data ""meeting place"" and a proven Pervasive Datacenter Architecture (PDx) solution methodology for powering innovation and efficiently managing Data Gravity challenges. Digital Realty gives its customers access to the connected communities that matter to them with a global data center footprint of 300+ facilities in 50+ metros across 27 countries on six continents.",3412,"{'maxAge': 1, 'name': 'Ms. Jeannie  Lee', 'age': 45, 'title': 'Exec. VP, Gen. Counsel & Sec.', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,9,9,8,1693526400,1672444800,86400,2,128.48,128.24,127.45,129.71,128.48,128.24,127.45,129.71,4.88,0.0379,1694649600,3.8425,3.53,0.556362,101.37795,101.37795,5196231,5196231,2562980,2236490,2236490,127.71,129.84,800,800,39808471040,85.76,133.39,7.7906594,123.226,107.95415,4.88,0.03798257,USD,60686381056,0.083739996,302224960,302708992,15949698,17675220,1690761600,1693440000,0.052699998,0.00158,1.0371,7.47,0.0623,56.442,2.2811027,1672444800,1703980800,1688083200,0.863,387161984,1.27,1.27,7.48,11.877,26.01,NYQ,EQUITY,DLR,DLR,"Digital Realty Trust, Inc.","Digital Realty Trust, Inc.",1099056600,America/New_York,EDT,-14400000,128.75,144.0,94.0,124.72,130.5,2.3,buy,18,141830000,0.469,2333191936,19271573504,0.558,0.74,5109769216,98.968,17.578,0.010629999,0.02283,2660775000,1497413888,1689923968,0.955,0.241,0.54479,0.45661,0.13041,USD,2.9606
7,"5707 Southwest Parkway, Building 1",Suite 275,Austin,TX,78735-6213,United States,737 281 0101,415 738 6501,https://www.digitalrealty.com,REIT—Specialty,Real Estate,"Digital Realty brings companies and data together by delivering the full spectrum of data center, colocation, and interconnection solutions. PlatformDIGITAL, the company's global data center platform, provides customers with a secure data ""meeting place"" and a proven Pervasive Datacenter Architecture (PDx) solution methodology for powering innovation and efficiently managing Data Gravity challenges. Digital Realty gives its customers access to the connected communities that matter to them with a global data center footprint of 300+ facilities in 50+ metros across 27 countries on six continents.",3412,"{'maxAge': 1, 'name': 'Ms. Cindy A. Fiedelman', 'age': 55, 'title': 'Chief HR Officer', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,9,9,8,1693526400,1672444800,86400,2,128.48,128.24,127.45,129.71,128.48,128.24,127.45,129.71,4.88,0.0379,1694649600,3.8425,3.53,0.556362,101.37795,101.37795,5196231,5196231,2562980,2236490,2236490,127.71,129.84,800,800,39808471040,85.76,133.39,7.7906594,123.226,107.95415,4.88,0.03798257,USD,60686381056,0.083739996,302224960,302708992,15949698,17675220,1690761600,1693440000,0.052699998,0.00158,1.0371,7.47,0.0623,56.442,2.2811027,1672444800,1703980800,1688083200,0.863,387161984,1.27,1.27,7.48,11.877,26.01,NYQ,EQUITY,DLR,DLR,"Digital Realty Trust, Inc.","Digital Realty Trust, Inc.",1099056600,America/New_York,EDT,-14400000,128.75,144.0,94.0,124.72,130.5,2.3,buy,18,141830000,0.469,2333191936,19271573504,0.558,0.74,5109769216,98.968,17.578,0.010629999,0.02283,2660775000,1497413888,1689923968,0.955,0.241,0.54479,0.45661,0.13041,USD,2.9606
8,"5707 Southwest Parkway, Building 1",Suite 275,Austin,TX,78735-6213,United States,737 281 0101,415 738 6501,https://www.digitalrealty.com,REIT—Specialty,Real Estate,"Digital Realty brings companies and data together by delivering the full spectrum of data center, colocation, and interconnection solutions. PlatformDIGITAL, the company's global data center platform, provides customers with a secure data ""meeting place"" and a proven Pervasive Datacenter Architecture (PDx) solution methodology for powering innovation and efficiently managing Data Gravity challenges. Digital Realty gives its customers access to the connected communities that matter to them with a global data center footprint of 300+ facilities in 50+ metros across 27 countries on six continents.",3412,"{'maxAge': 1, 'name': 'Ms. Ellen A. Jacobs', 'age': 68, 'title': 'Sr. VP of Corp. Services', 'yearBorn': 1954, 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,9,9,8,1693526400,1672444800,86400,2,128.48,128.24,127.45,129.71,128.48,128.24,127.45,129.71,4.88,0.0379,1694649600,3.8425,3.53,0.556362,101.37795,101.37795,5196231,5196231,2562980,2236490,2236490,127.71,129.84,800,800,39808471040,85.76,133.39,7.7906594,123.226,107.95415,4.88,0.03798257,USD,60686381056,0.083739996,302224960,302708992,15949698,17675220,1690761600,1693440000,0.052699998,0.00158,1.0371,7.47,0.0623,56.442,2.2811027,1672444800,1703980800,1688083200,0.863,387161984,1.27,1.27,7.48,11.877,26.01,NYQ,EQUITY,DLR,DLR,"Digital Realty Trust, Inc.","Digital Realty Trust, Inc.",1099056600,America/New_York,EDT,-14400000,128.75,144.0,94.0,124.72,130.5,2.3,buy,18,141830000,0.469,2333191936,19271573504,0.558,0.74,5109769216,98.968,17.578,0.010629999,0.02283,2660775000,1497413888,1689923968,0.955,0.241,0.54479,0.45661,0.13041,USD,2.9606
9,"5707 Southwest Parkway, Building 1",Suite 275,Austin,TX,78735-6213,United States,737 281 0101,415 738 6501,https://www.digitalrealty.com,REIT—Specialty,Real Estate,"Digital Realty brings companies and data together by delivering the full spectrum of data center, colocation, and interconnection solutions. PlatformDIGITAL, the company's global data center platform, provides customers with a secure data ""meeting place"" and a proven Pervasive Datacenter Architecture (PDx) solution methodology for powering innovation and efficiently managing Data Gravity challenges. Digital Realty gives its customers access to the connected communities that matter to them with a global data center footprint of 300+ facilities in 50+ metros across 27 countries on six continents.",3412,"{'maxAge': 1, 'name': 'Mr. Shaun  Woodhouse', 'title': 'Head of Sales Asia Pacific', 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,9,9,8,1693526400,1672444800,86400,2,128.48,128.24,127.45,129.71,128.48,128.24,127.45,129.71,4.88,0.0379,1694649600,3.8425,3.53,0.556362,101.37795,101.37795,5196231,5196231,2562980,2236490,2236490,127.71,129.84,800,800,39808471040,85.76,133.39,7.7906594,123.226,107.95415,4.88,0.03798257,USD,60686381056,0.083739996,302224960,302708992,15949698,17675220,1690761600,1693440000,0.052699998,0.00158,1.0371,7.47,0.0623,56.442,2.2811027,1672444800,1703980800,1688083200,0.863,387161984,1.27,1.27,7.48,11.877,26.01,NYQ,EQUITY,DLR,DLR,"Digital Realty Trust, Inc.","Digital Realty Trust, Inc.",1099056600,America/New_York,EDT,-14400000,128.75,144.0,94.0,124.72,130.5,2.3,buy,18,141830000,0.469,2333191936,19271573504,0.558,0.74,5109769216,98.968,17.578,0.010629999,0.02283,2660775000,1497413888,1689923968,0.955,0.241,0.54479,0.45661,0.13041,USD,2.9606
