,address1,address2,city,state,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"Av. Roque Petroni Júnior, 850",14th floor Tower Jaceru Jardim das AcÃ¡cias,São Paulo,SP,Brazil,55 11 3509 1100,https://www.renovaenergia.com.br,Utilities—Renewable,Utilities,"Renova Energia S.A. develops, implements, and operates projects for the generation of energy from renewable sources in Brazil. It operates wind farms, hydroelectric power plants, and solar energy projects. The company was founded in 2001 and is based in São Paulo, Brazil.","{'maxAge': 1, 'name': 'Mr. Daniel  Gallo', 'title': 'CEO & Member of Exec. Board', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1462147200,0.0,0.090757,0.31989923,0,0,196365,120988,120988,1.26,1.27,0,0,315597536,0.0,2.69,1.278836,1.5082,1.707,0.0,0.0,BRL,1126670848,2.61706,16885074,124742000,0.25462,0.08935001,10.282,0.12351683,1672444800,1703980800,1688083200,645852032,3.97,1:10,1542844800,4.565,20.167,SAO,EQUITY,RNEW3.SA,RNEW3.SA,RENOVA      ON      N2,Renova Energia S.A.,1377867600,America/Sao_Paulo,BRT,-10800000,1.27,none,29474000,0.354,55868000,1050529984,0.185,0.2,246784992,122.856,4.118,-0.00648,5.29682,102232000,-13962125,8276000,0.119,0.60648996,0.22638,-0.09932999,BRL,
1,"Av. Roque Petroni Júnior, 850",14th floor Tower Jaceru Jardim das AcÃ¡cias,São Paulo,SP,Brazil,55 11 3509 1100,https://www.renovaenergia.com.br,Utilities—Renewable,Utilities,"Renova Energia S.A. develops, implements, and operates projects for the generation of energy from renewable sources in Brazil. It operates wind farms, hydroelectric power plants, and solar energy projects. The company was founded in 2001 and is based in São Paulo, Brazil.","{'maxAge': 1, 'name': 'Mr. Vitor Hugo Alexandrino da Silva', 'title': 'Financial & Investor Relations Officer and Member of Exec. Board', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1462147200,0.0,0.090757,0.31989923,0,0,196365,120988,120988,1.26,1.27,0,0,315597536,0.0,2.69,1.278836,1.5082,1.707,0.0,0.0,BRL,1126670848,2.61706,16885074,124742000,0.25462,0.08935001,10.282,0.12351683,1672444800,1703980800,1688083200,645852032,3.97,1:10,1542844800,4.565,20.167,SAO,EQUITY,RNEW3.SA,RNEW3.SA,RENOVA      ON      N2,Renova Energia S.A.,1377867600,America/Sao_Paulo,BRT,-10800000,1.27,none,29474000,0.354,55868000,1050529984,0.185,0.2,246784992,122.856,4.118,-0.00648,5.29682,102232000,-13962125,8276000,0.119,0.60648996,0.22638,-0.09932999,BRL,
2,"Av. Roque Petroni Júnior, 850",14th floor Tower Jaceru Jardim das AcÃ¡cias,São Paulo,SP,Brazil,55 11 3509 1100,https://www.renovaenergia.com.br,Utilities—Renewable,Utilities,"Renova Energia S.A. develops, implements, and operates projects for the generation of energy from renewable sources in Brazil. It operates wind farms, hydroelectric power plants, and solar energy projects. The company was founded in 2001 and is based in São Paulo, Brazil.","{'maxAge': 1, 'name': 'Ms. Emanuela  Cabib', 'title': 'Legal Officer & Member of Exec. Board', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1462147200,0.0,0.090757,0.31989923,0,0,196365,120988,120988,1.26,1.27,0,0,315597536,0.0,2.69,1.278836,1.5082,1.707,0.0,0.0,BRL,1126670848,2.61706,16885074,124742000,0.25462,0.08935001,10.282,0.12351683,1672444800,1703980800,1688083200,645852032,3.97,1:10,1542844800,4.565,20.167,SAO,EQUITY,RNEW3.SA,RNEW3.SA,RENOVA      ON      N2,Renova Energia S.A.,1377867600,America/Sao_Paulo,BRT,-10800000,1.27,none,29474000,0.354,55868000,1050529984,0.185,0.2,246784992,122.856,4.118,-0.00648,5.29682,102232000,-13962125,8276000,0.119,0.60648996,0.22638,-0.09932999,BRL,
