,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,grossProfits,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Lotus Corporate Park,"11th Floor, E Wing, 1102 Off. Western Express Highway Goregaon (East)",Mumbai,400063,India,91 22 4297 7310,https://www.orientpressltd.com,Packaging & Containers,Consumer Cyclical,"Orient Press Limited provides printing and packaging solutions in India and internationally. It operates in three segments: Printing, Flexible Packaging, and Paper Board Packaging. The company engages in the commercial and security printing of capital market stationery, textbooks, notebooks, IPO/FPO application forms, annual reports, computer stationery, puzzles, jigsaw books, and others, as well as MICR cheques, recharge vouchers, smart cards, tickets and coupons for the Indian Railways, share and bond certificates, scratch cards, and holograms. It also offers packaging materials comprising bags, pouches, shrink films, tubes, sleeves, carded packaging, zip locks, and flexible packaging materials of multi-layer film laminates. In addition, the company provides paper board packaging materials comprising paper board mono cartons, linear cartons, display cartons, rigid boxes, outer corrugated boxes, and pharmaceutical boxes, as well as folding and printed boxes, milk cartons, and cardboard boxes to food/pharmaceutical, cosmetic, engineering, FMCG, alcoholic beverage, and agrochemical industries. Orient Press Limited was founded in 1980 and is based in Mumbai, India.",141,"{'maxAge': 1, 'name': 'Mr. Ramvilas Shankarlal Maheshwari', 'age': 76, 'title': 'Chairman & MD', 'yearBorn': 1946, 'fiscalYear': 2023, 'totalPay': 2031202, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,83.0,83.0,79.0,83.0,83.0,83.0,79.0,83.0,1568246400,0.0,0.472074,802,802,9451,3310,3310,80.05,82.81,0,0,823399936,53.25,97.7,0.47922602,72.5828,64.40915,0.0,0.0,INR,1490533248,-0.01647,2271005,10000000,0.84462,0.0,69.399,1.1864723,1680220800,1711843200,1688083200,-28295000,-2.91,0.868,25.028,BSE,EQUITY,ORIENTLTD.BO,ORIENTLTD.BO,ORIENT PRESS LTD.,Orient Press Limited,1126496700,Asia/Kolkata,IST,19800000,82.34,none,24258000,2.434,59555248,694136000,1718187008,100.343,172.332,480018000,11890000,0.002,0.29726,0.03466,0.0116799995,INR,
1,Lotus Corporate Park,"11th Floor, E Wing, 1102 Off. Western Express Highway Goregaon (East)",Mumbai,400063,India,91 22 4297 7310,https://www.orientpressltd.com,Packaging & Containers,Consumer Cyclical,"Orient Press Limited provides printing and packaging solutions in India and internationally. It operates in three segments: Printing, Flexible Packaging, and Paper Board Packaging. The company engages in the commercial and security printing of capital market stationery, textbooks, notebooks, IPO/FPO application forms, annual reports, computer stationery, puzzles, jigsaw books, and others, as well as MICR cheques, recharge vouchers, smart cards, tickets and coupons for the Indian Railways, share and bond certificates, scratch cards, and holograms. It also offers packaging materials comprising bags, pouches, shrink films, tubes, sleeves, carded packaging, zip locks, and flexible packaging materials of multi-layer film laminates. In addition, the company provides paper board packaging materials comprising paper board mono cartons, linear cartons, display cartons, rigid boxes, outer corrugated boxes, and pharmaceutical boxes, as well as folding and printed boxes, milk cartons, and cardboard boxes to food/pharmaceutical, cosmetic, engineering, FMCG, alcoholic beverage, and agrochemical industries. Orient Press Limited was founded in 1980 and is based in Mumbai, India.",141,"{'maxAge': 1, 'name': 'Mr. Gopal Geesulal Somani', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,83.0,83.0,79.0,83.0,83.0,83.0,79.0,83.0,1568246400,0.0,0.472074,802,802,9451,3310,3310,80.05,82.81,0,0,823399936,53.25,97.7,0.47922602,72.5828,64.40915,0.0,0.0,INR,1490533248,-0.01647,2271005,10000000,0.84462,0.0,69.399,1.1864723,1680220800,1711843200,1688083200,-28295000,-2.91,0.868,25.028,BSE,EQUITY,ORIENTLTD.BO,ORIENTLTD.BO,ORIENT PRESS LTD.,Orient Press Limited,1126496700,Asia/Kolkata,IST,19800000,82.34,none,24258000,2.434,59555248,694136000,1718187008,100.343,172.332,480018000,11890000,0.002,0.29726,0.03466,0.0116799995,INR,
2,Lotus Corporate Park,"11th Floor, E Wing, 1102 Off. Western Express Highway Goregaon (East)",Mumbai,400063,India,91 22 4297 7310,https://www.orientpressltd.com,Packaging & Containers,Consumer Cyclical,"Orient Press Limited provides printing and packaging solutions in India and internationally. It operates in three segments: Printing, Flexible Packaging, and Paper Board Packaging. The company engages in the commercial and security printing of capital market stationery, textbooks, notebooks, IPO/FPO application forms, annual reports, computer stationery, puzzles, jigsaw books, and others, as well as MICR cheques, recharge vouchers, smart cards, tickets and coupons for the Indian Railways, share and bond certificates, scratch cards, and holograms. It also offers packaging materials comprising bags, pouches, shrink films, tubes, sleeves, carded packaging, zip locks, and flexible packaging materials of multi-layer film laminates. In addition, the company provides paper board packaging materials comprising paper board mono cartons, linear cartons, display cartons, rigid boxes, outer corrugated boxes, and pharmaceutical boxes, as well as folding and printed boxes, milk cartons, and cardboard boxes to food/pharmaceutical, cosmetic, engineering, FMCG, alcoholic beverage, and agrochemical industries. Orient Press Limited was founded in 1980 and is based in Mumbai, India.",141,"{'maxAge': 1, 'name': 'Ms. Shubhangi  Lohia', 'title': 'Company Sec. & Compliance Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,83.0,83.0,79.0,83.0,83.0,83.0,79.0,83.0,1568246400,0.0,0.472074,802,802,9451,3310,3310,80.05,82.81,0,0,823399936,53.25,97.7,0.47922602,72.5828,64.40915,0.0,0.0,INR,1490533248,-0.01647,2271005,10000000,0.84462,0.0,69.399,1.1864723,1680220800,1711843200,1688083200,-28295000,-2.91,0.868,25.028,BSE,EQUITY,ORIENTLTD.BO,ORIENTLTD.BO,ORIENT PRESS LTD.,Orient Press Limited,1126496700,Asia/Kolkata,IST,19800000,82.34,none,24258000,2.434,59555248,694136000,1718187008,100.343,172.332,480018000,11890000,0.002,0.29726,0.03466,0.0116799995,INR,
3,Lotus Corporate Park,"11th Floor, E Wing, 1102 Off. Western Express Highway Goregaon (East)",Mumbai,400063,India,91 22 4297 7310,https://www.orientpressltd.com,Packaging & Containers,Consumer Cyclical,"Orient Press Limited provides printing and packaging solutions in India and internationally. It operates in three segments: Printing, Flexible Packaging, and Paper Board Packaging. The company engages in the commercial and security printing of capital market stationery, textbooks, notebooks, IPO/FPO application forms, annual reports, computer stationery, puzzles, jigsaw books, and others, as well as MICR cheques, recharge vouchers, smart cards, tickets and coupons for the Indian Railways, share and bond certificates, scratch cards, and holograms. It also offers packaging materials comprising bags, pouches, shrink films, tubes, sleeves, carded packaging, zip locks, and flexible packaging materials of multi-layer film laminates. In addition, the company provides paper board packaging materials comprising paper board mono cartons, linear cartons, display cartons, rigid boxes, outer corrugated boxes, and pharmaceutical boxes, as well as folding and printed boxes, milk cartons, and cardboard boxes to food/pharmaceutical, cosmetic, engineering, FMCG, alcoholic beverage, and agrochemical industries. Orient Press Limited was founded in 1980 and is based in Mumbai, India.",141,"{'maxAge': 1, 'name': 'Mr. Prakash Ramvilas Maheshwari', 'age': 49, 'title': 'Whole-Time Director', 'yearBorn': 1973, 'fiscalYear': 2023, 'totalPay': 1353094, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,83.0,83.0,79.0,83.0,83.0,83.0,79.0,83.0,1568246400,0.0,0.472074,802,802,9451,3310,3310,80.05,82.81,0,0,823399936,53.25,97.7,0.47922602,72.5828,64.40915,0.0,0.0,INR,1490533248,-0.01647,2271005,10000000,0.84462,0.0,69.399,1.1864723,1680220800,1711843200,1688083200,-28295000,-2.91,0.868,25.028,BSE,EQUITY,ORIENTLTD.BO,ORIENTLTD.BO,ORIENT PRESS LTD.,Orient Press Limited,1126496700,Asia/Kolkata,IST,19800000,82.34,none,24258000,2.434,59555248,694136000,1718187008,100.343,172.332,480018000,11890000,0.002,0.29726,0.03466,0.0116799995,INR,
4,Lotus Corporate Park,"11th Floor, E Wing, 1102 Off. Western Express Highway Goregaon (East)",Mumbai,400063,India,91 22 4297 7310,https://www.orientpressltd.com,Packaging & Containers,Consumer Cyclical,"Orient Press Limited provides printing and packaging solutions in India and internationally. It operates in three segments: Printing, Flexible Packaging, and Paper Board Packaging. The company engages in the commercial and security printing of capital market stationery, textbooks, notebooks, IPO/FPO application forms, annual reports, computer stationery, puzzles, jigsaw books, and others, as well as MICR cheques, recharge vouchers, smart cards, tickets and coupons for the Indian Railways, share and bond certificates, scratch cards, and holograms. It also offers packaging materials comprising bags, pouches, shrink films, tubes, sleeves, carded packaging, zip locks, and flexible packaging materials of multi-layer film laminates. In addition, the company provides paper board packaging materials comprising paper board mono cartons, linear cartons, display cartons, rigid boxes, outer corrugated boxes, and pharmaceutical boxes, as well as folding and printed boxes, milk cartons, and cardboard boxes to food/pharmaceutical, cosmetic, engineering, FMCG, alcoholic beverage, and agrochemical industries. Orient Press Limited was founded in 1980 and is based in Mumbai, India.",141,"{'maxAge': 1, 'name': 'Mr. Sanjay  Maheshwari', 'age': 49, 'title': 'Whole-Time Director', 'yearBorn': 1973, 'fiscalYear': 2023, 'totalPay': 1353094, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,83.0,83.0,79.0,83.0,83.0,83.0,79.0,83.0,1568246400,0.0,0.472074,802,802,9451,3310,3310,80.05,82.81,0,0,823399936,53.25,97.7,0.47922602,72.5828,64.40915,0.0,0.0,INR,1490533248,-0.01647,2271005,10000000,0.84462,0.0,69.399,1.1864723,1680220800,1711843200,1688083200,-28295000,-2.91,0.868,25.028,BSE,EQUITY,ORIENTLTD.BO,ORIENTLTD.BO,ORIENT PRESS LTD.,Orient Press Limited,1126496700,Asia/Kolkata,IST,19800000,82.34,none,24258000,2.434,59555248,694136000,1718187008,100.343,172.332,480018000,11890000,0.002,0.29726,0.03466,0.0116799995,INR,
5,Lotus Corporate Park,"11th Floor, E Wing, 1102 Off. Western Express Highway Goregaon (East)",Mumbai,400063,India,91 22 4297 7310,https://www.orientpressltd.com,Packaging & Containers,Consumer Cyclical,"Orient Press Limited provides printing and packaging solutions in India and internationally. It operates in three segments: Printing, Flexible Packaging, and Paper Board Packaging. The company engages in the commercial and security printing of capital market stationery, textbooks, notebooks, IPO/FPO application forms, annual reports, computer stationery, puzzles, jigsaw books, and others, as well as MICR cheques, recharge vouchers, smart cards, tickets and coupons for the Indian Railways, share and bond certificates, scratch cards, and holograms. It also offers packaging materials comprising bags, pouches, shrink films, tubes, sleeves, carded packaging, zip locks, and flexible packaging materials of multi-layer film laminates. In addition, the company provides paper board packaging materials comprising paper board mono cartons, linear cartons, display cartons, rigid boxes, outer corrugated boxes, and pharmaceutical boxes, as well as folding and printed boxes, milk cartons, and cardboard boxes to food/pharmaceutical, cosmetic, engineering, FMCG, alcoholic beverage, and agrochemical industries. Orient Press Limited was founded in 1980 and is based in Mumbai, India.",141,"{'maxAge': 1, 'name': 'Mr. Rajaram Shankarlal Maheshwari', 'age': 72, 'title': 'Exec. Director', 'yearBorn': 1950, 'fiscalYear': 2023, 'totalPay': 2031202, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,83.0,83.0,79.0,83.0,83.0,83.0,79.0,83.0,1568246400,0.0,0.472074,802,802,9451,3310,3310,80.05,82.81,0,0,823399936,53.25,97.7,0.47922602,72.5828,64.40915,0.0,0.0,INR,1490533248,-0.01647,2271005,10000000,0.84462,0.0,69.399,1.1864723,1680220800,1711843200,1688083200,-28295000,-2.91,0.868,25.028,BSE,EQUITY,ORIENTLTD.BO,ORIENTLTD.BO,ORIENT PRESS LTD.,Orient Press Limited,1126496700,Asia/Kolkata,IST,19800000,82.34,none,24258000,2.434,59555248,694136000,1718187008,100.343,172.332,480018000,11890000,0.002,0.29726,0.03466,0.0116799995,INR,
6,Lotus Corporate Park,"11th Floor, E Wing, 1102 Off. Western Express Highway Goregaon (East)",Mumbai,400063,India,91 22 4297 7310,https://www.orientpressltd.com,Packaging & Containers,Consumer Cyclical,"Orient Press Limited provides printing and packaging solutions in India and internationally. It operates in three segments: Printing, Flexible Packaging, and Paper Board Packaging. The company engages in the commercial and security printing of capital market stationery, textbooks, notebooks, IPO/FPO application forms, annual reports, computer stationery, puzzles, jigsaw books, and others, as well as MICR cheques, recharge vouchers, smart cards, tickets and coupons for the Indian Railways, share and bond certificates, scratch cards, and holograms. It also offers packaging materials comprising bags, pouches, shrink films, tubes, sleeves, carded packaging, zip locks, and flexible packaging materials of multi-layer film laminates. In addition, the company provides paper board packaging materials comprising paper board mono cartons, linear cartons, display cartons, rigid boxes, outer corrugated boxes, and pharmaceutical boxes, as well as folding and printed boxes, milk cartons, and cardboard boxes to food/pharmaceutical, cosmetic, engineering, FMCG, alcoholic beverage, and agrochemical industries. Orient Press Limited was founded in 1980 and is based in Mumbai, India.",141,"{'maxAge': 1, 'name': 'Mr. Abhay  Patil', 'title': 'Pres', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,83.0,83.0,79.0,83.0,83.0,83.0,79.0,83.0,1568246400,0.0,0.472074,802,802,9451,3310,3310,80.05,82.81,0,0,823399936,53.25,97.7,0.47922602,72.5828,64.40915,0.0,0.0,INR,1490533248,-0.01647,2271005,10000000,0.84462,0.0,69.399,1.1864723,1680220800,1711843200,1688083200,-28295000,-2.91,0.868,25.028,BSE,EQUITY,ORIENTLTD.BO,ORIENTLTD.BO,ORIENT PRESS LTD.,Orient Press Limited,1126496700,Asia/Kolkata,IST,19800000,82.34,none,24258000,2.434,59555248,694136000,1718187008,100.343,172.332,480018000,11890000,0.002,0.29726,0.03466,0.0116799995,INR,
7,Lotus Corporate Park,"11th Floor, E Wing, 1102 Off. Western Express Highway Goregaon (East)",Mumbai,400063,India,91 22 4297 7310,https://www.orientpressltd.com,Packaging & Containers,Consumer Cyclical,"Orient Press Limited provides printing and packaging solutions in India and internationally. It operates in three segments: Printing, Flexible Packaging, and Paper Board Packaging. The company engages in the commercial and security printing of capital market stationery, textbooks, notebooks, IPO/FPO application forms, annual reports, computer stationery, puzzles, jigsaw books, and others, as well as MICR cheques, recharge vouchers, smart cards, tickets and coupons for the Indian Railways, share and bond certificates, scratch cards, and holograms. It also offers packaging materials comprising bags, pouches, shrink films, tubes, sleeves, carded packaging, zip locks, and flexible packaging materials of multi-layer film laminates. In addition, the company provides paper board packaging materials comprising paper board mono cartons, linear cartons, display cartons, rigid boxes, outer corrugated boxes, and pharmaceutical boxes, as well as folding and printed boxes, milk cartons, and cardboard boxes to food/pharmaceutical, cosmetic, engineering, FMCG, alcoholic beverage, and agrochemical industries. Orient Press Limited was founded in 1980 and is based in Mumbai, India.",141,"{'maxAge': 1, 'name': 'Mr. Krishna Murthy Ramachandran', 'age': 62, 'title': 'Director of Marketing & Operations', 'yearBorn': 1960, 'fiscalYear': 2010, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,83.0,83.0,79.0,83.0,83.0,83.0,79.0,83.0,1568246400,0.0,0.472074,802,802,9451,3310,3310,80.05,82.81,0,0,823399936,53.25,97.7,0.47922602,72.5828,64.40915,0.0,0.0,INR,1490533248,-0.01647,2271005,10000000,0.84462,0.0,69.399,1.1864723,1680220800,1711843200,1688083200,-28295000,-2.91,0.868,25.028,BSE,EQUITY,ORIENTLTD.BO,ORIENTLTD.BO,ORIENT PRESS LTD.,Orient Press Limited,1126496700,Asia/Kolkata,IST,19800000,82.34,none,24258000,2.434,59555248,694136000,1718187008,100.343,172.332,480018000,11890000,0.002,0.29726,0.03466,0.0116799995,INR,
8,Lotus Corporate Park,"11th Floor, E Wing, 1102 Off. Western Express Highway Goregaon (East)",Mumbai,400063,India,91 22 4297 7310,https://www.orientpressltd.com,Packaging & Containers,Consumer Cyclical,"Orient Press Limited provides printing and packaging solutions in India and internationally. It operates in three segments: Printing, Flexible Packaging, and Paper Board Packaging. The company engages in the commercial and security printing of capital market stationery, textbooks, notebooks, IPO/FPO application forms, annual reports, computer stationery, puzzles, jigsaw books, and others, as well as MICR cheques, recharge vouchers, smart cards, tickets and coupons for the Indian Railways, share and bond certificates, scratch cards, and holograms. It also offers packaging materials comprising bags, pouches, shrink films, tubes, sleeves, carded packaging, zip locks, and flexible packaging materials of multi-layer film laminates. In addition, the company provides paper board packaging materials comprising paper board mono cartons, linear cartons, display cartons, rigid boxes, outer corrugated boxes, and pharmaceutical boxes, as well as folding and printed boxes, milk cartons, and cardboard boxes to food/pharmaceutical, cosmetic, engineering, FMCG, alcoholic beverage, and agrochemical industries. Orient Press Limited was founded in 1980 and is based in Mumbai, India.",141,"{'maxAge': 1, 'name': 'Mr. Kamal Kumar Sharma', 'title': 'Accounts Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,83.0,83.0,79.0,83.0,83.0,83.0,79.0,83.0,1568246400,0.0,0.472074,802,802,9451,3310,3310,80.05,82.81,0,0,823399936,53.25,97.7,0.47922602,72.5828,64.40915,0.0,0.0,INR,1490533248,-0.01647,2271005,10000000,0.84462,0.0,69.399,1.1864723,1680220800,1711843200,1688083200,-28295000,-2.91,0.868,25.028,BSE,EQUITY,ORIENTLTD.BO,ORIENTLTD.BO,ORIENT PRESS LTD.,Orient Press Limited,1126496700,Asia/Kolkata,IST,19800000,82.34,none,24258000,2.434,59555248,694136000,1718187008,100.343,172.332,480018000,11890000,0.002,0.29726,0.03466,0.0116799995,INR,
9,Lotus Corporate Park,"11th Floor, E Wing, 1102 Off. Western Express Highway Goregaon (East)",Mumbai,400063,India,91 22 4297 7310,https://www.orientpressltd.com,Packaging & Containers,Consumer Cyclical,"Orient Press Limited provides printing and packaging solutions in India and internationally. It operates in three segments: Printing, Flexible Packaging, and Paper Board Packaging. The company engages in the commercial and security printing of capital market stationery, textbooks, notebooks, IPO/FPO application forms, annual reports, computer stationery, puzzles, jigsaw books, and others, as well as MICR cheques, recharge vouchers, smart cards, tickets and coupons for the Indian Railways, share and bond certificates, scratch cards, and holograms. It also offers packaging materials comprising bags, pouches, shrink films, tubes, sleeves, carded packaging, zip locks, and flexible packaging materials of multi-layer film laminates. In addition, the company provides paper board packaging materials comprising paper board mono cartons, linear cartons, display cartons, rigid boxes, outer corrugated boxes, and pharmaceutical boxes, as well as folding and printed boxes, milk cartons, and cardboard boxes to food/pharmaceutical, cosmetic, engineering, FMCG, alcoholic beverage, and agrochemical industries. Orient Press Limited was founded in 1980 and is based in Mumbai, India.",141,"{'maxAge': 1, 'name': 'Mr. Madhukar  Gaikwad', 'title': 'Sr. Personnel & Admin. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,83.0,83.0,79.0,83.0,83.0,83.0,79.0,83.0,1568246400,0.0,0.472074,802,802,9451,3310,3310,80.05,82.81,0,0,823399936,53.25,97.7,0.47922602,72.5828,64.40915,0.0,0.0,INR,1490533248,-0.01647,2271005,10000000,0.84462,0.0,69.399,1.1864723,1680220800,1711843200,1688083200,-28295000,-2.91,0.868,25.028,BSE,EQUITY,ORIENTLTD.BO,ORIENTLTD.BO,ORIENT PRESS LTD.,Orient Press Limited,1126496700,Asia/Kolkata,IST,19800000,82.34,none,24258000,2.434,59555248,694136000,1718187008,100.343,172.332,480018000,11890000,0.002,0.29726,0.03466,0.0116799995,INR,
