,address1,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,280 Park Avenue,New York,NY,10017,United States,800 822 5544,877 859 4112,https://institutional.myleggmason.com/portal/server.pt?open=512&objID=1377&cached=true&mode=2&userID=225408&mktcd=HIX,Asset Management,Asset Management,Financial Services,Financial Services,"Western Asset High Income Fund II Inc. is a closed-ended fixed income mutual fund launched and managed by Legg Mason Partners Fund Advisor, LLC. The fund is co-managed by Western Asset Management Company, Western Asset Management Company Limited, and Western Asset Management Company Pte. Ltd. It invests in the fixed income markets across the globe. The fund invests in securities of companies that operate across diversified sectors. It invests in high yield debt securities issued by U.S., foreign corporations and foreign governments. The fund employs a combination of quantitative and fundamental analysis with bottom-up security selection process to create its portfolio. It benchmarks the performance of its portfolio against Barclays Capital U.S. Corporate High Yield 2% Issuer Cap Index and the JPMorgan Emerging Markets Bond Index Global. Western Asset High Income Fund II, Inc. was formed on May 28, 1998 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Ms. Jane Elizabeth Trust CFA', 'age': 60, 'title': 'Chairman, Pres & CEO', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,4.75,4.73,4.7,4.75,4.75,4.73,4.7,4.75,0.59,0.1238,1695254400,9.53,0.968533,117233,117233,144275,159850,159850,4.71,4.87,800,900,315410880,4.14,5.71,7.276354,4.8836,5.0041,0.588,0.123789474,USD,433663872,-0.70394,67108700,347257,245353,1690761600,1693440000,0.0053,0.0,0.16834,2.17,67108700,4.741,0.99135196,1682812800,1714435200,1682812800,-30514080,-0.48,10.004,-0.10815936,0.14113986,0.049,1692748800,NYQ,EQUITY,HIX,HIX,Western Asset High Income Fund ,Western Asset High Income Fund II Inc.,895843800,America/New_York,EDT,c48d99d8-dc5d-3f19-9bea-1e8070920fc1,finmb_3592381,-14400000,4.7,none,2609270,0.039,122087336,0.098,0.108,43347380,38.931,0.655,0.04882,-0.092609994,26258034,58491828,0.157,1.0,0.0,0.88957,USD,
1,280 Park Avenue,New York,NY,10017,United States,800 822 5544,877 859 4112,https://institutional.myleggmason.com/portal/server.pt?open=512&objID=1377&cached=true&mode=2&userID=225408&mktcd=HIX,Asset Management,Asset Management,Financial Services,Financial Services,"Western Asset High Income Fund II Inc. is a closed-ended fixed income mutual fund launched and managed by Legg Mason Partners Fund Advisor, LLC. The fund is co-managed by Western Asset Management Company, Western Asset Management Company Limited, and Western Asset Management Company Pte. Ltd. It invests in the fixed income markets across the globe. The fund invests in securities of companies that operate across diversified sectors. It invests in high yield debt securities issued by U.S., foreign corporations and foreign governments. The fund employs a combination of quantitative and fundamental analysis with bottom-up security selection process to create its portfolio. It benchmarks the performance of its portfolio against Barclays Capital U.S. Corporate High Yield 2% Issuer Cap Index and the JPMorgan Emerging Markets Bond Index Global. Western Asset High Income Fund II, Inc. was formed on May 28, 1998 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Christopher  Berarducci', 'title': 'Treasurer & Principal Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,4.75,4.73,4.7,4.75,4.75,4.73,4.7,4.75,0.59,0.1238,1695254400,9.53,0.968533,117233,117233,144275,159850,159850,4.71,4.87,800,900,315410880,4.14,5.71,7.276354,4.8836,5.0041,0.588,0.123789474,USD,433663872,-0.70394,67108700,347257,245353,1690761600,1693440000,0.0053,0.0,0.16834,2.17,67108700,4.741,0.99135196,1682812800,1714435200,1682812800,-30514080,-0.48,10.004,-0.10815936,0.14113986,0.049,1692748800,NYQ,EQUITY,HIX,HIX,Western Asset High Income Fund ,Western Asset High Income Fund II Inc.,895843800,America/New_York,EDT,c48d99d8-dc5d-3f19-9bea-1e8070920fc1,finmb_3592381,-14400000,4.7,none,2609270,0.039,122087336,0.098,0.108,43347380,38.931,0.655,0.04882,-0.092609994,26258034,58491828,0.157,1.0,0.0,0.88957,USD,
2,280 Park Avenue,New York,NY,10017,United States,800 822 5544,877 859 4112,https://institutional.myleggmason.com/portal/server.pt?open=512&objID=1377&cached=true&mode=2&userID=225408&mktcd=HIX,Asset Management,Asset Management,Financial Services,Financial Services,"Western Asset High Income Fund II Inc. is a closed-ended fixed income mutual fund launched and managed by Legg Mason Partners Fund Advisor, LLC. The fund is co-managed by Western Asset Management Company, Western Asset Management Company Limited, and Western Asset Management Company Pte. Ltd. It invests in the fixed income markets across the globe. The fund invests in securities of companies that operate across diversified sectors. It invests in high yield debt securities issued by U.S., foreign corporations and foreign governments. The fund employs a combination of quantitative and fundamental analysis with bottom-up security selection process to create its portfolio. It benchmarks the performance of its portfolio against Barclays Capital U.S. Corporate High Yield 2% Issuer Cap Index and the JPMorgan Emerging Markets Bond Index Global. Western Asset High Income Fund II, Inc. was formed on May 28, 1998 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Fred Steven Jensen', 'title': 'Chief Compliance Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,4.75,4.73,4.7,4.75,4.75,4.73,4.7,4.75,0.59,0.1238,1695254400,9.53,0.968533,117233,117233,144275,159850,159850,4.71,4.87,800,900,315410880,4.14,5.71,7.276354,4.8836,5.0041,0.588,0.123789474,USD,433663872,-0.70394,67108700,347257,245353,1690761600,1693440000,0.0053,0.0,0.16834,2.17,67108700,4.741,0.99135196,1682812800,1714435200,1682812800,-30514080,-0.48,10.004,-0.10815936,0.14113986,0.049,1692748800,NYQ,EQUITY,HIX,HIX,Western Asset High Income Fund ,Western Asset High Income Fund II Inc.,895843800,America/New_York,EDT,c48d99d8-dc5d-3f19-9bea-1e8070920fc1,finmb_3592381,-14400000,4.7,none,2609270,0.039,122087336,0.098,0.108,43347380,38.931,0.655,0.04882,-0.092609994,26258034,58491828,0.157,1.0,0.0,0.88957,USD,
3,280 Park Avenue,New York,NY,10017,United States,800 822 5544,877 859 4112,https://institutional.myleggmason.com/portal/server.pt?open=512&objID=1377&cached=true&mode=2&userID=225408&mktcd=HIX,Asset Management,Asset Management,Financial Services,Financial Services,"Western Asset High Income Fund II Inc. is a closed-ended fixed income mutual fund launched and managed by Legg Mason Partners Fund Advisor, LLC. The fund is co-managed by Western Asset Management Company, Western Asset Management Company Limited, and Western Asset Management Company Pte. Ltd. It invests in the fixed income markets across the globe. The fund invests in securities of companies that operate across diversified sectors. It invests in high yield debt securities issued by U.S., foreign corporations and foreign governments. The fund employs a combination of quantitative and fundamental analysis with bottom-up security selection process to create its portfolio. It benchmarks the performance of its portfolio against Barclays Capital U.S. Corporate High Yield 2% Issuer Cap Index and the JPMorgan Emerging Markets Bond Index Global. Western Asset High Income Fund II, Inc. was formed on May 28, 1998 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. George P. Hoyt Esq.', 'title': 'Sec. & Chief Legal Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,4.75,4.73,4.7,4.75,4.75,4.73,4.7,4.75,0.59,0.1238,1695254400,9.53,0.968533,117233,117233,144275,159850,159850,4.71,4.87,800,900,315410880,4.14,5.71,7.276354,4.8836,5.0041,0.588,0.123789474,USD,433663872,-0.70394,67108700,347257,245353,1690761600,1693440000,0.0053,0.0,0.16834,2.17,67108700,4.741,0.99135196,1682812800,1714435200,1682812800,-30514080,-0.48,10.004,-0.10815936,0.14113986,0.049,1692748800,NYQ,EQUITY,HIX,HIX,Western Asset High Income Fund ,Western Asset High Income Fund II Inc.,895843800,America/New_York,EDT,c48d99d8-dc5d-3f19-9bea-1e8070920fc1,finmb_3592381,-14400000,4.7,none,2609270,0.039,122087336,0.098,0.108,43347380,38.931,0.655,0.04882,-0.092609994,26258034,58491828,0.157,1.0,0.0,0.88957,USD,
4,280 Park Avenue,New York,NY,10017,United States,800 822 5544,877 859 4112,https://institutional.myleggmason.com/portal/server.pt?open=512&objID=1377&cached=true&mode=2&userID=225408&mktcd=HIX,Asset Management,Asset Management,Financial Services,Financial Services,"Western Asset High Income Fund II Inc. is a closed-ended fixed income mutual fund launched and managed by Legg Mason Partners Fund Advisor, LLC. The fund is co-managed by Western Asset Management Company, Western Asset Management Company Limited, and Western Asset Management Company Pte. Ltd. It invests in the fixed income markets across the globe. The fund invests in securities of companies that operate across diversified sectors. It invests in high yield debt securities issued by U.S., foreign corporations and foreign governments. The fund employs a combination of quantitative and fundamental analysis with bottom-up security selection process to create its portfolio. It benchmarks the performance of its portfolio against Barclays Capital U.S. Corporate High Yield 2% Issuer Cap Index and the JPMorgan Emerging Markets Bond Index Global. Western Asset High Income Fund II, Inc. was formed on May 28, 1998 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Ms. Jeanne Marie Kelly', 'age': 71, 'title': 'Sr. VP', 'yearBorn': 1951, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,4.75,4.73,4.7,4.75,4.75,4.73,4.7,4.75,0.59,0.1238,1695254400,9.53,0.968533,117233,117233,144275,159850,159850,4.71,4.87,800,900,315410880,4.14,5.71,7.276354,4.8836,5.0041,0.588,0.123789474,USD,433663872,-0.70394,67108700,347257,245353,1690761600,1693440000,0.0053,0.0,0.16834,2.17,67108700,4.741,0.99135196,1682812800,1714435200,1682812800,-30514080,-0.48,10.004,-0.10815936,0.14113986,0.049,1692748800,NYQ,EQUITY,HIX,HIX,Western Asset High Income Fund ,Western Asset High Income Fund II Inc.,895843800,America/New_York,EDT,c48d99d8-dc5d-3f19-9bea-1e8070920fc1,finmb_3592381,-14400000,4.7,none,2609270,0.039,122087336,0.098,0.108,43347380,38.931,0.655,0.04882,-0.092609994,26258034,58491828,0.157,1.0,0.0,0.88957,USD,
