,address1,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Aristida Briana iela 6,Riga,1001,Latvia,371 67 869 866,https://lg.lv,Utilities—Regulated Gas,Utilities,"AS Latvijas Gaze engages in the purchase, trading, distribution, and sale of natural gas in Latvia, Lithuania, Finland, and Estonia. It operates through Natural Gas Sales & Trading, and Natural Gas Distribution segments. The company offers its services to approximately 400 thousand customers. It serves households, industrial, and commercial customers. AS Latvijas Gaze was incorporated in 1991 and is based in Riga, Latvia.",1014,"{'maxAge': 1, 'name': 'Mr. Aigars  Kalvitis', 'age': 56, 'title': 'Chairman of the Management Board', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,9.2,9.2,9.16,9.2,9.2,9.2,9.16,9.2,2.75,0.29700002,1691625600,0.0,0.49468,13.085714,78,78,1217,220,220,9.14,9.16,0,0,365484000,7.14,12.95,0.9409675,10.2602,9.13305,0.51,0.055434782,EUR,289808000,-0.085,12663462,39900000,0.97230005,0.0,7.991,1.1462896,1672444800,1703980800,1688083200,-0.941,28009000,0.7,0.746,10.731,RIS,EQUITY,GZE1R.RG,GZE1R.RG,Latvijas Gaze,AS Latvijas Gaze,946972800,Europe/Riga,EEST,10800000,9.16,none,77272000,1.937,27007000,0,1.437,6.292,388412992,9.698,0.03551,0.07393,127508000,-167345376,-6392000,-0.941,-0.795,0.09685001,0.06953,0.06634,EUR,
1,Aristida Briana iela 6,Riga,1001,Latvia,371 67 869 866,https://lg.lv,Utilities—Regulated Gas,Utilities,"AS Latvijas Gaze engages in the purchase, trading, distribution, and sale of natural gas in Latvia, Lithuania, Finland, and Estonia. It operates through Natural Gas Sales & Trading, and Natural Gas Distribution segments. The company offers its services to approximately 400 thousand customers. It serves households, industrial, and commercial customers. AS Latvijas Gaze was incorporated in 1991 and is based in Riga, Latvia.",1014,"{'maxAge': 1, 'name': 'Laima  Dudica', 'title': 'Chief Accountant and Head of the Accounting & Reporting Department', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,9.2,9.2,9.16,9.2,9.2,9.2,9.16,9.2,2.75,0.29700002,1691625600,0.0,0.49468,13.085714,78,78,1217,220,220,9.14,9.16,0,0,365484000,7.14,12.95,0.9409675,10.2602,9.13305,0.51,0.055434782,EUR,289808000,-0.085,12663462,39900000,0.97230005,0.0,7.991,1.1462896,1672444800,1703980800,1688083200,-0.941,28009000,0.7,0.746,10.731,RIS,EQUITY,GZE1R.RG,GZE1R.RG,Latvijas Gaze,AS Latvijas Gaze,946972800,Europe/Riga,EEST,10800000,9.16,none,77272000,1.937,27007000,0,1.437,6.292,388412992,9.698,0.03551,0.07393,127508000,-167345376,-6392000,-0.941,-0.795,0.09685001,0.06953,0.06634,EUR,
2,Aristida Briana iela 6,Riga,1001,Latvia,371 67 869 866,https://lg.lv,Utilities—Regulated Gas,Utilities,"AS Latvijas Gaze engages in the purchase, trading, distribution, and sale of natural gas in Latvia, Lithuania, Finland, and Estonia. It operates through Natural Gas Sales & Trading, and Natural Gas Distribution segments. The company offers its services to approximately 400 thousand customers. It serves households, industrial, and commercial customers. AS Latvijas Gaze was incorporated in 1991 and is based in Riga, Latvia.",1014,"{'maxAge': 1, 'name': 'Ms. Elita  Dreimane', 'age': 54, 'title': 'Member of Management  Board, Head of the Legal Division & Board Advisor', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,9.2,9.2,9.16,9.2,9.2,9.2,9.16,9.2,2.75,0.29700002,1691625600,0.0,0.49468,13.085714,78,78,1217,220,220,9.14,9.16,0,0,365484000,7.14,12.95,0.9409675,10.2602,9.13305,0.51,0.055434782,EUR,289808000,-0.085,12663462,39900000,0.97230005,0.0,7.991,1.1462896,1672444800,1703980800,1688083200,-0.941,28009000,0.7,0.746,10.731,RIS,EQUITY,GZE1R.RG,GZE1R.RG,Latvijas Gaze,AS Latvijas Gaze,946972800,Europe/Riga,EEST,10800000,9.16,none,77272000,1.937,27007000,0,1.437,6.292,388412992,9.698,0.03551,0.07393,127508000,-167345376,-6392000,-0.941,-0.795,0.09685001,0.06953,0.06634,EUR,
