,address1,address2,city,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,AKR Tower Lt 26,Jl. Panjang No. 5 Kebon Jeruk,Jakarta,11530,Indonesia,62 21 531 1110,62 21 531 1388,https://www.akr.co.id,Oil & Gas Refining & Marketing,Oil & Gas Refining & Marketing,Energy,Energy,"PT AKR Corporindo Tbk, a logistics and supply chain company, engages in distribution and trading of petroleum and basic chemical products primarily in Indonesia. It operates through four segments: Trading and Distribution, Logistics Services, Manufacturing, and Industrial Estate. The Trading and Distribution segment distributes petroleum products and various basic chemicals, such as caustic soda, sodium sulphate, PVC resins, and soda ash. The Logistics Services segment offers various logistics services, including rental of storage tanks and warehouses, bagging, port handling, and transportation services primarily for liquid and solid chemical, and petroleum products. The Manufacturing segment produces and sells adhesive materials. The Industrial Estate segment leases and sells industrial and port estates. The company was formerly known as PT Aneka Kimia Raya Tbk and changed its name to PT AKR Corporindo Tbk in September 2004. The company was incorporated in 1977 and is headquartered in Jakarta, Indonesia. PT AKR Corporindo Tbk is a subsidiary of PT Arthakencana Rayatama.",1907,"{'maxAge': 1, 'name': 'Mr. Haryanto  Adikoesoemo', 'age': 60, 'title': 'Pres Director & Group CEO', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,1470.0,1490.0,1475.0,1500.0,1470.0,1490.0,1475.0,1500.0,100.0,0.0673,1691107200,0.59720004,4.21,0.517619,11.820425,10.921527,22157800,22157800,43491209,50754460,50754460,1485.0,1490.0,29309743923200,1200.0,1670.0,0.647225,1383.6,1402.975,100.0,0.06802721,IDR,31782133039104,0.05474,6957747027,19737200640,0.67015,0.19334,19737200640,556.577,2.6680944,1672444800,1703980800,1688083200,-0.197,2478805876736,125.63,135.97,0.6,5:1,1641945600,0.702,8.628,0.056939483,0.14113986,50.0,1691107200,JKT,EQUITY,AKRA.JK,AKRA.JK,AKR Corporindo Tbk,PT AKR Corporindo Tbk,1127959200,Asia/Jakarta,WIB,ad802c6a-126f-33e2-a07f-ca2a022b65fc,finmb_9306270,25200000,1485.0,2100.0,1650.0,1877.8,1900.0,1.5,strong_buy,9,4574454743040,231.769,3683456909312,4747793793024,1.326,1.78,45285245976576,35.74,2294.414,0.07737,0.20918,4240904436000,-371645186048,1119304417280,-0.197,-0.257,0.09798,0.08134,0.0728,IDR,
1,AKR Tower Lt 26,Jl. Panjang No. 5 Kebon Jeruk,Jakarta,11530,Indonesia,62 21 531 1110,62 21 531 1388,https://www.akr.co.id,Oil & Gas Refining & Marketing,Oil & Gas Refining & Marketing,Energy,Energy,"PT AKR Corporindo Tbk, a logistics and supply chain company, engages in distribution and trading of petroleum and basic chemical products primarily in Indonesia. It operates through four segments: Trading and Distribution, Logistics Services, Manufacturing, and Industrial Estate. The Trading and Distribution segment distributes petroleum products and various basic chemicals, such as caustic soda, sodium sulphate, PVC resins, and soda ash. The Logistics Services segment offers various logistics services, including rental of storage tanks and warehouses, bagging, port handling, and transportation services primarily for liquid and solid chemical, and petroleum products. The Manufacturing segment produces and sells adhesive materials. The Industrial Estate segment leases and sells industrial and port estates. The company was formerly known as PT Aneka Kimia Raya Tbk and changed its name to PT AKR Corporindo Tbk in September 2004. The company was incorporated in 1977 and is headquartered in Jakarta, Indonesia. PT AKR Corporindo Tbk is a subsidiary of PT Arthakencana Rayatama.",1907,"{'maxAge': 1, 'name': 'Mr. Soegiarto  Adikoesoemo', 'age': 84, 'title': 'Founder & Pres Commissioner', 'yearBorn': 1938, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,1470.0,1490.0,1475.0,1500.0,1470.0,1490.0,1475.0,1500.0,100.0,0.0673,1691107200,0.59720004,4.21,0.517619,11.820425,10.921527,22157800,22157800,43491209,50754460,50754460,1485.0,1490.0,29309743923200,1200.0,1670.0,0.647225,1383.6,1402.975,100.0,0.06802721,IDR,31782133039104,0.05474,6957747027,19737200640,0.67015,0.19334,19737200640,556.577,2.6680944,1672444800,1703980800,1688083200,-0.197,2478805876736,125.63,135.97,0.6,5:1,1641945600,0.702,8.628,0.056939483,0.14113986,50.0,1691107200,JKT,EQUITY,AKRA.JK,AKRA.JK,AKR Corporindo Tbk,PT AKR Corporindo Tbk,1127959200,Asia/Jakarta,WIB,ad802c6a-126f-33e2-a07f-ca2a022b65fc,finmb_9306270,25200000,1485.0,2100.0,1650.0,1877.8,1900.0,1.5,strong_buy,9,4574454743040,231.769,3683456909312,4747793793024,1.326,1.78,45285245976576,35.74,2294.414,0.07737,0.20918,4240904436000,-371645186048,1119304417280,-0.197,-0.257,0.09798,0.08134,0.0728,IDR,
2,AKR Tower Lt 26,Jl. Panjang No. 5 Kebon Jeruk,Jakarta,11530,Indonesia,62 21 531 1110,62 21 531 1388,https://www.akr.co.id,Oil & Gas Refining & Marketing,Oil & Gas Refining & Marketing,Energy,Energy,"PT AKR Corporindo Tbk, a logistics and supply chain company, engages in distribution and trading of petroleum and basic chemical products primarily in Indonesia. It operates through four segments: Trading and Distribution, Logistics Services, Manufacturing, and Industrial Estate. The Trading and Distribution segment distributes petroleum products and various basic chemicals, such as caustic soda, sodium sulphate, PVC resins, and soda ash. The Logistics Services segment offers various logistics services, including rental of storage tanks and warehouses, bagging, port handling, and transportation services primarily for liquid and solid chemical, and petroleum products. The Manufacturing segment produces and sells adhesive materials. The Industrial Estate segment leases and sells industrial and port estates. The company was formerly known as PT Aneka Kimia Raya Tbk and changed its name to PT AKR Corporindo Tbk in September 2004. The company was incorporated in 1977 and is headquartered in Jakarta, Indonesia. PT AKR Corporindo Tbk is a subsidiary of PT Arthakencana Rayatama.",1907,"{'maxAge': 1, 'name': 'Ms. Termurti  Tiban', 'age': 52, 'title': 'Director of Fin. & Accounting and Director', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,1470.0,1490.0,1475.0,1500.0,1470.0,1490.0,1475.0,1500.0,100.0,0.0673,1691107200,0.59720004,4.21,0.517619,11.820425,10.921527,22157800,22157800,43491209,50754460,50754460,1485.0,1490.0,29309743923200,1200.0,1670.0,0.647225,1383.6,1402.975,100.0,0.06802721,IDR,31782133039104,0.05474,6957747027,19737200640,0.67015,0.19334,19737200640,556.577,2.6680944,1672444800,1703980800,1688083200,-0.197,2478805876736,125.63,135.97,0.6,5:1,1641945600,0.702,8.628,0.056939483,0.14113986,50.0,1691107200,JKT,EQUITY,AKRA.JK,AKRA.JK,AKR Corporindo Tbk,PT AKR Corporindo Tbk,1127959200,Asia/Jakarta,WIB,ad802c6a-126f-33e2-a07f-ca2a022b65fc,finmb_9306270,25200000,1485.0,2100.0,1650.0,1877.8,1900.0,1.5,strong_buy,9,4574454743040,231.769,3683456909312,4747793793024,1.326,1.78,45285245976576,35.74,2294.414,0.07737,0.20918,4240904436000,-371645186048,1119304417280,-0.197,-0.257,0.09798,0.08134,0.0728,IDR,
3,AKR Tower Lt 26,Jl. Panjang No. 5 Kebon Jeruk,Jakarta,11530,Indonesia,62 21 531 1110,62 21 531 1388,https://www.akr.co.id,Oil & Gas Refining & Marketing,Oil & Gas Refining & Marketing,Energy,Energy,"PT AKR Corporindo Tbk, a logistics and supply chain company, engages in distribution and trading of petroleum and basic chemical products primarily in Indonesia. It operates through four segments: Trading and Distribution, Logistics Services, Manufacturing, and Industrial Estate. The Trading and Distribution segment distributes petroleum products and various basic chemicals, such as caustic soda, sodium sulphate, PVC resins, and soda ash. The Logistics Services segment offers various logistics services, including rental of storage tanks and warehouses, bagging, port handling, and transportation services primarily for liquid and solid chemical, and petroleum products. The Manufacturing segment produces and sells adhesive materials. The Industrial Estate segment leases and sells industrial and port estates. The company was formerly known as PT Aneka Kimia Raya Tbk and changed its name to PT AKR Corporindo Tbk in September 2004. The company was incorporated in 1977 and is headquartered in Jakarta, Indonesia. PT AKR Corporindo Tbk is a subsidiary of PT Arthakencana Rayatama.",1907,"{'maxAge': 1, 'name': 'Joseph P. Galolo', 'title': 'Head of Network & Operations Division', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,1470.0,1490.0,1475.0,1500.0,1470.0,1490.0,1475.0,1500.0,100.0,0.0673,1691107200,0.59720004,4.21,0.517619,11.820425,10.921527,22157800,22157800,43491209,50754460,50754460,1485.0,1490.0,29309743923200,1200.0,1670.0,0.647225,1383.6,1402.975,100.0,0.06802721,IDR,31782133039104,0.05474,6957747027,19737200640,0.67015,0.19334,19737200640,556.577,2.6680944,1672444800,1703980800,1688083200,-0.197,2478805876736,125.63,135.97,0.6,5:1,1641945600,0.702,8.628,0.056939483,0.14113986,50.0,1691107200,JKT,EQUITY,AKRA.JK,AKRA.JK,AKR Corporindo Tbk,PT AKR Corporindo Tbk,1127959200,Asia/Jakarta,WIB,ad802c6a-126f-33e2-a07f-ca2a022b65fc,finmb_9306270,25200000,1485.0,2100.0,1650.0,1877.8,1900.0,1.5,strong_buy,9,4574454743040,231.769,3683456909312,4747793793024,1.326,1.78,45285245976576,35.74,2294.414,0.07737,0.20918,4240904436000,-371645186048,1119304417280,-0.197,-0.257,0.09798,0.08134,0.0728,IDR,
4,AKR Tower Lt 26,Jl. Panjang No. 5 Kebon Jeruk,Jakarta,11530,Indonesia,62 21 531 1110,62 21 531 1388,https://www.akr.co.id,Oil & Gas Refining & Marketing,Oil & Gas Refining & Marketing,Energy,Energy,"PT AKR Corporindo Tbk, a logistics and supply chain company, engages in distribution and trading of petroleum and basic chemical products primarily in Indonesia. It operates through four segments: Trading and Distribution, Logistics Services, Manufacturing, and Industrial Estate. The Trading and Distribution segment distributes petroleum products and various basic chemicals, such as caustic soda, sodium sulphate, PVC resins, and soda ash. The Logistics Services segment offers various logistics services, including rental of storage tanks and warehouses, bagging, port handling, and transportation services primarily for liquid and solid chemical, and petroleum products. The Manufacturing segment produces and sells adhesive materials. The Industrial Estate segment leases and sells industrial and port estates. The company was formerly known as PT Aneka Kimia Raya Tbk and changed its name to PT AKR Corporindo Tbk in September 2004. The company was incorporated in 1977 and is headquartered in Jakarta, Indonesia. PT AKR Corporindo Tbk is a subsidiary of PT Arthakencana Rayatama.",1907,"{'maxAge': 1, 'name': 'Mr. Ankur  Jain', 'title': 'Head of Corp. Fin.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,1470.0,1490.0,1475.0,1500.0,1470.0,1490.0,1475.0,1500.0,100.0,0.0673,1691107200,0.59720004,4.21,0.517619,11.820425,10.921527,22157800,22157800,43491209,50754460,50754460,1485.0,1490.0,29309743923200,1200.0,1670.0,0.647225,1383.6,1402.975,100.0,0.06802721,IDR,31782133039104,0.05474,6957747027,19737200640,0.67015,0.19334,19737200640,556.577,2.6680944,1672444800,1703980800,1688083200,-0.197,2478805876736,125.63,135.97,0.6,5:1,1641945600,0.702,8.628,0.056939483,0.14113986,50.0,1691107200,JKT,EQUITY,AKRA.JK,AKRA.JK,AKR Corporindo Tbk,PT AKR Corporindo Tbk,1127959200,Asia/Jakarta,WIB,ad802c6a-126f-33e2-a07f-ca2a022b65fc,finmb_9306270,25200000,1485.0,2100.0,1650.0,1877.8,1900.0,1.5,strong_buy,9,4574454743040,231.769,3683456909312,4747793793024,1.326,1.78,45285245976576,35.74,2294.414,0.07737,0.20918,4240904436000,-371645186048,1119304417280,-0.197,-0.257,0.09798,0.08134,0.0728,IDR,
5,AKR Tower Lt 26,Jl. Panjang No. 5 Kebon Jeruk,Jakarta,11530,Indonesia,62 21 531 1110,62 21 531 1388,https://www.akr.co.id,Oil & Gas Refining & Marketing,Oil & Gas Refining & Marketing,Energy,Energy,"PT AKR Corporindo Tbk, a logistics and supply chain company, engages in distribution and trading of petroleum and basic chemical products primarily in Indonesia. It operates through four segments: Trading and Distribution, Logistics Services, Manufacturing, and Industrial Estate. The Trading and Distribution segment distributes petroleum products and various basic chemicals, such as caustic soda, sodium sulphate, PVC resins, and soda ash. The Logistics Services segment offers various logistics services, including rental of storage tanks and warehouses, bagging, port handling, and transportation services primarily for liquid and solid chemical, and petroleum products. The Manufacturing segment produces and sells adhesive materials. The Industrial Estate segment leases and sells industrial and port estates. The company was formerly known as PT Aneka Kimia Raya Tbk and changed its name to PT AKR Corporindo Tbk in September 2004. The company was incorporated in 1977 and is headquartered in Jakarta, Indonesia. PT AKR Corporindo Tbk is a subsidiary of PT Arthakencana Rayatama.",1907,"{'maxAge': 1, 'name': 'Salman  Ali', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,1470.0,1490.0,1475.0,1500.0,1470.0,1490.0,1475.0,1500.0,100.0,0.0673,1691107200,0.59720004,4.21,0.517619,11.820425,10.921527,22157800,22157800,43491209,50754460,50754460,1485.0,1490.0,29309743923200,1200.0,1670.0,0.647225,1383.6,1402.975,100.0,0.06802721,IDR,31782133039104,0.05474,6957747027,19737200640,0.67015,0.19334,19737200640,556.577,2.6680944,1672444800,1703980800,1688083200,-0.197,2478805876736,125.63,135.97,0.6,5:1,1641945600,0.702,8.628,0.056939483,0.14113986,50.0,1691107200,JKT,EQUITY,AKRA.JK,AKRA.JK,AKR Corporindo Tbk,PT AKR Corporindo Tbk,1127959200,Asia/Jakarta,WIB,ad802c6a-126f-33e2-a07f-ca2a022b65fc,finmb_9306270,25200000,1485.0,2100.0,1650.0,1877.8,1900.0,1.5,strong_buy,9,4574454743040,231.769,3683456909312,4747793793024,1.326,1.78,45285245976576,35.74,2294.414,0.07737,0.20918,4240904436000,-371645186048,1119304417280,-0.197,-0.257,0.09798,0.08134,0.0728,IDR,
6,AKR Tower Lt 26,Jl. Panjang No. 5 Kebon Jeruk,Jakarta,11530,Indonesia,62 21 531 1110,62 21 531 1388,https://www.akr.co.id,Oil & Gas Refining & Marketing,Oil & Gas Refining & Marketing,Energy,Energy,"PT AKR Corporindo Tbk, a logistics and supply chain company, engages in distribution and trading of petroleum and basic chemical products primarily in Indonesia. It operates through four segments: Trading and Distribution, Logistics Services, Manufacturing, and Industrial Estate. The Trading and Distribution segment distributes petroleum products and various basic chemicals, such as caustic soda, sodium sulphate, PVC resins, and soda ash. The Logistics Services segment offers various logistics services, including rental of storage tanks and warehouses, bagging, port handling, and transportation services primarily for liquid and solid chemical, and petroleum products. The Manufacturing segment produces and sells adhesive materials. The Industrial Estate segment leases and sells industrial and port estates. The company was formerly known as PT Aneka Kimia Raya Tbk and changed its name to PT AKR Corporindo Tbk in September 2004. The company was incorporated in 1977 and is headquartered in Jakarta, Indonesia. PT AKR Corporindo Tbk is a subsidiary of PT Arthakencana Rayatama.",1907,"{'maxAge': 1, 'name': 'Felix  Abednego', 'title': 'Head of HR Division', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,1470.0,1490.0,1475.0,1500.0,1470.0,1490.0,1475.0,1500.0,100.0,0.0673,1691107200,0.59720004,4.21,0.517619,11.820425,10.921527,22157800,22157800,43491209,50754460,50754460,1485.0,1490.0,29309743923200,1200.0,1670.0,0.647225,1383.6,1402.975,100.0,0.06802721,IDR,31782133039104,0.05474,6957747027,19737200640,0.67015,0.19334,19737200640,556.577,2.6680944,1672444800,1703980800,1688083200,-0.197,2478805876736,125.63,135.97,0.6,5:1,1641945600,0.702,8.628,0.056939483,0.14113986,50.0,1691107200,JKT,EQUITY,AKRA.JK,AKRA.JK,AKR Corporindo Tbk,PT AKR Corporindo Tbk,1127959200,Asia/Jakarta,WIB,ad802c6a-126f-33e2-a07f-ca2a022b65fc,finmb_9306270,25200000,1485.0,2100.0,1650.0,1877.8,1900.0,1.5,strong_buy,9,4574454743040,231.769,3683456909312,4747793793024,1.326,1.78,45285245976576,35.74,2294.414,0.07737,0.20918,4240904436000,-371645186048,1119304417280,-0.197,-0.257,0.09798,0.08134,0.0728,IDR,
7,AKR Tower Lt 26,Jl. Panjang No. 5 Kebon Jeruk,Jakarta,11530,Indonesia,62 21 531 1110,62 21 531 1388,https://www.akr.co.id,Oil & Gas Refining & Marketing,Oil & Gas Refining & Marketing,Energy,Energy,"PT AKR Corporindo Tbk, a logistics and supply chain company, engages in distribution and trading of petroleum and basic chemical products primarily in Indonesia. It operates through four segments: Trading and Distribution, Logistics Services, Manufacturing, and Industrial Estate. The Trading and Distribution segment distributes petroleum products and various basic chemicals, such as caustic soda, sodium sulphate, PVC resins, and soda ash. The Logistics Services segment offers various logistics services, including rental of storage tanks and warehouses, bagging, port handling, and transportation services primarily for liquid and solid chemical, and petroleum products. The Manufacturing segment produces and sells adhesive materials. The Industrial Estate segment leases and sells industrial and port estates. The company was formerly known as PT Aneka Kimia Raya Tbk and changed its name to PT AKR Corporindo Tbk in September 2004. The company was incorporated in 1977 and is headquartered in Jakarta, Indonesia. PT AKR Corporindo Tbk is a subsidiary of PT Arthakencana Rayatama.",1907,"{'maxAge': 1, 'name': 'Mr. Jimmy  Tandyo', 'age': 71, 'title': 'CEO of Petroleum, Chemicals & Logistics and Director', 'yearBorn': 1951, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,1470.0,1490.0,1475.0,1500.0,1470.0,1490.0,1475.0,1500.0,100.0,0.0673,1691107200,0.59720004,4.21,0.517619,11.820425,10.921527,22157800,22157800,43491209,50754460,50754460,1485.0,1490.0,29309743923200,1200.0,1670.0,0.647225,1383.6,1402.975,100.0,0.06802721,IDR,31782133039104,0.05474,6957747027,19737200640,0.67015,0.19334,19737200640,556.577,2.6680944,1672444800,1703980800,1688083200,-0.197,2478805876736,125.63,135.97,0.6,5:1,1641945600,0.702,8.628,0.056939483,0.14113986,50.0,1691107200,JKT,EQUITY,AKRA.JK,AKRA.JK,AKR Corporindo Tbk,PT AKR Corporindo Tbk,1127959200,Asia/Jakarta,WIB,ad802c6a-126f-33e2-a07f-ca2a022b65fc,finmb_9306270,25200000,1485.0,2100.0,1650.0,1877.8,1900.0,1.5,strong_buy,9,4574454743040,231.769,3683456909312,4747793793024,1.326,1.78,45285245976576,35.74,2294.414,0.07737,0.20918,4240904436000,-371645186048,1119304417280,-0.197,-0.257,0.09798,0.08134,0.0728,IDR,
8,AKR Tower Lt 26,Jl. Panjang No. 5 Kebon Jeruk,Jakarta,11530,Indonesia,62 21 531 1110,62 21 531 1388,https://www.akr.co.id,Oil & Gas Refining & Marketing,Oil & Gas Refining & Marketing,Energy,Energy,"PT AKR Corporindo Tbk, a logistics and supply chain company, engages in distribution and trading of petroleum and basic chemical products primarily in Indonesia. It operates through four segments: Trading and Distribution, Logistics Services, Manufacturing, and Industrial Estate. The Trading and Distribution segment distributes petroleum products and various basic chemicals, such as caustic soda, sodium sulphate, PVC resins, and soda ash. The Logistics Services segment offers various logistics services, including rental of storage tanks and warehouses, bagging, port handling, and transportation services primarily for liquid and solid chemical, and petroleum products. The Manufacturing segment produces and sells adhesive materials. The Industrial Estate segment leases and sells industrial and port estates. The company was formerly known as PT Aneka Kimia Raya Tbk and changed its name to PT AKR Corporindo Tbk in September 2004. The company was incorporated in 1977 and is headquartered in Jakarta, Indonesia. PT AKR Corporindo Tbk is a subsidiary of PT Arthakencana Rayatama.",1907,"{'maxAge': 1, 'name': 'Mr. Bambang Soetiono Soedijanto', 'age': 60, 'title': 'Director of UEPN, JIIPE, AST, ATI & External Relations and Director', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,1470.0,1490.0,1475.0,1500.0,1470.0,1490.0,1475.0,1500.0,100.0,0.0673,1691107200,0.59720004,4.21,0.517619,11.820425,10.921527,22157800,22157800,43491209,50754460,50754460,1485.0,1490.0,29309743923200,1200.0,1670.0,0.647225,1383.6,1402.975,100.0,0.06802721,IDR,31782133039104,0.05474,6957747027,19737200640,0.67015,0.19334,19737200640,556.577,2.6680944,1672444800,1703980800,1688083200,-0.197,2478805876736,125.63,135.97,0.6,5:1,1641945600,0.702,8.628,0.056939483,0.14113986,50.0,1691107200,JKT,EQUITY,AKRA.JK,AKRA.JK,AKR Corporindo Tbk,PT AKR Corporindo Tbk,1127959200,Asia/Jakarta,WIB,ad802c6a-126f-33e2-a07f-ca2a022b65fc,finmb_9306270,25200000,1485.0,2100.0,1650.0,1877.8,1900.0,1.5,strong_buy,9,4574454743040,231.769,3683456909312,4747793793024,1.326,1.78,45285245976576,35.74,2294.414,0.07737,0.20918,4240904436000,-371645186048,1119304417280,-0.197,-0.257,0.09798,0.08134,0.0728,IDR,
9,AKR Tower Lt 26,Jl. Panjang No. 5 Kebon Jeruk,Jakarta,11530,Indonesia,62 21 531 1110,62 21 531 1388,https://www.akr.co.id,Oil & Gas Refining & Marketing,Oil & Gas Refining & Marketing,Energy,Energy,"PT AKR Corporindo Tbk, a logistics and supply chain company, engages in distribution and trading of petroleum and basic chemical products primarily in Indonesia. It operates through four segments: Trading and Distribution, Logistics Services, Manufacturing, and Industrial Estate. The Trading and Distribution segment distributes petroleum products and various basic chemicals, such as caustic soda, sodium sulphate, PVC resins, and soda ash. The Logistics Services segment offers various logistics services, including rental of storage tanks and warehouses, bagging, port handling, and transportation services primarily for liquid and solid chemical, and petroleum products. The Manufacturing segment produces and sells adhesive materials. The Industrial Estate segment leases and sells industrial and port estates. The company was formerly known as PT Aneka Kimia Raya Tbk and changed its name to PT AKR Corporindo Tbk in September 2004. The company was incorporated in 1977 and is headquartered in Jakarta, Indonesia. PT AKR Corporindo Tbk is a subsidiary of PT Arthakencana Rayatama.",1907,"{'maxAge': 1, 'name': 'Ms. Mery  Sofi', 'age': 55, 'title': 'Deputy CEO of Petroleum, Chemicals & Logistics and Director', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,1470.0,1490.0,1475.0,1500.0,1470.0,1490.0,1475.0,1500.0,100.0,0.0673,1691107200,0.59720004,4.21,0.517619,11.820425,10.921527,22157800,22157800,43491209,50754460,50754460,1485.0,1490.0,29309743923200,1200.0,1670.0,0.647225,1383.6,1402.975,100.0,0.06802721,IDR,31782133039104,0.05474,6957747027,19737200640,0.67015,0.19334,19737200640,556.577,2.6680944,1672444800,1703980800,1688083200,-0.197,2478805876736,125.63,135.97,0.6,5:1,1641945600,0.702,8.628,0.056939483,0.14113986,50.0,1691107200,JKT,EQUITY,AKRA.JK,AKRA.JK,AKR Corporindo Tbk,PT AKR Corporindo Tbk,1127959200,Asia/Jakarta,WIB,ad802c6a-126f-33e2-a07f-ca2a022b65fc,finmb_9306270,25200000,1485.0,2100.0,1650.0,1877.8,1900.0,1.5,strong_buy,9,4574454743040,231.769,3683456909312,4747793793024,1.326,1.78,45285245976576,35.74,2294.414,0.07737,0.20918,4240904436000,-371645186048,1119304417280,-0.197,-0.257,0.09798,0.08134,0.0728,IDR,
