,address1,address2,city,zip,country,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,125 Old Broad Street,"Suite 706-708, Floor 7",London,EC2N 1AR,United Kingdom,https://www.driver-group.com,Consulting Services,Industrials,"Driver Group plc provides consultancy services to the engineering and construction industries in the United Kingdom and internationally. The company offers planning/programming, quantum and planning expert, litigation support, commercial advice/management, contract administration, building information modelling, commercial and contract, dispute resolution, delay analysis, expert services, pre-contract, project management, quantity surveying, and training services. It also provides expert advice, support, and solutions to owners, developers, contractors, subcontractors, lawyers, and suppliers. It serves building, energy, infrastructure, marine, mining, oil and gas, process and industrial, and transportation sectors. The company was founded in 1978 and is based in London, the United Kingdom.",334,"{'maxAge': 1, 'name': 'Mr. Mark  Wheeler', 'age': 54, 'title': 'Group CEO & Exec. Director', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 416111, 'exercisedValue': 0, 'unexercisedValue': 142801}",1672444800,86400,2,27.5,0.0,0.0,0.0,27.5,0.0,0.0,0.0,0.01,0.0545,1695254400,0.892267,0.06111111,5038,5038,7456,6702,6702,27.0,30.0,0,0,15413888,0.0,34.0,0.33015373,29.48,29.043,0.015,0.00054545456,GBp,9541078,-0.05149,17594612,52250500,0.20843,0.58472997,0.315,87.30159,1664496000,1696032000,1680220800,-2404000,-0.05,4.5,0.204,144.562,LSE,EQUITY,DRV.L,DRV.L,DRIVER GROUP PLC ORD 0.4P,Driver Group plc,1129186800,Europe/London,BST,3600000,27.5,56.0,56.0,56.0,56.0,none,1,5277000,0.101,66000,427000,2.287,2.287,46687000,2.588,0.888,-0.00461,-0.13129,9802000,5660750,3869000,-0.009,0.2201,0.00141,-0.00454,GBP,
1,125 Old Broad Street,"Suite 706-708, Floor 7",London,EC2N 1AR,United Kingdom,https://www.driver-group.com,Consulting Services,Industrials,"Driver Group plc provides consultancy services to the engineering and construction industries in the United Kingdom and internationally. The company offers planning/programming, quantum and planning expert, litigation support, commercial advice/management, contract administration, building information modelling, commercial and contract, dispute resolution, delay analysis, expert services, pre-contract, project management, quantity surveying, and training services. It also provides expert advice, support, and solutions to owners, developers, contractors, subcontractors, lawyers, and suppliers. It serves building, energy, infrastructure, marine, mining, oil and gas, process and industrial, and transportation sectors. The company was founded in 1978 and is based in London, the United Kingdom.",334,"{'maxAge': 1, 'name': 'Ms. Charlotte Louise Parsons ACA, BA (Hons)', 'age': 49, 'title': 'CFO, Company Sec. & Director', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 197779, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,27.5,0.0,0.0,0.0,27.5,0.0,0.0,0.0,0.01,0.0545,1695254400,0.892267,0.06111111,5038,5038,7456,6702,6702,27.0,30.0,0,0,15413888,0.0,34.0,0.33015373,29.48,29.043,0.015,0.00054545456,GBp,9541078,-0.05149,17594612,52250500,0.20843,0.58472997,0.315,87.30159,1664496000,1696032000,1680220800,-2404000,-0.05,4.5,0.204,144.562,LSE,EQUITY,DRV.L,DRV.L,DRIVER GROUP PLC ORD 0.4P,Driver Group plc,1129186800,Europe/London,BST,3600000,27.5,56.0,56.0,56.0,56.0,none,1,5277000,0.101,66000,427000,2.287,2.287,46687000,2.588,0.888,-0.00461,-0.13129,9802000,5660750,3869000,-0.009,0.2201,0.00141,-0.00454,GBP,
2,125 Old Broad Street,"Suite 706-708, Floor 7",London,EC2N 1AR,United Kingdom,https://www.driver-group.com,Consulting Services,Industrials,"Driver Group plc provides consultancy services to the engineering and construction industries in the United Kingdom and internationally. The company offers planning/programming, quantum and planning expert, litigation support, commercial advice/management, contract administration, building information modelling, commercial and contract, dispute resolution, delay analysis, expert services, pre-contract, project management, quantity surveying, and training services. It also provides expert advice, support, and solutions to owners, developers, contractors, subcontractors, lawyers, and suppliers. It serves building, energy, infrastructure, marine, mining, oil and gas, process and industrial, and transportation sectors. The company was founded in 1978 and is based in London, the United Kingdom.",334,"{'maxAge': 1, 'name': 'Mr. David  Law', 'title': 'Member of Exec. Board', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,27.5,0.0,0.0,0.0,27.5,0.0,0.0,0.0,0.01,0.0545,1695254400,0.892267,0.06111111,5038,5038,7456,6702,6702,27.0,30.0,0,0,15413888,0.0,34.0,0.33015373,29.48,29.043,0.015,0.00054545456,GBp,9541078,-0.05149,17594612,52250500,0.20843,0.58472997,0.315,87.30159,1664496000,1696032000,1680220800,-2404000,-0.05,4.5,0.204,144.562,LSE,EQUITY,DRV.L,DRV.L,DRIVER GROUP PLC ORD 0.4P,Driver Group plc,1129186800,Europe/London,BST,3600000,27.5,56.0,56.0,56.0,56.0,none,1,5277000,0.101,66000,427000,2.287,2.287,46687000,2.588,0.888,-0.00461,-0.13129,9802000,5660750,3869000,-0.009,0.2201,0.00141,-0.00454,GBP,
3,125 Old Broad Street,"Suite 706-708, Floor 7",London,EC2N 1AR,United Kingdom,https://www.driver-group.com,Consulting Services,Industrials,"Driver Group plc provides consultancy services to the engineering and construction industries in the United Kingdom and internationally. The company offers planning/programming, quantum and planning expert, litigation support, commercial advice/management, contract administration, building information modelling, commercial and contract, dispute resolution, delay analysis, expert services, pre-contract, project management, quantity surveying, and training services. It also provides expert advice, support, and solutions to owners, developers, contractors, subcontractors, lawyers, and suppliers. It serves building, energy, infrastructure, marine, mining, oil and gas, process and industrial, and transportation sectors. The company was founded in 1978 and is based in London, the United Kingdom.",334,"{'maxAge': 1, 'name': 'Tom  Comerford', 'title': 'Chief Operating Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,27.5,0.0,0.0,0.0,27.5,0.0,0.0,0.0,0.01,0.0545,1695254400,0.892267,0.06111111,5038,5038,7456,6702,6702,27.0,30.0,0,0,15413888,0.0,34.0,0.33015373,29.48,29.043,0.015,0.00054545456,GBp,9541078,-0.05149,17594612,52250500,0.20843,0.58472997,0.315,87.30159,1664496000,1696032000,1680220800,-2404000,-0.05,4.5,0.204,144.562,LSE,EQUITY,DRV.L,DRV.L,DRIVER GROUP PLC ORD 0.4P,Driver Group plc,1129186800,Europe/London,BST,3600000,27.5,56.0,56.0,56.0,56.0,none,1,5277000,0.101,66000,427000,2.287,2.287,46687000,2.588,0.888,-0.00461,-0.13129,9802000,5660750,3869000,-0.009,0.2201,0.00141,-0.00454,GBP,
4,125 Old Broad Street,"Suite 706-708, Floor 7",London,EC2N 1AR,United Kingdom,https://www.driver-group.com,Consulting Services,Industrials,"Driver Group plc provides consultancy services to the engineering and construction industries in the United Kingdom and internationally. The company offers planning/programming, quantum and planning expert, litigation support, commercial advice/management, contract administration, building information modelling, commercial and contract, dispute resolution, delay analysis, expert services, pre-contract, project management, quantity surveying, and training services. It also provides expert advice, support, and solutions to owners, developers, contractors, subcontractors, lawyers, and suppliers. It serves building, energy, infrastructure, marine, mining, oil and gas, process and industrial, and transportation sectors. The company was founded in 1978 and is based in London, the United Kingdom.",334,"{'maxAge': 1, 'name': 'James  Keenan', 'title': 'Fin. Controller', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,27.5,0.0,0.0,0.0,27.5,0.0,0.0,0.0,0.01,0.0545,1695254400,0.892267,0.06111111,5038,5038,7456,6702,6702,27.0,30.0,0,0,15413888,0.0,34.0,0.33015373,29.48,29.043,0.015,0.00054545456,GBp,9541078,-0.05149,17594612,52250500,0.20843,0.58472997,0.315,87.30159,1664496000,1696032000,1680220800,-2404000,-0.05,4.5,0.204,144.562,LSE,EQUITY,DRV.L,DRV.L,DRIVER GROUP PLC ORD 0.4P,Driver Group plc,1129186800,Europe/London,BST,3600000,27.5,56.0,56.0,56.0,56.0,none,1,5277000,0.101,66000,427000,2.287,2.287,46687000,2.588,0.888,-0.00461,-0.13129,9802000,5660750,3869000,-0.009,0.2201,0.00141,-0.00454,GBP,
