,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2010 Main Street,Suite 900,Irvine,CA,92614,United States,949 251 0640,https://www.propelmedia.com,Advertising Agencies,Communication Services,"Propel Media, Inc. operates as a diversified online advertising company in the United States and internationally. It delivers advertising via its online advertising platform called Propel Media Platform that allows advertisers to target users and deliver video, display, and text based advertising. The company offers a self-serve platform and a managed services option that give advertisers diverse solutions to reach online users and acquire customers. It primarily serves its advertising to users who are part of its owned and operated member-based network. The company also operates DeepIntent platform, which provides a data-driven approach to programmatic advertising that integrates into its data management platform. Propel Media, Inc. was founded in 2006 and is based in Irvine, California.",54,"{'maxAge': 1, 'name': 'Mr. Marvin  Tseu', 'age': 74, 'title': 'CEO & Director', 'yearBorn': 1948, 'fiscalYear': 2017, 'totalPay': 1143159, 'exercisedValue': 0, 'unexercisedValue': 0}",1514678400,86400,4,1.15,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1691107200,0.0,81.36065,2.0833335,6100,6100,54237,28561,28561,0.0,0.0,0,0,250010000,0.0001,1.15,2.7872727,0.748,0.2204995,0.0,0.0,USD,302263168,0.106809996,71425403,250010000,0.0,0.0,-0.109,1514678400,1546214400,1530316800,2.495,9581000,0.48,1:10,1222300800,3.37,9.013,PNK,EQUITY,PROM,PROM,PROPEL MEDIA INC,"Propel Media, Inc.",1154439000,America/New_York,EDT,-14400000,1.0,none,3425000,0.014,33535000,55678000,0.552,0.612,89697000,0.359,0.43519002,55867000,13985375,23017000,2.495,-0.058,0.68235,0.37387002,0.35285,USD,
1,2010 Main Street,Suite 900,Irvine,CA,92614,United States,949 251 0640,https://www.propelmedia.com,Advertising Agencies,Communication Services,"Propel Media, Inc. operates as a diversified online advertising company in the United States and internationally. It delivers advertising via its online advertising platform called Propel Media Platform that allows advertisers to target users and deliver video, display, and text based advertising. The company offers a self-serve platform and a managed services option that give advertisers diverse solutions to reach online users and acquire customers. It primarily serves its advertising to users who are part of its owned and operated member-based network. The company also operates DeepIntent platform, which provides a data-driven approach to programmatic advertising that integrates into its data management platform. Propel Media, Inc. was founded in 2006 and is based in Irvine, California.",54,"{'maxAge': 1, 'name': 'Mr. David  Shapiro', 'age': 51, 'title': 'COO, Sec. & Director', 'yearBorn': 1971, 'fiscalYear': 2017, 'totalPay': 1153882, 'exercisedValue': 0, 'unexercisedValue': 0}",1514678400,86400,4,1.15,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1691107200,0.0,81.36065,2.0833335,6100,6100,54237,28561,28561,0.0,0.0,0,0,250010000,0.0001,1.15,2.7872727,0.748,0.2204995,0.0,0.0,USD,302263168,0.106809996,71425403,250010000,0.0,0.0,-0.109,1514678400,1546214400,1530316800,2.495,9581000,0.48,1:10,1222300800,3.37,9.013,PNK,EQUITY,PROM,PROM,PROPEL MEDIA INC,"Propel Media, Inc.",1154439000,America/New_York,EDT,-14400000,1.0,none,3425000,0.014,33535000,55678000,0.552,0.612,89697000,0.359,0.43519002,55867000,13985375,23017000,2.495,-0.058,0.68235,0.37387002,0.35285,USD,
2,2010 Main Street,Suite 900,Irvine,CA,92614,United States,949 251 0640,https://www.propelmedia.com,Advertising Agencies,Communication Services,"Propel Media, Inc. operates as a diversified online advertising company in the United States and internationally. It delivers advertising via its online advertising platform called Propel Media Platform that allows advertisers to target users and deliver video, display, and text based advertising. The company offers a self-serve platform and a managed services option that give advertisers diverse solutions to reach online users and acquire customers. It primarily serves its advertising to users who are part of its owned and operated member-based network. The company also operates DeepIntent platform, which provides a data-driven approach to programmatic advertising that integrates into its data management platform. Propel Media, Inc. was founded in 2006 and is based in Irvine, California.",54,"{'maxAge': 1, 'name': 'Ms. Daniela  Nabors', 'age': 44, 'title': 'Chief Revenue Officer', 'yearBorn': 1978, 'fiscalYear': 2017, 'totalPay': 672902, 'exercisedValue': 0, 'unexercisedValue': 0}",1514678400,86400,4,1.15,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1691107200,0.0,81.36065,2.0833335,6100,6100,54237,28561,28561,0.0,0.0,0,0,250010000,0.0001,1.15,2.7872727,0.748,0.2204995,0.0,0.0,USD,302263168,0.106809996,71425403,250010000,0.0,0.0,-0.109,1514678400,1546214400,1530316800,2.495,9581000,0.48,1:10,1222300800,3.37,9.013,PNK,EQUITY,PROM,PROM,PROPEL MEDIA INC,"Propel Media, Inc.",1154439000,America/New_York,EDT,-14400000,1.0,none,3425000,0.014,33535000,55678000,0.552,0.612,89697000,0.359,0.43519002,55867000,13985375,23017000,2.495,-0.058,0.68235,0.37387002,0.35285,USD,
