,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Ramkrishna Mandir Road,Off Mathuradas Vasanji Road Andheri (East),Mumbai,400059,India,91 22 2835 7000,91 22 2835 7831,https://www.vinylchemicals.com,Specialty Chemicals,Basic Materials,"Vinyl Chemicals (India) Limited trades in various chemicals in India. The company manufactures and sells vinyl acetate monomer. Vinyl Chemicals (India) Limited was incorporated in 1986 and is based in Mumbai, India.",11,"{'maxAge': 1, 'name': 'Mr. Madhukar Balvantray Parekh', 'age': 76, 'title': 'Exec. Chairman & MD', 'yearBorn': 1946, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,467.1,468.95,461.1,469.75,467.1,468.95,461.1,469.75,5.0,0.0107,1690329600,0.32509997,2.25,0.339095,30.39042,2480,2480,10562,6978,6978,462.6,463.75,0,0,8565264384,314.65,952.1,1.0482929,472.782,461.51025,0.0,0.0,INR,8094414848,0.03455,8353288,18337100,0.54446,0.00154,61.795,7.494943,1680220800,1711843200,1688083200,-0.679,282264992,15.24,0.991,19.118,BSE,EQUITY,VINYLINDIA.BO,VINYLINDIA.BO,VINYL CHEMICALS (INDIA) LTD.,Vinyl Chemicals (India) Limited,946871100,Asia/Kolkata,IST,19800000,463.15,none,403364992,21.997,423387008,4947000,8170678784,0.436,445.38,-0.68,-0.629,0.06398,0.051820002,0.05173,INR,
1,Ramkrishna Mandir Road,Off Mathuradas Vasanji Road Andheri (East),Mumbai,400059,India,91 22 2835 7000,91 22 2835 7831,https://www.vinylchemicals.com,Specialty Chemicals,Basic Materials,"Vinyl Chemicals (India) Limited trades in various chemicals in India. The company manufactures and sells vinyl acetate monomer. Vinyl Chemicals (India) Limited was incorporated in 1986 and is based in Mumbai, India.",11,"{'maxAge': 1, 'name': 'Mr. Mahendra Shantaram Gayatonde', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,467.1,468.95,461.1,469.75,467.1,468.95,461.1,469.75,5.0,0.0107,1690329600,0.32509997,2.25,0.339095,30.39042,2480,2480,10562,6978,6978,462.6,463.75,0,0,8565264384,314.65,952.1,1.0482929,472.782,461.51025,0.0,0.0,INR,8094414848,0.03455,8353288,18337100,0.54446,0.00154,61.795,7.494943,1680220800,1711843200,1688083200,-0.679,282264992,15.24,0.991,19.118,BSE,EQUITY,VINYLINDIA.BO,VINYLINDIA.BO,VINYL CHEMICALS (INDIA) LTD.,Vinyl Chemicals (India) Limited,946871100,Asia/Kolkata,IST,19800000,463.15,none,403364992,21.997,423387008,4947000,8170678784,0.436,445.38,-0.68,-0.629,0.06398,0.051820002,0.05173,INR,
2,Ramkrishna Mandir Road,Off Mathuradas Vasanji Road Andheri (East),Mumbai,400059,India,91 22 2835 7000,91 22 2835 7831,https://www.vinylchemicals.com,Specialty Chemicals,Basic Materials,"Vinyl Chemicals (India) Limited trades in various chemicals in India. The company manufactures and sells vinyl acetate monomer. Vinyl Chemicals (India) Limited was incorporated in 1986 and is based in Mumbai, India.",11,"{'maxAge': 1, 'name': 'Mr. Priykant Chhotalal Patel', 'title': 'Pres, Compliance Officer & Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,467.1,468.95,461.1,469.75,467.1,468.95,461.1,469.75,5.0,0.0107,1690329600,0.32509997,2.25,0.339095,30.39042,2480,2480,10562,6978,6978,462.6,463.75,0,0,8565264384,314.65,952.1,1.0482929,472.782,461.51025,0.0,0.0,INR,8094414848,0.03455,8353288,18337100,0.54446,0.00154,61.795,7.494943,1680220800,1711843200,1688083200,-0.679,282264992,15.24,0.991,19.118,BSE,EQUITY,VINYLINDIA.BO,VINYLINDIA.BO,VINYL CHEMICALS (INDIA) LTD.,Vinyl Chemicals (India) Limited,946871100,Asia/Kolkata,IST,19800000,463.15,none,403364992,21.997,423387008,4947000,8170678784,0.436,445.38,-0.68,-0.629,0.06398,0.051820002,0.05173,INR,
3,Ramkrishna Mandir Road,Off Mathuradas Vasanji Road Andheri (East),Mumbai,400059,India,91 22 2835 7000,91 22 2835 7831,https://www.vinylchemicals.com,Specialty Chemicals,Basic Materials,"Vinyl Chemicals (India) Limited trades in various chemicals in India. The company manufactures and sells vinyl acetate monomer. Vinyl Chemicals (India) Limited was incorporated in 1986 and is based in Mumbai, India.",11,"{'maxAge': 1, 'name': 'Mr. K. S. Krishnan', 'title': 'Additional Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,467.1,468.95,461.1,469.75,467.1,468.95,461.1,469.75,5.0,0.0107,1690329600,0.32509997,2.25,0.339095,30.39042,2480,2480,10562,6978,6978,462.6,463.75,0,0,8565264384,314.65,952.1,1.0482929,472.782,461.51025,0.0,0.0,INR,8094414848,0.03455,8353288,18337100,0.54446,0.00154,61.795,7.494943,1680220800,1711843200,1688083200,-0.679,282264992,15.24,0.991,19.118,BSE,EQUITY,VINYLINDIA.BO,VINYLINDIA.BO,VINYL CHEMICALS (INDIA) LTD.,Vinyl Chemicals (India) Limited,946871100,Asia/Kolkata,IST,19800000,463.15,none,403364992,21.997,423387008,4947000,8170678784,0.436,445.38,-0.68,-0.629,0.06398,0.051820002,0.05173,INR,
