,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,55 City Centre Drive,Suite 1000,Mississauga,ON,L5B 1M3,Canada,905 281 3800,905 281 5890,https://www.morguard.com,REIT—Diversified,Real Estate,"The Trust is a closed-end real estate investment trust, which owns a diversified portfolio of 46 retail, office and industrial income producing properties in Canada with a book value of $2.4 billion and approximately 8.2 million square feet of leasable space.","{'maxAge': 1, 'name': 'Mr. Kuldip Rai Sahi FCA, FCGA, FCPA', 'age': 75, 'title': 'Chairman, Pres & CEO', 'yearBorn': 1947, 'fiscalYear': 2022, 'totalPay': 100000, 'exercisedValue': 0, 'unexercisedValue': 0}",8,10,8,5,10,1693526400,1672444800,86400,2,5.64,5.62,5.62,5.7,5.64,5.62,5.62,5.7,0.24,0.042600002,1695859200,8.03,1.387219,5.7373734,87803,87803,17717,26320,26320,5.68,5.7,0,0,364947936,4.95,5.7,1.4628462,5.4736,5.40135,0.24,0.04255319,CAD,1632874880,-0.6439,14027364,64251400,1698339,1707213,1690761600,1693440000,0.026400002,0.68414,0.010980001,95.51,16.128,0.35218254,1672444800,1703980800,1688083200,-160640000,-2.5,0.99,6.545,13.152,TOR,EQUITY,MRT-UN.TO,MRT-UN.TO,MORGUARD UN,Morguard Real Estate Investment Trust,928762200,America/Toronto,EDT,-14400000,5.68,6.0,5.5,5.83,6.0,3.0,hold,3,11351000,0.177,124153000,1279277952,0.045,0.074,249478000,123.45,3.885,0.03151,-0.1429,124304000,43418376,66544000,0.021,0.51293,0.49765,0.49732,CAD,
1,55 City Centre Drive,Suite 1000,Mississauga,ON,L5B 1M3,Canada,905 281 3800,905 281 5890,https://www.morguard.com,REIT—Diversified,Real Estate,"The Trust is a closed-end real estate investment trust, which owns a diversified portfolio of 46 retail, office and industrial income producing properties in Canada with a book value of $2.4 billion and approximately 8.2 million square feet of leasable space.","{'maxAge': 1, 'name': 'Mr. Andrew  Tamlin CA, CPA', 'title': 'Chief Financial Officer', 'fiscalYear': 2022, 'totalPay': 219787, 'exercisedValue': 0, 'unexercisedValue': 0}",8,10,8,5,10,1693526400,1672444800,86400,2,5.64,5.62,5.62,5.7,5.64,5.62,5.62,5.7,0.24,0.042600002,1695859200,8.03,1.387219,5.7373734,87803,87803,17717,26320,26320,5.68,5.7,0,0,364947936,4.95,5.7,1.4628462,5.4736,5.40135,0.24,0.04255319,CAD,1632874880,-0.6439,14027364,64251400,1698339,1707213,1690761600,1693440000,0.026400002,0.68414,0.010980001,95.51,16.128,0.35218254,1672444800,1703980800,1688083200,-160640000,-2.5,0.99,6.545,13.152,TOR,EQUITY,MRT-UN.TO,MRT-UN.TO,MORGUARD UN,Morguard Real Estate Investment Trust,928762200,America/Toronto,EDT,-14400000,5.68,6.0,5.5,5.83,6.0,3.0,hold,3,11351000,0.177,124153000,1279277952,0.045,0.074,249478000,123.45,3.885,0.03151,-0.1429,124304000,43418376,66544000,0.021,0.51293,0.49765,0.49732,CAD,
2,55 City Centre Drive,Suite 1000,Mississauga,ON,L5B 1M3,Canada,905 281 3800,905 281 5890,https://www.morguard.com,REIT—Diversified,Real Estate,"The Trust is a closed-end real estate investment trust, which owns a diversified portfolio of 46 retail, office and industrial income producing properties in Canada with a book value of $2.4 billion and approximately 8.2 million square feet of leasable space.","{'maxAge': 1, 'name': 'Ms. Beverley Gail Flynn L.L.B., LLB', 'title': 'Sr. VP, Gen. Counsel & Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",8,10,8,5,10,1693526400,1672444800,86400,2,5.64,5.62,5.62,5.7,5.64,5.62,5.62,5.7,0.24,0.042600002,1695859200,8.03,1.387219,5.7373734,87803,87803,17717,26320,26320,5.68,5.7,0,0,364947936,4.95,5.7,1.4628462,5.4736,5.40135,0.24,0.04255319,CAD,1632874880,-0.6439,14027364,64251400,1698339,1707213,1690761600,1693440000,0.026400002,0.68414,0.010980001,95.51,16.128,0.35218254,1672444800,1703980800,1688083200,-160640000,-2.5,0.99,6.545,13.152,TOR,EQUITY,MRT-UN.TO,MRT-UN.TO,MORGUARD UN,Morguard Real Estate Investment Trust,928762200,America/Toronto,EDT,-14400000,5.68,6.0,5.5,5.83,6.0,3.0,hold,3,11351000,0.177,124153000,1279277952,0.045,0.074,249478000,123.45,3.885,0.03151,-0.1429,124304000,43418376,66544000,0.021,0.51293,0.49765,0.49732,CAD,
3,55 City Centre Drive,Suite 1000,Mississauga,ON,L5B 1M3,Canada,905 281 3800,905 281 5890,https://www.morguard.com,REIT—Diversified,Real Estate,"The Trust is a closed-end real estate investment trust, which owns a diversified portfolio of 46 retail, office and industrial income producing properties in Canada with a book value of $2.4 billion and approximately 8.2 million square feet of leasable space.","{'maxAge': 1, 'name': 'Ms. Angela  Sahi', 'title': 'Sr. VP', 'exercisedValue': 0, 'unexercisedValue': 0}",8,10,8,5,10,1693526400,1672444800,86400,2,5.64,5.62,5.62,5.7,5.64,5.62,5.62,5.7,0.24,0.042600002,1695859200,8.03,1.387219,5.7373734,87803,87803,17717,26320,26320,5.68,5.7,0,0,364947936,4.95,5.7,1.4628462,5.4736,5.40135,0.24,0.04255319,CAD,1632874880,-0.6439,14027364,64251400,1698339,1707213,1690761600,1693440000,0.026400002,0.68414,0.010980001,95.51,16.128,0.35218254,1672444800,1703980800,1688083200,-160640000,-2.5,0.99,6.545,13.152,TOR,EQUITY,MRT-UN.TO,MRT-UN.TO,MORGUARD UN,Morguard Real Estate Investment Trust,928762200,America/Toronto,EDT,-14400000,5.68,6.0,5.5,5.83,6.0,3.0,hold,3,11351000,0.177,124153000,1279277952,0.045,0.074,249478000,123.45,3.885,0.03151,-0.1429,124304000,43418376,66544000,0.021,0.51293,0.49765,0.49732,CAD,
4,55 City Centre Drive,Suite 1000,Mississauga,ON,L5B 1M3,Canada,905 281 3800,905 281 5890,https://www.morguard.com,REIT—Diversified,Real Estate,"The Trust is a closed-end real estate investment trust, which owns a diversified portfolio of 46 retail, office and industrial income producing properties in Canada with a book value of $2.4 billion and approximately 8.2 million square feet of leasable space.","{'maxAge': 1, 'name': 'Mr. Paul  Miatello CA, CPA', 'age': 52, 'title': 'Sr. VP', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",8,10,8,5,10,1693526400,1672444800,86400,2,5.64,5.62,5.62,5.7,5.64,5.62,5.62,5.7,0.24,0.042600002,1695859200,8.03,1.387219,5.7373734,87803,87803,17717,26320,26320,5.68,5.7,0,0,364947936,4.95,5.7,1.4628462,5.4736,5.40135,0.24,0.04255319,CAD,1632874880,-0.6439,14027364,64251400,1698339,1707213,1690761600,1693440000,0.026400002,0.68414,0.010980001,95.51,16.128,0.35218254,1672444800,1703980800,1688083200,-160640000,-2.5,0.99,6.545,13.152,TOR,EQUITY,MRT-UN.TO,MRT-UN.TO,MORGUARD UN,Morguard Real Estate Investment Trust,928762200,America/Toronto,EDT,-14400000,5.68,6.0,5.5,5.83,6.0,3.0,hold,3,11351000,0.177,124153000,1279277952,0.045,0.074,249478000,123.45,3.885,0.03151,-0.1429,124304000,43418376,66544000,0.021,0.51293,0.49765,0.49732,CAD,
5,55 City Centre Drive,Suite 1000,Mississauga,ON,L5B 1M3,Canada,905 281 3800,905 281 5890,https://www.morguard.com,REIT—Diversified,Real Estate,"The Trust is a closed-end real estate investment trust, which owns a diversified portfolio of 46 retail, office and industrial income producing properties in Canada with a book value of $2.4 billion and approximately 8.2 million square feet of leasable space.","{'maxAge': 1, 'name': 'Mr. Arjun  Chowdhury', 'title': 'Director of Asset Management', 'exercisedValue': 0, 'unexercisedValue': 0}",8,10,8,5,10,1693526400,1672444800,86400,2,5.64,5.62,5.62,5.7,5.64,5.62,5.62,5.7,0.24,0.042600002,1695859200,8.03,1.387219,5.7373734,87803,87803,17717,26320,26320,5.68,5.7,0,0,364947936,4.95,5.7,1.4628462,5.4736,5.40135,0.24,0.04255319,CAD,1632874880,-0.6439,14027364,64251400,1698339,1707213,1690761600,1693440000,0.026400002,0.68414,0.010980001,95.51,16.128,0.35218254,1672444800,1703980800,1688083200,-160640000,-2.5,0.99,6.545,13.152,TOR,EQUITY,MRT-UN.TO,MRT-UN.TO,MORGUARD UN,Morguard Real Estate Investment Trust,928762200,America/Toronto,EDT,-14400000,5.68,6.0,5.5,5.83,6.0,3.0,hold,3,11351000,0.177,124153000,1279277952,0.045,0.074,249478000,123.45,3.885,0.03151,-0.1429,124304000,43418376,66544000,0.021,0.51293,0.49765,0.49732,CAD,
6,55 City Centre Drive,Suite 1000,Mississauga,ON,L5B 1M3,Canada,905 281 3800,905 281 5890,https://www.morguard.com,REIT—Diversified,Real Estate,"The Trust is a closed-end real estate investment trust, which owns a diversified portfolio of 46 retail, office and industrial income producing properties in Canada with a book value of $2.4 billion and approximately 8.2 million square feet of leasable space.","{'maxAge': 1, 'name': 'Mr. John  Ginis', 'title': 'Director of Asset Management - Retail', 'exercisedValue': 0, 'unexercisedValue': 0}",8,10,8,5,10,1693526400,1672444800,86400,2,5.64,5.62,5.62,5.7,5.64,5.62,5.62,5.7,0.24,0.042600002,1695859200,8.03,1.387219,5.7373734,87803,87803,17717,26320,26320,5.68,5.7,0,0,364947936,4.95,5.7,1.4628462,5.4736,5.40135,0.24,0.04255319,CAD,1632874880,-0.6439,14027364,64251400,1698339,1707213,1690761600,1693440000,0.026400002,0.68414,0.010980001,95.51,16.128,0.35218254,1672444800,1703980800,1688083200,-160640000,-2.5,0.99,6.545,13.152,TOR,EQUITY,MRT-UN.TO,MRT-UN.TO,MORGUARD UN,Morguard Real Estate Investment Trust,928762200,America/Toronto,EDT,-14400000,5.68,6.0,5.5,5.83,6.0,3.0,hold,3,11351000,0.177,124153000,1279277952,0.045,0.074,249478000,123.45,3.885,0.03151,-0.1429,124304000,43418376,66544000,0.021,0.51293,0.49765,0.49732,CAD,
