,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,lastSplitFactor,lastSplitDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,debtToEquity,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,9170 Glades Road,Suite 150,Boca Raton,FL,33434,United States,360-820-5973,https://www.smceinc.com,Asset Management,Financial Services,"SMC Entertainment, Inc., an early stage developmental company focuses on the development of fintech technology in the United States. It intends to provide fintech-disruption business products and services. The company was formerly known as SMC Recordings, Inc. and changed its name to SMC Entertainment, Inc. in May 2011. The company was incorporated in 1998 and is based in Boca Raton, Florida.",5,"{'maxAge': 1, 'name': 'Mr. Erik  Blum', 'age': 56, 'title': 'Chairman, CEO, Pres & CFO', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 305000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.001,0.001,0.0008,0.001,0.001,0.001,0.0008,0.001,-0.095781,252000,252000,5393790,4031012,4031012,0.0,0.0,0,0,83999,0.0007,0.0046,0.0009086,0.00131225,0.0,0.0,USD,2222302,0.0,716119933,0,0.019,0.047368422,1672444800,1703980800,1688083200,-191293,1:50,1304640000,PNK,EQUITY,SMCE,SMCE,SMC ENTERTAINMENT INC,"SMC Entertainment, Inc.",1033479000,America/New_York,EDT,-14400000,0.0009,none,41091,0.0,1214049,0.107,0.107,5.471,-98791,0.0,0.0,0.0,USD,
1,9170 Glades Road,Suite 150,Boca Raton,FL,33434,United States,360-820-5973,https://www.smceinc.com,Asset Management,Financial Services,"SMC Entertainment, Inc., an early stage developmental company focuses on the development of fintech technology in the United States. It intends to provide fintech-disruption business products and services. The company was formerly known as SMC Recordings, Inc. and changed its name to SMC Entertainment, Inc. in May 2011. The company was incorporated in 1998 and is based in Boca Raton, Florida.",5,"{'maxAge': 1, 'name': 'Mr. Ronald E. Hughes', 'age': 60, 'title': 'COO & Director', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 217500, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.001,0.001,0.0008,0.001,0.001,0.001,0.0008,0.001,-0.095781,252000,252000,5393790,4031012,4031012,0.0,0.0,0,0,83999,0.0007,0.0046,0.0009086,0.00131225,0.0,0.0,USD,2222302,0.0,716119933,0,0.019,0.047368422,1672444800,1703980800,1688083200,-191293,1:50,1304640000,PNK,EQUITY,SMCE,SMCE,SMC ENTERTAINMENT INC,"SMC Entertainment, Inc.",1033479000,America/New_York,EDT,-14400000,0.0009,none,41091,0.0,1214049,0.107,0.107,5.471,-98791,0.0,0.0,0.0,USD,
2,9170 Glades Road,Suite 150,Boca Raton,FL,33434,United States,360-820-5973,https://www.smceinc.com,Asset Management,Financial Services,"SMC Entertainment, Inc., an early stage developmental company focuses on the development of fintech technology in the United States. It intends to provide fintech-disruption business products and services. The company was formerly known as SMC Recordings, Inc. and changed its name to SMC Entertainment, Inc. in May 2011. The company was incorporated in 1998 and is based in Boca Raton, Florida.",5,"{'maxAge': 1, 'name': 'Mr. Jayakumar  Gopalan', 'age': 45, 'title': 'CTO & Director', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.001,0.001,0.0008,0.001,0.001,0.001,0.0008,0.001,-0.095781,252000,252000,5393790,4031012,4031012,0.0,0.0,0,0,83999,0.0007,0.0046,0.0009086,0.00131225,0.0,0.0,USD,2222302,0.0,716119933,0,0.019,0.047368422,1672444800,1703980800,1688083200,-191293,1:50,1304640000,PNK,EQUITY,SMCE,SMCE,SMC ENTERTAINMENT INC,"SMC Entertainment, Inc.",1033479000,America/New_York,EDT,-14400000,0.0009,none,41091,0.0,1214049,0.107,0.107,5.471,-98791,0.0,0.0,0.0,USD,
