,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,profitMargins,sharesOutstanding,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,ebitda,totalDebt,currentRatio,totalRevenue,debtToEquity,returnOnAssets,returnOnEquity,grossProfits,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,4925 Greenville Avenue,Suite 915 One Energy Square,Dallas,TX,75206,United States,214 373 0318,214 373 8035,https://www.trekresources.com,Oil & Gas E&P,Energy,"Trek Resources, Inc., an independent energy company, engages in the exploration, development, exploitation, and acquisition of onshore oil and natural gas properties principally in the United States. The company was formerly known as McGowen Resources Company, Inc. and changed its name to Trek Resources, Inc. in 2001. Trek Resources was incorporated in 1983 and is based in Dallas, Texas.","{'maxAge': 1, 'name': 'Mr. Michael E. Montgomery', 'age': 68, 'title': 'Chairman, CEO, Pres, CFO and Principal Accounting Officer', 'yearBorn': 1954, 'fiscalYear': 2004, 'totalPay': 123600, 'exercisedValue': 0, 'unexercisedValue': 0}",1104451200,86400,2,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,0.0,0.856154,4.79172,4,4,4,0,0,0.0,0.0,0,0,8133750,200.0,400.0,0.52676314,375.0,352.25,0.0,0.0,USD,0.23035999,0,1348963200,1380499200,1372550400,0.078,3557000,78.26,1:10,1046044800,PNK,EQUITY,TRKX,TRKX,TREK RESOURCES INC,"Trek Resources, Inc.",1348579800,America/New_York,EDT,-14400000,375.0,none,7242000,22793000,1.765,15441000,67.373,0.03579,0.110819995,9750000,0.09,0.65708,0.46901,0.20684999,USD,
1,4925 Greenville Avenue,Suite 915 One Energy Square,Dallas,TX,75206,United States,214 373 0318,214 373 8035,https://www.trekresources.com,Oil & Gas E&P,Energy,"Trek Resources, Inc., an independent energy company, engages in the exploration, development, exploitation, and acquisition of onshore oil and natural gas properties principally in the United States. The company was formerly known as McGowen Resources Company, Inc. and changed its name to Trek Resources, Inc. in 2001. Trek Resources was incorporated in 1983 and is based in Dallas, Texas.","{'maxAge': 1, 'name': 'Ms. Leslie J. Wylie', 'age': 71, 'title': 'Sr. VP and Gen. Counsel', 'yearBorn': 1951, 'exercisedValue': 0, 'unexercisedValue': 0}",1104451200,86400,2,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,0.0,0.856154,4.79172,4,4,4,0,0,0.0,0.0,0,0,8133750,200.0,400.0,0.52676314,375.0,352.25,0.0,0.0,USD,0.23035999,0,1348963200,1380499200,1372550400,0.078,3557000,78.26,1:10,1046044800,PNK,EQUITY,TRKX,TRKX,TREK RESOURCES INC,"Trek Resources, Inc.",1348579800,America/New_York,EDT,-14400000,375.0,none,7242000,22793000,1.765,15441000,67.373,0.03579,0.110819995,9750000,0.09,0.65708,0.46901,0.20684999,USD,
2,4925 Greenville Avenue,Suite 915 One Energy Square,Dallas,TX,75206,United States,214 373 0318,214 373 8035,https://www.trekresources.com,Oil & Gas E&P,Energy,"Trek Resources, Inc., an independent energy company, engages in the exploration, development, exploitation, and acquisition of onshore oil and natural gas properties principally in the United States. The company was formerly known as McGowen Resources Company, Inc. and changed its name to Trek Resources, Inc. in 2001. Trek Resources was incorporated in 1983 and is based in Dallas, Texas.","{'maxAge': 1, 'name': 'Mrs. Mary Helen Cole', 'title': 'Sr. VP & Controller', 'exercisedValue': 0, 'unexercisedValue': 0}",1104451200,86400,2,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,0.0,0.856154,4.79172,4,4,4,0,0,0.0,0.0,0,0,8133750,200.0,400.0,0.52676314,375.0,352.25,0.0,0.0,USD,0.23035999,0,1348963200,1380499200,1372550400,0.078,3557000,78.26,1:10,1046044800,PNK,EQUITY,TRKX,TRKX,TREK RESOURCES INC,"Trek Resources, Inc.",1348579800,America/New_York,EDT,-14400000,375.0,none,7242000,22793000,1.765,15441000,67.373,0.03579,0.110819995,9750000,0.09,0.65708,0.46901,0.20684999,USD,
3,4925 Greenville Avenue,Suite 915 One Energy Square,Dallas,TX,75206,United States,214 373 0318,214 373 8035,https://www.trekresources.com,Oil & Gas E&P,Energy,"Trek Resources, Inc., an independent energy company, engages in the exploration, development, exploitation, and acquisition of onshore oil and natural gas properties principally in the United States. The company was formerly known as McGowen Resources Company, Inc. and changed its name to Trek Resources, Inc. in 2001. Trek Resources was incorporated in 1983 and is based in Dallas, Texas.","{'maxAge': 1, 'name': 'Mr. Kenneth R. Smith', 'age': 69, 'title': 'Exec. VP, Sec. & Director', 'yearBorn': 1953, 'exercisedValue': 0, 'unexercisedValue': 0}",1104451200,86400,2,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,0.0,0.856154,4.79172,4,4,4,0,0,0.0,0.0,0,0,8133750,200.0,400.0,0.52676314,375.0,352.25,0.0,0.0,USD,0.23035999,0,1348963200,1380499200,1372550400,0.078,3557000,78.26,1:10,1046044800,PNK,EQUITY,TRKX,TRKX,TREK RESOURCES INC,"Trek Resources, Inc.",1348579800,America/New_York,EDT,-14400000,375.0,none,7242000,22793000,1.765,15441000,67.373,0.03579,0.110819995,9750000,0.09,0.65708,0.46901,0.20684999,USD,
