,address1,address2,city,state,zip,country,phone,industry,industryDisp,sector,sectorDisp,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,returnOnAssets,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,60 Walnut Avenue,Suite 400,Clark,NJ,07066,United States,732 340 0700,Shell Companies,Shell Companies,Financial Services,Financial Services,"Achari Ventures Holdings Corp. I does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses in the cannabis industry. The company was incorporated in 2021 and is based in Clark, New Jersey.","{'maxAge': 1, 'name': 'Mr. Vikas  Desai', 'age': 30, 'title': 'CEO & Chairman', 'yearBorn': 1992, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,10.66,10.67,10.66,10.66,10.66,10.67,10.66,10.66,0.0,2,2,1696,60,60,10.64,17.05,1800,800,33454490,10.02,10.94,10.69158,10.54972,0.0,0.0,USD,33661444,0.0,372236,3138320,194,3166,1690761600,1693440000,0.0001,0.79660004,0.31704,0.48,0.00029999999,3138320,-1.863,1672444800,1703980800,1688083200,-821928,-0.37,0.061753035,0.14113986,NGM,EQUITY,AVHI,AVHI,Achari Ventures Holdings Corp. ,Achari Ventures Holdings Corp. I,1637159400,America/New_York,EDT,76b036df-37f2-3a76-a3f7-f5e5d9a94578,finmb_705207060,-14400000,10.66,none,8056,0.003,215000,0.003,0.03,-0.03086,794078,-775113,0.0,0.0,0.0,USD,
1,60 Walnut Avenue,Suite 400,Clark,NJ,07066,United States,732 340 0700,Shell Companies,Shell Companies,Financial Services,Financial Services,"Achari Ventures Holdings Corp. I does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses in the cannabis industry. The company was incorporated in 2021 and is based in Clark, New Jersey.","{'maxAge': 1, 'name': 'Mr. Mitchell G. Hara', 'age': 56, 'title': 'COO & CFO', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,10.66,10.67,10.66,10.66,10.66,10.67,10.66,10.66,0.0,2,2,1696,60,60,10.64,17.05,1800,800,33454490,10.02,10.94,10.69158,10.54972,0.0,0.0,USD,33661444,0.0,372236,3138320,194,3166,1690761600,1693440000,0.0001,0.79660004,0.31704,0.48,0.00029999999,3138320,-1.863,1672444800,1703980800,1688083200,-821928,-0.37,0.061753035,0.14113986,NGM,EQUITY,AVHI,AVHI,Achari Ventures Holdings Corp. ,Achari Ventures Holdings Corp. I,1637159400,America/New_York,EDT,76b036df-37f2-3a76-a3f7-f5e5d9a94578,finmb_705207060,-14400000,10.66,none,8056,0.003,215000,0.003,0.03,-0.03086,794078,-775113,0.0,0.0,0.0,USD,
2,60 Walnut Avenue,Suite 400,Clark,NJ,07066,United States,732 340 0700,Shell Companies,Shell Companies,Financial Services,Financial Services,"Achari Ventures Holdings Corp. I does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses in the cannabis industry. The company was incorporated in 2021 and is based in Clark, New Jersey.","{'maxAge': 1, 'name': 'Mr. Merrick  Friedman', 'age': 33, 'title': 'Chief Investment Officer, Corp. Sec. & Director', 'yearBorn': 1989, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,10.66,10.67,10.66,10.66,10.66,10.67,10.66,10.66,0.0,2,2,1696,60,60,10.64,17.05,1800,800,33454490,10.02,10.94,10.69158,10.54972,0.0,0.0,USD,33661444,0.0,372236,3138320,194,3166,1690761600,1693440000,0.0001,0.79660004,0.31704,0.48,0.00029999999,3138320,-1.863,1672444800,1703980800,1688083200,-821928,-0.37,0.061753035,0.14113986,NGM,EQUITY,AVHI,AVHI,Achari Ventures Holdings Corp. ,Achari Ventures Holdings Corp. I,1637159400,America/New_York,EDT,76b036df-37f2-3a76-a3f7-f5e5d9a94578,finmb_705207060,-14400000,10.66,none,8056,0.003,215000,0.003,0.03,-0.03086,794078,-775113,0.0,0.0,0.0,USD,
