,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,debtToEquity,returnOnAssets,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,82 Richmond Street East,Toronto,ON,M5C 1P1,Canada,416 361 0737,https://ppxmining.com,Other Precious Metals & Mining,Basic Materials,"PPX Mining Corp., an exploration stage company, engages in the acquisition, exploration, and evaluation of mineral properties in Peru. The company explores for gold and silver deposits. Its flagship property is the 100% owned Igor project that includes four concessions covering an area of approximately 1,300 hectares located in northern Peru. The company was formerly known as Peruvian Precious Metals Corp. and changed its name to PPX Mining Corp. in August 2016. PPX Mining Corp. was incorporated in 1987 and is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Brian  Imrie', 'title': 'Exec. Chairman', 'fiscalYear': 2021, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.03,0.03,0.025,0.025,0.03,0.03,0.025,0.025,0.0,0.350023,1.5,49000,49000,16488,8200,8200,0.025,0.03,19082340,0.02,0.04,0.0216,0.02245,0.0,0.0,CAD,23700512,0.0,350097237,636078016,50000,768,1673568000,1693440000,0.0001,0.22134,0.19382,9.33,0.008,3.7499998,1664496000,1696032000,1688083200,5153194,0.02,-7.375,VAN,EQUITY,PPX.V,PPX.V,PPX MINING CORP,PPX Mining Corp.,1121434200,America/Toronto,EDT,-14400000,0.03,3.35,3.0,3.1,3.03,3.0,hold,4,1532533,0.002,-3213524,6150710,0.809,1.373,121.725,-0.18877001,-6074364,-6796420,0.0,0.0,0.0,CAD,
1,82 Richmond Street East,Toronto,ON,M5C 1P1,Canada,416 361 0737,https://ppxmining.com,Other Precious Metals & Mining,Basic Materials,"PPX Mining Corp., an exploration stage company, engages in the acquisition, exploration, and evaluation of mineral properties in Peru. The company explores for gold and silver deposits. Its flagship property is the 100% owned Igor project that includes four concessions covering an area of approximately 1,300 hectares located in northern Peru. The company was formerly known as Peruvian Precious Metals Corp. and changed its name to PPX Mining Corp. in August 2016. PPX Mining Corp. was incorporated in 1987 and is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Dr. John Alan Thomas B.Sc, M.Sc., P.Eng.', 'age': 75, 'title': 'Interim CEO & Exec. Director', 'yearBorn': 1947, 'fiscalYear': 2021, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.03,0.03,0.025,0.025,0.03,0.03,0.025,0.025,0.0,0.350023,1.5,49000,49000,16488,8200,8200,0.025,0.03,19082340,0.02,0.04,0.0216,0.02245,0.0,0.0,CAD,23700512,0.0,350097237,636078016,50000,768,1673568000,1693440000,0.0001,0.22134,0.19382,9.33,0.008,3.7499998,1664496000,1696032000,1688083200,5153194,0.02,-7.375,VAN,EQUITY,PPX.V,PPX.V,PPX MINING CORP,PPX Mining Corp.,1121434200,America/Toronto,EDT,-14400000,0.03,3.35,3.0,3.1,3.03,3.0,hold,4,1532533,0.002,-3213524,6150710,0.809,1.373,121.725,-0.18877001,-6074364,-6796420,0.0,0.0,0.0,CAD,
2,82 Richmond Street East,Toronto,ON,M5C 1P1,Canada,416 361 0737,https://ppxmining.com,Other Precious Metals & Mining,Basic Materials,"PPX Mining Corp., an exploration stage company, engages in the acquisition, exploration, and evaluation of mineral properties in Peru. The company explores for gold and silver deposits. Its flagship property is the 100% owned Igor project that includes four concessions covering an area of approximately 1,300 hectares located in northern Peru. The company was formerly known as Peruvian Precious Metals Corp. and changed its name to PPX Mining Corp. in August 2016. PPX Mining Corp. was incorporated in 1987 and is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Pompeyo  Gallardo', 'age': 52, 'title': 'CFO & Corp. Sec.', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.03,0.03,0.025,0.025,0.03,0.03,0.025,0.025,0.0,0.350023,1.5,49000,49000,16488,8200,8200,0.025,0.03,19082340,0.02,0.04,0.0216,0.02245,0.0,0.0,CAD,23700512,0.0,350097237,636078016,50000,768,1673568000,1693440000,0.0001,0.22134,0.19382,9.33,0.008,3.7499998,1664496000,1696032000,1688083200,5153194,0.02,-7.375,VAN,EQUITY,PPX.V,PPX.V,PPX MINING CORP,PPX Mining Corp.,1121434200,America/Toronto,EDT,-14400000,0.03,3.35,3.0,3.1,3.03,3.0,hold,4,1532533,0.002,-3213524,6150710,0.809,1.373,121.725,-0.18877001,-6074364,-6796420,0.0,0.0,0.0,CAD,
3,82 Richmond Street East,Toronto,ON,M5C 1P1,Canada,416 361 0737,https://ppxmining.com,Other Precious Metals & Mining,Basic Materials,"PPX Mining Corp., an exploration stage company, engages in the acquisition, exploration, and evaluation of mineral properties in Peru. The company explores for gold and silver deposits. Its flagship property is the 100% owned Igor project that includes four concessions covering an area of approximately 1,300 hectares located in northern Peru. The company was formerly known as Peruvian Precious Metals Corp. and changed its name to PPX Mining Corp. in August 2016. PPX Mining Corp. was incorporated in 1987 and is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Ms. Kimberly Ann Arntson', 'title': 'Consultant', 'fiscalYear': 2017, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.03,0.03,0.025,0.025,0.03,0.03,0.025,0.025,0.0,0.350023,1.5,49000,49000,16488,8200,8200,0.025,0.03,19082340,0.02,0.04,0.0216,0.02245,0.0,0.0,CAD,23700512,0.0,350097237,636078016,50000,768,1673568000,1693440000,0.0001,0.22134,0.19382,9.33,0.008,3.7499998,1664496000,1696032000,1688083200,5153194,0.02,-7.375,VAN,EQUITY,PPX.V,PPX.V,PPX MINING CORP,PPX Mining Corp.,1121434200,America/Toronto,EDT,-14400000,0.03,3.35,3.0,3.1,3.03,3.0,hold,4,1532533,0.002,-3213524,6150710,0.809,1.373,121.725,-0.18877001,-6074364,-6796420,0.0,0.0,0.0,CAD,
