,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Two Newton Place,Suite 300 255 Washington Street,Newton,MA,02458-1634,United States,617 796 8390,617 928 1305,https://www.rmrgroup.com,Real Estate Services,Real Estate,"The RMR Group Inc., through its subsidiary, The RMR Group LLC, provides business and property management services in the United States. The company offers management services to its four publicly traded real estate investment trusts and three real estate operating companies. It also provides investment advisory and administrative services. The company was formerly known as REIT Management & Research Inc. and changed its name to The RMR Group Inc. in September 2015. The RMR Group Inc. was founded in 1986 and is headquartered in Newton, Massachusetts.",600,"{'maxAge': 1, 'name': 'Mr. Adam David Portnoy', 'age': 52, 'title': 'CEO, Pres, MD & Director', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 3318484, 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,7,10,10,1693526400,1672444800,86400,2,25.22,25.18,24.59,25.33,25.22,25.18,24.59,25.33,1.6,0.0638,1689897600,0.4348,4.35,1.474412,6.8125,14.005587,133891,133891,89233,77890,77890,24.06,25.24,800,800,416467840,20.79,31.55,1.7205434,23.9699,25.533125,1.6,0.063441716,USD,338387328,0.25386998,14165205,15612200,142424,95514,1690761600,1693440000,0.0086,0.024500001,0.84011,1.58,0.0128999995,14.354,1.7465514,1664496000,1696032000,1688083200,2.255,60755000,3.68,1.79,-13.07,1.398,2.51,NCM,EQUITY,RMR,RMR,The RMR Group Inc.,The RMR Group Inc.,1450103400,America/New_York,EDT,-14400000,25.07,37.0,23.5,30.25,30.25,2.7,hold,2,295423008,17.784,134795008,30462000,3.294,3.348,242056000,7.161,14.759,0.1372,0.35286,199980000,105181000,125106000,2.232,0.746,1.0,0.55688,0.5135,USD,
1,Two Newton Place,Suite 300 255 Washington Street,Newton,MA,02458-1634,United States,617 796 8390,617 928 1305,https://www.rmrgroup.com,Real Estate Services,Real Estate,"The RMR Group Inc., through its subsidiary, The RMR Group LLC, provides business and property management services in the United States. The company offers management services to its four publicly traded real estate investment trusts and three real estate operating companies. It also provides investment advisory and administrative services. The company was formerly known as REIT Management & Research Inc. and changed its name to The RMR Group Inc. in September 2015. The RMR Group Inc. was founded in 1986 and is headquartered in Newton, Massachusetts.",600,"{'maxAge': 1, 'name': 'Mr. Matthew Paul Jordan CPA', 'age': 47, 'title': 'Exec. VP, CFO & Treasurer', 'yearBorn': 1975, 'fiscalYear': 2022, 'totalPay': 2772901, 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,7,10,10,1693526400,1672444800,86400,2,25.22,25.18,24.59,25.33,25.22,25.18,24.59,25.33,1.6,0.0638,1689897600,0.4348,4.35,1.474412,6.8125,14.005587,133891,133891,89233,77890,77890,24.06,25.24,800,800,416467840,20.79,31.55,1.7205434,23.9699,25.533125,1.6,0.063441716,USD,338387328,0.25386998,14165205,15612200,142424,95514,1690761600,1693440000,0.0086,0.024500001,0.84011,1.58,0.0128999995,14.354,1.7465514,1664496000,1696032000,1688083200,2.255,60755000,3.68,1.79,-13.07,1.398,2.51,NCM,EQUITY,RMR,RMR,The RMR Group Inc.,The RMR Group Inc.,1450103400,America/New_York,EDT,-14400000,25.07,37.0,23.5,30.25,30.25,2.7,hold,2,295423008,17.784,134795008,30462000,3.294,3.348,242056000,7.161,14.759,0.1372,0.35286,199980000,105181000,125106000,2.232,0.746,1.0,0.55688,0.5135,USD,
2,Two Newton Place,Suite 300 255 Washington Street,Newton,MA,02458-1634,United States,617 796 8390,617 928 1305,https://www.rmrgroup.com,Real Estate Services,Real Estate,"The RMR Group Inc., through its subsidiary, The RMR Group LLC, provides business and property management services in the United States. The company offers management services to its four publicly traded real estate investment trusts and three real estate operating companies. It also provides investment advisory and administrative services. The company was formerly known as REIT Management & Research Inc. and changed its name to The RMR Group Inc. in September 2015. The RMR Group Inc. was founded in 1986 and is headquartered in Newton, Massachusetts.",600,"{'maxAge': 1, 'name': 'Ms. Jennifer Babbin Clark', 'age': 61, 'title': 'MD, Exec. VP, Gen. Counsel, Sec. & Director', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 3379103, 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,7,10,10,1693526400,1672444800,86400,2,25.22,25.18,24.59,25.33,25.22,25.18,24.59,25.33,1.6,0.0638,1689897600,0.4348,4.35,1.474412,6.8125,14.005587,133891,133891,89233,77890,77890,24.06,25.24,800,800,416467840,20.79,31.55,1.7205434,23.9699,25.533125,1.6,0.063441716,USD,338387328,0.25386998,14165205,15612200,142424,95514,1690761600,1693440000,0.0086,0.024500001,0.84011,1.58,0.0128999995,14.354,1.7465514,1664496000,1696032000,1688083200,2.255,60755000,3.68,1.79,-13.07,1.398,2.51,NCM,EQUITY,RMR,RMR,The RMR Group Inc.,The RMR Group Inc.,1450103400,America/New_York,EDT,-14400000,25.07,37.0,23.5,30.25,30.25,2.7,hold,2,295423008,17.784,134795008,30462000,3.294,3.348,242056000,7.161,14.759,0.1372,0.35286,199980000,105181000,125106000,2.232,0.746,1.0,0.55688,0.5135,USD,
3,Two Newton Place,Suite 300 255 Washington Street,Newton,MA,02458-1634,United States,617 796 8390,617 928 1305,https://www.rmrgroup.com,Real Estate Services,Real Estate,"The RMR Group Inc., through its subsidiary, The RMR Group LLC, provides business and property management services in the United States. The company offers management services to its four publicly traded real estate investment trusts and three real estate operating companies. It also provides investment advisory and administrative services. The company was formerly known as REIT Management & Research Inc. and changed its name to The RMR Group Inc. in September 2015. The RMR Group Inc. was founded in 1986 and is headquartered in Newton, Massachusetts.",600,"{'maxAge': 1, 'name': 'Mr. John G. Murray', 'age': 61, 'title': 'Exec. VP', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 1386742, 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,7,10,10,1693526400,1672444800,86400,2,25.22,25.18,24.59,25.33,25.22,25.18,24.59,25.33,1.6,0.0638,1689897600,0.4348,4.35,1.474412,6.8125,14.005587,133891,133891,89233,77890,77890,24.06,25.24,800,800,416467840,20.79,31.55,1.7205434,23.9699,25.533125,1.6,0.063441716,USD,338387328,0.25386998,14165205,15612200,142424,95514,1690761600,1693440000,0.0086,0.024500001,0.84011,1.58,0.0128999995,14.354,1.7465514,1664496000,1696032000,1688083200,2.255,60755000,3.68,1.79,-13.07,1.398,2.51,NCM,EQUITY,RMR,RMR,The RMR Group Inc.,The RMR Group Inc.,1450103400,America/New_York,EDT,-14400000,25.07,37.0,23.5,30.25,30.25,2.7,hold,2,295423008,17.784,134795008,30462000,3.294,3.348,242056000,7.161,14.759,0.1372,0.35286,199980000,105181000,125106000,2.232,0.746,1.0,0.55688,0.5135,USD,
4,Two Newton Place,Suite 300 255 Washington Street,Newton,MA,02458-1634,United States,617 796 8390,617 928 1305,https://www.rmrgroup.com,Real Estate Services,Real Estate,"The RMR Group Inc., through its subsidiary, The RMR Group LLC, provides business and property management services in the United States. The company offers management services to its four publicly traded real estate investment trusts and three real estate operating companies. It also provides investment advisory and administrative services. The company was formerly known as REIT Management & Research Inc. and changed its name to The RMR Group Inc. in September 2015. The RMR Group Inc. was founded in 1986 and is headquartered in Newton, Massachusetts.",600,"{'maxAge': 1, 'name': 'Ms. Jennifer F. Francis', 'age': 57, 'title': 'Exec. VP of RMR Group LLC', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 1787346, 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,7,10,10,1693526400,1672444800,86400,2,25.22,25.18,24.59,25.33,25.22,25.18,24.59,25.33,1.6,0.0638,1689897600,0.4348,4.35,1.474412,6.8125,14.005587,133891,133891,89233,77890,77890,24.06,25.24,800,800,416467840,20.79,31.55,1.7205434,23.9699,25.533125,1.6,0.063441716,USD,338387328,0.25386998,14165205,15612200,142424,95514,1690761600,1693440000,0.0086,0.024500001,0.84011,1.58,0.0128999995,14.354,1.7465514,1664496000,1696032000,1688083200,2.255,60755000,3.68,1.79,-13.07,1.398,2.51,NCM,EQUITY,RMR,RMR,The RMR Group Inc.,The RMR Group Inc.,1450103400,America/New_York,EDT,-14400000,25.07,37.0,23.5,30.25,30.25,2.7,hold,2,295423008,17.784,134795008,30462000,3.294,3.348,242056000,7.161,14.759,0.1372,0.35286,199980000,105181000,125106000,2.232,0.746,1.0,0.55688,0.5135,USD,
5,Two Newton Place,Suite 300 255 Washington Street,Newton,MA,02458-1634,United States,617 796 8390,617 928 1305,https://www.rmrgroup.com,Real Estate Services,Real Estate,"The RMR Group Inc., through its subsidiary, The RMR Group LLC, provides business and property management services in the United States. The company offers management services to its four publicly traded real estate investment trusts and three real estate operating companies. It also provides investment advisory and administrative services. The company was formerly known as REIT Management & Research Inc. and changed its name to The RMR Group Inc. in September 2015. The RMR Group Inc. was founded in 1986 and is headquartered in Newton, Massachusetts.",600,"{'maxAge': 1, 'name': 'Mr. Michael B. Kodesch', 'title': 'Director of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,7,10,10,1693526400,1672444800,86400,2,25.22,25.18,24.59,25.33,25.22,25.18,24.59,25.33,1.6,0.0638,1689897600,0.4348,4.35,1.474412,6.8125,14.005587,133891,133891,89233,77890,77890,24.06,25.24,800,800,416467840,20.79,31.55,1.7205434,23.9699,25.533125,1.6,0.063441716,USD,338387328,0.25386998,14165205,15612200,142424,95514,1690761600,1693440000,0.0086,0.024500001,0.84011,1.58,0.0128999995,14.354,1.7465514,1664496000,1696032000,1688083200,2.255,60755000,3.68,1.79,-13.07,1.398,2.51,NCM,EQUITY,RMR,RMR,The RMR Group Inc.,The RMR Group Inc.,1450103400,America/New_York,EDT,-14400000,25.07,37.0,23.5,30.25,30.25,2.7,hold,2,295423008,17.784,134795008,30462000,3.294,3.348,242056000,7.161,14.759,0.1372,0.35286,199980000,105181000,125106000,2.232,0.746,1.0,0.55688,0.5135,USD,
6,Two Newton Place,Suite 300 255 Washington Street,Newton,MA,02458-1634,United States,617 796 8390,617 928 1305,https://www.rmrgroup.com,Real Estate Services,Real Estate,"The RMR Group Inc., through its subsidiary, The RMR Group LLC, provides business and property management services in the United States. The company offers management services to its four publicly traded real estate investment trusts and three real estate operating companies. It also provides investment advisory and administrative services. The company was formerly known as REIT Management & Research Inc. and changed its name to The RMR Group Inc. in September 2015. The RMR Group Inc. was founded in 1986 and is headquartered in Newton, Massachusetts.",600,"{'maxAge': 1, 'name': 'Mr. Christopher  Ranjitkar', 'title': 'VP of Marketing & Corp. Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,7,10,10,1693526400,1672444800,86400,2,25.22,25.18,24.59,25.33,25.22,25.18,24.59,25.33,1.6,0.0638,1689897600,0.4348,4.35,1.474412,6.8125,14.005587,133891,133891,89233,77890,77890,24.06,25.24,800,800,416467840,20.79,31.55,1.7205434,23.9699,25.533125,1.6,0.063441716,USD,338387328,0.25386998,14165205,15612200,142424,95514,1690761600,1693440000,0.0086,0.024500001,0.84011,1.58,0.0128999995,14.354,1.7465514,1664496000,1696032000,1688083200,2.255,60755000,3.68,1.79,-13.07,1.398,2.51,NCM,EQUITY,RMR,RMR,The RMR Group Inc.,The RMR Group Inc.,1450103400,America/New_York,EDT,-14400000,25.07,37.0,23.5,30.25,30.25,2.7,hold,2,295423008,17.784,134795008,30462000,3.294,3.348,242056000,7.161,14.759,0.1372,0.35286,199980000,105181000,125106000,2.232,0.746,1.0,0.55688,0.5135,USD,
7,Two Newton Place,Suite 300 255 Washington Street,Newton,MA,02458-1634,United States,617 796 8390,617 928 1305,https://www.rmrgroup.com,Real Estate Services,Real Estate,"The RMR Group Inc., through its subsidiary, The RMR Group LLC, provides business and property management services in the United States. The company offers management services to its four publicly traded real estate investment trusts and three real estate operating companies. It also provides investment advisory and administrative services. The company was formerly known as REIT Management & Research Inc. and changed its name to The RMR Group Inc. in September 2015. The RMR Group Inc. was founded in 1986 and is headquartered in Newton, Massachusetts.",600,"{'maxAge': 1, 'name': 'Ms. Diane  Proctor', 'title': 'VP of HR', 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,7,10,10,1693526400,1672444800,86400,2,25.22,25.18,24.59,25.33,25.22,25.18,24.59,25.33,1.6,0.0638,1689897600,0.4348,4.35,1.474412,6.8125,14.005587,133891,133891,89233,77890,77890,24.06,25.24,800,800,416467840,20.79,31.55,1.7205434,23.9699,25.533125,1.6,0.063441716,USD,338387328,0.25386998,14165205,15612200,142424,95514,1690761600,1693440000,0.0086,0.024500001,0.84011,1.58,0.0128999995,14.354,1.7465514,1664496000,1696032000,1688083200,2.255,60755000,3.68,1.79,-13.07,1.398,2.51,NCM,EQUITY,RMR,RMR,The RMR Group Inc.,The RMR Group Inc.,1450103400,America/New_York,EDT,-14400000,25.07,37.0,23.5,30.25,30.25,2.7,hold,2,295423008,17.784,134795008,30462000,3.294,3.348,242056000,7.161,14.759,0.1372,0.35286,199980000,105181000,125106000,2.232,0.746,1.0,0.55688,0.5135,USD,
8,Two Newton Place,Suite 300 255 Washington Street,Newton,MA,02458-1634,United States,617 796 8390,617 928 1305,https://www.rmrgroup.com,Real Estate Services,Real Estate,"The RMR Group Inc., through its subsidiary, The RMR Group LLC, provides business and property management services in the United States. The company offers management services to its four publicly traded real estate investment trusts and three real estate operating companies. It also provides investment advisory and administrative services. The company was formerly known as REIT Management & Research Inc. and changed its name to The RMR Group Inc. in September 2015. The RMR Group Inc. was founded in 1986 and is headquartered in Newton, Massachusetts.",600,"{'maxAge': 1, 'name': 'Mr. Timothy A. Bonang', 'age': 58, 'title': 'Sr. VP of The RMR Group LLC', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,7,10,10,1693526400,1672444800,86400,2,25.22,25.18,24.59,25.33,25.22,25.18,24.59,25.33,1.6,0.0638,1689897600,0.4348,4.35,1.474412,6.8125,14.005587,133891,133891,89233,77890,77890,24.06,25.24,800,800,416467840,20.79,31.55,1.7205434,23.9699,25.533125,1.6,0.063441716,USD,338387328,0.25386998,14165205,15612200,142424,95514,1690761600,1693440000,0.0086,0.024500001,0.84011,1.58,0.0128999995,14.354,1.7465514,1664496000,1696032000,1688083200,2.255,60755000,3.68,1.79,-13.07,1.398,2.51,NCM,EQUITY,RMR,RMR,The RMR Group Inc.,The RMR Group Inc.,1450103400,America/New_York,EDT,-14400000,25.07,37.0,23.5,30.25,30.25,2.7,hold,2,295423008,17.784,134795008,30462000,3.294,3.348,242056000,7.161,14.759,0.1372,0.35286,199980000,105181000,125106000,2.232,0.746,1.0,0.55688,0.5135,USD,
9,Two Newton Place,Suite 300 255 Washington Street,Newton,MA,02458-1634,United States,617 796 8390,617 928 1305,https://www.rmrgroup.com,Real Estate Services,Real Estate,"The RMR Group Inc., through its subsidiary, The RMR Group LLC, provides business and property management services in the United States. The company offers management services to its four publicly traded real estate investment trusts and three real estate operating companies. It also provides investment advisory and administrative services. The company was formerly known as REIT Management & Research Inc. and changed its name to The RMR Group Inc. in September 2015. The RMR Group Inc. was founded in 1986 and is headquartered in Newton, Massachusetts.",600,"{'maxAge': 1, 'name': 'Mr. Mark R. Young', 'age': 59, 'title': 'Sr. VP of RMR Group LLC', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,7,10,10,1693526400,1672444800,86400,2,25.22,25.18,24.59,25.33,25.22,25.18,24.59,25.33,1.6,0.0638,1689897600,0.4348,4.35,1.474412,6.8125,14.005587,133891,133891,89233,77890,77890,24.06,25.24,800,800,416467840,20.79,31.55,1.7205434,23.9699,25.533125,1.6,0.063441716,USD,338387328,0.25386998,14165205,15612200,142424,95514,1690761600,1693440000,0.0086,0.024500001,0.84011,1.58,0.0128999995,14.354,1.7465514,1664496000,1696032000,1688083200,2.255,60755000,3.68,1.79,-13.07,1.398,2.51,NCM,EQUITY,RMR,RMR,The RMR Group Inc.,The RMR Group Inc.,1450103400,America/New_York,EDT,-14400000,25.07,37.0,23.5,30.25,30.25,2.7,hold,2,295423008,17.784,134795008,30462000,3.294,3.348,242056000,7.161,14.759,0.1372,0.35286,199980000,105181000,125106000,2.232,0.746,1.0,0.55688,0.5135,USD,
