,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1090 West Georgia Street,Suite 1305,Vancouver,BC,V6E 3V7,Canada,604-699-0202,604-683-1585,https://www.mawsongold.com,Gold,Basic Materials,"Mawson Gold Limited operates as a gold exploration company in Finland and Sweden. The company also explores for cobalt, copper, lead, zinc, and silver deposits. Its flagship project is the Rompas-Rajapalot project that consists of 5 granted exploration permits and 8 exploration permit applications located in Finland. The company was formerly known as Mawson Resources Limited and changed its name to Mawson Gold Limited in August 2020. Mawson Gold Limited was incorporated in 2004 and is headquartered in Vancouver, Canada.",8,"{'maxAge': 1, 'name': 'Mr. Michael Robert Hudson B.Sc., B.Sc.(Hons), FAusIMM, GDipAppFin, MAIG, MSE', 'age': 53, 'title': 'Exec. Chairman', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 148230, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.2404,0.2404,0.2404,0.245,0.2404,0.2404,0.2404,0.245,0.0,1.811158,82457,82457,48506,210570,210570,0.0,0.0,0,0,72545464,0.08,0.25,0.1354,0.1483,0.0,0.0,USD,70936144,0.0,263718094,294811008,0.014090001,0.33425,0.203,1.1970444,1685491200,1717113600,1685491200,-4953433,-0.01,-13.982,PNK,EQUITY,MWSNF,MWSNF,MAWSON GOLD LIMITED,Mawson Gold Limited,1204900200,America/New_York,EDT,-14400000,0.243,none,14680432,0.05,-5073222,849634,7.928,7.977,1.154,-0.053150002,-0.095369995,-7556016,-1609812,0.0,0.0,0.0,CAD,
1,1090 West Georgia Street,Suite 1305,Vancouver,BC,V6E 3V7,Canada,604-699-0202,604-683-1585,https://www.mawsongold.com,Gold,Basic Materials,"Mawson Gold Limited operates as a gold exploration company in Finland and Sweden. The company also explores for cobalt, copper, lead, zinc, and silver deposits. Its flagship project is the Rompas-Rajapalot project that consists of 5 granted exploration permits and 8 exploration permit applications located in Finland. The company was formerly known as Mawson Resources Limited and changed its name to Mawson Gold Limited in August 2020. Mawson Gold Limited was incorporated in 2004 and is headquartered in Vancouver, Canada.",8,"{'maxAge': 1, 'name': 'Ms. Noora  Ahola', 'title': 'Interim CEO, Environmental Director & Director', 'fiscalYear': 2022, 'totalPay': 123469, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.2404,0.2404,0.2404,0.245,0.2404,0.2404,0.2404,0.245,0.0,1.811158,82457,82457,48506,210570,210570,0.0,0.0,0,0,72545464,0.08,0.25,0.1354,0.1483,0.0,0.0,USD,70936144,0.0,263718094,294811008,0.014090001,0.33425,0.203,1.1970444,1685491200,1717113600,1685491200,-4953433,-0.01,-13.982,PNK,EQUITY,MWSNF,MWSNF,MAWSON GOLD LIMITED,Mawson Gold Limited,1204900200,America/New_York,EDT,-14400000,0.243,none,14680432,0.05,-5073222,849634,7.928,7.977,1.154,-0.053150002,-0.095369995,-7556016,-1609812,0.0,0.0,0.0,CAD,
2,1090 West Georgia Street,Suite 1305,Vancouver,BC,V6E 3V7,Canada,604-699-0202,604-683-1585,https://www.mawsongold.com,Gold,Basic Materials,"Mawson Gold Limited operates as a gold exploration company in Finland and Sweden. The company also explores for cobalt, copper, lead, zinc, and silver deposits. Its flagship project is the Rompas-Rajapalot project that consists of 5 granted exploration permits and 8 exploration permit applications located in Finland. The company was formerly known as Mawson Resources Limited and changed its name to Mawson Gold Limited in August 2020. Mawson Gold Limited was incorporated in 2004 and is headquartered in Vancouver, Canada.",8,"{'maxAge': 1, 'name': 'Mr. Nick  DeMare CA, CPA', 'age': 68, 'title': 'Chief Financial Officer', 'yearBorn': 1954, 'fiscalYear': 2022, 'totalPay': 70520, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.2404,0.2404,0.2404,0.245,0.2404,0.2404,0.2404,0.245,0.0,1.811158,82457,82457,48506,210570,210570,0.0,0.0,0,0,72545464,0.08,0.25,0.1354,0.1483,0.0,0.0,USD,70936144,0.0,263718094,294811008,0.014090001,0.33425,0.203,1.1970444,1685491200,1717113600,1685491200,-4953433,-0.01,-13.982,PNK,EQUITY,MWSNF,MWSNF,MAWSON GOLD LIMITED,Mawson Gold Limited,1204900200,America/New_York,EDT,-14400000,0.243,none,14680432,0.05,-5073222,849634,7.928,7.977,1.154,-0.053150002,-0.095369995,-7556016,-1609812,0.0,0.0,0.0,CAD,
3,1090 West Georgia Street,Suite 1305,Vancouver,BC,V6E 3V7,Canada,604-699-0202,604-683-1585,https://www.mawsongold.com,Gold,Basic Materials,"Mawson Gold Limited operates as a gold exploration company in Finland and Sweden. The company also explores for cobalt, copper, lead, zinc, and silver deposits. Its flagship project is the Rompas-Rajapalot project that consists of 5 granted exploration permits and 8 exploration permit applications located in Finland. The company was formerly known as Mawson Resources Limited and changed its name to Mawson Gold Limited in August 2020. Mawson Gold Limited was incorporated in 2004 and is headquartered in Vancouver, Canada.",8,"{'maxAge': 1, 'name': 'Mr. Nicholas  Mead B.A.', 'title': 'Mang. of Corp. Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.2404,0.2404,0.2404,0.245,0.2404,0.2404,0.2404,0.245,0.0,1.811158,82457,82457,48506,210570,210570,0.0,0.0,0,0,72545464,0.08,0.25,0.1354,0.1483,0.0,0.0,USD,70936144,0.0,263718094,294811008,0.014090001,0.33425,0.203,1.1970444,1685491200,1717113600,1685491200,-4953433,-0.01,-13.982,PNK,EQUITY,MWSNF,MWSNF,MAWSON GOLD LIMITED,Mawson Gold Limited,1204900200,America/New_York,EDT,-14400000,0.243,none,14680432,0.05,-5073222,849634,7.928,7.977,1.154,-0.053150002,-0.095369995,-7556016,-1609812,0.0,0.0,0.0,CAD,
4,1090 West Georgia Street,Suite 1305,Vancouver,BC,V6E 3V7,Canada,604-699-0202,604-683-1585,https://www.mawsongold.com,Gold,Basic Materials,"Mawson Gold Limited operates as a gold exploration company in Finland and Sweden. The company also explores for cobalt, copper, lead, zinc, and silver deposits. Its flagship project is the Rompas-Rajapalot project that consists of 5 granted exploration permits and 8 exploration permit applications located in Finland. The company was formerly known as Mawson Resources Limited and changed its name to Mawson Gold Limited in August 2020. Mawson Gold Limited was incorporated in 2004 and is headquartered in Vancouver, Canada.",8,"{'maxAge': 1, 'name': 'Ms. Mariana Cecilia Bermudez', 'age': 47, 'title': 'Corp. Sec.', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.2404,0.2404,0.2404,0.245,0.2404,0.2404,0.2404,0.245,0.0,1.811158,82457,82457,48506,210570,210570,0.0,0.0,0,0,72545464,0.08,0.25,0.1354,0.1483,0.0,0.0,USD,70936144,0.0,263718094,294811008,0.014090001,0.33425,0.203,1.1970444,1685491200,1717113600,1685491200,-4953433,-0.01,-13.982,PNK,EQUITY,MWSNF,MWSNF,MAWSON GOLD LIMITED,Mawson Gold Limited,1204900200,America/New_York,EDT,-14400000,0.243,none,14680432,0.05,-5073222,849634,7.928,7.977,1.154,-0.053150002,-0.095369995,-7556016,-1609812,0.0,0.0,0.0,CAD,
