,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,20 Solomou Street,Alimos,Athens,174 56,Greece,30 210 99 77 000,30 210 99 16 251,https://www.techol.gr,Engineering & Construction,Industrials,"Technical Olympic S.A. engages in the construction, shipping, and marina management businesses primarily in Greece, Romania, and Cyprus. The company was founded in 1965 and is headquartered in Athens, Greece.",49,"{'maxAge': 1, 'name': 'Mr. Konstantinos A. Stengos', 'age': 85, 'title': 'Founder, Chairman & Pres', 'yearBorn': 1937, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,2.29,2.15,2.15,2.31,2.29,2.15,2.15,2.31,0.0,0.807057,115.5,0,0,0,0,0,2.21,3.03,200000,200000,105324216,1.405,2.75,7.5387187,2.4196,1.954225,0.0,0.0,EUR,54542616,0.09305,15825459,40047200,0.64645,0.10521,4.394,0.52571684,1672444800,1703980800,1672444800,1299962,0.02,3.904,8.297,STU,EQUITY,TQZA.SG,TQZA.SG,Technical Olympic S.A.,Technical Olympic S.A.,1199084400,Europe/Berlin,CEST,7200000,2.31,none,37221480,0.929,6573696,16630692,3.673,3.779,13971103,8.742,0.349,0.00232,0.00754,3507558,5126457,4721806,0.25106,0.47052,0.056399997,EUR,
1,20 Solomou Street,Alimos,Athens,174 56,Greece,30 210 99 77 000,30 210 99 16 251,https://www.techol.gr,Engineering & Construction,Industrials,"Technical Olympic S.A. engages in the construction, shipping, and marina management businesses primarily in Greece, Romania, and Cyprus. The company was founded in 1965 and is headquartered in Athens, Greece.",49,"{'maxAge': 1, 'name': 'Mr. Georgios K. Stengos', 'age': 55, 'title': 'Managing Director', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,2.29,2.15,2.15,2.31,2.29,2.15,2.15,2.31,0.0,0.807057,115.5,0,0,0,0,0,2.21,3.03,200000,200000,105324216,1.405,2.75,7.5387187,2.4196,1.954225,0.0,0.0,EUR,54542616,0.09305,15825459,40047200,0.64645,0.10521,4.394,0.52571684,1672444800,1703980800,1672444800,1299962,0.02,3.904,8.297,STU,EQUITY,TQZA.SG,TQZA.SG,Technical Olympic S.A.,Technical Olympic S.A.,1199084400,Europe/Berlin,CEST,7200000,2.31,none,37221480,0.929,6573696,16630692,3.673,3.779,13971103,8.742,0.349,0.00232,0.00754,3507558,5126457,4721806,0.25106,0.47052,0.056399997,EUR,
2,20 Solomou Street,Alimos,Athens,174 56,Greece,30 210 99 77 000,30 210 99 16 251,https://www.techol.gr,Engineering & Construction,Industrials,"Technical Olympic S.A. engages in the construction, shipping, and marina management businesses primarily in Greece, Romania, and Cyprus. The company was founded in 1965 and is headquartered in Athens, Greece.",49,"{'maxAge': 1, 'name': 'Ms. Marianna K. Stengou', 'age': 44, 'title': 'Exec. Director', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,2.29,2.15,2.15,2.31,2.29,2.15,2.15,2.31,0.0,0.807057,115.5,0,0,0,0,0,2.21,3.03,200000,200000,105324216,1.405,2.75,7.5387187,2.4196,1.954225,0.0,0.0,EUR,54542616,0.09305,15825459,40047200,0.64645,0.10521,4.394,0.52571684,1672444800,1703980800,1672444800,1299962,0.02,3.904,8.297,STU,EQUITY,TQZA.SG,TQZA.SG,Technical Olympic S.A.,Technical Olympic S.A.,1199084400,Europe/Berlin,CEST,7200000,2.31,none,37221480,0.929,6573696,16630692,3.673,3.779,13971103,8.742,0.349,0.00232,0.00754,3507558,5126457,4721806,0.25106,0.47052,0.056399997,EUR,
