,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,321 South 1250 West,Suite 1,Lindon,UT,84042,United States,801 796 5127,https://www.profireenergy.com,Oil & Gas Equipment & Services,Energy,"Profire Energy, Inc., a technology company, provides burner, and combustion management systems and solutions for natural and forced draft applications in the United States and Canada. It primarily focuses on the upstream, midstream, and downstream transmission segments of the oil and gas industry. The company also sells and installs its systems in South America, Europe, Africa, the Middle East, and Asia. Profire Energy, Inc. was founded in 2002 and is based in Lindon, Utah.",103,"{'maxAge': 1, 'name': 'Mr. Brenton Wayne Hatch', 'age': 72, 'title': 'Exec. Chairman', 'yearBorn': 1950, 'fiscalYear': 2022, 'totalPay': 298725, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,3.08,3.1,2.92,3.1,3.08,3.1,2.92,3.1,0.0,0.81881,16.888887,15.2,675446,675446,571298,1231040,1231040,3.0,3.05,1100,1400,144626784,0.85,3.2,2.5919988,1.9097,1.36203,0.0,0.0,USD,132739928,0.15201999,36137160,47574600,55046,21660,1689292800,1692057600,0.0011999999,0.24583,0.51942,0.27,0.0015,1.116,2.7240143,1672444800,1703980800,1688083200,9.031,8482548,0.18,0.2,0.73,2.379,11.033,NCM,EQUITY,PFIE,PFIE,"Profire Energy, Inc.","Profire Energy, Inc.",1268231400,America/New_York,EDT,-14400000,3.04,3.5,2.0,2.83,3.0,2.0,buy,3,10142489,0.213,12030725,158740,3.267,5.309,55797396,0.299,1.183,0.12356,0.17509001,21651390,-1610521,1677046,8.921,0.499,0.50071996,0.21561001,0.19608,USD,
1,321 South 1250 West,Suite 1,Lindon,UT,84042,United States,801 796 5127,https://www.profireenergy.com,Oil & Gas Equipment & Services,Energy,"Profire Energy, Inc., a technology company, provides burner, and combustion management systems and solutions for natural and forced draft applications in the United States and Canada. It primarily focuses on the upstream, midstream, and downstream transmission segments of the oil and gas industry. The company also sells and installs its systems in South America, Europe, Africa, the Middle East, and Asia. Profire Energy, Inc. was founded in 2002 and is based in Lindon, Utah.",103,"{'maxAge': 1, 'name': 'Mr. Cameron M. Tidball', 'age': 45, 'title': 'Co-CEO & Co-Pres', 'yearBorn': 1977, 'fiscalYear': 2022, 'totalPay': 516279, 'exercisedValue': 0, 'unexercisedValue': 14400}",1672444800,86400,4,3.08,3.1,2.92,3.1,3.08,3.1,2.92,3.1,0.0,0.81881,16.888887,15.2,675446,675446,571298,1231040,1231040,3.0,3.05,1100,1400,144626784,0.85,3.2,2.5919988,1.9097,1.36203,0.0,0.0,USD,132739928,0.15201999,36137160,47574600,55046,21660,1689292800,1692057600,0.0011999999,0.24583,0.51942,0.27,0.0015,1.116,2.7240143,1672444800,1703980800,1688083200,9.031,8482548,0.18,0.2,0.73,2.379,11.033,NCM,EQUITY,PFIE,PFIE,"Profire Energy, Inc.","Profire Energy, Inc.",1268231400,America/New_York,EDT,-14400000,3.04,3.5,2.0,2.83,3.0,2.0,buy,3,10142489,0.213,12030725,158740,3.267,5.309,55797396,0.299,1.183,0.12356,0.17509001,21651390,-1610521,1677046,8.921,0.499,0.50071996,0.21561001,0.19608,USD,
2,321 South 1250 West,Suite 1,Lindon,UT,84042,United States,801 796 5127,https://www.profireenergy.com,Oil & Gas Equipment & Services,Energy,"Profire Energy, Inc., a technology company, provides burner, and combustion management systems and solutions for natural and forced draft applications in the United States and Canada. It primarily focuses on the upstream, midstream, and downstream transmission segments of the oil and gas industry. The company also sells and installs its systems in South America, Europe, Africa, the Middle East, and Asia. Profire Energy, Inc. was founded in 2002 and is based in Lindon, Utah.",103,"{'maxAge': 1, 'name': 'Mr. Ryan W. Oviatt CPA', 'age': 48, 'title': 'Co-CEO, Co-Pres, CFO, Treasurer & Director', 'yearBorn': 1974, 'fiscalYear': 2022, 'totalPay': 516279, 'exercisedValue': 0, 'unexercisedValue': 14400}",1672444800,86400,4,3.08,3.1,2.92,3.1,3.08,3.1,2.92,3.1,0.0,0.81881,16.888887,15.2,675446,675446,571298,1231040,1231040,3.0,3.05,1100,1400,144626784,0.85,3.2,2.5919988,1.9097,1.36203,0.0,0.0,USD,132739928,0.15201999,36137160,47574600,55046,21660,1689292800,1692057600,0.0011999999,0.24583,0.51942,0.27,0.0015,1.116,2.7240143,1672444800,1703980800,1688083200,9.031,8482548,0.18,0.2,0.73,2.379,11.033,NCM,EQUITY,PFIE,PFIE,"Profire Energy, Inc.","Profire Energy, Inc.",1268231400,America/New_York,EDT,-14400000,3.04,3.5,2.0,2.83,3.0,2.0,buy,3,10142489,0.213,12030725,158740,3.267,5.309,55797396,0.299,1.183,0.12356,0.17509001,21651390,-1610521,1677046,8.921,0.499,0.50071996,0.21561001,0.19608,USD,
3,321 South 1250 West,Suite 1,Lindon,UT,84042,United States,801 796 5127,https://www.profireenergy.com,Oil & Gas Equipment & Services,Energy,"Profire Energy, Inc., a technology company, provides burner, and combustion management systems and solutions for natural and forced draft applications in the United States and Canada. It primarily focuses on the upstream, midstream, and downstream transmission segments of the oil and gas industry. The company also sells and installs its systems in South America, Europe, Africa, the Middle East, and Asia. Profire Energy, Inc. was founded in 2002 and is based in Lindon, Utah.",103,"{'maxAge': 1, 'name': 'Mr. Patrick D. Fisher', 'age': 44, 'title': 'VP of Product Devel.', 'yearBorn': 1978, 'fiscalYear': 2022, 'totalPay': 195147, 'exercisedValue': 0, 'unexercisedValue': 12100}",1672444800,86400,4,3.08,3.1,2.92,3.1,3.08,3.1,2.92,3.1,0.0,0.81881,16.888887,15.2,675446,675446,571298,1231040,1231040,3.0,3.05,1100,1400,144626784,0.85,3.2,2.5919988,1.9097,1.36203,0.0,0.0,USD,132739928,0.15201999,36137160,47574600,55046,21660,1689292800,1692057600,0.0011999999,0.24583,0.51942,0.27,0.0015,1.116,2.7240143,1672444800,1703980800,1688083200,9.031,8482548,0.18,0.2,0.73,2.379,11.033,NCM,EQUITY,PFIE,PFIE,"Profire Energy, Inc.","Profire Energy, Inc.",1268231400,America/New_York,EDT,-14400000,3.04,3.5,2.0,2.83,3.0,2.0,buy,3,10142489,0.213,12030725,158740,3.267,5.309,55797396,0.299,1.183,0.12356,0.17509001,21651390,-1610521,1677046,8.921,0.499,0.50071996,0.21561001,0.19608,USD,
4,321 South 1250 West,Suite 1,Lindon,UT,84042,United States,801 796 5127,https://www.profireenergy.com,Oil & Gas Equipment & Services,Energy,"Profire Energy, Inc., a technology company, provides burner, and combustion management systems and solutions for natural and forced draft applications in the United States and Canada. It primarily focuses on the upstream, midstream, and downstream transmission segments of the oil and gas industry. The company also sells and installs its systems in South America, Europe, Africa, the Middle East, and Asia. Profire Energy, Inc. was founded in 2002 and is based in Lindon, Utah.",103,"{'maxAge': 1, 'name': 'Mr. Todd  Fugal', 'title': 'In-House Counsel', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,3.08,3.1,2.92,3.1,3.08,3.1,2.92,3.1,0.0,0.81881,16.888887,15.2,675446,675446,571298,1231040,1231040,3.0,3.05,1100,1400,144626784,0.85,3.2,2.5919988,1.9097,1.36203,0.0,0.0,USD,132739928,0.15201999,36137160,47574600,55046,21660,1689292800,1692057600,0.0011999999,0.24583,0.51942,0.27,0.0015,1.116,2.7240143,1672444800,1703980800,1688083200,9.031,8482548,0.18,0.2,0.73,2.379,11.033,NCM,EQUITY,PFIE,PFIE,"Profire Energy, Inc.","Profire Energy, Inc.",1268231400,America/New_York,EDT,-14400000,3.04,3.5,2.0,2.83,3.0,2.0,buy,3,10142489,0.213,12030725,158740,3.267,5.309,55797396,0.299,1.183,0.12356,0.17509001,21651390,-1610521,1677046,8.921,0.499,0.50071996,0.21561001,0.19608,USD,
