,address1,address2,city,country,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,26/F CITIC Tower,1 Tim Mei Avenue,Central,Hong Kong,https://www.chinaneweconomyfund.com,Asset Management,Financial Services,China New Economy Fund Limited is a mutual fund launched and managed by CITIC Securities International Investment Management (HK) Limited. It invests in public equity markets. China New Economy Fund Limited is domiciled in Cayman Islands.,8,"{'maxAge': 1, 'name': 'Mr. Craig Blaser Lindsay', 'age': 67, 'title': 'Chairman and Chief Exec. Officer', 'yearBorn': 1955, 'fiscalYear': 2013, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,3,0.165,0.165,0.161,0.165,0.165,0.165,0.161,0.165,0.0,0.275525,380000,380000,2223813,758000,758000,0.161,0.165,0,0,212471696,0.151,0.2,134.87929,0.16806,0.168015,0.0,0.0,HKD,64574848,0.0,1319699968,0.38869998,0.08934,0.115,1.4,1672444800,1703980800,1688083200,-33090986,-0.02,1:4,1586217600,40.993,-4.517,HKG,EQUITY,0080.HK,0080.HK,CNEWECON FUND,China New Economy Fund Limited,1294277400,Asia/Hong_Kong,HKT,28800000,0.161,none,150451344,0.114,-14297273,2554452,50.193,50.811,1575273,1.69,0.001,-0.05645,-0.19966999,-0.999,1.0,0.0,-9.67313,HKD,
1,26/F CITIC Tower,1 Tim Mei Avenue,Central,Hong Kong,https://www.chinaneweconomyfund.com,Asset Management,Financial Services,China New Economy Fund Limited is a mutual fund launched and managed by CITIC Securities International Investment Management (HK) Limited. It invests in public equity markets. China New Economy Fund Limited is domiciled in Cayman Islands.,8,"{'maxAge': 1, 'name': 'Mr. Man Hin  Tai CPA, CPA', 'age': 45, 'title': 'Chief Financial Officer and Company Sec.', 'yearBorn': 1977, 'fiscalYear': 2013, 'totalPay': 29250, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,3,0.165,0.165,0.161,0.165,0.165,0.165,0.161,0.165,0.0,0.275525,380000,380000,2223813,758000,758000,0.161,0.165,0,0,212471696,0.151,0.2,134.87929,0.16806,0.168015,0.0,0.0,HKD,64574848,0.0,1319699968,0.38869998,0.08934,0.115,1.4,1672444800,1703980800,1688083200,-33090986,-0.02,1:4,1586217600,40.993,-4.517,HKG,EQUITY,0080.HK,0080.HK,CNEWECON FUND,China New Economy Fund Limited,1294277400,Asia/Hong_Kong,HKT,28800000,0.161,none,150451344,0.114,-14297273,2554452,50.193,50.811,1575273,1.69,0.001,-0.05645,-0.19966999,-0.999,1.0,0.0,-9.67313,HKD,
2,26/F CITIC Tower,1 Tim Mei Avenue,Central,Hong Kong,https://www.chinaneweconomyfund.com,Asset Management,Financial Services,China New Economy Fund Limited is a mutual fund launched and managed by CITIC Securities International Investment Management (HK) Limited. It invests in public equity markets. China New Economy Fund Limited is domiciled in Cayman Islands.,8,"{'maxAge': 1, 'name': 'Mr. Xu  Gu', 'age': 57, 'title': 'Exec. Director', 'yearBorn': 1965, 'fiscalYear': 2013, 'totalPay': 117000, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,3,0.165,0.165,0.161,0.165,0.165,0.165,0.161,0.165,0.0,0.275525,380000,380000,2223813,758000,758000,0.161,0.165,0,0,212471696,0.151,0.2,134.87929,0.16806,0.168015,0.0,0.0,HKD,64574848,0.0,1319699968,0.38869998,0.08934,0.115,1.4,1672444800,1703980800,1688083200,-33090986,-0.02,1:4,1586217600,40.993,-4.517,HKG,EQUITY,0080.HK,0080.HK,CNEWECON FUND,China New Economy Fund Limited,1294277400,Asia/Hong_Kong,HKT,28800000,0.161,none,150451344,0.114,-14297273,2554452,50.193,50.811,1575273,1.69,0.001,-0.05645,-0.19966999,-0.999,1.0,0.0,-9.67313,HKD,
3,26/F CITIC Tower,1 Tim Mei Avenue,Central,Hong Kong,https://www.chinaneweconomyfund.com,Asset Management,Financial Services,China New Economy Fund Limited is a mutual fund launched and managed by CITIC Securities International Investment Management (HK) Limited. It invests in public equity markets. China New Economy Fund Limited is domiciled in Cayman Islands.,8,"{'maxAge': 1, 'name': 'Mr. Cheong Yee  Chan', 'age': 58, 'title': 'Exec. Director', 'yearBorn': 1964, 'fiscalYear': 2013, 'totalPay': 68250, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,3,0.165,0.165,0.161,0.165,0.165,0.165,0.161,0.165,0.0,0.275525,380000,380000,2223813,758000,758000,0.161,0.165,0,0,212471696,0.151,0.2,134.87929,0.16806,0.168015,0.0,0.0,HKD,64574848,0.0,1319699968,0.38869998,0.08934,0.115,1.4,1672444800,1703980800,1688083200,-33090986,-0.02,1:4,1586217600,40.993,-4.517,HKG,EQUITY,0080.HK,0080.HK,CNEWECON FUND,China New Economy Fund Limited,1294277400,Asia/Hong_Kong,HKT,28800000,0.161,none,150451344,0.114,-14297273,2554452,50.193,50.811,1575273,1.69,0.001,-0.05645,-0.19966999,-0.999,1.0,0.0,-9.67313,HKD,
