,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,profitMargins,sharesOutstanding,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,lastSplitFactor,lastSplitDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalDebt,quickRatio,currentRatio,totalRevenue,grossProfits,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,923 10th Street,PMB101,Floresville,TX,78114,United States,830-393-5293,https://www.mdechem.com,Biotechnology,Healthcare,"MDEChem, Inc. provides pharmaceutical and chemical products. The company offers MaxHeal skin restoration gel, a non-steroidal and anti-inflammatory compound that provides instant relief to minor cuts, scrapes, minor burns, sunburn, and abrasions, as well as soothe itchy bites from chiggers, mosquitoes, sand fleas, black flies, and other biting insects. It also provides SANDKLENE 950, a non-toxic chemical composition, which is used in the recovery of oil from tar/oil sands. The company was founded in 1996 and is based in Floresville, Texas.",1,"{'maxAge': 1, 'name': 'Mr. Paul W. Sack', 'title': 'Pres & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.4e-05,3.4e-05,3.4e-05,3.4e-05,3.4e-05,3.4e-05,3.4e-05,3.4e-05,-24.14177,600,600,0,0,0,0.0,0.0,0,0,713,3e-05,0.0001,0.003553894,3e-05,6.605e-05,0.0,0.0,USD,0.45630002,20991000,1325289600,1356912000,1333152000,91545,3:1,949881600,PNK,EQUITY,MDKM,MDKM,MDECHEM INC,"MDEChem, Inc.",905779800,America/New_York,EDT,-14400000,3.4e-05,none,3390,108693,0.04,0.042,200625,317179,71923,-0.979,0.80841005,0.0,0.51588,USD,
1,923 10th Street,PMB101,Floresville,TX,78114,United States,830-393-5293,https://www.mdechem.com,Biotechnology,Healthcare,"MDEChem, Inc. provides pharmaceutical and chemical products. The company offers MaxHeal skin restoration gel, a non-steroidal and anti-inflammatory compound that provides instant relief to minor cuts, scrapes, minor burns, sunburn, and abrasions, as well as soothe itchy bites from chiggers, mosquitoes, sand fleas, black flies, and other biting insects. It also provides SANDKLENE 950, a non-toxic chemical composition, which is used in the recovery of oil from tar/oil sands. The company was founded in 1996 and is based in Floresville, Texas.",1,"{'maxAge': 1, 'name': 'Mr. Charles R. McCoy', 'title': 'Co-Founder', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.4e-05,3.4e-05,3.4e-05,3.4e-05,3.4e-05,3.4e-05,3.4e-05,3.4e-05,-24.14177,600,600,0,0,0,0.0,0.0,0,0,713,3e-05,0.0001,0.003553894,3e-05,6.605e-05,0.0,0.0,USD,0.45630002,20991000,1325289600,1356912000,1333152000,91545,3:1,949881600,PNK,EQUITY,MDKM,MDKM,MDECHEM INC,"MDEChem, Inc.",905779800,America/New_York,EDT,-14400000,3.4e-05,none,3390,108693,0.04,0.042,200625,317179,71923,-0.979,0.80841005,0.0,0.51588,USD,
2,923 10th Street,PMB101,Floresville,TX,78114,United States,830-393-5293,https://www.mdechem.com,Biotechnology,Healthcare,"MDEChem, Inc. provides pharmaceutical and chemical products. The company offers MaxHeal skin restoration gel, a non-steroidal and anti-inflammatory compound that provides instant relief to minor cuts, scrapes, minor burns, sunburn, and abrasions, as well as soothe itchy bites from chiggers, mosquitoes, sand fleas, black flies, and other biting insects. It also provides SANDKLENE 950, a non-toxic chemical composition, which is used in the recovery of oil from tar/oil sands. The company was founded in 1996 and is based in Floresville, Texas.",1,"{'maxAge': 1, 'name': 'Ms. Shannon McCoy Sauer', 'title': 'Treasurer and Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.4e-05,3.4e-05,3.4e-05,3.4e-05,3.4e-05,3.4e-05,3.4e-05,3.4e-05,-24.14177,600,600,0,0,0,0.0,0.0,0,0,713,3e-05,0.0001,0.003553894,3e-05,6.605e-05,0.0,0.0,USD,0.45630002,20991000,1325289600,1356912000,1333152000,91545,3:1,949881600,PNK,EQUITY,MDKM,MDKM,MDECHEM INC,"MDEChem, Inc.",905779800,America/New_York,EDT,-14400000,3.4e-05,none,3390,108693,0.04,0.042,200625,317179,71923,-0.979,0.80841005,0.0,0.51588,USD,
3,923 10th Street,PMB101,Floresville,TX,78114,United States,830-393-5293,https://www.mdechem.com,Biotechnology,Healthcare,"MDEChem, Inc. provides pharmaceutical and chemical products. The company offers MaxHeal skin restoration gel, a non-steroidal and anti-inflammatory compound that provides instant relief to minor cuts, scrapes, minor burns, sunburn, and abrasions, as well as soothe itchy bites from chiggers, mosquitoes, sand fleas, black flies, and other biting insects. It also provides SANDKLENE 950, a non-toxic chemical composition, which is used in the recovery of oil from tar/oil sands. The company was founded in 1996 and is based in Floresville, Texas.",1,"{'maxAge': 1, 'name': 'Mr. Alfred F. Fischer P.Geo., P. Geol.', 'age': 74, 'title': 'Sec. and Director', 'yearBorn': 1948, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.4e-05,3.4e-05,3.4e-05,3.4e-05,3.4e-05,3.4e-05,3.4e-05,3.4e-05,-24.14177,600,600,0,0,0,0.0,0.0,0,0,713,3e-05,0.0001,0.003553894,3e-05,6.605e-05,0.0,0.0,USD,0.45630002,20991000,1325289600,1356912000,1333152000,91545,3:1,949881600,PNK,EQUITY,MDKM,MDKM,MDECHEM INC,"MDEChem, Inc.",905779800,America/New_York,EDT,-14400000,3.4e-05,none,3390,108693,0.04,0.042,200625,317179,71923,-0.979,0.80841005,0.0,0.51588,USD,
