,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,41 Soi Phaholyothin,"5, Phaholyothin Road Phayathai Subdistrict Phayathai District",Bangkok,10400,Thailand,66 2 271 4213,66 2 271 4416,https://nep.co.th,Packaging & Containers,Consumer Cyclical,"NEP Realty and Industry Public Company Limited engages in the production and distribution of plastic packaging products in Thailand. It is also involved in the investment business. The company was founded in 1953 and is headquartered in Bangkok, Thailand.","{'maxAge': 1, 'name': 'Ms. Chatthong  Noisantea', 'title': 'Acting Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.2,0.21,0.21,0.21,0.2,0.21,0.21,0.21,0.0,0.269946,1500,1500,0,0,0,0.2,0.0,0,0,488329792,0.21,0.41114,2.7822294,0.26,0.2612692,0.0,0.0,THB,499595936,-0.24371,877063796,2325380096,0.01593,0.0,0.255,0.8235294,1672444800,1703980800,1688083200,-42775008,-0.02,2.846,-8.32,SET,EQUITY,NEP-R.BK,NEP-R.BK,NEP_NEP REALTY AND INDUSTRY,NEP Realty and Industry Public Company Limited,1198810800,Asia/Bangkok,ICT,25200000,0.21,none,5327000,0.002,-60050092,16593000,0.525,1.039,175517440,2.797,0.074,-0.07089,-0.06973,-15675694,-16146458,-40234156,-0.601,-0.09916,-0.34213,-0.44269,THB,
1,41 Soi Phaholyothin,"5, Phaholyothin Road Phayathai Subdistrict Phayathai District",Bangkok,10400,Thailand,66 2 271 4213,66 2 271 4416,https://nep.co.th,Packaging & Containers,Consumer Cyclical,"NEP Realty and Industry Public Company Limited engages in the production and distribution of plastic packaging products in Thailand. It is also involved in the investment business. The company was founded in 1953 and is headquartered in Bangkok, Thailand.","{'maxAge': 1, 'name': 'Mr. Suthiporn  Chantavanich', 'age': 47, 'title': 'Exec. VP', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.2,0.21,0.21,0.21,0.2,0.21,0.21,0.21,0.0,0.269946,1500,1500,0,0,0,0.2,0.0,0,0,488329792,0.21,0.41114,2.7822294,0.26,0.2612692,0.0,0.0,THB,499595936,-0.24371,877063796,2325380096,0.01593,0.0,0.255,0.8235294,1672444800,1703980800,1688083200,-42775008,-0.02,2.846,-8.32,SET,EQUITY,NEP-R.BK,NEP-R.BK,NEP_NEP REALTY AND INDUSTRY,NEP Realty and Industry Public Company Limited,1198810800,Asia/Bangkok,ICT,25200000,0.21,none,5327000,0.002,-60050092,16593000,0.525,1.039,175517440,2.797,0.074,-0.07089,-0.06973,-15675694,-16146458,-40234156,-0.601,-0.09916,-0.34213,-0.44269,THB,
2,41 Soi Phaholyothin,"5, Phaholyothin Road Phayathai Subdistrict Phayathai District",Bangkok,10400,Thailand,66 2 271 4213,66 2 271 4416,https://nep.co.th,Packaging & Containers,Consumer Cyclical,"NEP Realty and Industry Public Company Limited engages in the production and distribution of plastic packaging products in Thailand. It is also involved in the investment business. The company was founded in 1953 and is headquartered in Bangkok, Thailand.","{'maxAge': 1, 'name': 'Ms. Orrawan  Trongkratok', 'title': 'Company Sec. & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.2,0.21,0.21,0.21,0.2,0.21,0.21,0.21,0.0,0.269946,1500,1500,0,0,0,0.2,0.0,0,0,488329792,0.21,0.41114,2.7822294,0.26,0.2612692,0.0,0.0,THB,499595936,-0.24371,877063796,2325380096,0.01593,0.0,0.255,0.8235294,1672444800,1703980800,1688083200,-42775008,-0.02,2.846,-8.32,SET,EQUITY,NEP-R.BK,NEP-R.BK,NEP_NEP REALTY AND INDUSTRY,NEP Realty and Industry Public Company Limited,1198810800,Asia/Bangkok,ICT,25200000,0.21,none,5327000,0.002,-60050092,16593000,0.525,1.039,175517440,2.797,0.074,-0.07089,-0.06973,-15675694,-16146458,-40234156,-0.601,-0.09916,-0.34213,-0.44269,THB,
